,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.386146518545647,0.0225937334591831,0.126406175742649,0,0,0,0,0,-0.0845375730445214,0,0,0,0,0,0,0,0,0.042846513338764,0,0,-0.00682316704488088,-0.0771043525288468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145318770697704,0.0788255837971687,0,0.0909375045803387,0,0,0,0,0,0,0.122659063980746,0
X601939.CH.EQUITY,0.211996146275968,0,0,0.000254720254109428,0.0171454872505317,0,-0.0116875404765218,0,0,0,0.204026788574391,0,-0.0525993129676099,0.342116788054225,0,0,0,0,-0.134949794203689,0.185186366357212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104455908355225,0,-0.0276947121018695,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.11852531132702,0,0,0,0.208305996908346,0.106976180545325,0,0,0,0,0,0,0,0,0,0,0,0,0.141079300094746,0,0,0,0.0106488932548264,0.142031409354338,0,0,0,0,0,0,0,0.00361660042020157,0,0,0,0,0,0,0,0,0,0,0,0,0.169901606227279,0,0,0,0,0
X601288.CH.EQUITY,0.368193186124343,2.77555756156289e-17,0,0,0.227249987182668,0,0,0,0,0,0.0245478807426451,0,0,0.0940308279414988,0,0,0.116418340487515,0,0,0,0,0,0,0,0,0,0.0856558913480173,0,0,0,0.00945019373510323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444455721916858,0,0
X601988.CH.EQUITY,0,0,0,0.573107969885716,0,0,0,0,-0.0822126650121351,0.357009151941225,0,0,0,0,0,0,0,0,0,0,0.107689394671995,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275231674155194,0.0768631892363577,0,0,0,0,0,0,0,0,0,0,0.101157252585622,0.231272439510314,0,0
X600036.CH.EQUITY,0,0.0564215685501191,0,0,0,0,0,0,0,0,0,0.0702395257115113,0,0,0,0.0713638161223169,0.0433129538006869,0,0.250969632508166,0,0,0,0.00153539542322191,0,0,0.277080110084206,0,0,0,0,0,0.156916899659429,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.103242949724024,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.211779765932201,0,0,0.25534701917532,0,0,3.46944695195361e-18,0,0.233359995865664,-2.77555756156289e-17,0,0,0,0,0.164839599178431,0.333752617251451,0,0,0,-0.0676248144623529,0,0,-0.0860406002994151,0,0,0,0,0,0,0.0351787468964895,0,0,0,0,0,0,0,0,0,0,-0.0345141205165243,0,0
X5.HK.EQUITY,0,0,0,-0.140093236846973,0,0,0,0,0,0,0,0,0,0,0,-0.0250759000789576,0,0,0,0,0,0.320445181530043,0,0.566727609458136,0,0,0,0,0.214719442469501,0,0,0,0,-0.279334307804739,0,0,0,0.0528156453405471,0,0,0,0.288060086000581,0,-0.163133913033045,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.188371564546051,0,0,0,0,0,0,-0.179386846411914,0,0,0,0,0,0.17761343226192,0,0,0,0,0,0,0,0,0.0508107324277272,0,0,0,0.307288778702048,0.00671808031428975,0,0,0,0,0.13799960219448,0,0,0,0,0,0,0,0.106862320367765,0,0,0,0
X601658.CH.Equity,0,0.158951929637171,0,4.33680868994202e-19,0.134456126157888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204593931918108,0,0,0.00108140693051276,0,0,0,0,0,0,0,0,0,0,0,0,0.0405461904557036,0,0,0,0.439796178073119,0,0,0,0,0.392989660831142,0.00493893851641067,0,0,0,0,0.189112707221479
