,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X388.HK.EQUITY,0,-0.171637519428978,0,0,0,0,0,0.528499022710987,0,0,0,0,0,0.216570356319109,0,0,0,0,-0.216124116478896,0,0,0,0,0,0,0,0,-0.332461734479575,0,0,0,-3.46944695195361e-18,0.397880764345243,0,0,0.177550071831667,0,-6.93889390390723e-18,0.0417279547515557,0,0,0,0.0697190488660278,0,0,0,0,-0.10948290866384,0
X11.HK.EQUITY,0,0,0,0,0.138326395218897,0,0,0.203479127447212,0,0.0403064373782021,0,0,0,0,0,0,0,0,0,0,0.522329587445633,0.00623622805036701,0,0,1.73472347597681e-18,0.0301070163088073,0,0,-0.135921380421606,0,-0.147634069149537,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0435117602093198,0,0,0,0,0,0,0,0.0489698861931798,0
X601998.CH.EQUITY,0,0,0.0274086035522578,0,0,0,0,1.73472347597681e-18,0,0,-3.46944695195361e-18,0.043262293809992,0,0,0,0,0,0,0,0.416396104973206,0.00258151850070031,0,0,-0.232826856227104,0,0,0,0,0,0,0.0370963327161047,0.0115489830000254,0.328765063162365,0,0,-0.0723343882368287,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.224466572399605,0.030385010499401,0,0,0,0,0,0,0.607750279747109,0,0,0,0,0,-0.0846772749244484,0,-0.0248385574460234,0.167474371000807,0,0,0,-0.0101984434704834,0,0,0,0,0,0.078224231521474,0,0,0,0,0,0,0,0.103759220160761,0,0,0,0,0.133166091859821,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215388239650038,0,0,0,0,0,0,0,0,0,0,0,0,0.132863679550601,0,0,0,0,0,0,0,0,0.105983407125177,0,0.290213984164974,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.248274870146018,0.00960047829428263,0,0.0240793729442401,0,0,0,0,0,0,0,0,0,0,0.0177341674497588,0,0,0,0.0478648428632706,0,0,0,0.180694688889556,0.156941551359471,0,0.112778540897211,0,0,0,0,0,0,0.153368435610999,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0836921916781725,0.0231086407993567,0,0.120572967401073,0,0,0,-0.101635560674206,-0.0853095684891249,0,0,0.527270759390492,0,-0.0456276680959714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190309246163665,0,0,0,0,0,0,0.189605562151672,0.17861086652715,0,0,0.249881757865174,0,-0.00853199785966826,0,0,0,0
X600030.CH.EQUITY,0,0.0458206277174323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688068525170316,0,0,0,0,0,0,0,0,0.13334458468433,0.309066470304824,0,0,0.0543625418386499,0.0596493714936684,0,0,0,0,0.0767036458282404,0,0,0,0,0,0.102230233990845,0,0.134401707539042,0,0,0,0.0186395627206165,0
X601818.CH.EQUITY,0,0,-0.111701329598321,0,0,0,0,0,-0.101369195029574,0,0,0,0,0,-0.123630892378593,0,0.361219732055257,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120685193736339,0,0.343008613272685,0,0,0,-0.0577139495965489,0,-2.77555756156289e-17,0,0,0,0.0422124466835409,0,0,0.0981977318940882,0.111003527194474,0.0209798412351005,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0344494597187874,0,0,0,0,0.0193987358334956,0,0.0731430229463613,-0.302229838083239,0,0,0,0,0,0,0.199067377039629,0.149014939040499,0,0,0,0.0507482406609898,0,0,0,0,0,0,0.0854610476497457,0.256014462012583,0,0,0.271376507225298,0,-0.00295605584172072,0,0,0
X002142.CH.EQUITY,0,0.251011327708063,0,0,0,0.219523182958611,0,0,0,0,0,0,0.185281147997831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293149690737599,0,0,0,0,-0.028156438364101,-0.132625206844315,0,0,0,0,0,0,0,0,0.0147249050805055,0,-0.0349280480471077,0
X601688.CH.EQUITY,0,0,0,0,0.0359124887039199,0,0,0,-0.326569893050364,0,0,0,-0.0111469635853625,0,-0.0896415777215079,0,-0.357509504833793,0,0,0,0,0.635157870475414,0,0,0,0,0.154376726207915,0.126980416336704,0,0,0.147041912501061,0,0,0,0,0,0,0,0,0,0,0,0,0.309461089571897,0.0126098910083884,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499705170732378,0,0,0,0.0260994040778759,0,0.0794403974363481,0,0,0.0753758700739162,0,0,0,0,0.38220268777758,0,0,0,0,0.141717382545909,0.0655672095277521,0,0.286811263695646,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456597569326224,0,0,0,-0.0170327315256168,0,0.215801361389134,0,0,0,0,0,0,0.328771686346714,0,0,0,-0.0828324616386612,-0.0718214034475765,0,0,0,0,0.269406158821616,0,0,0,0,0
X601229.CH.EQUITY,0.262266620580628,0,0.16334790303717,0,0,0,0,0,0,0,0,0,0.234016401112575,0,0,0,0,0,0,0,0,0,0,0.227518154429869,0,0,0.205026324567694,0,0,0,0,0,0,0,0,0,0,-0.0607416475616735,0,0,0,0,0,0,0,0,-0.20051245993102,0,0
X601336.CH.EQUITY,-0.100158746299573,0,0,0,0,0,0.0432389048854744,0,0,0,0,0,0,0,0,0,0,-0.0021904610901905,0,0,0,0,-0.0191355895557687,0,0.246162301457094,0,0,0,0,0,0.186323970734576,0,0.0678558021316102,0.564856968410748,0.402065921167154,0,0,0,-0.108362749869159,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0843675725606567
X2882.TT.EQUITY,0,0,0,0,0,0,0,0.00394769514432816,0,0,0,0,0,0.02759414877804,0,0,0,0.000212340081740901,0,0,0,0,0,0,0,0,0.0841756111746122,0,0,0,0,0,0,0,0.292379045021825,0,-0.0672191370763491,0,0,0,0,0,0,0.0247916083444034,0,0,0,0.0552573335660115,0
X601169.CH.EQUITY,-0.0310106594195591,0.0904960272301852,0,0,0,0,0,0,0,0,0.262947547311033,0.203503308513696,-0.0277010407252194,0,0,0,0,0.0775842028726564,0,0,0,0,0.0582834551632396,0,0.0681697620358061,0.00876772765730949,0,0,0,0,0,0,0.463867020840377,0,0,0,-0.00251390213929323,0,0,0,0,0,0,0,0,0,0,-0.0863849945762258,0
X600015.CH.EQUITY,0,0,0,0,0.131990446577796,0,0,0,0,0,0,0,0.017134434054775,0,0,0,0,0,0,0,0,0,0.466021460398831,0,0,0,0,0.141841180535301,0,0.0820748734376888,0,0.217009148781566,0,0,0.0215625508225406,0,0,0,0,0,0,0,0,0,0,0.000870191736711648,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0276052178688836,0,0.0478828169703922,0,0,0,0,0,0,0.0371034866369509,0.0280042428719522,0,0,0,0,0,0,0.0192711567905608,0,0.0265750721355123,0,0,0,0,0,0.0763136657801335,0,0,-0.0316361138281469,0.422421198003017,0,0.178345248416467,0,0,0,0,0,0,0.202178982294524
X2881.TT.EQUITY,0.294918504465935,0,0,0,0,0,0,0,-0.115545032393012,0,0,0,-0.297855847198522,-0.0802566325490311,0,0.0222676078328653,0,0,0,0,0,0,0,0,0,-0.137092956675857,0,0,-0.0528335533051696,0.210499929837487,0.672666062402329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577041386037262,0,0.294196472132489,0
X600999.CH.EQUITY,0,0,0,0,0.171362559049923,0,0,0,0,0,0,0.268512282480171,0,0,0,0,-0.0834648514402455,0,0,0.144360461258134,0,0,0,0,-0.0632664398825735,0,0.135971271940869,0.241611455787184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0179414744009119,-0.00384342967184515,0.00452296267935604,-0.136933977370838,0
X601916.CH.Equity,0,0,0,0,0.0234719355240266,0,0,-0.0112973770012828,-0.0140793176531453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680431973785374,0,0,0,0,0,-0.0126694974393503,0,0,0,0,0,0,0.0194456006269575,0
X2891.TT.EQUITY,0,0,0.295645066332641,0,0,0,0.162770238659845,0,0,0,0,0,0.0110969064680333,0,0.0135515947602381,0,0,0,0,0,0,0,0,-0.0539308338064385,0.0188818848925037,0,0,0,0,0,0,0.101029535948496,0,0,0,0,0,0,0.268596702556086,0,0,0,0,0,0.0817248395887475,-6.93889390390723e-18,0,0.464190944861327,0
X2886.TT.EQUITY,0,-0.217830702600714,0,0,0,0,0,0,0.256135942939694,-0.00559385629856526,0,0,0,0,0.0297325136790592,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0401987191252923,0,0.391563313977756,0,0,-0.118981917458442,0,0,0,0.516013388688922,0,0,0,0,0,0,0,0,0,0,0.0533709798596747
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.228805555126343,0,0,0,0,0.0230521506588211,0,0,0,0,0,0,0,0,-0.114816715436373,0,0.0960898639461509,0,0.0685822275325208,0,0,0,0,0,0.345889581427174,0,0.152618941705738,0,0.0407729039901728,-0.0972470038353025,0,0,0,0,0,-0.0368635899473293,-0.0732669656488377,0.0550544898996585,0,0.0601861509640126
X300059.CH.EQUITY,-0.143779263193035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40201610383735,0,0,0,0,0,0,0.00781654982334737,0.28774643457484,0,0,0,0,0,0,0,0,0,0,0,0.139764745338767,0,0,0,0,-0.0445553615991382,0,0.296194848226295
X000776.CH.EQUITY,0,0,0,0,0,0,0,0.179917122493005,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.119469572060541,0.0195786998450644,0,0,0,0,0,0,0,0,0,0,0.280880796753758,0,0,0,0,0,0,0.245000307198149,0,0,0,0,0,0,0,0.0427450931474881
X600919.CH.EQUITY,-1.73472347597681e-18,0,0,3.46944695195361e-18,0,0.0832261079417679,0,0,0.0818153869972414,0,0.15561545339508,0,0,0,-0.0567937859857509,0,0,0,0,0,0,0,0,0,0.0363736131814269,0,0,0,0,0,0,0.270430823382773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151781134075243,-0.0209200974047955,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0.12471406414678,0,0,0,0,0.0272819623257862,0.0205932201911256,0,0,0,0,0.00644077040188175,0,0,0.435968367883544,0,0.0198672973194757,0,0,0,0,0,0,0.0246966706320434,0,0,0,0,0,0,0,0,0.0494398869714736,0.14427877332596,0.25310595769888,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.210399027354424,0,0,0,0,0,0,0,0.0807450481318439,0,-0.252471940648019,0,-0.201439004897527,0,0,0,0,0,0,0,0.0042391399717607,-0.000873663466282738,0,0,0,0,0,0.218406549347296,0,0,0,0,0,0,0,0.0467952992150257,0,0,0.128524455199912,0,0,0,0,0,0.13812314052048,0
X601009.CH.EQUITY,0.0914805703194123,0,0.33185571023129,0.0935812705292685,0,0,0,-8.67361737988404e-19,-0.119803597089517,0,0,0,0.311061616334149,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0948194191353166,0,0,0,0,0,1.73472347597681e-18,0,-0.0309271663570882,0,0,0,0,-0.0137048169669978,0,0,0,-0.0159830514440706,0,0,0,0,0,0,-0.0625593364470909,0.21316566714021,0
X601077.CH.Equity,0,0,0,0,0,0,0,0.0051801098308266,-0.391382990014572,0,0,0.111725479289586,0.113770319212318,0,0,0,0,0.175057994949587,0,0,0,0,0,0,0,0,0,0,0,0,0.0325534074433989,0,0,0,-4.33680868994202e-19,0.124891002587378,0,-0.0599988371727876,0,0.0801234850163596,0,0,-0.279769138828017,0,0,0,0,0,0
X2892.TT.EQUITY,-0.102656625709482,0,0,0,0,0,0,0,0,0.0757260727693734,0,0,0,0,0,0,0,0.0837435531869305,0,0,0.319629745859507,0,0,0,0,0,0,0,0,-0.0735013383923379,0,-0.0836528574737407,0,0,0.212565725853667,0,0,0.10492267720484,0,0.0319744569787814,0,0,-0.0473401142105838,0,0.429377517940473,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0644934555157781,0,0,0.0717056832745857,0,0,0,0,0,0,0,0.0334605905887643,0,0.378948195395866,0,0.154826929407833,0,0,0,0,0,0.216478464413139,0,0.0450807792796175,0,0,0,0,0.0202248631133201,0,0,0.132231823958957,0,0,0,0,0
