,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-0.285230140511067,0,0,0,0,0,0,0,0,0.0982004183226997,0,0,0,0,0,0,0,0,0,0,0,0,0.0310935511516463,0,0,0,0.862822094599709,0,0.000116707025357624,0,0,0,0,0,0,0,0,0,0,0,-0.129014773102337,-0.185558656255176,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.106667767207977,0.0774439623804633,0.0916806726562208,0.0244438140093889,0,0,0,0,0,0,0,0,0,0,0,0.0648623976354957,0,0,0,0,0,0.371276349644554,0,0,0,0.0501294355344334,0,0.0313055685343135,0,0,0,0,0,0.0303797877003351,0,0,0.0139642588952537,0.048635066892948,0.069965273955899,0,0,0
X601939.CH.EQUITY,0.302853951282935,0,0,0,0,0,0,0.0255607441729941,0,0,0,0,0,-0.0273723271643,0,0.0589927241576648,0,0,0,0,0,0,0,0,-0.0404798040515027,0,8.67361737988404e-19,0,0.501280239148383,0,0,0,0,0,0,0,0,-0.213592029884427,0,0,0,0,0,0,0.141471203460493,0.164857424235626,-0.0925519233809371,-0.00958445334630535
X601288.CH.EQUITY,0,0,0,0,0,0.0771846200381272,0,-0.133752990425321,0.228314592013564,0,0.644308766813625,0,0,0,-0.219175234482816,0,0,0,0,0,0,0,0,-0.723467161965357,0,0,0,0,0,0,0.353535105166215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237799924537462
X5.HK.EQUITY,0,-0.0440801444369045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214785381389356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280276950518469,0.331654704732832,0,0,-0.0722763634877556,0,0,0,0.0554998612187981,0.153451354600905,0,0,0,0,0,0.132132142709712,0.255096439535819
X601988.CH.EQUITY,0.194177599911036,0,-1.73472347597681e-18,0.342528413712728,0,0,0,0,0,0,0.216696459403948,0,0,0,0.170694095286499,3.46944695195361e-18,0,0,0,0.0485452716166551,0,0,0.0934698540574662,0,0,0,-0.0208847633283921,0,0.0358201932651855,0,0,0,0.170262185481105,0,0,0,0,0,0,0.0606099579997726,0,0,0,0,0,0,0,0.23973675529312
X600036.CH.EQUITY,0,0.055342766220865,0,0,-0.118141379322565,0,0,0,0,0.0900122241585256,0.0131564146386349,0.520255370933963,0,0,0,0.230147497967165,0,0,0,0,0,0,0.146308370134029,0,0,0,0,0.0550154188010335,0,0,0,0,0,-0.203405885995558,-0.00305628029826055,0,0,0,0,0,0,-0.0721932458362109,0.264437267806634,0.0589461782701963,0,0,0.240242038902382,0
X1299.HK.EQUITY,0,0.101702063380718,0,0,0.441467092192862,0,0,0,0.163827670383493,0,-0.0648357214505468,-0.00156044701775369,0,0,0.0996254531486011,0,0,0,0.0833137006033109,0,0,0,0,0,0,0,0,0,0,-0.0569078698262042,0,0,0,0,0.0376146203422156,0,0,0,0,0,0,0,0,0,-0.0284543688247116,0,0,0
X601628.CH.EQUITY,0,0.0298232171526069,0.0165095014404326,0.0600398999204895,0,0,0,-8.67361737988404e-19,0,0,0.00520652339922262,0,0,0.395068884249389,0,0,0,0,0,0,4.33680868994202e-19,0.108303603471943,0,0,0,0.184233229359818,0,0.0644636925942041,0,0,0,0,0,0,0.0423546680329629,0,0,0,0.0124258132558306,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.157700964193245,0,0,0,0,0.53189897780039,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.240848717281693,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.17241473041772,0,0,0.0402507319328094,0,-0.107375562362507,0,0
X601166.CH.EQUITY,0,0,0,0.227284029392005,0,0,0,0,0,0,0,0,0,0.559171997015866,0,0,0,0,-0.0821804804222619,0,0,0,-0.0198725620160827,0,0,0,0,0,0.179210063820326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
