,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X2884.TT.EQUITY,X601236.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.191639230334457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560383172360884,0,0,-0.264363764488845,0.0671702817603817,0.0157114861042951,0,0,-0.163751336817228,0,0,0,0,0,0,0,0,0,0,0,0.158619919076598,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.224009660351944,0,0,0,-0.0337401017307254,0,0,0,0,0,0,0,0.165178073416022,0,0,0,0,0,0,0,0.128150671027787,0,0,0,0,0,0.275028122600115,0.0451463485419956,0,0,0,0,0,0.152398845606236,0,0,0,0,0,0,0,0,0.108200869939502,0,0
X601939.CH.EQUITY,0,0,0,0.752057180434232,0,0,0,0,0,0,0,0,-0.035253515636579,0,0,0,0.0381152303575248,0,0,0,0,0.0613816744920895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136105188988373,0,0,0,0,0.00298626205758842,0,0.0105342944082175,0.0789181542648718,0.0110678646511515,0,0.119590611887851,0,0,0
X601288.CH.EQUITY,0.0324414890092657,0,0.79334951319625,0,-0.0629106817042372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508053915007135,0,0.0178789016181871,0,0,0,0,0,0.0614067483676698,0,0,-0.0276020459725849,0.0543937066890425,0,0,0.00918739181379166,0,0,0.0338529448444831,0,0,0,0,0,0,0.0974422496119192,-0.145223272247087,0,0
X601628.CH.EQUITY,0.0079959687752534,0,0,-3.46944695195361e-18,0,0,0,0,0,0.262511254244535,0,0.151920333955234,0,0,0,0,0,0,0.395810507594076,-3.46944695195361e-18,0,-0.0879292258645957,0,0,0,0,0,0,0,0,0,0.121654111072301,0,0,0,0,0.311998528349177,0,0,0,0,0,0,0,0,0,0,0.0643072746830058,0,0
X600036.CH.EQUITY,0,0,0.0202729686460792,0.353806499794338,0,0,0.00231768487183721,0,0.11795437389818,-0.0130230350940288,0,0,0,0,0,0.126792363956692,0.105717894273972,0,0,0,0,0.0130684188361243,0,0,0.0941854887986286,0.080082378269565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0646158102963387,-0.104661204421302,0,0,0,0,0,0,0,0,0.0839242139165366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022597016050826,0,0,0,0.939834774127933,0.0249277188550904,0,-0.0679628955361063,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.234074809230842,0,0,0.12810987767752,0,0,0,0,0,0.0357711395929072,0,0,0,0,0,-0.146112596270336,0,0.137090115986148,0,0.0018848612991976,0.267111686906379,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0850856690113383,0,0,0,0,0,0,0,-0.0539790702125424,0,0,0.183876136302533,0.180228786741195,0
X5.HK.EQUITY,0,0,0,0,-0.0468317183650312,0.0133720077371145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263701110217455,0.50008629689102,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,1.0842021724855e-19,-0.0121566689123495,0,0,0,0.0757116341368723,0,0,0,0,0,-0.159701562248456,0,0,-0.165492726430406
X388.HK.EQUITY,0,0,0,0,0.400671326522376,0,0,0,0.246068311945446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491393130697804,0.00351121602372666,0.305478870287041,-0.122173623907761,0,0,0,0,0,0,-0.100248604794916,0,0,0.196047382635602,0,0,0,-0.306969743016171,0,0,0,0,-0.00965066964764362,0,0,0,0
X601658.CH.Equity,0,0,0,0.221338878349213,0,0,0,0,0,0,0,0,0,0,0,0,0.161820757839317,0.187161932423239,0.0208172397540531,0,0,0,0,0,0,0.0219332715965835,0,0,0,0,0,0.046307200692798,0,0,0,0,0,0,0,0,0,0,0,0,0.0316910004332788,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.132679159185773,0,0,-0.0598092598346081,-0.0702812290308463,0.0766807028810892,0,0,0.248095117904319,0,0,0,0,0,0,0,0,0,0,0.00848272629314609,0,0,0,0,0,0.0602789475967351,0,0,0.180595438125122,0.131635106289584,0.0985169773839347,0,0.0620558315093617,0,0,0.0469615598367894,0,0.0263661656912859,0,0,0,0,0,0,0,0.139201607928743
X601066.CH.EQUITY,0,0,0,0,-0.00517093867800443,0,0,0,0,0.0141016076726144,0,0.416343803115047,0,0,0,0,0,0,0,0,0,0,0,0.0917923665117767,0,0,0,0,0,0.292920500826239,0,0,0.0350193901423615,0,0.119803663862576,0,0,0,0,0.0212952425448707,0,0,0.0806226264153112,0,0.0120695490950844,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0.176050356074888,0.23828393253983,0,0,0,0.0538277299608732,0,0,0,0,0.0300852475057918,0,0,0,0.0687606701386219,0,0,0,0,0,0.0139074405908199,0.0462364387420252,0,0.00377601060044836,0,0,0.00886807768578673,0,0,0,0,-0.0178446162669529,0,0.370658170475456,0.0356328605134948,0,0,0,0,0,0,0,0.0308155590759581,0,0
X601328.CH.EQUITY,0,0,0,0.0463507136710822,0,0.112178676235578,0.0205480796924826,0,0,0,0,0,0,0,0,0.0289737250196097,0,0,0,0.373211968872348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250131118459235,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0824546412591026,0,0,0,0,0,0,0,0,0.0390791959296119,0,0,0,0,0,0.397787499359746,0.148908552445537,0,0,0,0,0,0,0,0,0,0.133203000492025,0,0,0,0,0,0,0,0,0.00789287800798305,0.333319284985561,0.0924535218640108,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.238139783088791,0,0,0,0,0,0.0812443463289157,0,0,0,0.049877925798485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16997839067286,0,0.145709053484972,0,0,0,0.021314673215146,0,0,0,0,0,0.000476085565964026,0.0989315944859799,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.155353363325099,0,0,0,-0.079731101021692,0,-0.00155160719680282,0,0,0.0387864814565232,0,0,0,0.116700773738201,0,0.212217108270432,0,0,0,0,0,-0.0673501300315625,0,0,0,0,0,0,0,0,0,0,0.0308937861842158,0,0.315300393338719,0,0,0,0,0,0,-0.0373857520453935,0.112421221766279,0,-0.0503930513565441,0,0
X601601.CH.EQUITY,0,0.132766385381683,0,0,0.328965796951091,0.041074828431963,0,0,0.0222593802862414,0,0,0,0,0,0,0,0,0.142928472918395,0,0,0,0,0.000834642778012286,0,0.0323170747673225,0,0,0,0,0,0,0.0662868635462545,0,0,0.361376361936623,0,-0.214046468530649,0,0,0,0,0,0,0,0.0599325085267906,0,0,0,0,0
X600016.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.10437819579356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265612938148103,0,0,0,0.0127549872596494,0,0,0,0,0,-0.25232696500532,0,0,0,0,0.088895359881479,0,0,-0.0774245816037109,0,0.67269414901083,0,0,0,-0.068705011534764,0
X601998.CH.EQUITY,0.197698251070872,0,0,0,0,-0.0714360521159459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019401890531136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228774628072796,0.477185536680117,0,0,0,0.0113969889588849,-0.0655399313955246,0,0.237628845847667,0,0,0,0.0184599173252512
X2388.HK.EQUITY,0,0,0,0,-0.139165929346359,0,0,0.166740616942946,0,0,0,0,-0.174247977246928,0,0,0,0,0,0,0,0,0,0.545597096273715,0,0,0.0883967406344319,0,0,0,0,0,0,0,0.265292294651309,0,0,0,0,0,0,0,0,-0.0978862925578829,-0.0856520551603928,0,0,0,-0.0900688366889344,0,0.0941158157414186
X11.HK.EQUITY,0,0,0,0,0,0,0,0.149059908192874,0.452129704807233,0,0,0.13229174157088,0,0,0,0,0,0,0.000252652241549259,0,-0.0811316893792483,0.167422728369678,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0180864065955885,0,0,0,0,0,0,0.00758015187257349
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0151813443828919,0.246039856168759,0,0,0,0,0,0,-0.0531791148616666,0,0,0,0,0,0,0,0,0,0,0.368163906726267,0,0.189101303668574,0,0.0195927263949488,0,0,0,0,0.0750263466645825,0,0,0.0598201941183889,0,0,0,0,0,0,0,0.0364697206291747,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.020014571831972,0,-0.156843814677048,0,0.0472338483791408,0,0,0,0,0.0472492310348996,0,0,0,0,0,0,0,0,0,0,-0.055543217016593,0,0,0,0,0,0.706805882224497,0,-0.0515324647795978,0,0,0,0,0,0,0,0,0.0722022911291408,0.0651990177437297,0.176291561187535,0,0,0,0.0453599141691262,0
X267.HK.EQUITY,0,0.0467492888939772,0,0,0,0,0,0,0,0.186291909994131,0,0,0,0,0,-0.0487761947751907,0,0,0,0,0,0.434156902249027,0,0,0.066150951344595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115782693334931,0,0,0,0.112325471292959,0.375246159745528
X601818.CH.EQUITY,0,0.0528202277512826,0,0.0833015977844662,0,0,0.0410897813589582,0,0,0,0,0,0,0,0,0.0583431799940725,0,0,0.0185289712203798,0,0,0,0,0,0,0.198189900961026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2047539179812,0,0,0.0721470277124635
X601688.CH.EQUITY,0.0692590823166973,0,0,0,0,0,0,0.0229436214818299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199162662989594,0,0,0,0,0,0.273572305706567,0.352779547605671,0,0,0,0,0.019239208485299,0.0570771810052553,0.106787278422812,0,-6.93889390390723e-18,0,0,0.0513016178177445,0,0,0,0,0,0,0.017168694521008
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518548321715324,0,0,0,0,0,0,0,0,0,0.174615204519788,0,0,-0.00549805037545848,0,0,0,-0.0392174059758328,0,0,0,-0.00677663545116305,0,-0.0857936642483636,0.135123548119072,0,0,0,0,0.569120024920927,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0120530226519072,0.00396657461999543,0.185002106465935,0,0,0,0,0,0,0.021813579040286,0,0,0,0.0482651720484619,0.0711979755611766,0,0,0,0.539367297422893,0,0,0,0,-0.031424600523456,0,0,0,0,0,0,0.111118693610217,0,0,0,0,0,0,0,0,0,0.0389050401986095
