,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X267.HK.EQUITY,0.508630138770931,0.391546983297684,0,0,0,0,0.0970409767825264,6.93889390390723e-18,0,0,0,0,0.0277627193596857,0,3.46944695195361e-18,0,0,0,0.229881413277514,0.147978949155473,0,0,0,-0.352749953480584,0,0,-0.102707001475099,0,0,0,0,-0.337215603685389,0,0,0,0,0,0.343209251832564,0,0,0,0,0,-0.108805444889942,0,0,0.117196473065172,0,0.0224111010658031,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.211701683471253,0,0.403320569017244,0,0,0,0,0,0,0,0.182304916343226,0.0412922717787976,0,0,0,0,-0.00480567135897416,0,0,0,-0.32338996462207,0,0,0,0.0583159870710218,-0.0813148842998447,0.452848391914649,0,0,0,0,0.0382619495754523,0,0,0,0,0.0641317906279258,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0681415926674313,0.0446445010354696,0,0,0,0,0,0.0271689903328163,0.0322910329902428,0,0.0125058981461249,0,0,0,0,0,0.0203462415223497,0.415000696720258,0,0,0.112772813896718,0,0,0,0,0.137591238667893,0.0165504007539547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132021994780084,0
X600016.CH.EQUITY,0,0,0.241397043427532,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.394600646009091,0,0.176991467910525,0,0,0,0.0676157541709992,0,0,4.33680868994202e-19,0,0,0.134717493532878,0,0,0.0648417122464159,0,0,-0.0425895278008632,0,0,0,0,0,0,0,0,0,0,0,0.0749450247038535,0,-0.0742893210418735,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.0348037368912168,0.157329465069424,0,0,0,0.103960869437708,0,0.0785394428838438,0.383501920454811,0,0,0.112626069810223,0.279595540230307,0,0,0.112237256880107,0,0,0,0.0349420758762077,0,0,0.0463627052356852,0,0,-0.0264952064177329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.174758307565467,0,0,-0.14816223696589,-0.0906647330396344,0,0.276411627226222,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.186233206276172,0,0,0,0,0,0,0,-0.0811117042371062,0.400885009256489,0,0.109116248466515,0,0,-0.0973031598840827,0.0969410867848616,0,0,0,0,0,0,0,-0.00651411382185484
X000001.CH.EQUITY,0,0.242912122974711,0,0,0,0,0,0,0,0.344365508798446,0.200323779940548,0.0180938053835903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600474120077006,0.104343269356744,0.0768070774728881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0989920370101645,0,0,0,0.0200020933403882,0,0,0,0,0,0.0677358453252965,0.0483467601530073,0.0816941623855061,0,0,0,0.00662284904170789,0,0,0.0960068582978577,0,0.210522387029994,0,0,0,0,0,0,0.144041353136914,0,0,0.0743614361015501,0,0,0,0,0,0,0,-0.0395182368560308,0.134606498325859,0.0496084454353553,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.29959096416379,0,0,0,0.146736063156796,0,0,0,0,0,0.0873356499999607,0,0,0,0.107394697571156,0.0217115951502303,0,0,0,0.0715529358218731,0.0427269935282662,0,0,0,0,0,0,0,0,0,0,0.089737927229518,0,0,0,0,0,0,0,0,0,0,0,0.138577976913228,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.012086057411964,0.244428719674203,0,0,0,0,0,0.0632970285273923,0,0,0,0,0,0,0,0,0,0.0386104900634063,0,-0.0300772399929653,0,0.0582389643960354,0,0,0,0,-0.0125854671528656,0.331171560197233,-0.171713806227473,0.086046098244794,0,0,0,-0.0248847894371726,-0.111338742221231,0,0,0,0,0,0,0,0.0404125898471386,0.2585166689111,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.161790409521048,0,0.261158595481214,0.288975482284553,0,0,0,0,0,0,0,0.065114575956444,0,0,0,0,0,0.141948980507611,0,0,-0.0542606399854515,0,0,-0.2286324442703,0,0,0,-0.571058804600371,0,0,0,0.0541722586326505,0,0,0,0.126984556382648,0,0,0,0,0,0,0.169752354648309,0,0,0
X601229.CH.EQUITY,0.0951702753396599,0,0,0.0179084412245122,0.042759869776656,0,0,0,0,0,0.0968988187749045,0,0.105300406669871,0,0,0,0,0.124925152216255,0,0,0,0,0.0601592863824722,0.159167414393714,0,0,0,0,0,0,0,0.0777261014855866,0.0319897993576045,0,0,0,0,0,0,0,0,0,0.223216779794237,0,0,0,0,0.065134535877114,0,0
X600919.CH.EQUITY,0,0,0,0.012251807803112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288953951106859,0,0,0,0,0,0.386819038311901,0,-0.229211804136095,0,0,0,0,0,0,0.314980359011853,0,0,0,0,0,0,0,0.0958618853615684,0,0.0295760144705491,0,0,0
X601916.CH.Equity,0.0335931102792951,0,0,0,0,0,0,0.137945720042092,0,0,0,0,0,0,0,0.0321003834882206,0,0.126069853381029,0,0,0,0.444875906392977,0,0,0,0,0,0,0,0,0,0,0,0,0.0570543865841734,0.102676349813478,0,0,0,0,0.09545035354989,0,0,0,0,0,0,0.0839813472967899,0,0.0421853222456495
X002142.CH.EQUITY,0,0,0.188421489579868,0,0,0,0,0,0.297028400219189,0,-0.121421278907352,0,0,0.00952583447001013,0.0616424123833885,0,0,0.0259420981669602,0,0,0,0,0,0,0,0,0,0.339400375906437,-0.34096785711734,0,0,0,0,0,-0.143226732050835,0,0,0.0371154091845534,0,0.039415678104342,0,0,0,0,-0.060480230682964,0,-0.0191422000986797,-0.081746222847209,0,0
X2882.TT.EQUITY,0,0,-0.084033371948996,0,0.0930966226579141,0,0,0,0,0,0,-0.070102169841135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214814232776947,0,0.0296308890722547,0,0,0,0,0,0.213813517684521,0,0.245475464124282,-8.67361737988404e-19,0.176136508169579,0.112718314206703,0.0351261164327676,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.22399663452175,0,0,0,0,0,0.0247927742460932,0.0772649857096109,0,0,0,0.0358713713807413,0,0,0,0,0,0,0,0,0,0.0546449936442406,0,0.152173435450602,0,0,0.578007914543954,0,0.0342780381934058,0,0,0,0,0,0,0,0,0,0,0.00465178879283908,0
X601009.CH.EQUITY,0.0234167218785836,0,0,0,0,0,0,0,0,0.347828126246416,0,0,0,0,0.145392763018529,0.00584977445566104,0.136923039580268,0,0,0,0,0,0.0657105177717714,0.0510716649069035,0,0,0,0,0.2757999103533,0.0605146630576755,0,0,0,0,0,0,0.0278919400545017,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0.0435232364178511,0,0,0,0.021670738503108,-0.079691634635714,0,0,0,0,0,0,0,0,0,0,-0.0465374506041312,0,0,0,0,0,0.0300215885514512,0,0,0,0.256910497391484,-0.0396757035761294,0,0,0,0,0,0,0,0.270779495651051,0.0833665296134244,0.0432722867638996,0.0558735677950692,0.0297894728698698,0.164543672761067,0,0,0,0,-0.0396285918311453,0.0461158793061848
X2881.TT.EQUITY,0,0,0,0,-0.144033112332109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29591841513214,0,0,0.170869227193788,0,0.0795479584715956,0,0.141248811355021,0,0,0,6.93889390390723e-18,0,0,0.201383624235109,0,0,0,0.127680079988431,0,-0.047118499913759,0,0,0,0
X11.HK.EQUITY,0,0,0.200815562987435,0,0.14972775323073,0,0,0,0,0,0,0,-0.140177475155177,0,0,0,0.0294838163976261,0.153094063258568,0,0.467359754837842,0,0,0,-0.129674318731711,0,0,0,0,0,0.0234374544106291,0,0,0,0,0,-0.100712135356606,0,0,0,0,0,0,0,0,0,0,0,0,0.0741694285679436,0
X600926.CH.EQUITY,0,0,0.179094928919176,0,0,0,0,0,0,0,0.0457335427642455,0,0,0,0,0,0.00084343952799964,0,0,0,-0.214634701497179,0.0533808372403852,0,0,0,0,0,0,0,0.0614616341210225,-0.0314435033618636,0,0.165239544107757,0,0,0,0,0,0,0,0,0,0.0920274262409103,-0.0830076744129787,0.501527758901493,0.0104548436748839,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111574616112921,0,0,0,0,0,0,0,0,0,0,0,0,0.0289570310611979,0,0,0.075559802533211,0,0,0,0.199208896279104,0,0,0,0,0,0,0,0,-0.00150600915439933,0,0,0,0,0,0,0,0.0996719080291276,0.29627924664628,0.11681121362816
X601077.CH.Equity,0,0,0,0,0,0.172956283828427,0,0,0,0,0,0,0,0.236473392497934,0,0,0.0398559738038278,0,0.042663721983995,0,-0.0367097609631856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933795924957322,0,0.424956479558702,0,0,0.0731811346344788,0,0.039715784282212
X600030.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00258728115009633,0,0,0,0,0,0.0725148246869165,0,0,0.000593815462690978,0,0,0,-0.0680316029806324,0,0,0,0,0.129363422210342,0.0366430605933892,0,-0.121985349060771,0,0,0,0,0,0,0,-0.0500064822343291,0,0,0,0,0.522971965871903,0,0.360445907818847,0,0
X601336.CH.EQUITY,-0.0287033880119336,0,0,0,0,-0.13967987236968,-0.00700773836936562,0,0,0,0,0,0,-0.035966596208447,0,0.419916683023921,0,0,0,0,0.0458952003630199,0,0,0.101707883503796,0,0,0.530282494942733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061291703646216,0,0,0,0,-0.03733991016261,0,0,0.0860599062500272,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0143221969745727,0,0,0,0.0806192903772312,0,0.213692533307242,0,0,0.0172000515578367,0,0,0,0,0,0,0,0,0.00491439841403961,0,0,0,0.241452439626257,0.316700154150098,0,0.0810911142207582,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0.0104920321097795,0.28794037008856,0,-0.0398431157801973,0,0,-0.0730863666895667,0.139321196507638,-0.0172512457680632,0,0,0,0,0,0,-0.0619561392148867,-0.00420202657617065,0,0.228829702106781,-0.30755061739415,0,0.47404040766499,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00273612514538775,0,0.127924873725003,0,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0.076110072898899,0,0,0,-0.0492532072812328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166298257151026,0,0,0,0,0,0.0218594508876318,0,0.137632127758007,0,0,0.0273778749409487,0.233786174733499,0,-0.0179692035736524,0.190836139035716,0,0,0,0,0.174709563440148,1.73472347597681e-18
X2888.TT.EQUITY,0,0,0,0,0,0,0,0,-0.00566132169174333,-0.106778053192993,0,0,0,0,0,0.0224686515853425,0,0,0,0,0.0468354235962733,0,0,0,0.145177768222223,0.530360208998391,0,0,-0.0505874907837977,0,0,0,0,0,0,0,0,-0.0479883896677749,0,0,0.31740149077085,0,0,0,0,0,0.0198861702386301,0,0,0.162229574226505
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00481446101812731,0,0,0,0.2455708964883,0,0,0,0,0,0,0,0.171492018685351,0.188701266800006,-0.0649841970829977,0,0,0,0,0,0,0.00835376629603686,0.0801695363538966,0.108728453404405,0,0,0,0,0,0,-0.0351927247969995,0,0.297360899840243,0
X2883.TT.EQUITY,0,0,-0.15116694292148,0,0.233225403764034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648850406869363,0,0,0.327738691427006,0,0,0,-0.0406704038460694,-0.0347374134808023,0,0,0,-0.0812781450046832,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0290022195966877,0,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00705965765420534,0,0,0,0,0,0,0,0.450956007798714,0,0,0.0644151493167265,0.0662646991952444,-0.0990589950419631,0.285794113163754,0,0.0255729209275131,0,0,0.0814161844223004,0,0,0,0.0739644831861137,0,0,0,0,0,0,0,0,0,0,-0.167670755169264,-0.108832278938369,0,0,1.73472347597681e-18,0,0.556788820175626
X2884.TT.EQUITY,0,0,0,0,0,0.101374559883986,0,0,0.0236902207463074,0,0,0,0,0,0,0,0,0.00552370458389527,0,-0.0467487402213387,0,0,0,0,0,0.173044733947181,0,0,0.346690280912643,0,0.236668243163186,0,0,0,0,0,0,0,0.0719291089381974,0,0,-0.0653016389977504,0,0,0,0.0778639656306553,0,0,0.162424908562523,0.0205176958371144
X601838.CH.EQUITY,0,0,0,0,0,0,-0.0512858517760001,0,0,0,0,0.00832855206313042,0,0,0,0,0.297666186812415,0,0,0,-0.0684494999269411,0,0.0566337753023134,0,0,0,0,0,0,0,0,0,0.286870194928375,0.629009184783017,0,0.0478418909477797,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.436521357470222
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0867266726514099,0,0,0,0.176551326343482,0,0,0,0,0,0.0782425355469497,0,0.00105429128976599,0,0,0,0,0,0,0,0,0,0,0,0.0471633420210631,0.293989645526207,0,0,0,0,-0.185526098277714,0,0,0,0,0,0,0.151951034829911,0.060159674013246,0,0.14771704196455
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.0545402105351006,0,0,0.0369305668839239,0,0,0,0,0,0,-0.0450092271704771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423461728313129,0,0.142796946358406,0,0,0,0,0.112586287922441,0,0,-0.00434854455823978,-0.102530586109795,0,0.32444745007475,0,0,0,0.207331499658227
X601211.CH.EQUITY,0,0,0,0,0,-0.133653152704261,0,0,0,0,0.01109263584639,0.0479135389266272,0.18607726653872,-6.93889390390723e-18,0,0,0,0,-1.38777878078145e-17,-0.0574549872152515,0,0,0,0,0,0,0,0.0925355257195848,-0.0555358938065818,0,0,0,0,0,0.0686228264830257,0,0,0,0,0,0,0,0.100455958644703,0,0,0.0934096224235037,0.27373049333312,0,0.0801372358474126,0.355227239726266
X2885.TT.EQUITY,0,0,0,0.0315696136869045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280675725792473,0,0,0,0,0,0,0,0,0.420529096056345,0.15632620132485,0,0.234575797731617,0,0,0,-0.134572627716511,0,0.165547793656936,0,0,0,0,0.206801237274385,-0.354577116015225,-0.0491257439637624,0,-0.0393377183029762,0,0
X600999.CH.EQUITY,0,0,0,0,0.0591843028428342,0.0232373361114014,0,0,0,0,0,0,0,0,0,0,0,0.0633363320468795,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.169969890029522,0,0,0,0,0,0.00242190625826997,0,0,0.116448733336788,0,0,0,0,0,0,0,0,0,0.257845788130616,0.448375176542192,-0.128284568866821,0
