,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X600926.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.285009826159648,0.122227801829528,0,0.366316638936583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082845979891035,0,0,3.46944695195361e-18,0.054003983601112,0.0402132994654623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347882922707991,0,0
X601318.CH.EQUITY,0,0,0,0.0996242794275499,0,0,0,0,0.220509709631968,0,0,0.0140147526684828,0,0.232965449638558,0,0.0680837118803185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956816603683186,0,0,0,0,0,0,0,0,0.06588989852504,1.73472347597681e-18,0,0,0,0.0883897945673458,1.73472347597681e-18,0,0.0964012329607761,0
X600036.CH.EQUITY,0,0,0,0,0,0.1167071805327,0,0,0,0,0,0.099664412890672,0,0,0,0,0.0381496567957544,0,0,0,0,0,0.0551138248150084,0,0,0.0162057936830797,0,0.0252605847181434,0,0,0,0.0287695808995918,0,0,0,0,0,0,0.430834191661239,-0.0115742451070192,0,0.186118593419698,0,0.144280701716802,0,0,0,0.0777637916418558,0,-0.0472300196366612
X601939.CH.EQUITY,0.590454862621646,0,0,0,0,0,0,0,0.249940724075422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373244475923226,0,0,0,0,0.0719963755239579,0,0,0,0,0,0,0,0.136975300918907,0,0,0.0759559946402282,0,0,0,0,0.0870233472859778,0,0,0
X601288.CH.EQUITY,0,0.0631061198812944,0,0.243875994858602,0,0,0.425011225392114,0,0,0,0,0,0,0,0,0,0.0723823089324784,0,0,0.0108676127406462,0,0,0.0851744778713017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133119947450258,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.341626272406814,0,0,0,0,0.182194913786647,0,0,0,-0.0736055138094038,0,0,0,0,0,0.134821847632074,-0.0179432088764883,0,0.12292795911594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939826699156027,0,0.30228958100179,0.014978159618155,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.54479005855924,0,0,0,-0.0212897295803691,0,0,-0.182973741481176,-4.33680868994202e-19,0,-0.013586529808714,0,0,0.239537236661451,0.0547724824093087,0,0,0,0,0.00438448965649132,0,0,0,0,0,0,0,0,0.180706232910284,0,0,0,0.0833013531744904,0,0,0,0,0,0,0,0,0,0,0,0,0.116426932615076
X601628.CH.EQUITY,0,0,-0.0972292023750615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102321782218258,0,0.0614537331913762,0,0,0,0.00360886361504286,0,0,0,0,0.351295523024924,0,0,0.311763276023146,0,0,-8.67361737988404e-19,0,0,0,0,0.107115921019816,0,0,0,-0.112380418823393,0,0,0,0,0,0
X5.HK.EQUITY,0,0.268003782847487,0,0.104492721823027,0,0,0,0,0,-0.0351027170947254,0,0,0.00585275000353249,0,0,0,0,0,0,0,0,0.292088209973375,0,0,0.173192553580754,0,0,0,0,0,0,0,0,-0.00865355780588597,0,0.103664050487676,0,-0.0861675368176634,0,0,0,0,0,0,0.153538053682466,-0.204598008214921,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245778861536994,0,0,0,0,-0.0985281453875938,-0.211906155900411,0,0,0,0,0,-0.37150268882531,0,0,-0.216190460412552,0.197693290395108,0.0577495903733782,0,0,0,0,0.334668157979127,0,0,0,0,0,0.205096267476347,0,0.0437138282601646,0,0,0,0
X601166.CH.EQUITY,0,0,0.135557961790032,0,0,0,0,0,0,-0.230385559805535,0,0.465499304781392,0,0,0,0,0,0,0,0,0,-0.0431502653703751,0,0,0,0.289352271430499,0,-0.112642885778582,0,0,0.0174814588549771,0,0,0,0,0.119290605773132,0,0,0,0,0,0.0426958455874703,0,0,0,-0.00133703985239585,0,0,0.0142003431651143,0
X000001.CH.EQUITY,0,0.378059088004021,0.0889124121954054,0,0,0,0,0,-0.00321291976600659,0,0.17843124931922,0,0,0,0,0,0,0,0.101704619370291,0,-0.21137807476867,0,0,0,0.0092782488292978,0.137030682435493,0,-0.22127427802434,0,0,0,0,0,-0.231035354157082,0.176420209487141,-0.0140262719993994,0,0,0,0,0,0,-0.109433473847868,0,0.181596730564592,0,0,0.109932033982809,0,0
X601658.CH.Equity,0,0,0,0,0,0.142893674946084,0,0.324728565213796,0.0383542553189252,0,0,0,0,0,0,0,0,0,-0.0997323086665563,-0.104711354625522,0.0782768624922446,0,0.533548408675409,0,0.0400054220831917,0.0374865448984862,-0.381656157449951,0,0,0,-0.247423443673058,0,0.0354702844187856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14315769806959,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0267157924636973,0,0,0,0.0165628773800822,0,0,0.194085571595484,0,0,0,-0.0450237801201975,0,0,0,0,0,0.314898371588113,0.103602481129079,0,0.0502358362826641,0,0.0394776885964014,0,0,0.201054198397307,0.0204829891943469,-0.0468614918903106,0,0,0,0,0,0,0.0871603384302146,0,0,0,0
X601601.CH.EQUITY,0,0.172864966304998,0,0,0,0.178582161687664,0,0.168738216315847,0,0,0,0,0,0,0,0,0,0,0.0429795772342665,0,0,0.0443963582959124,0,0,0,0,0,0,0,0,0,0.19369521491172,0,0,0.0421712857850217,0,0,0,0.046052209802111,0,0,0,0.267009914083156,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0.186287310380948,0,0,0,0,0,0,-0.00723420998939072,0.0754335431843969,0,0,-0.0662343110947361,0.354876264454782,0,0,0,-0.0514069914266148,0,0,0.0636684451193411,-0.0819047242276128,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176305691037083,0,0,0,0,0.0243325525542467,0,0,0,0.203691859655532
X600000.CH.EQUITY,0,0,0,0,0.000166381986070743,0,0,0,0,-0.0445352654223443,0,0.0616802002607591,0,0,0,0,0,0.142681754241264,0,0,0,0,0.164456581629035,0,0.114022125741663,0,0.0757748748750689,0,0,0,0,0,0,0,0,0,0,0,0.295638843373825,0,0,0,0,0,0.0543139318401389,-3.46944695195361e-18,0.0732821450739544,0.128294215063783,-0.103068183260826,0
X601328.CH.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0.163096509972258,0.111862427684455,0,0,0,0,0.0163532537953304,0,0,0,0.152632455991088,0,0,0,0,0,0.0217562770688809,0.135377536172634,0,0,0,0.0644672946325924,0,0.0248785681313611,0,0,0.00422299559385264,0,0.147543289002533,0,0,0,0,0,0,0,0,0,0,0,0.0531055831308535,0,0.130662964292608,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.111244315750508,0,0,0,0,-0.0338834818107583,0.0997017945446766,0,0,0,0,0,0.000411575513041705,0,0,0,0,-0.0669476874819217,0,0,0,0,0.0730216988592502,0,0,0,0,0,0,0.0398551190587065,0.189227000491148,0,0,0.147914989706817,0,0,0,0,0,0,0.140000606675389,0,0
X002142.CH.EQUITY,0,0,0,-0.00700487846335599,0,-0.00401073176476316,0,0,-0.0999368231722957,-0.0119002019446336,0.0665463074971254,0.535383935220462,0,0,0,0,0,-0.0107369227289053,0.0661686221620903,0,0.137035554665524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217211933126905,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.127924613999048,0,0,0,0,0.194662124786757,0,0,0,0,-0.00893001302475547,0,0,0,0,0,0,0,0,0,-0.0434093950182385,0,0,0,0,0,0,0,0,0.242282340631713,0,0,0,0.0156283330863724,-0.066316869454096,0,-3.46944695195361e-18,0.042171388737716,0,0.0709066528177642,0,0,0,0,0.0267953317594044,0.112759958562654,0,0,0
