,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601236.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0.31930595957363,0,0,0,-0.04703946053271,0,0,0,0,0.239463431281513,0,0,0.100440276691465,0,0.0641105034513182,0,0,0,-0.018414392692163,0,0.0810031491374149,0,0,0,0.0937730873787566,0,0,0,0,0.0862830553343565,0,0,0.116076404420137,0,0,0,0,0,0,0,0,0,0.010414355090683,0,0,0,0
X601166.CH.EQUITY,0,0.0463353120785394,0,0.0938850639421831,0,0,0.142905237860759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786785567048949,0.275857124252232,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0,0.00139366651655962,0,0,0,0,0,0,0.36080830516708,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.157209038486294,0,0,0,0,0,0,0.370704404682638,0,0,0,0,0.0682199401847234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283320362316428,0,0,0,0,0,0,0,0,0.0283194969230717,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234156935068745,0,0,0,0,0,0,0.34572769587404,0,0,0.0370842506258243,0,0,0,0.312547655070812,0,0,0.0734316592779165,0.0440625867928255,0,0,0,0,0,0,0.0394518807792711,0,0,0,0
X000001.CH.EQUITY,0,0.179809840076625,0,0,0,0,0,0,0,0,0.0392885960254223,0,0.15205211533432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138567284661507,0,0,0.380734008220441,0,0,0,0.0124809392654242,0,0,0,0,0,0,0,0,0,0,0.0660746663058622,0,0,0.0509429543099575,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0683567372023922,0,0,0,0,0,0.142384415527011,0,0,0,0.237850890800386,0,0,0,0.106820762878855,0,0,0,0.0361868018308985,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.315550791478714,-0.0841618812618803,0,0,0,0.0137024791381825,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.196837670155684,0,0,0,0.101698435851939,0.000461623199519584,0,0,0,0,0,0.104948203200986,0,0,0,0,0,0,0,0,0,0.456699198317063,0,0.00395818804043107,0.0800195956799033,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.00026024547473613,0.140958125522687,0.0392418360845412,0.134376065627559,0,0,0,0,0,0.368448249429146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191199290709398,0,0,0,0,0,0,0,0.102731236451171,0,0.0446899492670496,0,0,0,0
X601601.CH.EQUITY,0,0.191419018065129,0,0.184457771685018,4.33680868994202e-19,0,0,0.104442036188305,0.000283840964335872,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,4.94475840199073e-05,0,0,0,0,0,0,0,0,0,0,0,0.427615912116219,0,0,0,0,0,0,0,0,0,0.0536055667755751,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,2.77555756156289e-17,0,0.227735413627133,0,0,0,0,0,0,0,0,0,0,0.270816298146918,0,0,0,0.644651588631339,0,0,0,-0.0225111448786349,0.0309495699128773,0,0,0,0,-0.233948709659065,0,0,0,0,0,0,-0.0127423328431105,0,-0.25747574977911,0,0,0,0,0,-0.725477668969665,0.0725330277726778,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.0561631480283282,0,0,-0.0381437646321488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333818096904829,0,0.0224114653061114,0,0,0,0,0,0,0,0,0,0.269197178749818,0,0.130784660285866,0,0,0,0,0.107534495623738,0,0.120328389309283,0,0.0348883478745624,0,0
X601066.CH.EQUITY,0,0,0,-0.171868869829915,0,0.0110550664679573,0.235630951160417,0,0.161234447934478,-0.0366003345456654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.543137382734705,0,0,0,0,0.303654275813044,0,0.0951445603673138,0,0,-0.0820807047793128,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.116748767837624,0,0.0503393103370516,0,0,0,0,0.0225235245605297,0,0,-1.73472347597681e-18,0,0,0,0.473804124926692,0,0,0,0.0854431078997177,0,0,0,0,0,0,0,0,0.176160407186322,0,0.0145837275240474,0,0,0,0,0,3.46944695195361e-18,0.181650091369417,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.177327770070071,0,0,0.0323375770716756,0,0,0,0,0,0,0,0,0,0,0,0.0340822480205321,0,0.0423734793440155,0.321378432433099,0,0,0.0515816637070939,0,0,0,0,0.0781762639816363,0,0,0,0,0,0,0,0,0.172201377133681,0,0,0.0831480487364003,0,0.102961654315411,-1.38777878078145e-17,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.324721221103029,0,-0.067127863498102,0,0,0,0,0,0,0.607495770129626,0,0,0,0,0,0.0529728082520214,0,0,0,0,0,0,0,0,0,0.000433413147853431,0,0,0,0,0,0,0,0,0,0,0.0510890282965611,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.108511940627985,0,0.0732131204954852,0,0,0.175856165365099,0,0,0,0,0,0,0,0,0,0.101873335583216,0,0.11040941059438,0.218577270612644,0,0,0,0.0207059667275967,0,0,0,0.0222322486301274,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0140150447670266,0,0,0,0,0,0,0,0.349717630334035,0.0459279019346396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256476577867719,0,0,0,0,0,0,0.0737544198881159,0,0,0,0,0,0,0,-0.0253353137451807,0,0,0,0,0,0,0,0.0249421755248383,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.26270137285441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00921490521816536,0.108258170218042,0.270713891717945,0,0,0.128324656594297,0,0,0,0,0.131607706011265,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.220658721338898,0,0.134735641921203,0,0.0419877347566759,0,0,0.137416209198423,0,0.192608065427973,3.46944695195361e-18,0,0.215115388934032,0.0241322986753713,0,0,0,0,0,0,0,0,0,0,0.0143523702324327
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0174848269375826,0,0,0,0,0,0.0904939793468722,0,0,0,0,0,0,0,0,0,0,0,0.0816579641964748,0,0,0,0,0,0,0,0,0,0,0,0.241757591718058,0,0,0,0,0,0,0.0687923501784097,0,0.0780313312821016,-0.163452875701665,0,0.200951730728775
X601229.CH.EQUITY,0,0.124725578428093,0,0,0.179933279646697,0,0,0,0,0.0338549569206254,0,0,0.205304615086655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121880497318393,0,0,0,0,0,0,0.041392288880706,0,0,0.149055310792175,0,0,-0.0598063491019229,0,0,0,0.0293756279867003,0,0,0,0,0.142265263243652,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0371561988010939,0,0.273366855666033,0,0.0391114564353671,0,0.101600548250771,0.135762866468554,0.0803357162498593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.109099640735013,0,0,0,0,0,0,0.110991389455965,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0.23033413303486,0,0,0,0,0.308088295019204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173326608751304,0,0,0,0,0.016463452203541,0,-0.0291193963554843,0,0,0,0,0,0,0.427490722500372,0,-0.0445043321809845,0,0,0,0.287686330116202,0.0343121968458551,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0954279949586888,0,0,0.0843927796829372,0,0.111054105465137,0,0,0,0,0,0,0,0,0,0.068205846430362,0.130968603007644,0,0,0,0,0,0.276243882760062,0,0,0.000996027093059862,0.108630425983914,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0198299029461113,0,0,0,0,0,0,0,0.321313644831773,0,0,0,0,0,0,0,0,0.0714026027007895,0,0,0,0,0.36202070130253,0,0,0.0111142809457516,0,0.00198345886514723,0,0,0,0,0.0212675701348636,0,0,0,0,0.0749070758263395,0,0.0774592414460116,0,0,0,0,0.0806961290240125
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.220534850681131,0,0.00840320186616226,0,0,0,0,0.00491231180751419,0,0,0.0539162737921985,0,0,0,0,0,0,0,0.0691242211691038,0,0.319902110009914,0,0,0,0,0,0.290440984354895,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.283084087197896,0,0,0,0,0,0,0,0,0,0.0262926738828312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352523148126127,0,0,0,0,0,0,0,0,0,0.270555798183648,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0113598574944935,0,0,0,0.125421021846994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216304486085712,0,0,0,0,0.0651176282230486,0.140691980478568,0.0121224393813019,0,0,0,0,0,0,0.0572964843066212,0,0,0.0689666607387431,0,0,0,0.240674666492637
X002736.CH.EQUITY,0.124871300642825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873525841453177,0,0,0,0,0,0,0,0,0.461538867188097,0,0,0,0,0.121640194365346,0,0,0.0163955486785331,0,0,3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.126748537681047
X2886.TT.EQUITY,0.0943915881120364,-0.23095845227948,0,0,0,0,0,0,-0.0915123957087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522164131636114,0,0,0,0,0,0,0.116653048995397,0.340987999227158,0,0,0,0,0.561558327573973,-0.0120887229724616,0,0
X2881.TT.EQUITY,0,0,0,0,0,8.67361737988404e-19,0.0138193194883989,0.279851943836941,0.12435017582495,-0.0154202118570792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196465835929664,0.00749480634714411,0,0.363988579553535,0,0,0,0,0,-0.146243096048904,0,0,0.152142373410633,0,0,0,0,0.212879034696233,0,0,0
X2891.TT.EQUITY,0.217766945131805,0,0.15568696347648,0,0,0.359636043376671,0,-0.0498152949217447,0.0592412758699617,0,0,0,-0.353881752697208,0,0,0,0,0,0.0849876518359528,-0.126565409916308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864097790516694,0,0,0,0,0,0.625281956575951,-0.234088329643476,0,0
X601236.CH.EQUITY,0,0,-0.294223093285582,0,0,0,0,0.027715443088489,0,-0.164726297148258,0,0,0,0,0,0,0.341519074856445,0,0,-0.258031889889898,0,0.0634678727333169,-0.034926250293076,0.31772338594726,0,0,0,0,0,0.577362521483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448940209804345,-0.0404129011059136,0,0.198602887783505
X601916.CH.Equity,0,0,0,0,0.446252843273298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199885137477203,0,0,0,0,-0.02769201792633,0,0,0,0,0,0,0,0,0,0.0257074020459725,0,0,0,0,0.0789847114109397,0.29982341426593,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,-0.0557706785077385,0,0,0,0,0,0.283984816259276,-0.0554039513655612,-0.0334846360866294,0,0,0,0,0,0.165609846952585,0,0,0,0.16583230289049,0,0,0,0.0324751960388551,0,0,0,0,0,0,0,0,0,0,-0.0841522163173061,0,0.178018492843266,0,0,0,0,0,0,0.289308288129114
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0185569356379764,0.0807716464687333,0,0.233413573813773,0,0,0,0,0.0559098460556755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274682321712603,0,0,0,0,0,0,0,0,0,0,0,0.247192222777744,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0.0592957782049232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653671570447668,0,0,0,0,0,0.157158719491354,0,0,0,0,0,0,0.464703890558976,0.186348899272873,0.197305842338476,0,0,0,0,0,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0387694064678633,0.0189087848300667,0,0,0,0,0,0,0,0,0.11671163113093,0.24275927160076,0.0996759357040962,0,0,0,0,0.0430292948764941,0.107757016661438,0.0150349327789182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.25738095206528,0,0,0,0,0,0
X600958.CH.EQUITY,0,-0.106092238158263,0,0,0,0,0,-0.0382716532332958,0,0,0,0,0,0,0,-0.00500647325239593,0,0,0,0,0,0,0,0,0,0,-0.080071454066577,0,0.17400991397289,0.102136338318811,0,0,0,0.160498498099248,0.0681454491907211,0,0.306794396085809,0.0521240759504295,0,0,0,0,0.0629775378635639,0,0.255393968749629,0,0,0.00999522900810046,0,0
