,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0.166850652743511,0,0,0,0,0.28453120753071,0,0.121256122620375,0.0410581679643411,0,0,0,0,-0.0271724459158868,0.197415817107938,0,0.00382662289038312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15951032567779,-0.0321162269969175,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.00596070548608669,0,-1.73472347597681e-18,0,0.0797945112798701,0,0,0,0,0.378670589580345,0.1384072656944,0.0635421314281135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125212616855809,0,0.0318715657083587,0.00463210918556276,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.334233093952685,0.158010337533235,0,0.0491942737586664,0,0.0522763154356605,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0606399143977968,0,0,0,0,-0.0553921793907981,0,0,0,0,0,0,0,0,0.163802919969614,0,0,0,0,0,0.00613153792366406,-0.0832998426910952,0.0243720987471184,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.110842456809653,0,0,0.261350692625016,0.00118179136357609,0,0,0,0,0,0.0537106524784469,0.234638900425444,0,0,0,0,0,0,0,0,0,0,0.102768600205574,0,0,0,0,0,0,0,0.184802420419681,0,0,0,0,0.0457331912097358,0,0,0,0,0.0235771188945206,0,0,0.0556847401322691,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.148984097599646,0,0,0,0.0370962281604566,-0.0460021355481369,0,0,0,0,0,0,0,0.27042642745107,0,-0.0866315003602206,0,0.346760765259408,0,0,0,0.205615373730455,0,0,0,-0.187441589224389,0,0,0.199434379268429,0,0,-0.208334225919967,0,0.302082778952086,0,0,0,0.0236838054762692,-0.256530674024986,0,2.16840434497101e-19,0,-0.174492102926023,0
X601658.CH.Equity,0,0.28158325865614,0,0,0,0,0,0.203103633161686,0,0,0.173696927623705,0,0.10040534486565,0,0.0792028179482934,0,0,0,0,0,0,0,0,0.0197848532873771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0974384573099431,-0.0455191103259147,0,-0.0395990839568027,0,0.111730523471713,0,0,0,0,-0.0357266098537643,0
X601328.CH.EQUITY,0.435648791389993,0,0,0,0,0,0,0,0,0.227004849999535,0.268437249781953,0.0915237259779293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242703724278001,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725970149074896,0,0,0,0,0,-0.103005707437365,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0.0497377097626751,0,-0.129076012830137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686090840606355,0,-0.0241407498485248,0,0.133796962186923,0,0,-0.00318754301604384,0.132903095500053,0,-0.070824625891561,0,0,0,0,0,0,0,0,0,0,-0.0470087631632258,0,0
X600036.CH.EQUITY,0.0302494000158947,0,0,0,0,0,0.0558889681763673,0,0,0,0,-1.73472347597681e-18,0,0.0333929419866616,0,0.0885704308864284,0.515351408003434,0,0,0,0,0,0,0,0,0,0,0.173131379393302,0,0,-0.0503420202325134,0.112806663935738,0,0,0,0,0,-0.0693533726230538,0,-0.0133893764316854,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.189031991966364,0,0.237098790982837,0,0,0.0510154216830923,0.0311386202189006,0,0,0,0.113611191605355,0,-3.46944695195361e-18,0,0.167320377136932,0,0,0,0,0,0.091690414745977,0.109694945320693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548417265131446,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.00730407886069313,0,0.225243603087988,0.24711797841905,0,0.012451694980197,0.329365628850039,-0.223415865679575,0,0,0,0,0,0,0.120560510571883,0,0,0,0,-0.240162219942509,0,0,-0.025776295438334,0,0,0,0,0,0.0822695065002523,0,0,-0.0393101772817096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0139225512882541,0,0,0,0,0,-0.442496587606761,0,0,0,0,0,0,0,0.515863859261977,0,0.661625029371878,0,0,0,0,0,-0.172940036106597,0,0,-0.041155629221467,-0.0682611090501149,0,0,0,0,0,0.0960136877690291,0,0,0,-0.0367840617648057,0,-0.0151462796468875,0,0,0,0.146747944599683,0,0,0,-0.120249088449713,0,0,0.0825670086297052
X601998.CH.EQUITY,0,0,0,0,0,0.304317180978043,0,0,0,0,0,0.0546858153087631,0,0.239761997243201,0,0,0,0,0.0437138902232958,0.105651675562956,0,0,0,0,0.0593190805823677,0.0720963044115621,0,0,0.0746539510315262,0,0,0,0,0,0,0.154878136343467,0,0,0,0,0,0,0,-0.0383578454323076,0.0800111365160177,0,0,0,0,0
X600016.CH.EQUITY,0.0571969261934326,0,0.260158147347864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148686430979895,0.0424590679403374,0.207922958021348,0,0,0,0,0,0,0,-0.0416750165577927,0,0,0,0,0,0.360687196141491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0853920064570357,0.312422067486914,0,0,0,0,0.0388392676380688,0,0,0,0,0.128814336491635,0,0,0,0,0,0.27025387253759,0.14140294165696,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.118836191331429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217023589228477,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.0718060892396163,0,0,0.0576150511289084,0,0,0.120311713819911,0,0,0,0,0,0,0,0,0.0320384400200857,0,0,0,0,0,0,0,0.0146262452212906,0,0,0,0,0,0,0.699539367571697,0,0,0,0,0.0661226198014561,0.0965247819333681,0.0576473142381168,0,-0.0597767036473104,0,0,0,0,0
X000001.CH.EQUITY,0,0,-0.220778746625486,0,0,0,0,0,0.285026212268897,0.104238658959213,0.00193926239687724,0,0,0,0.520988444818052,-0.110608461293515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00187886929424135,0,0,0,0,0,0.0707058570987852,0,-3.46944695195361e-18,0
X600015.CH.EQUITY,0,0,0,0,-0.0620053121618807,0,0,0,0,0,0.0100889566031279,0.0425477368864038,0.027603983038536,0,0.121125702858895,-0.111876507800854,0,0,0,0,0.137594869638134,-0.0198913720463236,0,0,0.0351652222922656,0,0,0,0,0,0,0,0,0,0.489547281922348,0,0,0,0,0,0,0.0790925218437924,0,0,0.0539905333098432,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.191336012019536,0,0,0,0.0501024904456794,0,0,0.071906040737501,0.0188456768429546,0,8.67361737988404e-19,0.0752732898883657,0.197034865847087,0,0,0,0,0,0.0969908892716868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184136250622465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517333536809037
X2388.HK.EQUITY,0,0,0,0,0.280016543051931,0,0.110372984209137,0,0.20106077914934,0.0633428667038353,0,0,0.101121473164881,6.93889390390723e-18,0,0,0.0325680350987667,0,0.0441826291587451,0,0,0,0,0,0,0,0,0,0,0,0.334314913003046,-0.124041847824831,0,0,0.130956722839044,0,-0.0814866475610059,0,0,0,-0.0414431197349947,0,0,0,0,0,0,0,0,0
