,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY
X601328.CH.EQUITY,0.308656320933715,0,0,0.194720831282001,0.0288470384968613,0,0,0,0,0,0,0,0,0,0.10553714600534,0,0,0,0.12760727340469,0,0,0,0,0,0.163545979084831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862984651615891,0,0,0
X388.HK.EQUITY,0,0,0.247234172334561,0,0,0,0.208423689894252,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0523053752751903,0,0,0,0.150402185203215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652152012333557,-0.123210118051931,0.0175775766493489,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.393224291461489,0,0,0,0.0493659564598912,0.0152791974545248,0,0,0.0253458622181697,0,0,0,0,0,0,0,0,0,0,0.300536793682769,0,0,0,0,0,0,0,0,0,0,0.0105372690217828,0.00627112596377068,0,0,0,0,0.00833062001251486,0,0,0,0,0,0,0,0.157381810413421
X600000.CH.EQUITY,0,0,0,0.168530064509746,0,0,0,0.104736255865651,0,0,0,0,0.0778233513338641,0,0,0.0285677679467339,0,0,0.188115433529632,0,0,0,0.149237534689478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147319463933098,0.0107034291964355,0,0,3.46944695195361e-18,0,0,0,0,0,0.0240639748826387,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0563337680170555,0,0,0,0,0,0.350055025350507,0,0.0530556797603718,0,0,0,0,0,0.134964530584721,0.0227707742679062,0.100060010573609,0.0471955418751487,0,0,0,0.00860738805920315,0,0,0,0,0,0,0,0,0,0.111032326020648,0,0,0,0,0.181894462955042,0,0
X000001.CH.EQUITY,0,0,0.472723254091794,0,0,0.0228576649257669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574031075993586,0,0.0133751653844165,0.0811313153197598,0,0,0,0.262802205633703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215546420879047,0.041690794406603,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0287923123505481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133334211453679,0,0.082338534839513,0,0.0680940397822294,0,0,0.254210481715615,0,0,0,0.0402062285060938,0,0,0,0,0,0,0,0,0.0707329048191228,0,1.38777878078145e-17,0.14775147440913,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413193911273704,0,0,0,0,0,0,-0.0649568296967213,0,0,0,0,0,0,0.321900089149272,0,0,0,0,0,0,0,0,0,0,0,0,0.00982836899102431,0.088406810151882,0,0,0,0.0367971883555577,0,0,0.0608875861757245
X600016.CH.EQUITY,0.136291650922895,0,0,0.286421014992218,0.119945574094202,0,0.078065873088551,0,0,0,0.136268354379429,0.0104542933108628,0.0112525391907716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823495542436265,0,0,0,0.130329307189762,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.00091115641438101,0,0,0,0.26886796567162,0.0485624164436601,0,0,-0.0615910132024928,0.135035891645303,0,0,0,0,0,0,0,0,0.421578312362614,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.212257200163781,0,0,-0.00888197906445405,0,0,0,0.067857832271829,0,0.133074436655474,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.0423530306983897,0.152096217364418,0.313148533775691,0,0,-0.0749910557179378,0,0,0,0,0,0.0570448578729899,0,0.294240873870212,0,0,0,0,0,0,0,0,0,0,0.0900461363524778,0.00723564905508768,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.638283026451147,0,0,0,0,0,0,0,0,0,0,0,0,0.0724637071886524,0,0,0,0.10314925269692,0.257418879221893,0,0,0,0,0,0,0,0,0.295753329434894,6.93889390390723e-18,-0.205750125824123,-0.209566582997454,0,0,0,0,0,-0.146103035640526,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X601998.CH.EQUITY,0,0.308670591996776,0,0,0.0251228222834956,0,0,0.0594429586994572,0,0,0.177576039308063,0,0,0.256147581337285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194067498575812,0.0142893326568456,0,0,0,0,0,0,0,0.094269667059034,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.13150024841955,0,0,0,0.265564466007698,-0.200439823541317,0,0.0216230830750063,0,0,0,0,0.0991338162335505,0,0,0,0,0,0,0,0,0,0,0,0.260864190906541,0.0199531413675667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.131428284753067,0,0,0.203701863895565,0,0,0,0,0,0,0,0,0.350439109939443,0,0,0,0,0,0,0,0,0,0.156090038599535,0,0,0,0,0,0,0,0,0,0,0.0315085162957868,0,0,0,0,0,0,0,0,0,0,0,0.0226750169134533,0,0,0.0400256666751578,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341180773301336,-0.109549295874622,0,0,0,0,0,0,0,0,0,0,0,0,0.0545810290240458,0,0,0.253061048071639,0.0938228690865253,0,0.040418688232912,-0.00573460372395636,0,0,0,0.167406908814693,0,-0.0140631236258488,0,0,0.0422640758593353,0.166205471976821,0,0,0,-0.0165839339947911
X002142.CH.EQUITY,0,0,0.0440029475675152,0,0,0.718998196315398,0,0,0,0,-0.210342282722922,0.244198555096893,0,0,0,0.113242049289055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18457417879338,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0543312505715229,1.73472347597681e-18,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.119743350476865,0,0,0,0,0.449693543731073,0,0,-0.0834445638265671,0,0,0,0,0.0301072475851785,0,0,0,0,0,0,0,0.0150630708209471,0,0,0,0,0,0,0,0,0.252129310963571,-0.167705977314344,0,0,0.187203900519031,0,0,0,0.00480897392161751,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775984543398972,0.0580331629785293,0,0,0,0,0,0,0,0.032061601562452,0.172700706530855,0,0.532248915057513,0,0,0,0,0,0,0.0171897336013934,0,0,0,0,0,0,0,0,0,0.075948943269006,0,0,0,0.0445543908055696,0,0,0
X2882.TT.EQUITY,-0.0144197741250166,0,0,0,0,0,0,0,0,0.170343989028891,0,0,0,0,0,0,0,0,0,0,0,0.206711991484525,0,-0.0688240846005418,0.168076870985275,0,-0.139406851898589,0,0,0,0,0,-0.0474247041950124,-0.0476111020423673,0,0.554220189141992,0,0,0,0,0,0.191593191509099,-0.0185890164855783,0,0,0,0,-0.139377973409185,0,0.114314668735339
X601336.CH.EQUITY,0,0,0,0,0,0.383808509471904,0,0,0,0,0,0,0,0,0,0.143547259164974,0,0,0,0,0.0423662481600711,0.0390030047306148,0,0,0,0,0,0,-6.93889390390723e-18,0.0385357447713209,0,0,0.0277765458994888,0,0,0,0,0,0,0,0,0,0.0376492000176092,0.169720834931341,0,0,0,0.0194830842417947,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0631417946838655,0,0,0,0,0,0.255493455189788,0,0,0.279230174773335,0,0,0,0,0.284404828612571,0,0,0.0271423411147659,0,0,0,-0.0292138305214901,0,0,0,0,0,0,0,0,-0.10732016510511,0,0.273434672013918,0,0.00257209483289019,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.102317237180677,0,0.283394445077938,0.0870791547254638,0,-0.0308176984859415,0,0,0,0,0,0,0,-0.265157769043005,0,0.205621939060532,0.395794338908566,0,0,0,-0.297222259758308,0,0,-0.0642713735102488,0,0,0,0,0,0,0,0,0.136465466121399,0,0,6.93889390390723e-18,0,0,0.177710893301127,0.104134070022724
X600999.CH.EQUITY,0,0,0,0,0,0,0,-0.0138636801954605,0,-0.106069215604969,0,0,0,0,0,0,0,0,0,0.040489618502729,0,-0.124387265776326,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0291657640953952,0,0,0,0,0,-0.247098591699097,0,0.296011667088189,0,0,0,0,0,0.054349432703499,0.504740412918604,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.00890420070091135,0,0,0,0,0,0,0,0,0,0,0,0,0.0677355752117092,0,0,0,-8.67361737988404e-19,-0.0752526589002259,0.0171818621905205,0.0742764006145584,0,0.0533591750590521,0,0,0.531593687960875,0,0,0,0,0,0,0,0,0,0,0,0,0.0826769593818246,0.206942301933103,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.0459180411668608,0,0,0,-0.0464176180656428,0,0,0,0,0,-0.0201129360637534,0,0,0,0,0,0,0.0616471070090292,0,0,0,0,0,0.537229363674398,-0.0422029334896231,0,0,0,0,0,0,0.328968053768538,-0.0312531384954392,0,0,0,0,0,0,-0.0730795667349343,0,0,0,0.101269484605624
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180744468115839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115257182410022,0,0,0.220017178111116,0,0,0,0.0380071165626363,0,0,0,0.47542763220862,0
X2886.TT.EQUITY,0,0,0,-0.116525587301342,0,0,0,0,0.0424044046047176,0,0,0,0,0.0865659164175566,-0.0632276762978988,0,0,0,0,0,0,0,0.0790713845821665,0,0,0,0,0,0,0,0,0,0,0,0,0.212420157226645,0.0826909249168448,0,0.0846847920287348,0,0.0407969573091976,0.114411922629216,0,0,0,0,0.334465059281111,0,0,0.131454688365474
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0.0287127906483756,0,0,0.0110725770077271,0,0,0,0.0031529113218301,0.263111526059768,0,0,0,0,0,0,0,0.0387695562590579,0,0,0.228229382266581,0,0,0,0,0,0.191925083485865,0,0.0144057264710964,0,0,0,0,0,0,0,0,0.0547784096490142,0.0264796275312038,0,0,0,0.0105363494423285,0,0
X600015.CH.EQUITY,0.0615722712763746,0,0.126730489334126,0.194129548216829,0,0,0,0,0,0,0,0.04654674516418,0,0,0,0,0,-0.142330490559701,0,0,0,0,0,0,0,0,0.0677234041471955,-0.00308171124681876,0,0,0.0563870462902248,0,0,0,-0.0107273069848465,-0.0453894206345313,0.381952628324853,0,0,0,0,-6.93889390390723e-18,-0.443453720870652,0,0,0,0,0.375401828215801,0,0
X2891.TT.EQUITY,0.0942990049898772,0,0,0,0,0,0,0.0977401621604273,0,0,0,0,4.33680868994202e-19,-0.022982627832956,-0.0166380180398013,0,0,0,0,0.107828650792583,0,0,0,0,0,0,0,-0.0324348706758953,0,0.12231434618149,0,0,0,0,0,0.086134834378779,0,0.00665621672795215,0,0,0.135055824781224,0,0,0,0,-0.03596349372555,0,0,-0.0134779338178062,0.433120326779136
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.0499497934491318,-0.0251436502004981,0,0,0,-0.0211171893734886,0,0,0,0.0695383400176219,0,0,0,0,0,0,0,0.138640108758518,0,0,0.221911086387916,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.181323689272389,0,0.0409467935455458,0,0,0,0.347001139750652,0,0,-0.0922660828771748,0
X601881.CH.EQUITY,0,0,0,0.0261835507546678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100536404274764,0,0,0,0,0,0,0,0.0887283447027169,0,0,0.182332698995766,0,0,0.446482774486428,0,0,0.00414605475327768,0,0.0852741967756267,0,0,0,0,0,0.0871686666618106,0,0,0.0151338336164509,0,0,0,0
X601916.CH.Equity,0.366427579783469,0,0,0.264318664438671,0,0,0,0,-0.0659181448081051,0,0,0,0,0,0,0,0,0,0.0747271090681571,0,0,0,0,-0.277539253462561,0,0.0136647442721295,0,0,0,0,0,0,0,0,0.46524851324633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270415550343774,0,0,0,0,0,0,0,0,0.0826366183625851,-0.0724621386402482,0,0,0,0,0,0,0,0.172866131005964,0,-0.02873985483331,0.234312511765181,0,0,0,0.092826794993873,0.207395649253226,0,0,0.281553870574879,0,-0.218202917453594,0,0,0.00421062214762175,0.0910053217138554,0
X2884.TT.EQUITY,0,0,0,-0.164272851632934,0,0,0,0.0753019522595859,-0.169828122511006,0,0,0,0,0,0,0.269005424049081,0,0.0667711785559371,0,0,0,0,0.184664189455332,0,0,0,0,0,0,0,0,-0.0607596972669685,0.0374390883608799,0.222999918692262,0,0,0,0.0331100926792106,0,0,0.0588023937606666,0,0,0,0,0,0,0,-0.0772155922525868,0.530799488619279
X601009.CH.EQUITY,-0.0983210864060918,-0.0431321245597579,0,0,-0.115757119757366,0,0,0,0,0.0232371358992306,0,0,0,-0.0716876026689502,0,0.137453275579461,0,0,0,0,0,0,0,-0.0916918529830282,0,0,0,0,0,0,0.245911576238457,0,0.0991189728294395,0,0,0,0,-1.38777878078145e-17,0,0,0.778052057840074,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.157719523972624,0,0,0.0347754836490612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.013513428185123,0,0,0.166947410002947,0,0,0.0442158929368438,0,0.213562064652375,0.0975144605104068,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733851002475874,0,0,0.046384284286418,0,0.145318621400592,-0.0468143599768596,0,0,0.416643252218602,0,0,0,0,0.420480207083043,0,0,0
