,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,-0.298453452272552,0,0,0,0,0,0,0,0,0,0.350761593395175,0,0,0,0,0,0,-0.125213263317624,0,0,0,0,0,0,1.38777878078145e-17,0.778176105484386,-0.225132468381046,0,0.194668947293374,0,-0.0127245783694702,0,-8.67361737988404e-19,0,0,0,0,-0.180047418320347,0,0,0,-0.128317026697661,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00452690320554229,0.017511705379481,0.0670824033907836,0.0257427005947782,0,0,0.0525852373270563,0,0,0,0,0,0.112793624910134,0,0,0,0,0,0,0.431541051568121,0,0,0,0,0,0.0767981310322848,0,0,8.67361737988404e-19,0,0,0,0.0319880921212671,0,0,0,0.021998423741229,0.00629515344411156,0.0294545018992187,0,0,0.151607611288497
X601939.CH.EQUITY,0.449439108447263,0,0,0,0,0,0,0,0,0,0.0569194409689601,0,0,0,0,0.114810867102672,0,0,0,0,0.0673439523422941,0,0,0,-0.367975276715201,0,0,0.37294067946569,0,-0.0410721331925197,0,0,0,0.0200334288507087,0,0,0,0,0,0,0.0671329118905975,0.206651023704878,0,0,0.0960434333429594,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.271881581626721,0.196113971416361,0,0.723974521155261,0,0,0,-0.289491149487358,0,0,0,0,0,0,-0.0274582965049696,0,-0.516387750389947,0,0,0,0,0,0,0.185194071585261,0,0,0,0,0.26690770093452,0,0,0,0,0,0,-0.00974595272823866,0,0,0,-0.250720972666627,-0.23042920721921
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.024900339907056,0,0,0,0,0,0.083448490747533,0,0.0601643265545191,0,0.3091979568087,0,0,0,0,0,0,0,0,0,0,0.0112677126828789,0,0.0923308568492516,0.0136315211910393,0,-0.0622861898114111,0,0,0,0,0,0,0,0,0,0.278597837491991,0.176850545964303
X601988.CH.EQUITY,-0.0931069873391288,0,0,0,0.33520203328298,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.325643121338233,0,0,0,0,0,0,0,0,0,0,-0.165080882506199,0,-0.158017003135082,0,0.184019123685717,0,0,0,0,0,0,0,0,0,0.0584838514530858,0,0,0.250801498770589,0
X600036.CH.EQUITY,0,0.115820284479885,0,0,0,0,0,0,0,0.276969282928715,0,0.291133701521213,0.0283967222194173,0,0,0.089562916644884,0,0,0,0,0,0,0.133453972446927,0,0,0.152070511331873,0,0,0,0,0,0,-0.0552091368602387,0,0,0,0,0,0,0,0,-0.0498510122825894,0.221451344603629,0.0422745996241279,0,0,0,0.178442777250285
X1299.HK.EQUITY,0,0.10561612118409,0,0,0.417670036820689,0,0,0,0.0722395988376412,0,0,-0.0408435086618207,0.0130909599420698,0,0,0.125392730471755,0,0,0,0,0,0,0,0.067808480263773,0,0,0,0,-0.0098377950655926,0,0,0,0.0853704498806584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470913137749701
X601628.CH.EQUITY,0,0.117802727085829,0.0418072271623704,0.0673810446085296,0,0,0,0,0,0,0.0250271013972959,0,0.434820188616082,0,0,0,0,0,0.0818293854520928,0,0,0,0,0,0,0,0.146268276420765,0,-0.0197355994095655,0,0,0,0.0973546628542369,0,0,0,0,0,0,0.0626816003515053,-0.0600605685891804,0,0,0,0,-0.0783198155120116,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.621843973558715,0.0149430714012854,0,0,0,8.67361737988404e-19,0,0,0,0.0334636303565031,0,0,0,0,0,0.14453329408932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.315921792617522,0,-0.0396915188046238,0,0,0,0,0,0.284031762982801,0,0,0,0,0.0691909945121183,0,0,0,0.0860819058193433,0,0,0,0,0,0,0,0.0189056439578596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158106326169418,0.0278144224587795,0,0.146659449834449
X600000.CH.EQUITY,0,0,0,0,0,0,0.486676722205849,0,0,0,0.160233251176994,0,0,0,0,0,0,0,0,0.0174662156190732,0,0,0,0,0,-0.0474270920242808,-0.0160654611028578,0,0,0,0,-0.23266097965247,0,0.132621679411031,0,0,0,0,0,0,0.0673896002704328,0,0,0.224088987946903,0,0,0.101174745018033,0.0103756361553187
X601601.CH.EQUITY,0,0.0761103483346825,-0.0564949539503265,-8.67361737988404e-19,0,-0.144676548028625,0.0365722311238771,0,0.58947014323945,0,0,0.102907363355811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00500638468674161,0,0,0,0,0.0470968941133549,0,0,0,0.116864369287655,0,0,0,0,0,0,-0.159445588507667,0,0,0,0,0
X601319.CH.EQUITY,0,0.0477494437372712,0,-0.119169651626241,0,0,0,0,0,-0.0813072852502064,0,0,0.226904868703116,0,0,0,0,0,0,0,0.0778068533497743,0,0,0,0,0.348000992618112,0,0,0,0,0.187766118543671,0,0,0,0,0,0,0,0,0,0,0.0403248065852044,0,-0.0688144884591269,0,0,-0.0368601554235325,0
X11.HK.EQUITY,0.0974799453333292,0,0,0,0.216203103077443,0.195220281832789,0.0901583748721169,0,0,0,0.0233837065682156,0,0,0,0,0,0.241532426955294,0,0,0,0,0,0,0,0,0,0,0,0.0736895493882837,-0.076360995961536,0,0,0,0,0,0,0,0,-0.107695978677638,0,0,0,0,0.14492110396374,0.111828525879283,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0821951511853634,0,0,0.290073835068574,0,0.0229614890671219,-0.0735396179619877,0,0.223731418000804,0,0,0,0.306276819636841,0,0,0,0.0847597358460157,0.0694018970381723,0,-0.131432042183508,0,0.0340043959237801,0,0,0,0,0,0,0,0,0,0,0,0,0.107235848522628,0,0,0,-0.0553826536477275,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.000860679597116489,0,0,0,0,0.100009871962322,0,0,0,0,0,0.591267145523689,0.240646130489325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623983642000252,0,-0.175965756477914,0.0588875059059721,0,0,0,-0.155469799805547,0.0652126604889951,0.142940875117291,0,0,0,0,0,0,0,0.255539513045446,0
X600030.CH.EQUITY,0.0402708735726071,0,0,0,0,0,0,0,0,0.00732252109968242,0,0,0,0,0,0,0,0,0.0771202566694501,0,0,0,0,0,0.121526332894688,0,0.286291957496872,0,0,0,0,0,0,0,0,0.353401494819362,0,0,0,0,0,0.218627856863817,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0586788038054719,0,0.0389173916455705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346076990556572,0.207805179170006,0,0,0,0,0,0,0,-0.0485852970421702,0,0.270480609872887,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0910420669845039,0,0,0,0,0,0.0799355981258559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481024463369343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0806982211452519,0,0.239677924564984,0,0.14734293615687,0,0,0,0,0,0,0,0,0,0,0,-0.180504082753985,0.358528949464052,0,0,0,0.117747749198082,0,0.257217931174157,0,0,0.00410608913514696,0,0,0,0,0,-0.0961548617316834,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0857046871207452,0.086646814796448,0,0,0,0,0,0.232265764439555,0.00361644618828788,0,-0.0202708269571918,0,0,0,0,0,0,0,0,-0.0065297765716243,0,0,-0.0235176639567868,0,0,0,0,0,-0.083412428431503,0,0,0,0,0.450645932913572,0.152331775665123,0.235615171605128,0,0,0.299916378221535,0.0525429156586405
X601818.CH.EQUITY,0,0,0,0.765795159193298,0,0.0174345275102807,0.241129997564398,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200107523249924,0,0,0,0,0,-0.466956081652489,-0.0510139605590858,0,0,0,0,0.563712114548794,0,0,0,0,0.0559122406325756,0.147180450220797
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132006216641834,0,0,0,0,0,0,0,0.136347070116594,0,0,0,0.0631587061303945,0,-0.0769301955365663,0.261892355474142,0.0134770521454286,0.158548444256294,0,0.335388003428392,0,0,0,0,0,0
X601211.CH.EQUITY,0.0299268278775598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819024505229937,0.00818618702377793,0,0.00569349403794489,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.231564542125401,0,0,0,0.32338552404695,0,0.224970264789273,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.00766531131340029,-0.227389603980456,0,0,0,0,0,0.468049006568947,0,0,0,0,0.172282948821612,0,0.167166635263287,0,1.38777878078145e-17,0,0,0,0,0,0,0.136970141043086,0,0,0.108581955908858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684505713003932,0,0,0,0
X600837.CH.EQUITY,0.0343091697954218,0,0,-0.0351337243660959,0,0,0,0,0.141576597625071,0,0,0,0,0,0,-0.0633318350567328,0,0.100086471656793,0,0,0,0,0,0,0,0,0,0,0,0.0474187177612635,0,0,0.256420718224981,0,0,0,0,0.242633692176224,0,0.0341534003648214,0,0.17289418234835,0,0,0,0,0,0
X002142.CH.EQUITY,-0.00374946249149816,0.46595560681924,0.27008027701789,0,0,0,0.0143848592202398,0,0,0,0,0,0.0052961728991753,0,0,0,0,0,0.311583724556405,0,0,0,0,0,0,0.0877610326078954,0,0,-1.73472347597681e-18,0,0,-0.126941815552075,0,0,0,0,0.00407425395744932,0,0,0,0,0,0,-0.0599906625991198,0,0,0,0
X601229.CH.EQUITY,0.452991012875826,0,0,0,-0.0729926927795147,0,-0.0977207496777976,0,-0.0271599104021596,-0.063665711600069,0,0.215835890803631,0,0,-0.060232134482991,0,0,0,0.20466540939989,0,0,0,0,0.0435838089485597,0,0,0,0,0,0,0,0,0,0,0,0,0.264364183724011,0,0,0,0,0,0,-0.0420401010507129,0,0.277275350805902,0,0
X601066.CH.EQUITY,-0.118133392870114,0,0,0,-0.337905553612488,0,-0.116185583124397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305787434758034,0,0,0,0,0,0,0,0,0,0,0,0,0.0812655363635099,-0.172073484138244,0,0,0,0,0.0545991351517582,0,0.135609607380145,0,0,0,0
X000166.CH.EQUITY,0.0122713182220563,0,0,0.0171209400571011,0,0,0.0387945875595813,0,0.0675790949682559,0.0120326217242281,0,0,0,0.0484614215505951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111151897587804,0,0.193124057668767,0,0.186915432366026,0,0.198565814537719,0,0,0,0,0,0.261502107241348,0,0
X2882.TT.EQUITY,0,0,0,0,0.126706872225867,-0.0235488605233153,0,-0.0235526332301486,0,0,0,0,0,0.0158966053594573,0,-0.163257169054073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904622685232929,0,0,0,0,0.358948826978877,0.0259297317143595,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0.00289693107299504,0,0.0318630580559868,0,0.127298646226316,0,0,0.138068599211319,0,0,0,0,0,0,0.308609571415302,0,0,0.0435579329361432,0.0985309506680952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13566558697876,0,0,0.25521008144361,0,0
X600015.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0.0891835310551335,0,0,0,0,0,0.0257381831597492,0,0,0,0,0,0.157680987992584,0,0.32669690724044,0.018325797277478,0,0,0,0,0,0,0,0,0.0400525094487546,0,0,0,0,0.462722830086699,0,0,0.0831671139557516,0,0,0,0,0,0,0.0642126250281504,0,0,-0.00260239286246366
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.495942207661525,0,0,-0.0124972468571018,-0.170478849868148,0,0.204939290743339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175514228900853,0,0,0,1.05943082262221,0,0,0,0,0,0,0,0,0,-0.264908224912594,-0.113892843268759,0,0.192127693563165,-0.000914428276668422
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318592956034685,0,0,0.0341412185544046,0.0968860719827681,0,0,0,0,0,0,0.343909374223445,0,0,0,0,0.113835389379348,0,0.0198641258105023,0.147631743254232,0,0,0,0.0184783256983272,0,0,0.0901443225969074,0,0,0,0,0.171353629027596,0.119990788782449,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.33134672720211,-0.554127093465623,0,0,0,0,0,0,-0.223426722692076,0.00422597299000982,0,0,0,0.811343896049253,0.0303976451876797,0.416914221643227,0.360630976011722,0,0,0.262588752965595,0,0,-0.260490788506027,0.079792062544882,0,0,0,0,0,0,0.0099120635693785,-0.194446411443873,-0.45124855734341,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.121798465502709,0,0,0,0,0,0.189796191680431,0,0,0,0,0,0,0.0702065115402895,0,0,0,-1.73472347597681e-18,0,0.371021731624839,0,0.0936520690411908,0,0.105834370047628,0.00653032401446737,0,0,0,0,0,0,0,0,-0.0816227046090604,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.040678921250183,0,0,0,0.318191967176069,0,0,0.590369406403704,0,0,0.166844217869517,0,0,-0.0618656479133729,0,0,0,0,-0.0315031980821025,0,0,0,0,0,0,0,-1.00796879783404,0,0,0,0,0.0872147218577302,0,0,0,0,0
