,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,-0.0332454332145574,0,-0.338790934638059,0,0,0,0,0,-0.130318149537926,0,0,0.308808234922069,0,0,0,0,0,0,0,0,0,0,0,0,0.0724577880541615,0,-0.177092650620004,0.754966220594357,0,0.0396230602630536,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.1596445616663,-0.147779469357498,0,0,3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0,0,0.017232285462959,0.0476791207044092,0.0582804757963727,0.0150286112990541,0,0,0,0.0557013371207512,0,0,0,0,0,0,0,0.0865201218889879,0,0,0,0,0.39260683261441,0,0,0,0.0883187558273103,0,0,0,0,0,0,0,0,0.0308851801953679,0,0,0,0,0.0206125008494645,-0.0271502466536794,0,0.159816184083726
X601939.CH.EQUITY,0.378762712969901,0,0,0,0,0,0,0.0717244448447387,0,0,0,0,0,0,0,0,0,0,0,0.0547669398818826,0,0,0,0,-0.26949780366227,0,0,-0.112731181062648,0,0.340458888756018,0,0,0.0228260880232442,0,0,0,0,0,0,0,0.0443903719753816,0.163059995991882,0,0,0.191139180132241,0.0504861446932723,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259948608518561,0.217953859826452,0,0.771387862726572,0,0,0,-0.284765176872027,0,0,0,0,0,0,0,0,-0.462873299628578,0,0,0,0,0,0,0,0.243116230269652,0,0,0,0,0.247049596814635,0,0,0,0,-0.0571011295771205,0,0,0,0,-0.261532811276956,-0.240830961517042
X5.HK.EQUITY,0,0,0,0,0,0.0423775262885529,0,0,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0.0241310299494036,0,0,0.327798810852709,0,0.000105669169139039,0,0,0,0,0,0,0,0,0.170298437462272,0,0.146007682758477,0,0,-0.131423874521648,0,0,0,0,0.0612343030254887,0,0,0.101369754950289,0,0,0.261517250779899,0.174596149961409
X601988.CH.EQUITY,-0.150280001023654,0,0,0,0.594269586877401,0,0,0,0,0,0,0,0,-0.181458478633629,0,0,0,0,-0.170990789916002,0,0,0.638380337007149,-0.115781946944545,0,0,0,0,-0.0631629347664576,0,0,-0.231240219251383,0,0,0,0,0,0,0,0.0609115306124304,0,0,0,0,0.0379006172795411,0,0,0.358063445246766,-1.73472347597681e-18
X600036.CH.EQUITY,0,0.0670049429124075,-0.0464427451480349,0,-0.0492602691722668,0,0,0,0,0,0,0.6181890222255,0,0,0,0.18278030406522,0,0,0,0,0,0,0.165135787526022,0.00374992141965191,0,0,0.114081048400289,0,0,0,0,0,0,-0.140128947851555,0,0,0,0,0,0,0,-0.100832817244236,0.206532643826067,0.062579208068651,0,0,0,0.0374631390275283
X1299.HK.EQUITY,0,0.0727870550936066,0,0,0.483014345091819,0,0,0,0.0870423126501129,0,0,-0.0808274313594514,0,0,0.0354474522593089,0,0.086126818067267,0,0.078477774833968,0,0,0,0,0,0,0,0,0,-0.020965588309522,0,0,0,0,0,0.0268691907397339,0,0,0,0.0624609614075934,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0660563445188891,0.0503276653921665,0.091614483870142,0,0,0,0,0,0,0.0513144311675129,0,0,0.329739451899059,0,0,0,0,0,0,0,0.0169045780871138,0,0,0,0.192727122891137,0,0,0,0,0.106669741773284,0,0,0,0.0373728133678667,0,0,0,0.0545009038189856,0.0479210742242612,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0988602513894645,0,0,0,0,0.552079762547464,0,0,0,0,0,0,0,0,0,0,0,0.249351946271715,0,0.00185612818405989,0,0,0,0,0,0,0,0,0,0,0,0,0.008531001067933,0,0,0,0,0,0,0,-0.087855488528283,0,0,0,0,0,0
