,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.147457125873834,0.189984876885748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431509416415482,0,0,-0.00817947188122171,0.098585241343974,0,0,0,0,0,0,0,0.0144860604637089,0,0,0,0.0157058662532302,0,0,0,0,0,0,0,0,0,0,0.0418471340604812,0,0.016611216854478,0.127066349174625,0,0
X601318.CH.EQUITY,0,0,0,0,0.157110272129017,0,0,0,0.067473099498153,0,0.0109494887717525,0,0,0,0,0,0.00680666339221476,0.1178395888607,0.280551314505592,0.0385560295295266,0.0646110302990576,0,0,0,0,0.0215849966983072,0,0,0,0.0867432386340067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103017912040905,0,0,0,0,0
X601939.CH.EQUITY,0.0846973387054993,0,0,0.419155737355601,0,0,0,0,0,-1.73472347597681e-18,0.23806834901672,0,0,0,0,0.135222899718998,0,0,-0.108549548614847,-0.0869211950988601,0,0.192366465349584,0.282477909205423,-0.0417323374522556,0,0,0,0,0,0,0,0,0,-0.187902352615464,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0961585226531257,0,0,0,0
X601288.CH.EQUITY,0.374429205423612,0.264481340354237,0.0821389159698396,0,0,0,0,0.0599030677410319,0,0,0,0,0,0,0,0,0.0578529206649288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247813072410454,0,0,0,0,0,0.091077362129862,0,-0.0667039257691616
X600036.CH.EQUITY,0,0.0211689633639855,0.0596509941141951,0,0,0.0770799585506133,0.0979906010541551,0.157619722128954,0,0,0,0,0,0.248906852848532,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.15890900916607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240649145219527,0,0,0,8.67361737988404e-19,0
X601628.CH.EQUITY,0.0714025439250627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851112429344715,0,0,0.142090725666586,0,0,0,0,-0.0866065386534365,0,0.273430396279862,0,0.0362986313272427,0,0.541397898672577,0,0,0.0605550764283176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.0694563815973782,0.115130342355115,0,0,-0.102118305258244,0,0.219062135141898,0,0,0,-0.0587366471670241,0,0,0,0,0,0,0,0,0,0.195613085400939,0,-0.0176143802315786,0,0,0.029326921465041,0.174070461031806,0,0,-0.0810027551927493,0.350963891823194,0,0.128484412837532,0,0,0,0,0,0,0,0,0,-0.196246069925358,0,0,0.24944049273104,0
X601988.CH.EQUITY,0.0617034525544592,0,0,0.261187059282945,0.320237003673658,0,0,0,0,0,0,0,0,0,0,-0.0794383077686916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24091874857199,0,0,0,-0.00994528062794293,0,0,0,0,0,0,0.24494678680091,0,0,0,0,0.129604145185931,0,0,0,0
X5.HK.EQUITY,0,0.131791375007937,0,0.00634825775771358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948273388795596,0.202003082388221,0,0,0.209589758746927,0,0,0,0,0,0.192425638442656,0,0,-0.181294001993796,0.340842218947623,0,0,0.00697709103421906,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.19528170738357,0,-0.326367995569408,0,0.160009931605379,0,0,0,0,0,0,0.154205101639093,0,0,0,0,0,0.0804309366256679,0,0,0,0.0307244698155277,-0.0099255457179313,0,0,0,0,0,0,0,0,0.088828646237378,0,0.192487739863221,0,0,0,0,0,0.299366310258442,0,0,0,0,-0.0374420429893732,0,-0.0454719013708416,0.312751881134826
X601658.CH.Equity,0.0453359013725459,0,0.138710286131502,0,0,0,-0.108560201936097,0,0,0,0,0.275620169603457,0,0,0.00970625005193701,-0.0570254787406235,0,0,0,0,0,0,0,0,0,0.169700439154633,0,0,0,0,0,0.0708484761763535,0,0,0,0,0,0.0300089683325642,0,0,0,0,0,0,0.297217860113827,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.189172170090672,0,0.26105033595773,0,0,0,0,0,0.107562732149983,0,0,0,0,0,0,0,0,0,0.00691930224683159,0,0,0,0.0634831830445801,0.408793801824204,0,0.00514371999073865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066244966881273,-0.103118818081394,0,0.032790097142672,0,0,0,-0.0444090728902721
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0321366859856425,0,0,0,0,0,0,0,0,0.343360856832192,0,0,0.233888552314411,0,0,0,0,0,0,0,0.0574794767912393,0.0423345358256311,0,0,0,0.0888228055450503,0,0,0.240764105802906,0,0,0,0,0,0,0,0,0,0,0.0628644692141519,0,0,0,0.0895575175034583
X000001.CH.EQUITY,0,0,0,0,0.324441702233469,0,0,0,0,0.0677278465070784,0,0.0843034801561654,0.136561161417587,0,0,0,0,0,0,0,0,0,0,0.0550927878746068,0.140481846560461,0,0,0,0,-0.222166215236238,0,0,0,0,0,0,0,0,0,0,0.0325266225466065,0,0,0,0,0.414803257351534,-0.148751061333576,0,0,0.0626119402708144
X601328.CH.EQUITY,0,0,0,0.168578183104682,0,0,0,0,0,0,0,0,0,0,0,0,0.0542085190902784,0.291594610421048,0,0,0,0,0.220308078389858,0,0,0,0,0,0,0,0,0.196936916148691,0,0.0500225430188953,0,0,0,0,0.0644877728861191,0,0,0,0,0,0,0,0,0.028283101482507,0,0
X601066.CH.EQUITY,0,0,0.0447008380429482,0,0,0,0,0,0,0.105628736274947,0,0,0.218087277058991,0,3.46944695195361e-18,0,0,0,-0.199653422447716,0,0,0,0.104065420028961,-0.042633224660743,0,0,0.13958163659598,0,0,0,0,0,0.0808814808936785,0,0,0,0,-0.0118289768180876,0,0.189313127442089,0,0,0.100062863414758,0,0,0,0.182060921952336,0,0,0.0977859291291076
X601601.CH.EQUITY,0,0.282507044621442,0,0.150516519002479,0,0.141553486646959,0,0,0,-0.0488047091470011,0,0.231024276408772,0,0,0,0,0,0,0.30389328592271,0,0,0,0,0,0.0240505127061603,0,0,0,0,0,0.0779138405342175,0,0,0,0,0,0,0,0,0,0,0,0.00188134815854258,0,0,0,0,2.16840434497101e-19,0,-0.117633064927002
X600000.CH.EQUITY,0,0.0165300498591858,0,0,0,0,0,0,0,0,0,0,0,0,0.479659242323604,0,0,0,0,0,0,0.0280732544657675,0,0,0,0,0,0,0,0.0265338049740702,0,0,0,0,0,0.104430125800217,0.091389722831231,0,0,0,0.0125298865578239,0,0,0.071124156871333,0.0813474119017822,0,0,0,0,0
X601319.CH.EQUITY,0,0.0634807117633127,0,0,0,0,-0.0700402951264142,0,0.0236029609388334,0,-0.0424456662919938,0,0.0302064814653067,0.344205462248336,0.163806972467226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251654401171816,0,0,0,0,0,0.110174758398353,0,0.0125451744297002,0,0,0,0,0,0,0.0326981831783501,0,-0.108534031722136,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0809648498390132,0,0,0,0.0122810103027687,0,0,0,0.00694525044391701,-0.038682745681549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693782813230521,0,0,0,0,-0.0224154150252148,0,0.229521110358881,0,0,0,0.393603585642767,0,0.098014553994005,0,-0.0710017503152244,0,0,0,0,0,0.0578587051367594
X2388.HK.EQUITY,0.123143400129839,0,0,0,-0.143167958142311,0,0,0,0.0864865325747082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193057053901577,0,0.460185395697057,0,0,0,0.0618204376691247,-0.22128933223454,0,0,0.0803939522959897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.306067446512297,0,0,0,0,0,0,0,0,0,0,0.142387851028046,0.257960582592597,0,0.111287199555967,0,0,0,0,0.0446346047341012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175390162389114,0,0,0,0,0,0,0,0,0,0,0,0,0.0586814641792619
X600016.CH.EQUITY,0,0,0.0477231836568441,0,0,0,0,0,0,0,-0.0748626461192132,0,0,0,0.191759156414159,0.0432383152654653,0,0,0.0107679877762644,-0.030285982343798,0,0,0,0,0,0,0,0.788248928340445,0,0,0,0.146733602441911,0,0,0,0,0.17345056073644,0,0,0,0,-0.258940914819512,0,0,0.131709287216046,0,0,0,-0.328695973296973,0
X11.HK.EQUITY,0,0,0,0.0491881322201177,0,0,0,3.46944695195361e-18,0.426989148263348,0,-0.214763181041596,0,0,0.0493081553909171,0,0,0,0,0,-0.00403569862302862,0.302790909600116,0,0,0,0,0,0,0,0,0.231352132236039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124364709748281,0,0.0166614603775899
