,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0934797447326033,0,-0.0998902224264457,0.109469000302172,0.811263872011135,0,0,0,0,0.210273487150484,0.0413985521506263,0,0,0,0.0614536127343929,0,0,0,0,-0.0203784584376045,-0.182878959074444,0,0,0,0,0,0,0,0,0,0,-0.0715629158124773,0,0,0,0,0,-0.0553445255809587,0,0,0,0,0.011949549303592,-0.102388231219626,0,0,0,0
X601939.CH.EQUITY,0.0956264871439732,0,0,0.00105220776715569,0,0,0,0,0,0,0,0,0,-0.0112746464442857,0,0,0,0,0,0,0.0518023789341566,0.880496776951103,0,0,0,0,-0.10610183315767,0,0,0,0,0,0,0,0,0,0.0220077162312353,0,0,0,0,-0.0633984775289033,0.102990647305132,-0.0643745795286382,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.52749412757934,-0.0433015658467565,0.0178534964722656,0,0,0,0,0.05177509627488,0,0,0,0,0,0,0,0.310127341928955,0,0,0,0,0,-0.0217462445789965,0,0,0,0,0,-0.0250232076290838,0,0,0,0,0,0,0.0562892172025505,0.0555743490419147,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.158508356984058,0,0,0.0424841741434344,0,0,0,0,0,0,0.0217850697188248,0,0,0,0,0,0.824811725004318,0,0,0,0,0.0207615569043202,0,0,0,0.0313614844424071,0,0,0,0,-0.0882811193321331,0,0,-0.0488567814710983,0,0,0,0.0249842709187658,0,0,0,-0.0178652450064136,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126458994009178,0,0,0,0,0,0.407719596922153,0,0,0.145128581221684,0,-0.0416485748660021,0,0,0.0157330330173606,0,0.145967297803567,0,0.114713074238245,-0.0449988388350291,0,0,0,0.0440141991505541,0,0,0,0,0,0,0,0.0509220680339833,0.160326187992262,0,0,0,0
X601658.CH.Equity,0.295857783648399,0,0.0263572200100854,0,0,0,0.0809448976791689,0.0123350227164943,0.146740799242156,-0.150029762658604,0.0444687037981853,0,0,0,0,0,0.393270930100335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862435378678453,0,0,0,0,0.0129772869275944,0,0.0742220339182131,0,0.0503387772916302,-0.140214121158974,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.914883785137132,0,-0.147650453694026,0,0,0.0484860534564481,0,0,0,0,0,0,0,0,0,-0.00441869920025188,0.31207790998976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946939780737985,0,0,0,0.0573873980172265,0,0,0,0,0.0617804871797381,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0539335718485167,0,0,0,0,0.171557889721891,0,0,0,0,0,0.247729858697475,0,0.0287366074352521,0,0,0,0,0,0,0,0,0.00205057304842846,0.230009584127848,0.00338612955606579,0,0,0.00574855976212179,0,0,0.159393566348202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.0887881298289238,0,0.268790381677692,0,0,0,0,0,0,0,0,0,0,0.353288282682131,0,0.0617649202750478,0,0,0,0,0,0.0755460267786612,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0428339823646281,0,0,0,0,0.0628756201270075,0.0432324821468545,0,0.0017762790129153,0,0,0,0,0
X267.HK.EQUITY,0,0,0,-0.0702966309482645,0,0,0,0,0,0,1.04236097499931,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.098875342882603,0,0,0,0,0,0,0,0,0.0137681254794455,0,0,0,0,0,0,0,0,0.0101050051125475,0.103176513797256,-0.120823696645005,0,0,0,0,0,0.111592392061217
X601166.CH.EQUITY,0,0,0,0,0,0.276758692525394,0,0.141956787548317,0,0.351765105550032,0,0,0,0,0,0,0.119210213589604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113061288753962,1.73472347597681e-18,0,0.238987194669129,0,0,0,0,0,0,0,-0.0412203123935861,0,-0.104423777419111,0,0.0587175035515558,0,0,0,0
X600000.CH.EQUITY,0,0,0.0243244257718751,0,0,0.352195401400624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355197441849128,0,0.0434274694172277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.12027256520571,0,0.0656752831205731,0,0,0,0,0,0,0,0,0.022043267305866,0,0,0,0,0,0,0,0,0,0,0,0,-0.10697187884059,0.00281082823852137,0,0,0,0,0,0,-0.0501341544391875,0,0,0,0,0,0,0,0.452405028182993,0,0,0
X600016.CH.EQUITY,0,0,0,0.0904541334497168,0,0,0,-0.0809342175372575,0,0,0,0,0,0,0,0,-0.0983396661850147,-0.0258417574551325,0,0.0600226936233994,0,0,-0.0374790877427196,0,0.0646595706494806,0,0,0,0,0,0,0,0,0,0,0,-0.212332813963555,-0.727665478346028,0.461069532772785,0.339705598409338,0,0,0,0,0,0.546507129035437,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,-0.0878314458412711,0,0,0,0,0.0596067556757088,0,0,0,-0.014361416754415,0,0.0611861222823496,0,0,0,0,0,0,0,0,0,0,0.0291132366845935,0.063365958483966,0,-0.0499033869306434,0,0.11379724489155,0,0,0.902541807739837,0,0,-0.0586399963977534,0.0383574959936181,0,0,0.0291901122467401,0,0,0,0,0,0,0.00458980080896128,-0.075052007944222
