,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X388.HK.EQUITY,0,0,0.278527066199306,0,0,0,0.198425480945241,0,0,0,0,0,0.0443766244956659,0,0,0,0,0,0,0.0936123662917737,0.0612644095246466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228295065985332,0.0252108973646979,-0.211678752066907,0,-0.0705793334677943,0
X601328.CH.EQUITY,0.282150244426259,0,0,0.252770000415993,0,0,0,0,0,0,0,0,0,0,0.0784116315708815,0,0,0,0,0.082525953849236,0,0,0.209587232246088,-0.0279806840910458,0,0,0,0,0,0,0,0,0,0,0.0386331341681701,0.0966941042778494,0,0,0,0,0,0,0,0,0,0,0,0,0.0437342459821687,0
X601166.CH.EQUITY,0,0.177073449341798,0,0,0.0195404759471262,0,0,0,0,0.0211891238238974,0,0,0,0.45418666471579,0,0,0,0.123446137871458,0,0,0,-0.00157899457727466,0,0,0,0.0124629043919017,0,0,0,0,0,0,0,0.00149400073373375,0,0,0,0,0,0,0,0,0,-0.0108815645223999,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.266238860238106,0.0687025980041753,0.112424095133577,0,0,0.0777725385891422,0,0,0.106248103729085,0.14696826059556,0,0,0,0,0,0,0,0,0,0,0,0.140180275128544,0,0,-0.000908276653703608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0105313297661486,0,0,0,0,0.160808129079627,0,0.0267504163905701,0,0,0.101655985802275,0,0,0,0,0,0.0944451861801936,0.225559448540844,0.350266947071028,0,0,0,0,0.00628154100269265,0,0,0,0,0,0,0,0,0,0,0,0,0.0452577819428283,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.131704510108412,0,0,0,0,0,0,0.39715136760812,0,0,0,-0.0399518413117387,0,0,0.0340123281989112,0,0,0,0,0,0,0.209965457999719,0,0.0887575811562764,0,0,0,0,0,0.00852462558368774,0,0,0.142760940744072,0,0.061928215641368,0,0,0,0,0,0,0.136400729664345,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135093147792797,0,0,0,0,0.0790832290559578,0,0,0,0.135762059821495,0.111020171077641,0,0,0,0.262288197302135,0,0.190963419257035,0,0,0,0,0,0,0,0,0,0.108093648601326,0,0,-0.00916406741532594,0,0
X000001.CH.EQUITY,0,0,0.503648419776506,0,0.136901417258405,0,0,0,0.0143395732945732,0,0,0,0,0,0,0,0,0,0.0994138170448442,0,0,0,0.143979782374687,0,0,0.0870791305310304,0,0,-0.0414332703660253,0,0,0,0,0,0,0,0,0,0,0.0485818672044682,0,0,0,0,0,0,0,0,-0.0329837235874468,0.010135244383934
X601601.CH.EQUITY,0,0,0.731733970374184,0,0,0.151706522608471,0,0,0,0,0.0547311498424888,0,0,0,0,0,0,0,0,0,0,0.124327779246311,0,0,0,0,0,0,0,0,0.0680457481118824,0,0,0,-0.23891074203017,0,0,0,0,0,0,0,0,-0.0817882835060298,0,0,0,0,0,0.349857628338553
X600016.CH.EQUITY,0,0,0,0.469751949998696,0.13731685317951,0,0,0,0,0,0,0.0801747649781264,0,0,0,0,0,0,0,0,0,0.0199527005769441,0.113192014332767,0,0,0,0,0,0,0,0,0,0.101844443344986,-0.0327999111263293,0.0784759327669434,0.24161398911197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.0465796325495973,0,0,0,0.378566833027218,0,0,0,0,0,0,0,0,0,0,0.0946278193826777,0,0,0,0.387194351935858,0,0,0,0,0,0,0,0,0,0.0384918304108268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140387246551162,0
X11.HK.EQUITY,0,0,0,0,0,0.0486234571206174,0.0919376936458799,0.0992739632863748,0.301780472690145,0,-0.0593748502121547,0,0,-0.105453854330851,0,0.107515254000779,0,0,0,0,0.229636663705675,0,0,0,-0.0158392263305455,0.041143593527247,0,0,0,0,0,0.0721798971558595,0,0.0368496826634735,0,0,0,0.0638836364103745,0,0,0,0,0,-0.0081497278380927,0,0,0,0,0,0
X601998.CH.EQUITY,0.271847608181819,0,0,0,0.059703339358754,0,0,0,0,0,0,0.106730879087386,0.0563090885552648,0.0695828724605158,0,0,0,0,0,0,0,0,0,0,0.159498067067298,0.0594285754373261,0,0,0,0,0,0,0,0,0,0.137970772062281,0,0,0,0,0,0,0,0,0,0,0,0,0.0165972317685898,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.23634586101138,-0.202548563875509,0.0863399865820214,0,-0.0400746237216174,0,0,0,0,0,0.226974071302721,0.0672523342451246,0,0,0,0,0.043617620294728,0,0,0,0.267253363152164,0,0,0,0,0,0,0,0,0,0,1.12214531103119e-05,0,0,0,0,0,0.0435723638737838,0,0,0,0
X601818.CH.EQUITY,0,0.323641141765715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196945204784605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503337304835433,0,0,0,0.178929945410294,0
X002142.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.895896690891328,0,0,0,0,0.19066288455454,-0.355407218383949,0,0,0,0,0,0.108963050992496,0,0,0,0,0.073823772673945,0,0,0,0,0,0,0.0218952900763695,0,0,0,0,0.118396241104997,0,-0.0109910468314185,0,0,0,0,0,0,-0.0342025685415387,0,0,-0.116384340961823,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.13935175599956,0,0,0,0.272341787593607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303191790305253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252373121875653,0
X601688.CH.EQUITY,0.0337883302880341,0,0,0,0,0,0,0.108791408428955,0,0,0,0,0,0,0.158586848027605,0,0,-0.0197837753873944,0,0,0,0,-0.0667150676374832,0,0,0,0,0,0.0471744033803886,0,0,0.253154318447751,0,0,0,0,0,0,0.462861426313634,0,0,0,0,0,0,0,0.0535777249739118,0,0,-1.73472347597681e-18
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.016995715462089,0,0,0,0.356034837139993,0,0,0,0,0.131047853317288,0,0,0,0.209937234456999,0,0,0,0.177064284786696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175897273968709,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216721799304448,0,0,0,0.0277849708974653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174598290322663,-0.0163406586851606,0,0,0,0,0,0.382434402626019,0,0,0.0542406663849332,0
X2882.TT.EQUITY,0,0,0,0.00758998334164857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770508771444344,0.112419934692234,0,0,0,-0.0340620018368189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761311216610447,0,-0.201686784215916,0,0,0,0,0,-0.0665015985775765,0,0,0,0,0.203726992475201
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.00549580613323764,0,0,-0.150071695217849,0,0,0,0,0,0,0,0,0,0,0.116129252488555,0,0,0,0,0,0.368138007627931,0,0,0,0,0,0,-0.0286156414265855,0,0,0,0.373985193150899,-0.00100039672051987,0,0,0.275995212462981,0,0,0,0,0,0.00652136882931886,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108876803614563,0,0.0651903398773189,0,0,0,0,0,0,0,0,0,0,0.0256914829924356,0.0252182496402934,0,0,0.151007428845993,0,0,0,0,-0.0682505687344318,0,0,0,0,0,0.0692144152024832,0,0.230013878312748,0,-0.0810458041409197,0,0.35759789239804,0
X601336.CH.EQUITY,0,0.17825571962197,0,0,0,0.352180720247677,0.0186728206283476,0.060901729625789,0,0,0,0,0,0,0,0,0.0562989481337843,0,0.103318852111159,0,0.0639398582184266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692805186476269,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.0491497527669,-0.0185602587485011,0,-0.162995655230085,-0.378053239634414,0.622171310429082,0,0,0,0.134646545523588,-0.182719284692491,0,0.0462535557764951,0,0,0.183482279786381,-0.177938278084085,0,0.0952300301594175,0,0.036007703969994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117144921308227,0,-0.0758204438795011,0,0.19348267852804
X601169.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.156762171363351,0,0,0,0,0,0.0901262362912853,0,0,0,0,0,0.188128682854728,0,0,0.0258168691952887,0,0,0,0,0,-0.131780440068295,0,0,0,0,0,0.610036240043056,0,0,0,0.0681166084250386,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,1.0842021724855e-19,0,0,0,0,0.0316171743876354,0,0,-0.0264671209730738,0,0,0,0,-0.158140013752549,0,0,0,0,0,0,0.0298424985947711,0,0,0,0,0,0,0.880341308911525,0,0,-0.0280148719570217,0,0,0,0.13118728350176,0,0,0,0,0,-0.0655751546609508,0,0,0,0.12519735250224,0,0.039028140156206
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0.185110469434179,0,0,0,0,0,0,-0.0252465276532084,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151666360867377,0.0935838637945123,0,0,0.246490772879343,0.088933958725599,0,0,0.128480275331612,0.0425759833032356,0.168861488772019,0,0,-0.0870556920974117,0.0531362944337357
X000776.CH.EQUITY,0,0,0,0,0,0,0.0357522092268805,0,0,0.0121502955322909,0,0,0,0,0.0773427000245467,0,0,0,0,0,0,0,0,0,0,0,0.0210856684928712,0.178163078062742,0,0.0236400155704122,0,0.222459602451109,0,0,0,0,0,0,0,0,0,0.296149106557069,4.33680868994202e-19,0,0,0,0.0409192958193187,0,0.027476180192821,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412383856886108,0,0.0571824958931608,0,0,0,0,0.0907181840774307,0,0,0,0,0,0,0,0,0,0,0,0,0.0586954953904068,0.372900653605812,0,0,0,0.0776744227306734,0,0,0,0.103850715168346,0,0,0,0.19496016148308
X600015.CH.EQUITY,0,0.00338320966641892,0,0.162104725840116,0,0,0,0,0.112382502989531,0,0,0,0,0,0,-0.126920490903477,0,0,0,0,0,0,0,0.120014446949268,0,0,0,0,0,0,0,0,0,0.125396545887758,0,0.087687070328085,0,0.222496399481764,0,0,0,0,0,0,0,0.0592552173226256,0.331567988688944,-0.493470959032607,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.0872991386708013,0,0.0547062505265681,0,0,0,0,0.0416450094550189,0,-0.0334932595103168,0,-0.195653306918022,0,0.172442839354074,0,0,0,0,0,0,0.224228084384136,0,0,0.155557256848397,0,0,0,0,0,0,0.175381025235727,0,0,0,0,-0.0449885328843387,0,0,0,0,0.0854076357460309,0
X601881.CH.EQUITY,0.109368924481434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982471414598371,0,0,0,0,0,0,0,0,0,0,0,0.0509738718543801,0.133652525258976,0,0,0.192059817966006,0.253575303474456,0,-0.0342830403102822,0.0177472607531666,0,0,0,0,0,0.154953526829812,0,-0.00291187160191801,0,0,0,0,0.0134932358635021,0
X600918.CH.Equity,0,0.0534873012737481,0,0,0,0,0,0.0827135678276859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27685530658507,0,0.0897184896574715,0,0,0,0,-0.0417338581671692,0,0.109623066158274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591379414332268,0
X601916.CH.Equity,0,0,0,0,0.17328673698125,0,0,0,-0.370410678111159,0.272397475331367,0.140558732728232,0,0,0,0,0,0,0,0,0,0.0998440357379391,0,0,-0.0786102536340166,0,0.0369037623676887,0,0,0,0,0,0,0.122747909022921,0,0,0,0,0,0,0,0,0.172177530043734,0,0,0,0.34474144430481,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707818253329812,0.0249001840326006,0,0,-0.0645319306796537,0.431297027669698,0,0,-0.020835523222447,0,0.0735179476797889,0,0,0,0,0,0,0,0,0,0.0871093910988314,0,0,-0.180158049387544,0.0849833645695626,0.453805247243979
X601009.CH.EQUITY,-0.0535653114783595,0,0,0,0,0,0,0,0,0.0676291410763318,-0.0312740440456626,0,0,0,0,-0.0142173535363214,0,0,0,0,0,0,-0.00742631704191065,-0.0768627159202321,0,0,0,0,0,0,0,0,-0.0338174959489678,0,0.154474477903005,0,0,0,0,0,0.749781590085306,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,-0.0407497082174669,0,0,0,0,0.0549700046128906,0,0,0,0,0,0,1.73472347597681e-18,0,0.0656431842334828,0,0,0,0,0,0,0.239248108024002,0,0.0558457501505866,0.0214716530379683,0,0,0.138462060925578,0,0,0,0.0297836684777284,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111793393018263,0,0,0,0,0,0,0,0,0,0,0.0646968353427362,0,0.315965245771878,0,0,0,0,0,0,0,0,0,0,0,0.0146372512620954,0,0,0.375194278199291,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395697779234633,0,-0.0650184047299633,0,0,0,0,0,0,0,0.0919363878802506,0,0,0,0,0,0,0,0,0.0866536072492209,0,0,0.0864445131564954,0,0.525605915375854,0,0.00326530783387242,0.00320569573409785,-0.0843467636441058,0,0.428998170794011,0,0.0479265307812052,0,0
