,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0.851747345705298,0,0,0,0,0,0,0,0,0.155241286159921,0,0,0,0,0,0,0,0,0.163287388870683,0,0,0,0.101119998643126,-0.379772209145767,0,0,0,0.0136317469682671,0,0,0,0,0,0,0,0,0,0.00704785480569923,0,0,0,0,0,0,0,0,-0.0316251217549086,0
X601288.CH.EQUITY,0,0,0.553600592322439,0.0748164215369372,0,0,0.103287788548906,0,0,0,0,0,0,0,0.0521169817286684,0.0992343808854474,0,0,0,0,0,0,-0.0331317922257229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160942907736075,0,0,0,0,0,0,-0.265434714805008,0,0,0,-0.209023638619029,0
X601939.CH.EQUITY,0.241761216641256,0.189615564662475,0,0.0201545156511931,0,0.0826076522305318,0,0,0,0,0,0,0,0,0.319994927327322,0,0,0.0488615952114604,0,0,0,0,-0.0783293327498776,0,0,0,0,0.298389913975804,0,0,0,0,0,0,0,0,0,0.0202737496693184,0,0,0,0,0,0,0,0,0,-0.0370549018965373,0,0
X601988.CH.EQUITY,0.290883061889324,0.211301274711252,0,0,0,0.0997428713628443,0,0,0,0.0856607192207579,0,0,0,0,0,0,0,0.33964662867366,0,0,0,0,-0.176219927437823,0,0,0,-0.186939806150258,0,0.148684653912898,0,0,0,0,0,0,0,0,0.0954012699129029,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0.121026987451021,0,0,0,-0.18470417518392,0,0.349763069006605,0,0,0,0,0,-0.195139027307837,0,0,0,0.0858219991859134,-0.418722614806914,0.0629358816340695,0,0,0,0,0,0,0,0.24883561519306,0.230983804900176,0,0,0,0.599148647730723,0,0,0,0,0,0.334459153755365,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,3.46944695195361e-18,0,0,0,0,0.469303133169397,0,0,0,0,0,0,0,0.301878405664434,0,0,0.0911860263390066,0,0,-0.26958581156833,0,0,0.0295671886607342,0,0,0,0,0,0.122538078411308,0,-0.119445095288902,0,0,0,0,0,0,0,0.0259196643946311,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.468930180160134,0,0,0.0478606697499427,0,0,0,0,0,0.0324235288541105,0,0,0,0,0.243589645257132,0,0,0,0.0934328751643051,0,0,0,0,0,0.0280628892624444,0,0,0,0,0,-0.138402208241751,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0462760169100205,0
X601318.CH.EQUITY,0,0,0,0,0,0.0406308099127482,0,0,0,0,-1.73472347597681e-18,0,0.0940196975778396,0,0,0,0.543110631105105,0,0,0,0,0,0.247995757828313,0.0330615815435221,0,0,0,0,0.04631232049513,0,0,0,0,0,0,0,-0.0469085639544365,-0.0526800648673724,0,0,0,0,0,0,-0.105089986088267,0,0,0,0,0
X600036.CH.EQUITY,-0.0767353952491403,0,0,0,0,0.326644289884222,0,0,0,0,0,0,0,0,0.0319865409738005,0,0.494972320822889,0,-0.0733274165734772,0.207886992164634,0,0,0,0,0,-0.000511147011445067,0,0,0,0,0,0,-0.0421332440187136,0,0,0,0.125571625568627,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.0650479524178032,0,0.237347878263961,0.412911139833388,0,0.128949261201586,0,0,0,0,0,0,0,0.0759566074572123,0,0,0,0,-0.127608878719737,0,0,0,0,0,0,0,0,0,0.0710850731949749,0,0,0,0,0,0,0.0522174425998125,0,0,0.139892880577578,0,-0.0607692153469,0.210784859373523,0.0898149563421839,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0308287914136461,0,0,0,0,0.223544531942609,0,0,0.0405689795016858,0,0.140249352352357,0,0,0,0,0,0.257938748894277,0,0.17936715306448,0,0.000206257948580092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926618437852247,0,0,0.126723311542884,0,0,0
X601998.CH.EQUITY,0.0490024850030622,0,0.192472384419817,0,-0.0329781983684621,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.099294663544929,0,0,0,0,0,0,0,0,0.396350593366982,0,0,0,0,0.0948589675252999,-0.0655451816795278,0,0,0,0,0,0,0,0,0,-0.0506699656805683,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.131509259436638,0,0.0530328737579811,0.132296031656812,0,0,0,0,0.109473869854944,0,0,0,0,0,0,0,0,0,0,0,0,0.525523493404226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099268597225771,-0.0244859117401596,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0178677042516112,0,0.115041607061356,0,0,0,0,0.0186736564328051,0,0,0,0.00843603400863238,-0.0320391549641776,0,0,0,0,0.414657249072652,0.128858668365441,0,-0.108331131036602,0,0,0,0,0,0,0,0,0.085195799645377,0,0.0221437686492417,0,0,0.34298216644108,0,0,0,0,0.0380556637533958,0.00924355626223948,0,0
X601818.CH.EQUITY,0,0.0127457946141407,0,0,0,0,0.170716280486337,0,0,0,0,0,0,0.342463398914695,0,0,0,0.369359721713585,-3.46944695195361e-18,-0.0209417557290492,0,0.120456487410095,0,0,0,0,0,0,0,0,0,0,0,0.0630201115702958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594867502151961,0
X601628.CH.EQUITY,0,0,0,0,-0.362913995042624,0,0,0.0395436418722282,0,0,0,0,0,0,0,0,0,0,0,0,-0.131100029498428,0,0,0,0,0.165629705471407,0,0,0,0,-0.140808801556652,0,0,0,0.414538262171331,0,-0.0668376033077437,0,0.0445682369513175,0.282630504407356,0,0,0,0,0.120768328698744,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.185108788160002,0,0,0.169782170293895,0,0.190800232005115,0,0,0.0684169610336929,0,0,0,0,0,0,0.0114654325669317,0,0,0,0,0.157830966458698,0,0,0,0,0,0,0,0,0.0854698414714459,0,0,0,0,0,0,0.0224526109817519,0.0349157412821295,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.14495340199755,0,0,0.128437906640269,0,0,0,0,0,0,0.0222452789464804,0.0839373658787562,0.237412320968101,0,0,0,0,0,0,0.00265542586266525,0,0,0,0.366288246314509,0.250188865662063,0,0,-0.0293269477361849,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0114050202513927,0,0,0,0,0,0.15866070544536,0,0,0,0,0,0,0.307403853714524,0.131654388553732,0,0,0,0,0,0,0.327380091857517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639642100587395,0,0,0,0,0,0,0
