,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY
X11.HK.EQUITY,0.0396391576136272,0,0,0,0.403671833966892,0,0,0,0,0,0.102285541413582,0,0,0.114366247717912,0,0,0.138343673547612,0,0,0,0,0,0,0,0,0,0,0.153839916806214,0.0864631291570147,-0.0263429244334338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13220566864164,0,0
X388.HK.EQUITY,0,0,0,0,0.106072396058673,0,0,0.325306700305147,0,0.0279920676227189,-0.0900776098770268,0,0,0.184442669983217,0,0,0.277235766750204,0,0,0,0.102240803047682,0.0583384349638116,0,-0.135116180746463,0,0.0650741574630369,0,0,0,-0.0270888110236117,0,0,0,0,0,0,0,0,0,0.134830392835653,0,0,-0.0478589846808442,0,0,0,0,0
X2388.HK.EQUITY,0,0.197290011382904,0,0,2.77555756156289e-17,0,0,0,0,0,0.0536138049273411,0,0,0,0.318043489519946,0.327908873974601,0,0,0,0,0,0.133022318525732,0,-0.00500603981037996,0,0,0,0.0510211215905518,0,0,0,0,0,0,0,0,0,-0.218995294748996,0,0,0,0,0,0,0,0,0.217597637577087,0.112086435449171
X600030.CH.EQUITY,0.0398131458823195,0,0,0,0,0,0,0,0,0.0045588264961805,0,0,0,0,0,0,0,0,0.100326721380715,0,0,0.0107959800980525,0,0,0.0891650032571493,0,0.365056896779822,0,0,0,0,0,0,0,0,0.318263233354468,0,0,0,0,0,0.18190241026535,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.241094818214336,0,-0.0476778085371517,0,0.0946074856983615,0,0.0350655147793342,0,0,0.233487649076219,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0728644588793523,0,0,0,0.200296329585231,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134821966955201,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0194907028647954,0,0,0,0.0947373614599093,0,0,0,0.287319023838744,0,0,0,0,0,0,0,0,0,0.156426111591362,0,0,0,0,0,0,0,0,0,0,0.000430013872254536,0,0.11721698430051,0,0,0.0340172290406518,0,0,0,0,0,0,0,0,0,-0.885059996554222
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0366834554957231,0.216014027397556,0,0,0,0,0,0,0,0,0.251078602721936,0,0,0,0,0,0.361645809546913,-0.0998245675206538,0,0,0,0,0.310282010095425,0,0,0.136073465529857,0,0,0,0,0,0,0,0,-0.0297983740435918,0,0
X267.HK.EQUITY,0.00460229402972381,0,0,0,-0.0736558744160596,-0.00159726004484041,0,0,0,0.141301398320976,0,0,0,0,0,0,0.506917807287611,0,0,0,0,0,-0.064405736727443,0,0,0,0,0.0342570936591172,-0.0229868274770128,0.2608712258316,0,0,-0.183711757404559,0,0,0,0,0,0,-0.00535177627974114,0.0504779330920209,0,0.149216773547954,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.248862786966791,0,0.238540950461182,0.432368902174519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902173992402948,0,0,0,0.0877919162081038,0,0,0.0541570327931305,0,0,-0.16012981003913,0,0,0,0,0,0.158487950617023,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,-0.114790506605512,0,0,0,0,0,0.0324841688749616,0,0,0,0,0.0836048115231693,0.0660913053798251,0,0,0,0,0,0,-0.151172644714856,0,0,0,0,0,0,0,0,-0.10508455036418,0,0.10561518679428,0,0,0.258525319840899,-0.0967478738468974,0.353990615113187,0.0119104315552471,0,0.373918779292838,0,0,0,0.0179204006332919,0,0
X601211.CH.EQUITY,0.00692154242444306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289994743858012,0,0,0.0166740049816341,0,0.0350075244543896,0,0,0,0.0644389001880284,0,0,0,0,0,0,0,0,0,0.265399802863117,0,0,0.215216236103263,-0.00341380918342767,0,0.255727102766388,0,0,0.0945862095125758,0,0.00935064882541506,0
X601336.CH.EQUITY,0,0,-0.227204504550759,0,0,0,0,0,0.464065549302337,0,0,0,0.166497800221307,0,0,0.175632986731356,0,0,0,0,0,0,0,0,0.141363117083584,0,0,0,0.120302003735529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694338365916893,0,0
X600837.CH.EQUITY,0.0442687803124209,0,0,0,0,0,0,0,0.128503306445033,0,0,0,0,0,0,-0.0535073164911742,0,0.13127839394905,0,0,0,0,0,0,0,0,0,0,0,0.0634589756035882,0,0,0,0,0.255781941139039,0,0.172426891756609,0,0.0103167400482036,0,0,0.164842756268543,0,0,0,0,0,0.042474211006489
X601229.CH.EQUITY,0.477839327491997,0.182358931818567,0,0,-0.0433152307472878,0,0,0,0,0,0,0.0894074085005717,0,0,0,0,0,0,0,0,0,0,0,0.0321658342109986,0,0,0,0,0.0150272163269574,0,0,0,0,0,0,0.332605440853382,0,0.189807503557054,0,0,0,0,0,0,0,0,0,0.0603174948791808
X002142.CH.EQUITY,-0.0272631947945646,0.390304102952245,0.277694377999068,-0.0315795445294653,0,0.0245477040542999,0.0713488095891506,0,0,-0.0172949902339075,0,0,0,0,0,0,0,0,0.381720245911756,0,0,0,0,0,0,0.111393961440517,0,0,0,-0.0222575353058865,0,-0.0751202481681909,0,0,0,0,0,0.0291316902790387,0,0,0,0,0,0,0,-0.114532976696681,-0.106375641061781,0
X601066.CH.EQUITY,-0.0608254543569279,0,0,0,-0.308565199450655,0,-0.146800203634807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363143287169827,0.102238906187196,0,0,0,0,-0.213836217952039,0,0,0,0.072413146490013,0,0,0.110383759574152,0,-0.123028559649587,0,-0.014603203861618,0,0,0,0,0,0.121223068718664,0.0330005381730478,0.0704947811080597
X000166.CH.EQUITY,0.00346931324545398,0,0,0,0,0,0,0,0.158787726463647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107325133651831,0,0,0,0,0,0,0,0,0,0,0,0,0.279445020883843,0.27673185601053,0,0.208248819172505,0,0,0.074253302804573,0,0,0.0763302826571999,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.0883215640278438,-0.18557388398998,0,-0.0846949332137539,0,0,0,0,0,0,0,-0.064046160054472,0,0,0,-0.051883969562669,0,0,0,0,0,0,0,-0.000834568577346832,-0.0257506672583374,0,0,0,0,0,0,0,0,0.344592044868199,0,0,0,0.200873876217253,0.0217213374098385,0.0348026750695602,0.244008550324939,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.158333158865444,0,0,0,0,0,0.0323184701640328,0,0,0,0,0,0.202099436934616,0,0.0462431788510951,0.181447187284445,0,0.0718221795301381,0,0,0,0,0,0,0.0432886432746682,0,0,0,0.439571938676458,0,0,0.00647318031361332,0,0,0,0,0,0,0.0303314728087927,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,-0.112253510642208,0,0.0818997531511599,-0.490241558247361,0,0,-0.0413153387135077,0,-0.0749606394379058,0.127653110339977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141776167007537,-0.0486486950550264,0,1.18135922161441,0,0,0,0,-0.0370604996422016,0,0,0.0965188727561025,0,0,-0.122237726244381,0,-0.251960453782717,0.116049003586214,0
X002736.CH.EQUITY,0,0,0,0.0585760781970424,0,0.0115985606690336,0,0.174054606696273,0,0,0,0.0877771820447088,0,0,0,0,0,0.35014370503352,0,0,0.0364184971026888,0,0,0,0,0,0,0,0.0148796743579692,0,0,0,0,0,0,0,0,0.00238519909990861,0,0,0,0,0.075361707501207,-0.0770824195481449,0.356402307075167,0.0938250864195606,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147469642352641,0,0.0454740213684248,0.0992354818470045,0,0,0,0,0.0839343742701867,0,0.425523487844405,0,0,0.0566394184140136,0,0.0850681088940136,0.0946097371267596,0.0133960987432532,0,0,0.0625655234333453,0,0.176412143705073,0,0,-0.0144020709198073,0,0,0,0.0122098247219226,0,0,0,0.0986773592765255
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.047784110646853,0,0,0.125094862968028,0,0,0,0,0.033859588564336,0,0,0,0,0,0.323619155774395,0,0,0,0.144128978248449,0,0,0,0,0.00364045462421205,0,0,0,0,0,0.0383632797309859,0,0,0.168740551418446,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.114172089913039,-0.140618723421083,0.137132513342695,0,0,0,0,0,0,-0.323416837165776,0,0,0,0,0.481194149182302,0,0.356490156428013,0.290744757168398,0,0,1.73472347597681e-18,0,-0.167373527884841,0,0.0604107304836068,0,0,0,0,0,0,0,-0.246651585835369,0,0,0,0
X000776.CH.EQUITY,0,0,-0.0201462439124526,0,0,0,0,0,0,0,0,0,0,-0.000710689069656998,0,0.0307558412799715,0,0,0,0,0,0,0,0.396901855655883,0.119749995201144,0.0475868843537221,0,0,0,0,0.217273792662475,-0.0595346990470346,0,0.0300025214918671,0,0,0.212318581549369,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0.0030502906923371,0,0.0192267753737223,0,0,0,0,0.209285474417924,0,0,0,0.362015018495873,0,0,0.16676075176636,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.721570971794346,0.0855715696766686,0,0,0,0,0.0565398917358011,0,0,0,0,0
X2886.TT.EQUITY,-0.299836837405047,0,0.0380995711512202,0,0.00806773884873914,0,0,0,0,0,0,-9.86893629008473e-05,0,0,0.0896517034111866,0,0,0,-0.0952295917032829,0,0,0,0,-0.066771325573846,0,0.208560054340218,0,0,0.0330253013885888,0,0,0,-0.182922991998994,0,0,0,0,0.185969110741893,0,0,0,0,0,0,0,0,0.737719995373945,0
X601881.CH.EQUITY,-0.0901827160127944,0,0,0,0,0,0,-0.251901389225205,0,0,0,0,0,0,0,0,0.151930202452179,0,0,0.0807473523760393,0,0,0.123950522193444,0,0,0,0.294135714346245,0,0,0,0,0,0,0,-0.0385892496589986,0,0,-0.00618033806164222,0.217262874355518,0,0,0,0,0.0495498253212348,0.352821327592464,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,1.00825962630463,0,-0.683605803440034,0,0,0,0,0,0,-0.0762382877499305,0,0,0,0,0,0.200128720663545,0,0,0,0,0,0,-0.328844714305699,0.0408854867519775,0,0.0977732242822461,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131796392450818,0,-0.0477282229807473
X601009.CH.EQUITY,0,0,0.00881907262509597,0,0,0,0,0,0,0,0.0579252364544181,-0.0298315189554744,0,0.17943218339587,0,0,0,0,0.688706783272195,-0.133852721424089,0,0.298889897076457,0,0,0,0,0,0,0,0.175899515744451,0,0,0,0,0,0,0,0,0,0.0482435088014145,0,0,0,0,-0.163741079651059,-0.428126079115602,-0.0415684981220435,0
X600958.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632488791860758,0,0,0,0,0.177025145937503,0,0.170389186250117,0.0315601997333625,0,0,0.397206670959174,0,0.0861859770067495,0,0,0,0.0354703869585815,0.161890113289284,0,0,0,-0.00523016511889379,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0.249606652656956,0,0,0,0,0,0,0,0,0,0.0404656389791391,0,0,0,0,0,0,0,0,0,-0.0326118010558784,-0.081745821583519,0.235273145414148,0,0,0,-0.133962907539419,0.157725062332333,0,-0.0296037766786564,0,0,0,0.466054266889954,-0.371212317397925,0,0,0,0,0.178247052083647,0
X2892.TT.EQUITY,0.0458024324078198,0,0,0,0.130094309272394,0.0738582210458084,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163240057442165,-0.04273880598399,0,0,0,0,0,0,0,-0.0593454789277987,0,0,0.0226617788582901,0.0535041357105796,0,0.0725726245167926,0,0,0,0,0,0,0.686996300979478,0,-0.0559972045004023,-0.0809362191264141,0,0.272012349389504,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0.0498532769190887,0.108646644156338,0,0.043870954025274,0,0,0.0519806328415287,0,0,0,0,0,0,-0.0397760997328477,0.0231894210315708,-0.0420140758369665,0,0,-0.103996308827235,0,-0.0730896047857338,0,0,0,0.00908112309445826,0,0,0.0881508101768919,0,0,0,0,0,0,0,0,-0.0801732322741054,0,0,0.0853367312568565,0
