,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.315086416496876,0.215792172876513,0.285611031638243,0,0,0,0,0,0.0269978932593839,0,0.0377571386232692,0.0705129851052533,3.46944695195361e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00915050170207764,0,0,0,0,0,0,0,0,0,0,0,0.0175334787294064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.582788558692942,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.018498308385531,0,0,0.0752751416597593,0.089966770912949,0,0,-3.46944695195361e-18,0,0,-0.0794144728953677,0,0.00561890081786886,0,0,0,0,0,0,0,0.0392891931196043,0,0,0,0.172326283505358,0,0,0,-0.0551689357326772,0,0,0.138905088800869,0,0,0
X601288.CH.EQUITY,0.180838472514153,0.124516000961425,0,0.510466991230773,0,0,0,0,0,0,0.0388002031076298,0,-3.46944695195361e-18,0.0274298576907366,0,0.0408332792775586,0,0,-8.67361737988404e-19,0,0,0.00101636919545046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180198576648863,0,0,0.0289357707059317,0
X601988.CH.EQUITY,0,0,0.387574090531048,0,0,6.93889390390723e-18,0,0.44750295394388,0,-0.174683309709128,0,0,0,0,0,-0.0553905734101896,0.0184441044016622,0,0,0,-0.06023560341484,-0.0831093107717685,0,0.0503917934935866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103494850084292,0,0,0,0,0,0
X5.HK.EQUITY,0,0.166412808355916,0,-0.00631710393475887,0,0.14361084600267,0.134133216581926,0,0,0.0313611767445165,0,0,0,0,0,0,0,0,0,0,0.267941090801804,-0.114822405901724,0,0,0,0,0,0.152948928934083,0,0.0636328584452525,0.0549515951930543,0,0,0,-0.0949988823054899,-0.0507368916861252,0,0,0.0652770179090274,0,0,-0.0314859083136885,0,0,0,0,0,0,0,-0.137555947845453
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0631600169725717,0,0.0553336154877274,0,0.10440770640947,0,0,0,0.18820623332624,0,0,0.103347583713148,0,0.351050765485587,0,0,0,0,0,0,0,0,-0.0514073533648868,0,0,0,0,0,0,0,0,0,-0.0269632417262717,0,3.46944695195361e-18,0,0.18908803616635,0
X601318.CH.EQUITY,0,0.146471692043386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188980986588688,0,0,0,0.165074418063006,0,0,0,0,0,0,0,0,0,0,0,0.1183151364225,0,0,0,0.039832782344181,0,0,0,0.201076871988019,0.121934872783079,0,0,0.0580866364883157,0,0
X601328.CH.EQUITY,0,0.169256036751547,0,0.343738022548727,0,0,0,0,0,0,0.148990084459484,0,0,0.0494989731368713,0,0,0.0453955495086385,0,0,0,0,0.00465544078897834,0,0,0.0141890006667325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352964721323319,0.0366817221087195,0,0,0.0636621205136025,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.257855545171377,0,0,0.0974575311935399,0,0,0,0,0,0.338762476050376,0.18254477906233,0,0,0,0,0,0.123203808958025,0.036187518986375,0,0.00236931373291899,0,0,0.0356620005439907,0.0405969595986688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225894039675913,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0913711994799893,0.129936049546201,0,0,0.187748858002906,0,0,0,0,0.0107936194417162,0,0.430003715218943,0,0,0,0,0,-0.106925805622556,0,0,0,0.057585123334421,0,0,0,0,0,0,0.321254365119754,0,0,0,0,0,0,0.101205509234241,0,0,0,0,0,0,0,-0.0237574675677527,0,0
