,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.1326237438077,0.218995441099632,0,0.0204154054655265,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0883944423899142,0,0,0,0,0,0,0.154649826018954,0,0,0,0,0,0,0,0,0,0,0.0386789205075858,0,0,0,0,0,0,0.0194684553063408,0.139035240730877,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.157424321215175,0,0.0278905933556799,0.0196424849395463,0,0.0124301204860069,0,0,0,0.252359136851469,0,0,0,0,0,0,0.0743657852025039,0,0.227739838724258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X601288.CH.EQUITY,6.93889390390723e-18,0.213580921758934,0,0.165491170010244,0,0,0,0,0,0,0,0,0.0824622792835294,0,0,0,0,0,0.309905330779558,0,0,0.0363385069350131,0,0,0,-4.33680868994202e-19,0,0,0.00581253085579229,0,0,0,0,0,0,0,0,0.0695280541805197,0,0,0.128579764936582,0,0,0,0.0249469979469892,0,0.00546616382771444,0,-0.18302380073596,0
X601988.CH.EQUITY,0.209338789450549,0.0929483544795668,0.336212514237905,0,0,0,0,0,0.0542966913469927,0,0,0,0.113384874166954,0,0,0.0500270692217343,0,0,0,0,0,0,0,0.0829180931867666,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0709419046413781,0,0,0,0,0,0,0,0,0.0697872252497419,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.127285113974837,0,0,0,0,0,-0.0962662110123608,0,0,0.13270911327899,0,0,0,0,0,0.0645147559743137,0,-0.0388827168766872,0,0.502652377567291,0,0,0,-0.064182983302639,0.30310535806402,0,-0.163816175004808,0,0,0.246068783561462,0,0,0,-0.0605288786378236,0.143407198844302,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0.0934405784054391,0,0,0,0.22913222954418,0,0,0,0,0,0.260544894790428,0.0456262358598528,0,0,0,0,0,0,0.14003664282106,0,0,0,0,0,0,0,0.119155559948181,0,0.0345162236038083,0,0,0,0,0.271184631680987,-0.150240488072301,0,0,0,0,0,0
X601328.CH.EQUITY,0.0738608294626938,0,0,0.0584738767469622,0,0,0,0,0,0,0,0.00970419217989727,0.00895024578693191,0,0.290510393503022,0,0,0.0277117805611175,0,0,0.0824416841758545,0,0.0195479288558208,0,0,0,0.119435513710121,0.057320868619932,0,0,0,0,0,0,0,0.0639274568501246,0,0,0,0,0,0,0.0346572025739638,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269391618818559,0,0,0,0.214889572792302,0,0,0,0,0.0694044755664194,0,0,0.224991763572239,0,0,0,0,0,0.0667647589299392,0,0,0.131257189332514,0,0,0,0,0,0,0,0,0,0.0428802536373427,0.0138270607079712,0,0,0.0769996869436358
X600036.CH.EQUITY,0,0,0,0,0.041110296001845,0,0,0,0,0,-0.00995126728844133,0,-0.198879619382443,-1.38777878078145e-17,0,0,0.538138000435314,0,0,0,0,0,0,0,0.202352767983396,0,6.93889390390723e-18,0,0,0,0,0,0,1.73472347597681e-18,0.105205062501832,0,0,0,0,0,0,0,0.323940262416015,0,-0.198468280030306,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.150817749008513,0,0.0259007600460173,0,0,0,0.316508766581948,0,1.73472347597681e-18,0,0,0,0,0,0.127839540488224,0.0942426959192668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265820530795351,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0599562725991107,0,0,0,0,0.131446892413876,0,0,0,0.132077833420916,0,0,0,0,0,0.2710343090066,0,0,0,0,0,0,0.0790097039073993,0.173417090502158,0,0,0,0,0,0.0945692737883002,0,0.242230187851181,0,0,0.0856471730199351,0,0,0,-0.0313613965060604,0,-0.0378669759386971,0,-0.552451711663265,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.00573066841515584,0,0,0,0,0,0,0,0.00625853992378196,0,0.017530192315369,0,0,0,0,0.272286348073597,0,0,0.0621135989779576,0,0,0,0,0,0,0,0,0.515861181879396,0,0,0.0371675560989321,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.127600571241106,0.044543314034329,0.024703225339362,0,0,0,0.056212445459347,0,0,0.000253687609904275,0,0,0.140293516305106,0.130842286888715,0.0624695809467892,0,0,0.132363906116844,0,0,0,0,0,0,0,0.061744718667503,0.0701034712319193,0,0,0,0.05019930407837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0289142070882496,0,0,0,0,0,0,0.072144137989987,0,0,0,0.408725798138014,0,0,0,0,0,0,0,0,0.0337658643543855,0,0,0.116952089592207,0,0,0,0,0,0,0,0.0100056135790179,0.257494632619921,0,0.0231149880388057,0,0,0,0,0,0,0,0.194775983828263,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.148508788391792,0,0,0,0,0.11513078865434,0,0.0371372095271987,0.165662458724889,0,0,0,0.350389545146952,0.0494237783552358,0.0272125662598903,0,0,0.0956079879222614,0.0559387558876762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873270977651979,-0.0329809676531864,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0974424207515624,-0.0847001894808074,0,0,0,0,0,0,0.0320263775125726,0,0,0,0,0.0476884479160104,0,0,0,0,0,0.202484348154517,0,0,0,0,0,0,0,0,0,0,0,0.200284625019367,0.167473771816302,0,0,0,0,-0.0780610883644291,0,0,0,0,0.111772746604816,0,0,0.0986403412154389,0
X000001.CH.EQUITY,0,0.286299070343369,0,-6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0.166260419450451,0,0.0695184806298016,0,0,0.0807030260575843,0,0,0,0,0,0,0,0.0147320626855649,0,0,0,0.0146308114549206,0,-3.46944695195361e-18,0.0258753347086247,0,0.0951526883332484,0,0,0,0,0.0882147199443757,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.1740693624291,0,0,0,0.0641199398293043,0,0,0,0,0,0.177496778808778,0.239097155451598,0,0,0,0,0,0,0.00260897390264875,0,0,0,0,0,0,0,0,0,0.0649265290370543,0,0,0.0962961214226861,0,0,0,0,0,0,0.156851719204073,0,0,0,0.0342681692770742,0,0,0,0
X601169.CH.EQUITY,0,0.0519349192473837,0.237902700729777,0,0,0,0,0,0,0.0498662024558736,0,0,0.115492877871199,0,0,0,0.0170434740859646,0,0,0,0.0430259262122476,0,0,0,0,0,0,0.0525580328146546,0,0,0,0,0,0.185323883160332,0,0,0,0,0,0.00813434769878286,0,0,0,0,0,0,0,0,0,0.25392539946997
X2388.HK.EQUITY,0,0.414474076665449,0,0,0.260006529682773,0.046182620723143,0,0,0,0.266437416832298,0,0,0,0,0,0,0,0,0,0,0,0,0.0156152971438841,0,0,0,0,0,0,0.130339216435785,-0.0912104321365522,0,0,0,0,0,0,-0.0748397327680665,0,0,-0.0483640084625652,0,0,0,0,-0.21852344680716,-0.0600972905308697,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.299879461360198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43130608589384,0,-0.0113113385829062,0,0,0,0,0,0,0.00723425047153561,0,0,0,0,0,0.194642056050126,0.0123189026746658,0.180406514990241,0,0,0.0746577555987916,0.0484061182927202,0
X601229.CH.EQUITY,0.333999679793961,0,0,0,0,0,0,0,0,0,0,0.0375117609259846,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00445572560713076,0,0,-1.73472347597681e-18,0,0,0.0214501706741564,0,0,0,0,-0.0845545970456489,0,0,0,0,0,0,0.332900549582671,0,0,0,0,0,0,-0.0445739356760244,0.442526903794078
