,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0,0.595510421731574,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.114378659401758,0,0,0,0,0,0,0,0,0,0,0,0,0.0301155638474123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359726913100088,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.101506194089162,0.117785139463745,0.10147351698635,0,0,0,0,0,0.0485654471195607,0.416436341456602,0,0.0717929914863188,0,0,0,0,0,0,0,0.03446023055237,0,0,0,0,0,0,0,0,0,0.14784216574768,0.0281269249342727,0,0,0,0,0,0.0771302452412596,0,0,0,0,0
X601939.CH.EQUITY,0.0158083405258883,0,0,0.690695461414154,0,0.0460536258020952,0,0,0,0.228721720390206,0,0,0,0,0,0,0,0.0295249845837359,0,0,0,0,0,0,0,0,0,-0.00157831805521383,0,0.0478605135547996,0,0,0,0,0,0,0,0,0,0,0.030152908157925,0,0,0,0,0,0.0439626906331237,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.2196709067157,0.0838858852237443,0,0.854370863845867,0,0,0,0,0,-0.239073244978043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,-0.23838141200438,-0.039319439576641,0,0,0,0,0,0,0.0341954775062318
X5.HK.EQUITY,0,0,0,0,0,0.104520176536016,0,0.41517912117681,0,0,0,0,0,0,0,0,-0.0904094999080374,0.0525677931631819,0,0,0.0401335374672059,-3.46944695195361e-18,0,0,0,0,0,0,0.255244315636185,0,0,0,0,0,-0.0862028362740392,0,0.019361088839995,0,0,0,0.207140254901126,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.036428207697777,0,0.29896992284518,0,0,0,0,0,0.153611121255678,0,0,0,0,0,0,0,0,0,0,0.173824429228841,0,0,0,0,0,0,0,0.181982569879715,0,0,0,0,0,0,-0.16802849822169,0,0,-0.0508264470435528,0,0,0,0,0,0,0.235725708158213,0
X600036.CH.EQUITY,0,0,-0.0128346872230003,0,0,0,0,0,0,0.453783774135338,0,0,0,0,0.011286206347239,0.241526342100703,0,-0.0858348418214101,0,0,0,0,0.103283819771086,0,0,0,6.93889390390723e-18,0,-0.149526428288937,0.131212283903691,-0.114531821422237,0,0,0.268731705689292,0,0,0,0,-0.0829785686554521,0,0.124765058799763,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0820994923393231,0,-0.0826945021763041,0.2438719168617,0,0,0,0,0,0,0,0,0.315990410713658,0.251106836761709,0,0,0,0,0,0,0,-0.189243031344561,0,0,0,0.0994854321215609,0,0,0,0,-0.0149209835420695,0,0,0,0,-0.164523686298347,0,0,0,0.0825522894611531,0,0,-0.0896868710464801,0,-0.100495576675748,0,-0.016023089488622
X601628.CH.EQUITY,0,0.123213601702244,0,0.00897702421744638,-0.0930648919615629,0,0,0,0,0,0,0.0254787280124183,0,0,0,0.178164855292403,0.0106581710491057,0,0,0,0,0,0,0,0,0.437111934051669,0,0,0,0,0.192334895023805,0.0748940182400329,0,0.0825168856416641,-0.0182524233126139,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.049636944791085,0,0,0,0.300361797558841,0,0,0,0,0,0.575046182477063,0,0,0.00316663393067993,0,0,0,0.0468745427538874,0.388457805752991,0,0,0,0,0,0,0,0,-0.16715185159544,0,0.0472362486115169,0,0,0.0205598286749308,0,0,0,-0.17194098448008,0,0,0,0,0,-0.0809634314401707,0,0,0
X601166.CH.EQUITY,0.168540677583666,0,0,0.258183180384244,0,0.0216197509445295,0,0,-4.33680868994202e-19,0.136226532919094,0,0,0.226704699483305,0,0,0,0,0.00457493627928774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182220095858823,0,0,0,0
X601319.CH.EQUITY,0,0.261809363706116,0,0,-0.245568259596047,0,0.00992599762728195,0.0419770387064042,0,0,0,0,0,0,0,0,0.0705808457402995,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0511462618231664,0,0,0,0,0,0,0,0.0495645971075728,0,0,0,0,0,0,0.535461460144152,0,0,0,-0.0773762952339081,0,0
X600000.CH.EQUITY,0,0,0,0,0.0167867912930595,0,0.0710752712510377,0.0859835446668998,0,0.250342601461073,0.283772102458619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740282449167822,0,0,0,0,0,0,0,0.0953330956300614,0.0261832241864142,0,0.0957600932931289,0,0,0,0.220803664782311,0
X11.HK.EQUITY,0,0,0.430752463246733,0,0.325170701114351,0.00409319441026986,0.225589273953954,0,0,0,0,0.189540965008797,0,0,0,0,0,0,0,0,0,0,0,-0.0364998274767455,0,0,0,0,0,0,0,0,0.0853874032809818,0,-0.022479041197959,0,0.0680922732532279,0,0,0,0.00188916012463967,0,0,0,0,0,0.0104322613369618,0.111590604092316
