,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0279467736032913,0,0,0,0.124363120894633,0,-0.125876381180156,0,0,0,0,-0.148481259242907,-0.292046623205995,0,0.177332677939561,0,0,0.807566675222577,-0.149671550127412,0.0225673698772814,0,0,0,0,0.00513910291381193,0,0,0.236730735326494,0,0,0,0,0,0,0.185833583088335,0,0,-0.348741377090875,0,0,0,0,0,0,-0.000229103866525558,0
X601939.CH.EQUITY,0,0,0,0,0.0131888631747722,0,0,0,0,0,0,0,0,0,0.000768655139805692,0.152426113128014,0,0.0585284783804621,0,0,0,0,0,8.67361737988404e-19,-0.0316804611211424,0,-0.0933434370029657,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160830660299049,0,0,0.135678400178581,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0457867300391566,0,0,0,0,0,0,0,0.0617477525878215,0,0,0,0.0303660184089102,0,0,0,0.101021341815298,0,0,0.166677790466549,0,0,0,0,0,0,0,0,0,0,0,0.0648536378231387,0.162972730522614,0,0,0,0.0788589272893219,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0166511251092614,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.206787224924417,0,0,0,0,0.0137862142204449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144737382119537,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0269708723419702,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.156498922419549,0,0.178833328360432,0,0,0,0,0.0304644768819501,0,0.465899536832891,0,-0.0140793115228483,0,0.0197767973728795,0,0,0.0324469811978815,-0.185822278008973,0,0,0.12803541782586,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251546985419204,0,0,0,0,0,0,-0.474562387044293,0,0,0,0,0.110546443633025,0,0.272186012256066,0,0.076717922816061,0,0,0,0,0,0,-0.00115740501556465,0,0,0,0.0138735525209817,-0.0783827125395007,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.107983921194451,0,0,0,0.181132280581057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113763328193275,0.0407837258602007,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.31832191800721,0.176799828820124,0.0972461040498724,0.151256434953452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109505879301748,0.208800009497848,0,0,0,0,0,0,0,0.0531460811594389,0,0.0151844437780319,0,0,0,0.0846200998916173,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0675682144496401,3.46944695195361e-18,0,0,1.0842021724855e-19,0,-0.0833136943273856,0,0,0.40970324594204,0.171878740220122,0,0.273733662504198,0,0,0,0,0.0526327566875115,0,0.195811543333637,0,0.221621130624744,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113855998587919,0,0,0,0,-0.0200608188563354,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0768435610123685,0,0,0,0,0,0,0,0.0384704683921994,0.0729606109419135,0,0,0,0,0,0.121712682167409,0,0,0,0.187065717571646,0.00543129131713543,0.0968868843923547,0,0,0,0,0.0334342519496924,0,0,0.0315542098968623,0,0,0,0,0,0,0,0,0,0,0,0,0
