,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X601881.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.28569182688257,0.176588392757677,0,0,0.118760605501691,0,0,0,-0.00935723291912543,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623115838617058,0,0,0,4.33680868994202e-19,0,0,0,-1.73472347597681e-18,0,0.184380370429626,0.0297224730688908,0,0,0,0,0.198151033030368,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0163332166410927,0.0403877032718857,0.0577159878883326,0.120670164730146,0,0.0138665761664262,0,0.122992242989521,0,0,0,0.0637898489142993,0.222423264673085,0.233509940282903,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0485053223686127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231624866047582,0,0,0,0
X601939.CH.EQUITY,0,0.0953946706821752,0,0.208589979536431,0,-0.0427496348856539,0,0,0,-0.0489494886661091,0.0246294922086748,0,0,0,0,0,0,0,0,0.811170264655409,0,0.0440852412765729,-0.290996931245287,0.0479512854561509,-0.19240082851375,0,0,0,0,0,0,0,0,0,-0.135111190742335,-0.109458376575245,0,0,0,0,0,0,0,0,0,0,0.0561065174766333,0,0,0
X601288.CH.EQUITY,0.360604228794314,0,0.0630764729815204,0,0,0,0,0,0,0,0,0,0,0,0.166547312908141,0,0.211495604341125,0,0,0,0,0,6.93889390390723e-18,0,0,0.0268516468022625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167967821106742,0,0,0,0,0,-0.0701113102945064,0.0599624176708261,0
X600036.CH.EQUITY,0,0.056058117216352,0.176040272977738,0,0,0.0539426144704853,0.103704952764401,0.203187211009779,0,0,0,0.109204623582559,0.145847611439996,0,0,0,0,0,0,0,0.274805192083792,0,0,0,0,0,-0.0471794500640622,0,0,0,0,0.0109759271586525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145265033603587,0,0,0,0
X601628.CH.EQUITY,0.0951840490780566,0,0,0,0,0,0,0,0,0.0743745328892371,0,0,0,0,0,0,0.151266382847962,0,0,0,-0.140438655553782,0,0.170093482192343,-0.00476355555992735,-0.041690872974588,0,0.216738363008324,0,0,0.527823532838082,0,0,0,0,0.0718703547157461,0,0,0,0,0,0,0,0.00165794486930293,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.374817308575076,0,0,0.0304367529205634,0.30419006757125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108061125079381,0,0,0,0,0.153436111438433,0,0,-0.133881271456525,0,-0.0653998044597737,0,0,0.170378329200772,0,0,0,0.11499599117487,0,0,0,0.0225963597455177,0,0
X1299.HK.EQUITY,0,0,0,-0.0773151920846768,0,0,0,0,0,0.289535412306756,-0.0213295339366348,0,0,0,0,0,0,0,0,0,0,0,0,0.376367545020791,0,0,-0.0403977943585302,0,0,0,0,0,0,0,0,0,0,0,0.131120094128204,0.113289984933432,0,0,0,0,0,0,0,-0.0359073403367468,0,0.0384931322672607
X5.HK.EQUITY,0,0.302897660810165,0,0,0,0,0,0,0,0.0224934968714426,0,0,0,-0.0330982086243711,0,0,-0.153550203751749,0,0,0,0,0,0.101239432165533,0,0.411687911026017,0,0,0,0,0,0,0.193441255364361,-0.100159503272211,0,0.296748832911662,0.0693452675740426,0,0,0.0794710873609741,0,0,0,0,0.0319501215288552,0,0,0,-0.222305130519857,0.0394635773784453,0
X388.HK.EQUITY,0,0,0,0,-0.123500879100067,0,0,0.0777154108897586,0,0,0,0,0,0,0,-0.0331363928626519,0,0,0,0,-0.106159642840106,0,0.287239687924304,0.0250403637022062,0.143998258988908,0,0.228082086275638,0,0,0,0,0.203438326636362,0,0,0,-0.447972148893986,1.73472347597681e-18,0,1.73472347597681e-18,0,0,0.435736792938164,0,0,0.117676489993423,0,0,0.0411150726427099,0,-0.103602033096208
X601658.CH.Equity,0.362695167618361,0,0,0,0,0,0,0,-0.105966254983784,0,0,0.0235712292108585,0.137310603198011,0,0.00422688598669797,0,0,0.222156521065755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576810006343612,0,0,0,0,0.0400867477306272,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0227185250946819,0,0.0309283474571017,0,0,0,0.0797343067128184,0,0,0,0,0,0,0,0,0.0753177759764752,0.0533376823488873,0,0,0,0,0,0,0,0,0.242466414699171,0.0674291213564328,0,0,0.177609493252246,0,0,0,0.0868642134921499,0,0,0.0428267195287151,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.369653380045523,0,0,-0.00507120615572298,0,0.0420104420281442,0,0,0,0.136828950972874,0.037555046145623,0,0,0,0,0,0.0313611313155912,0,0,0,0,0.45599653708865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24304640127293,-0.0302059492093785,0,-0.242170710705457,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541756495248674,0,0,0.281290725860057,0,0,0,0.103024123668343,-0.178066879178547,0,0,0,0,0.0449164989409934,0,0,0,0.0339604102161084,0,0.0708646373170065,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0392945809024775,0,0.0888478590904757
X601328.CH.EQUITY,0,0.182766419175365,0,0.0748966530635441,0,0,0,0,0,0,0.0828406530224217,0,0,0,0,0,0,0.420790745244696,0.108329871732359,0,0,0.0732002491093723,0,0,0,0,0,0,0,0,0.0765089078295233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601066.CH.EQUITY,0,0,0.0272754539404915,0,0,0,0,0,0,0.0450263128306089,0,0,0,0.528682218255561,0,0,-0.12171475092822,0,-0.0374484295781719,0,0,0.0493394743793692,0,0,-0.0215743321616803,0,4.33680868994202e-19,0,0,0,0,0,0.215806554064625,0,0,0,0,0,-0.0175671277390838,0,0,0,0.0249408254702116,-0.0131658932972212,-1.0842021724855e-19,0,0,0,0,0
X601601.CH.EQUITY,0,0.245097095046207,0,0.159701884454837,0,0.132615567482522,0,0,0,-0.00615191194902479,0,0.235341520180113,0,0,0,0,0,0,0.354355810059094,0,0.0369908602036775,0,0,0,0,0.0293921550076245,0,0,0,0.0215300098790024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115405565482356,0,0
X600000.CH.EQUITY,0,0.0214875499660305,0,0,0,0,0,0,0,0,0,0.0126931258081687,0,0,0.449834866626217,0,0,0,0,0.0287903374965224,0,0,0,0,0,0,0,0,0,0,0,0.0237618201525246,0,0,0,0.0753842861483648,0.0816840678770753,0,0,-1.73472347597681e-18,0,0,0,0,0.0496878112506585,0.0818661766651854,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0.0181481814035435,0,-0.0330802098608821,0.0505177775942193,0,0,0,0.401545425640552,0.0601006545126048,0.232868511957327,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.28332493908326,0,-0.069318080696566,0,0,0,0.0159750490548296,0,0,0,0,0,0,0,7.78680567386121e-05,0,0,0,0,-0.135685764341988,0
X601998.CH.EQUITY,0,0,0.105759294991712,0.175779989128928,0,0,0.121804121663684,0,0,0,0.136671203957504,0,0,0,0.224360062183473,0.13258947177172,0,0,0,0,0,0.045796966179507,-0.0522587110358323,0,0,0,0,0,0,0,0,0,0,0,-0.0396591126811523,0.169521003819532,0,0,0,6.93889390390723e-18,0,0,0,-0.0300282187890264,0,0,0,0.228218182026778,0,0
X002142.CH.EQUITY,0,0,0,0,0.408368519570395,0,0,-0.202331587441135,0,0,0,0,0,0,0,0,0.100417854741119,0,0,0,0,0,0,0,0,0,0,0,0,0.203263068234475,0,0,0.0160548322567071,0,-0.0616378964242891,8.67361737988404e-19,0,0,0,0.115130656031121,0,0,-8.67361737988404e-19,0,0,0,0.0943105344743943,0,0.0993280716090473,0
X600016.CH.EQUITY,0,0,0.06640053275742,0,0,0.0559917463160937,0,0,0,0,-0.0884934610734864,0,0,0,0.201420758005138,0,0,0,0,0,0,0,0,0,0,0.143315297812493,0,0.806103341879489,0,6.93889390390723e-18,0.087006272569041,0,0,0,0,0,0,0,0,0,0,-0.154421476343912,-0.0365186267806229,0,0,0.0418338743845255,0,0,0,-0.322096306697075
X300059.CH.EQUITY,0,0.0754617343770834,0,0,0,0.0471881833109405,0,0,0,0,0,0,0,0,-0.0779434032212732,0,0,0,0,0,0,0,0,0,0,0,0,0.0846733379480944,0,0,0,0,-0.0426770160071469,0,0,0,0,0,-0.00309605115654217,0,0.545176572556289,0.238706428699477,0,0,-0.0410053963687741,-0.0129554205255196,0,0,0,0
X2388.HK.EQUITY,0,0,0.048964198071418,0,-0.106589908800952,0,0,0.15039249726934,0.192787894041072,0.0439738329653276,0,0,0,-0.11044558985091,0,0,0.0777265959331239,0.115903680969366,0,0,0,0,-0.0627763780900828,0,0,0.249103687813036,-0.0505153982033764,0,0,-0.307634569471483,0,0.250752401531374,0,0,0.16165943985046,0,0,0,0,0,0,-0.0822861529833315,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.0334208776433191,0,0,0,0,0.304661416387427,0,-0.316641043864783,0,0.141519848864224,0,0,0,0,-0.0516734579817439,0,0,-0.015976146140436,0,0,0.257295050049144,0,0,0,0,0.0397848379053755,0,0,0.129450326930851,0.0550463067885069,0,0,0,0,0,0,0,0,0.0225790775768123,0.0965179193290571,0,0,0,0,0,0.153263307205689,0
X601818.CH.EQUITY,0.0208779048204394,0.0756576555534904,0,0,0,0,0,0,0,0,0,0.262726712824109,0.0368418817817,0,0,0,0.0478752960568834,0,0,0,0.00165849155981717,0,0,0,0,0,0,0.0113681318300636,0,0,0,0,0,0,0,0.107437093461166,0,0,0,0,0,0,0,0,0,0.144542759305093,0.081426027629344,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.180495512669263,0,0.00345085567769449,0,0.0224145489580326,0,0.00975164726587423,0,0,0,0.0335855591624551,0,0,0,0,0,0,0,0,0.0719808832395274,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0801051239178833,0,0,0,0,0,0.106486688506513,0,0.286010295058295,0.13299945253524,0,0.231269217765431
X601688.CH.EQUITY,0,0,0,-0.0109593886695468,-0.0402624855944945,0,0,0,0,0,-0.0660338480677901,0,0,0,0,0,0,0,0,0,0,0.37050572787193,0.220067909962802,0,0,0,0.0511031825494312,0,0.0550978637147547,0.212604584218214,0.296450273221282,-0.0075150107032529,-0.0336430543440338,0,0,-0.0535470155072555,0,0,0,0,0,0,0,0,0,0,0.0707843891191066,-8.67361737988404e-19,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0507403873691345,0.0637902873726359,0,0,0,0,0,-0.0127065196638852,0.180529777286886,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0700245827277914,-0.00908056103962623,0,0,0.0107308413369488,0.367358985301633,0,0,0,0,-0.0898319508929237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241393341776206
X601336.CH.EQUITY,0,0,0,0,0,0.136996975969618,0,0,0,0,-0.0174521300931168,0,0,0.0710814922347674,0,0,0.271314503396728,0,0.160723763138549,0,0,0,0,0,0,0,0,0.0360685119148802,0,0,0,0.161497394394686,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234878309360064,0,0
X601211.CH.EQUITY,0,0,0,0,0.0282021640635309,0.0821848420930016,0,0,0,0,0,0,0,0.239959571108456,0.123695578542469,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.251208614173006,0.135682116098757,0,0.0103149723953111,0,0,0,0,0.0128833402171033,0.128709004676595,0,0,0,0,0.0342054517063025,0,0.100761114962269,0,0,0,0,0,0.104521844463102,0.160002077601786,0,0
X267.HK.EQUITY,0.0959980333423471,0,0,0,0,0,0,0.171029533625838,0.220734084701043,0.022991174732838,0,0,0,0,0,0,0,0.0334177864687216,0,0,0,0,0,0,0,0,-0.180753666599118,0,0,0.280856907633525,0,0,0,0,0,0,0,0,0.145213079746213,0,-0.148451094307008,0,0,0,0,0.198447825912435,0,0,0,-0.00413414432262735
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0394005917323938,0,0,0,0,0.195559550544111,0,0,0,0,0.0226759021592482,0,0,0,-0.0761785630951727,0,0,0,0,0,0,0,0,0.273754900032768,0,0,0,0,0,0,0,0,0,0,0.111532370338966,0,0,0,0.0282340461515514,0.0806213272276918
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.135591036969748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213692812032041,0,0,0,0.232589937676471,0,0,0,0,0,0.113161765951616,0,0,0,0.0679339140151419,1.73472347597681e-18,0,0,0.138081899655928,0.161917883017489,0,0,0,0,0,0.139289008921472,0,0.09599694912395
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.029900532715338,0.268017834940019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161295428752351,0,0,0,0,0,0.620374168515816,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.203818678225442,0,0.0924758603538825,0.0180516281396994,0,0,0,-0.0534876533212338,0,0,0,0,0,0,0,0,0.144686914996215,0,0.141569613400584,0,0,0,0,0,0,-0.0249512175193284,0,0,0.195262171247733,0,0,0,0,0,0,0,0.385897473272972,0.301599731823534,0,0,0
X000776.CH.EQUITY,0,0,0,0.0201039571298403,0,0,0,0,0,0,0.0112553630965602,0.118163958627476,0,0.0884954920630981,0,0,0,0.164442641032493,0,0,0,0,0,0,0,0,0.0530769515239918,0,0.244781488379834,0,0.105578580428559,0,0,0.188404410936305,0,0,0,0.00750593246170912,0,0,0,0.0950974144337089,0,0.0134343201899277,0,0,0,0,0,0
X601169.CH.EQUITY,0.00222467800746688,0,0,0,0,0,0,0,0,0,0.130625193588205,0,-0.031750444219528,0,0.111336785255192,0,0,0,0,0.167559042771185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508453719726877,0,0.262999176379778,0.122868890275336,0,-0.0164321123838484,0.146093931782994,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00127024872637675,0,0,0,0,0,0,0,-0.253442559221175,0,0,0,0,0,0,0,0,0,0,0,0,0.0793316694038775,0,0.121763570951695,0.361621684838217,0,0,0,0,0,0,0,0,0.0108412631386439,0.350611518231805,0.1292033522481,0,-0.0503681437478134,0,0.0749725092953899
X600015.CH.EQUITY,0.0972053357971939,0,0,0,0,0,0.0188518976434936,0.167603644719938,0,0,0,0.126372438774635,0,0,0,0,0,0.108741131343592,0,0,0.207233048363115,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0209524639868548,0.200752727379983,0,0,0,0.0303531514542833,0,0,0,0.00264369203498606,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657970021145017,0,0,0,0,0,0,0,0,0.325511010789733,-0.0226340647047411,0,-0.142960920576544,0,0.0693683255447091,0,0,0.288983302004765,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090832110450375
X601881.CH.EQUITY,0,0,0,0,0,0.0322877707922433,0,0,0.0847070799949486,0.104340203307611,0,0,0,0,0,0,0,0,0,0,0,0,0.176367289814176,-0.0119152163299387,0,0,0,0,0.259797163538123,0,0,0,-0.010854708327611,0,0.0178333407352242,0,0,0,0,0,0.154195993200723,0,0,0.10473107130291,0,0,0.124152907373993,0.186577390483128,0,0
X2886.TT.EQUITY,0,0,0,0,0.324586629618241,0,0,0,0,0.116784056244867,0,0,0.108325845491301,0,0,0.489055450567545,0,0,0,0,0.00204308361568388,0,0,0,0.192426213999011,0,0,0,-0.488128670485029,0,-0.00949824900603316,0,0,0,0,0,0,0,0,0,0,0,0,-0.148906326079482,0.140396365065314,-1.73472347597681e-18,0,0,0,0
X600926.CH.EQUITY,0,0,0,0.0870600204267184,0,0,0.157603022155328,-0.0136715887604184,0,0,0,0,0,0,0.115762872442595,0.11550321829326,0,0.105012544608021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.20145355583125,0,0,0,0,0,-0.167706055735513,-0.00530072912755287,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.047361355444988,0,0,0,0,0,0,0,0.0887376124641027,0,0,0,0,0,0,0.165707636153734,0,0.00791007901798753,0,0,0,0,0.0869984621387629,0.00528048459049581,0,0.0519430310176304,0,0,0,0.221951047181378,0,0,0,0.144187152072801,0,0,0,0,0,0.219187030001389,0
X601009.CH.EQUITY,0.420357253450361,0.0130814947900186,0,0,0.208201383857821,0,0,0,0,-0.149174766849649,0.0801827668264282,0,0,0,0,0,0.0954173713188297,0,0,0,0,0,0,0,0,0.277905149355261,0,0,0,0,0,0.0440825517838569,0,0,0,0.00106615588931633,0,0,0,0,0,0,0,0,0,0,0,-0.0193182696102613,0,0
X601788.CH.EQUITY,0,0,0,0,0,-0.0106565569315347,0,0,0,0,0,0.0642905844958303,0,0,0,0,0,0,0,0,0,0,0.475133298652202,0,0,0,0.340922162965325,0,0,0,0,0,0,0,-0.168649414806171,0.271116817013778,0,0,0,0,0,0.0922859120480215,0,-0.109992385265326,0,0.0590804726732146,0,0,-0.0386624171985732,0
X601901.CH.EQUITY,0,0,-0.0611121841837287,0,-0.0830763514348283,0.0924399824440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183404601624935,0,0.0384512695619765,0,0,0.186428850512113,0.385678269207961,0,0,0,0,0,0,0,0.0894103655623436,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,-0.0231877771495081,0,-0.139417775894728,0,0.366032433426248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116128128569367,0,0.212116560798551,-0.0268267556766461,0,0,0.0623520166857274,-0.0948899886217325,0,0,0,0,0.397504554063115,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0.0438144456215972,0,0.0187798798550107,-0.120370865177457,0,0,0,0,0,0,0.10302415020589,0,0,0,0,0.0770319833425091,0,0.171027476731868,0,-0.0451059497415772,0,0,0,0,0,0.157881798451167,0,0,0.262744854618958,0,0,0,0.0263472098190001,0,0,0,0,0,0,-0.168718261448114,0,0,0,0,0
