,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X5880.TT.EQUITY,X601901.CH.EQUITY
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.104540709839009,0.0875746714658376,0,0.477240971652695,0,0,0.058787308877715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874051655633648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12665096114602,0,0,0
X11.HK.EQUITY,0,0.094701260140129,0,0.0899776552930938,0.0814011825680836,0,0,0.361810848553789,0,-0.0546520992800024,0,0,0,0,0,0,0,0,0,0.420634638485353,0,0,0.000670914595103735,0,-0.11653408508931,0.0285865623479986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053509540759764,0,0,0,0,-0.00662411417897224,0
X601319.CH.EQUITY,0,0,0.0531698256294205,0,0,0,0,0,0,0,0,0,0,0,0.186596234151376,0,0,0,0,0,0,0,0,0.189469778169882,0,-3.46944695195361e-18,-0.12072842046706,0,0,0,0.478863558795701,0,-1.38777878078145e-17,0,0,0,0,0,0.0270656948906723,0,0,0.115857907653489,0,0,0,0,0,0,-0.0218155857985927,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0220469912572234,0,0,0,0,0,0,0,0,0,0,0,0,0.0908119624631809,0,0.4531716208667,0,0,0,0,0,0,0,0,0.135553010282957,0,0,0,0.0635506073286208,0,0,0,0,0.0169501079033633,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.123662870175969,0,0,0,0,0,0,0,0.0532933538429734,0,0,0,0.506213427264493,0,0,0,0,0,0.116277002393418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984058808478176,0,0,0,0,0,0.0370172379928402,0,0,0.0929468729767757,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.141076027772787,0,0,0.0443869926878889,0,0,0.227944546441911,0.131837036365049,0,0,0,0,0,0,0,0,0,0.0914907789514118,0,0,0,0,0.110963897495318,0,0,0,0.153611644118519,0,0,0,0,0,0,0,0,0,0,0.0560007798413191,0,0,0.0815920233111201,0,0,0,0
X601998.CH.EQUITY,0,0,0.0740615099729421,0,0,0.124493135877141,0,0,0,-2.71050543121376e-20,0,0.178350019832277,0,0,0,0,0,0,0,0,0,0,0,0.0378037953597776,0.153369743948,0,0,0,0.101862798047589,0,0.0817168976067845,0,0,0,0.210634142560897,0,0,0,0,0,0,0,0.188272293812683,0,0,0,0,0,0,-0.0972085792988876
X267.HK.EQUITY,0,1.38777878078145e-17,0,0,0.322766653022822,0,0,0.145845621952614,0,0,0,0,0,0,0,0,0.150947353202139,0,0,0.0178737163976369,0.0446920296483908,0,0,-0.0971533316021327,0.00533538056423156,0.104344251438287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142911366562143,0,0,0,0,0,0.135126340267563,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.207338714834973,-0.165205020913021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133568831634379,0,0,0,0,0,0,0,0,0.127781160418786,0,0,-0.0613541228036953,0,0.667960789369399,0,-0.0896746809979032,0,-0.0649256114590092,0,-0.0272199239511814,0,0,0.311417098200571
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.0814979976128133,0,0,0,0,0,-0.0633274136078987,0.422988390763427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019431904718469,0.161935939145314,0,0,0.0307158709826367,0,0,0,0,-0.249283043829916,0,0,0,0,0,0,0,0.0676305852537744,0.59231594739683,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245694095961795,0,0.214709062558003,0,0,0,0,0,0,0.0454915468676329,-1.73472347597681e-18,0,0,0,0,0,0,0.09987281953458,0.0431934593155772,0,0,0,0.119443193154479,0,0,0,0,0,0,0.150378162446852,0,0
X002142.CH.EQUITY,0,0.369296484259836,0,0,0,0,0.549628386084789,-0.0303838495448471,0,0,0,0,0,0.0309583932441376,0,0,0,0,0,0,0,-0.0614389692002155,0,-3.46944695195361e-18,0,-0.0284636754557721,0,0,0,-0.0989193689247401,0.490607231877489,0,0,-0.0115155524633557,0,0,0,-0.0710843779467983,0,0,0,0,0,-0.121792505832243,0,0,-0.142294523243126,0,-0.0778694535492249,-0.173938153171858
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429523258689078,0.340569463203381,0,0,0,0,0.164938052960798,0,0,0.0257263504327576,0,0,0.0116680954569165,3.46944695195361e-18,0,0,0.133885343689435,0,0,0,0.154182300412522,0,0.124946186197322,0.014488531472383,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.0533767513105016,0,0,0.048020317587312,0.0238098616229883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101180719150024,0,0,0,0.243970917364201,0,0.204703204137114,0,0,0,2.16840434497101e-19,0,0,0,0,0.142927581204681,0,0,0,0.13070504891249,0,0,0.117825557461106,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.0689345911178926,0,0,0,0.0591561883255623,0,0,0,0,0,0.218862466593722,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.167984335984273,0,0,0.230073481881632,0,0,0,0.198646312387509,-0.00569406154077661,0,0,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011891494244932,0,0,0,0,0,0.0462942335168352,0.0519519044754961,0,0.0451175308856806,0,0,0,0,0,0,0.130344681919867,0.4986016582891,0,0,0,0,0.133844010172688,0,0,0,0,0,0,0,0.068081544887496,0,0
X601229.CH.EQUITY,0,0,0,0.163482068528135,0.299320711652417,0,0,0,0,0.10680202668714,0,0,0,0,-0.0634753177930831,0,0,0,0,0,0,0,0,0.101075760629074,0,0,0,0,0,-0.0330647714374104,0,0,0,0,0,0.105187611368895,0,-0.125324164118579,-0.00643873722116922,0.171014111268764,0,0,0,0,0,0.030076011757433,0,0.294061864295701,0,0
X601169.CH.EQUITY,0.147717844554668,0,0,0,0,0,0,0,0,0,0,0.362174774892812,0.0939399901901793,0,0.0583997297512429,0,0,0,0,0,0,0,0,0,0,0,0,0.0349741190168692,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.153224253552316,0.0794873498465774,0.0578598662462581,0,0,0,0,0,0,0
X2881.TT.EQUITY,0.335261428365518,0,0,0,0,0,0,0,0,-0.0286656344790282,0,-1.38777878078145e-17,0,0,0,0,-0.0362941903599377,0,0,0,0,0,0,-0.0782174576166492,0.00215272713089849,0,0,0,0,0.391522030954422,0.444511383762842,0,0,0,0,0,0,0,0,0,0,0,0,-0.321596996380214,0.0223565224399028,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.216835559181536,0,0,0.0312708097214397,0,0,0,0,0,0,0,-0.0349415865400419,0.104786331383886,0,0,0,0,0,0.275456035247899,0,0,0,0,0,0.119390707018308,0,0,0,0,0,0.0131171310361786,0,0,0.0716954643756601,0,0.118950669015927,0,0.0289597971767332
X600999.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0662245314093595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894958799978056,0.638222714896553,0,0.0432970516861715,0,0,0,0,0,0,0,0,0,0,0,0.272332837908071,0.0376992615222965,0,-0.0371143330631514,-0.0301368674416701,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697165379413611,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.419140976389395,0,0,0,0.179399555587912,0,0,0.231787920551038,0,0,0,0.0950051095672688,0,0,0,0.071822989485517,-0.0353960737830315,0,0,0,0,0
X2886.TT.EQUITY,0.148583691169939,0,0,0,0.24891412994209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306012873338628,0,0,0,-0.362951501599317,0,0,0,0,0,0,0.0489443035990743,0,-0.351027175412881,0,0,0.1182837959024,0,0,0,0.0882763847791636,0,0.228331076785231,0,0,0,0,0
X2891.TT.EQUITY,0,0,0.127185244890665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951887547561599,0,0,0,0,0,0,0,0,0,0,0.0466916647905122,0,0,0,0.474419193424834,0
X300059.CH.EQUITY,-0.209521505577658,0,0,0,0.167969457387112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201694265991504,0,0,0.099827725850796,0,0.601322305921405,-0.0299595880092164,0,0.0469249795542418,0,0,0,0,0,0,0,0,0,0,0,0.085120646549037,0,0,0.0235328781532561,0.077441800378235,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0873324920569132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104860323552593,0,0,0,0,0.0739318207018323,0,0,0,0,0,0,0.199140891795908,0.288099998774417,0,0,6.93889390390723e-18,0,0,0,0.0803502105333392,0,0.353044499709509,0,0.0353340498963023,0.0227975346846428,0.00730683087837619
X002736.CH.EQUITY,0,0,0,0,0,0,0.0112254802177999,0,0,0,0,0,0,0,0.049108270779893,0,0,0,0,0,0,0,0,0.0524619498895708,0,0.168287504008818,0.084307612435086,0,0,0,0,0,0,0,0,0.148248915372857,0.396299769707549,0,0,0,0,0,0,0,0,0,0.0772874643763577,0,0,0
X601916.CH.Equity,-0.121669929590487,0,0,0,0,0,-0.423629677637086,0,0,6.93889390390723e-18,0,0,0,0.104189376893475,0.136713141369473,0,0,0,0,0,0,0.78117690291537,0,0,0,0,0.0491481751085789,0,0,0,0,0,0,0.209855825201601,0.0472618697731204,0.121265393799598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0.247762618690387,0,0,0,0,0,0.343349026644697,0,0,-0.05364185617032,0,0,0,0,0.417723091088559,0,0,0,0,0.0719321065740003,0,0.00412911821427615,0,0,0,0,0,0,0,-0.516435638278662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235055553417437
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.158205518166591,-0.00375927482775914,0,0,0.147107813835384,0,0,-0.121032073320065,0,0,0,0,0,0,-0.239015311719366,0,0.253666038282642,0,0,0,0,-0.00382040951416262,0,0,0,0,0,0,0,0.285237789577681,0.189495892530398,0,0,0,-0.134997881335054,0,0,0,0.258104226695997,0,0.212057967345896,0
X600919.CH.EQUITY,0,0,0.209959222925596,0,0,0,0,0,0,0.0541079882342515,0.0705118833053957,0.29234368857346,3.46944695195361e-18,0,0,0,0,0,0,0,0.0558506609881708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991306557567745,0.14723968817381,0
X2892.TT.EQUITY,0,0,0,0,0,0,0.165416366005145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.340306095758769,0,0,0,0,0.0900591989490882,0,0,0,0.112230355879539,0,0,-3.46944695195361e-18,0,0,0,0.228876532278963,-0.028031851997965,0,0,0.134152040293835,0
X601009.CH.EQUITY,0,0,0,0.0809699988091031,0,0,0,0,0,0,0.0507798181956495,0,0,0.0861845203590214,0,0,0,0,0,0,0,0,0,0,0.22200500499296,0,0,0,0,0.0341340033773099,0,0.126179854372967,0.117178140475784,0,0.174277729269017,0,0,0,0,0,0.0823128946498493,0,0,0,0.0357993225583562,0,0,0,0,0
X5880.TT.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.020686190236077,-6.93889390390723e-18,0,0,0.161074968071337,0,0,0,0,0,0,0,0,0.0607599364227213,-0.0336138323402705,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,6.93889390390723e-18,0,0,0,0.025616383639324,0,0.599808415846996,0,0.0896137874878671,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,-0.155337525279677,0,0,0,0,0,0,0,0,0,0,-0.101261030864375,0.975698473962062,0,0,0,0,0.124556203747757,0,0,-0.00605740255274965,0,1.38777878078145e-17,0,0,0,0,0,-0.0120496744502573,0,0,0,0,0,0,0,0,0,0,0,0.00288427170780803,-0.249663598108936,0.329679059730531,0
