,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X000627.CH.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0547381057194605,0,-0.0707356617862988,0.151745902729282,0.797551357507561,0,0,-0.07961557868618,0,0.143995505467999,0.122676892055152,0,0,0,0,0,0,0,-0.00244870385026662,-0.0466850698456137,-0.12474113779949,-0.0304250295974706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562572347115995,0,0
X601939.CH.EQUITY,0.064984301588558,0,0,0,0,0,0,0,0,-0.00679931780447088,0,0.0111817542780804,0,-0.0115024489855269,0,0,0,0,0,0,0,0.867287025156033,0,0,0,0,0,0,0,0,0,0,0,0,0.0400511418666746,0,0,0,0,0.0348591543907215,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.545747538494899,0,0,0,0.0356183032003445,0,0,0,0,0,0,0,0,0,0.102735228101497,0.257170100870812,0,0,0,0,-0.0525708745790963,0,0,0,0.0227311035186238,0,0,0,0,0,0,0,0,0,0,-0.0981616949612881,0.180272807748251,-0.0040733326100158,0.026268353233623,0,0,0,0,-0.0470623395999779,0,-0.0383221117460302,0
X601988.CH.EQUITY,0,0,0.300242097637264,0,-0.0111950539562662,0,0,0,0,-0.0237390046359574,0,0,0.0356371861914178,0,0,0,0,0,0.668537383244257,0,0,0,0,0,0,0,0,0,0,-0.0350290518940261,0,0,-0.00162846449827966,0.0491738153719172,0,0,0,0,0,0,0.020787807650267,0,0,-0.0666292853935664,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0358795455735326,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.545606855915399,0.0888316129666984,0,0.23934781751659,0,-0.189143300340143,0,0,0.0393821822590243,0.186829653697008,0,0,0,0,-0.198247115543469,0,0,0,0,0,0,0.0200284149105821,0,0,0,0,0,0,0,0.111730922845345,0
X601658.CH.Equity,0,0,0,0,0,0,0.357296918990412,0.0722419982893133,0.435647638122549,0,0,0,0,0,0,0,0.148800948941664,0.0918179615930266,0,0,0,0,-0.0434712528937231,0.17428141495968,0,0,0,0,0,0,0,0,0,0.124095699292717,0.0156510155894492,0,0,0,0,0,-0.0860194031836055,0,0,0,0,0,-0.0693165218360516,0,0,-0.0847368927945383
X601328.CH.EQUITY,0.833085634301252,0,0,0,0,0.33480621365132,0,0,0.0412037713594817,0,0,0,0,-0.103785223894368,0,0,0,-0.086327450407153,0,-0.0385547345386506,0,0,-0.0765372613647639,0.0171016573753836,0,0,0.0415921129305051,0,0,0,0,0,0,-0.120046325054061,0,0,0,0,0,0,0,0,0.174442055408143,0,0.0334323911056895,0,0,0,0.0212757195781096,-0.139961414089691
X601318.CH.EQUITY,0,0,0.0546388384678035,0,0,0,0,0,0,0,0.086216596103585,0,0,0,0,0,0.347626584184804,0.0442030755897829,0,0,0,0,0,0,0,0,0.086945745984811,0.0924283856314715,0,0,0,0,0.0865677682437035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.147774914850022,0,0.0123509710785844,0,0,0,0,0,0,0,0,0.162358554423267,0.147611454885675,0,0,0,0,0.0341130184977916,0.232361054510831,0.0648428055905583,0,0,0,0,0,0,0.0152072872738222,0,0,0,0,0,0.203142455293009,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,-0.0433562656125868,0,0,0,0,0,0,0.276192272309746,0,0,0,0,0,0,0,0,-0.0519829144122881,0,-0.0399433205019552,0.151424470729113,-0.122770937086593,0,0,0.419502825471073,0,0,0.125955327603774,0,0.15971172490157,0,0,0,0,0,0,0,-0.00625468001038635,0,0,0.160929728185537,0,0,0,0,0,-0.653546804797204,0
X601166.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.32323931410544,0,0,-0.0718072323108874,0,0,0,0.497224417653409,0,0,0,0,0,0,0,0,0,0,0.0666383961631246,0.16047385516367,0,0,0,0,0,0.0119693913713646,0,0,0,0,0,0.113657131869373,0,0,0.104251173595219,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040606369547161,0,0.0648879170194648,0,0,0,0.207326447539692,0,0.258393499639518,0,0,0,0.249297310862047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.0187079917908287,0,0,0,0,0.15487117727972,0,0,0,-0.117295631899833,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0145993979694834,0,0,0,0,0,0,0.0627593874566339,0,0,0.642138003493945,0,0,0,-0.0714517917431725,0,0,0,0,0,-0.140704941950475,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0476736998230238,0,0,0,0,0,-0.0637119169830574,0,0,0.088456168998065,0,0.278231607672495,0,0,0,0.12533137318663,0,-0.0977620950270101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251681717594509,0,0,0.662200004114368,0,-8.67361737988404e-19,-0.632283307446919,0,0.0581178464724698,0
X601818.CH.EQUITY,0,0,0,0,0,0.0153203203727978,0,0.158870297404329,0,0,0,0,0,0,0,0,0,0,0,0,0.0065671062716533,0,0,0.0275802443209377,0.0178636297740693,0,0.00731619968295788,0,0,0,0,0.826313677846617,0,0,0,0,0,0,0,0,0,0,0,0.0518344230085773,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0471819032401747,0,0,0.134416868901559,0,0,0,0,0,0,0,0,0.0841452827254911,0,0,0,-0.283585930279192,0,0,0,0,0.148698465920913,-0.0198860286039797,0,0,-1.73472347597681e-18,0,0,0.742035160761929,0.228476932560176,-0.0284711439702995,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268199038452511,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.313648718833224,0.61925215982142,0,0,0.12072393563085,0,0,0,0,0,0,0,-0.126058738696171,0,0,0,0.0205187599723972,0,0,0,0,0,0,0,0,0,0,0,0,-0.153406780752592,0,0,0,0,0,0,0,0.153396123609349,0,0,0,-0.00328511776810739,0
X600015.CH.EQUITY,0,0,0,0,0,0.0821152401583173,0,0.193062620526001,0,0,0,1.0842021724855e-19,0,0,0,0,0.221369582403517,0,0,0.234301167970277,0,0,0,0.0331405656208035,0,0,0,0,0,0.115345944066265,0,0,0,0.0120333403817338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.170652370476331,0.70291076738059,0,0,-0.110833151667739,0,0,0.0263808396428895,0,0.00968957839503658,-0.0563773226103463,0,0,0,0.0134543083798802,0.0246571192321495,0,0,0,0,0,0,0,0,-0.00549905928562088,0,0,0,0,0,0,0,0,0,0,0.138502838780381,0,0,0,0,-0.0450082838035693,0,0,0,0,0.0943486503285483,0,0
X2388.HK.EQUITY,0,0,0,0,0.317387009238412,0,0,0,0.493104345912212,0.1190544976478,0,0,0,0,0.0931408252959512,0,0,0,0,0,-8.67361737988404e-19,0,0.0882308859500307,0,0,-0.273446906182105,0,0,0,0,0,0.074619079846284,0,0,0.052767781963993,0,0,0,0,0.0351077150384651,0,0,0,0,0,0,0,0,0,-0.309544606404225
X600919.CH.EQUITY,0.172282100517962,0,0,0,0,0.234009330795242,0,0,0.0773880946214233,0,0,0.0527028854718955,0,0.0074364036225589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306266992161056,0,0,0,0,0.138475521573785,0.15032503801635,0,0,0,0,0,0,0,0.194605839642512,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.0429550349750051,0.936059813029266,0,-0.158037742469812,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152158892460252,0,0,0,0,0,0.0161491582061281,0,0.212201375805666,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674910144068582,0,0.0234406135890761,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.000947362300830938,0,0.326895832653265,0,0,0,0,0,0,0,0,0,0,0,0.0369881490854092,0,0.104993620695829,0,0,0,-0.0975521290515673,0,0,0,0,0.0437270993373045,0,0,0,0,-0.00265219058685174,0,0,0,-0.0152459784895543,0,0.225578866014926,0,-0.0992024684637857,0,0
X002142.CH.EQUITY,0,0,0,0,-0.244896080047095,0.107382792919658,0,0,0.28120320842534,0.0223027147827608,0,0,0,0,0,0,0.207036987628303,0.212864509913836,0,0.0175765107612627,0,0.0157157653540615,0.283065774877827,0,0,0.0974358264375264,0.160799918797711,0,0,-0.0869350970681824,0,0,0,0.106906213654122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
