,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601077.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0.00849054381732509,0,0.0575128555271042,0.304874895047474,0,0,0,0,0,0.14524403057069,0,0,0.0201935066026322,0,0.0233723129632593,0.170558957510796,0,0,0.169070650476778,0.102521458706197,0,0,0,0,0,0,0,0.0106312667001326,0,0.0820632780612046,0,0,0,0,0,0,0.00550805574607649,0,0,0,0,0,0.0366123378259652,0,0,0
X600000.CH.EQUITY,0,0.0630654330049793,0,0,0,0,0.277876567394197,0,0,0,0.447685896055416,0,0,0.00861837589478692,-0.0465262367344721,0,-0.0171078511453654,0,0,0,0.0781140025486097,0,0.0954551771019276,0.0270842347742588,0,0,0,0,0,0,0,0,0,0,0.0306928769480129,0,0,0,0,0,0,0,0,0.077678504355657,0,0.0943027937640908,0,0
X601319.CH.EQUITY,0,0,-0.0861471508443797,0,0,0,0,0,0.208865942133336,0,0,0,0,0,0,0,0,0,0,0,0.0064457693540302,0,0.0917340983618377,0,0.0840546242990531,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.15084695609573,0,0.171104829348842,0,0,0,0.334770409493256,0,0.119263802772136,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103651311714374,0,0,0,0,-0.0857042122696364,0,0,0,0.261853807903286,0,-0.357279640894281,0,0.324678063002814,0.187174182061247,0,0,0,0,0,-0.0516454889563491,0,0.0618149252550379,0,0.236490054294252,0,0,0,0,0.105668193245254,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.181983541744753,0.0210028513151719,0,0,0,0.475818971728299,0,0,0.000371671523741777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170905178511332,0,0,0,0.272846232619397,0,0,0.049927621467724,0,-0.0894489472422283,0,0,0,0
X11.HK.EQUITY,0.345254624164398,0,0,0,0.0299696541604249,0,0,0.204438421969266,0,0,0,0,-0.0451298502987888,0,0,0,0,-0.0483196549697106,0.0267420415614202,0.446688028465144,0,0,-0.243977776331069,0,0,0.078246123325673,0,0,-0.0642149309962343,0,0,0,0,0,-0.0839371199540023,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,-0.0209081673214399,0,0,0,0,0.0768324565926411,0.593806757191875,0,0,0,0,0,0,0.128605919386173,0,0,0,0,0,0,0,0,0,0,0,0,-0.473248212947823,0,0,0,0,0,0,0,0,0.498759690630315,0,-0.0308931880465599,0,0,0,0,0,0,1.38777878078145e-17,0,0
X601998.CH.EQUITY,0.10691099216205,0,0,0,0,0,0,0,0,0,0.191233129922282,0,0,0,0,0,0,0,0,0.130735748364843,0.195928603892488,0,0.0874949125250157,0,0,0,0,0,0,0,0.110324374312076,0,0.0192379425763783,0,0,0,-0.20460029186831,0,-0.0163612208839177,0,0,0,0,0,0,0,0.0253666971583273,0
X267.HK.EQUITY,0,0,0,0,0,0,0.185786789076018,0.0652543377016579,0.0360684840690948,0,0,0,0,0,0,0.110118437374175,0.191307899492275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305933622924858,0,0.0477048074756752,0,0,0,0,0,0,0.136314694499477,0
X2388.HK.EQUITY,0,0,0,0.00834915271951872,0.326533348367656,0.0662748779955874,0,0.100603840578954,0.0078179320896035,0,0,-0.109242611150587,0,0,0,0.440042325083564,0,0,-0.0599090260838967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14975886931949,0,0.142279460112085,0,0,0.231921826729864,0,0,0,0,0
X600016.CH.EQUITY,0.0237639531678284,0,0,0,-0.050155799541876,0.174304510342893,0,0,0,0,0.200119394906928,0.0282503170621949,0,0,0,0,-0.0713230391858801,0,0,0,0,0,0,0.0331082277690473,0,0,0,0,0.114492330307106,0.17601262229843,0,0,0.253577054843179,0.0632162391716088,0,0,0,0,0.105249996176274,0,0,0,0,0,0,0,0,0.153994929156767
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0854102920577942,0,0.0127595188530437,0,0,0,0.118767465025992,0,0,0,0,0,0,0,0,0,0.254951927404495,0,0,0,0,0,0,0.074138586441499,0.106150857675594,0,0.0414680591917699,0,0,0,0,0.338973557885033,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,-0.159109288924819,0,0,0,0,-0.0330109226847753,0,0,0,0.289566762770057,0,0,0,-0.253091165031371,0.382382516144392,0,0,0,0,0,0,0,-0.073160824168201,0,0,0.065977813966322,0,-0.0716791677082953,0,0.146896669815489,0,0,0,0,0,0,0,0,0,0,0.0768429256943481,0.0108141683040843,0,0,0
X002142.CH.EQUITY,0.0795579511399465,0.11100358805804,0,0,0,0,0,0,0,0.130997838917029,-3.46944695195361e-18,0,0,0.242379160753703,0,0,0,0,0,0,0,0,-0.0796214323499078,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0249312874118507,0,0,0,0.0774644636729945,0.0565436370213716,0,-0.00654730371291635,0,0.00114706852536905
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032348937738174,0,0,0,0,0,-0.00581398642030961,0,0,0,0,0,0,0,0,0.00852275655125248,0,-0.145217601504926,0,0,0,0,0.0399810959873594,0,0.226667153830038,0,0.0343168285058566,0,0.256102745325095,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0.072497926068099,0,0,-0.225411078920998,0,0,0,0,0,0,0,0,-0.472134370905034,0,0,0,0.278827748481844,0,0,0,0,0,0.103643899792012,0,0,0,0,0,0,0,0,0,0,0,0,0.347896115822219,0.293194908391065,0,0,0,0.0313001888833726,0,0
X601211.CH.EQUITY,-0.0259527808312869,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562908238464548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115068323481064,0,0,0.0534714691128618,0,0,0,0,0.034669308383732,0.397607618397764,0,0,0.0242852814114401,0,0.261817865109404,0,0,0,0,0,0.125363655950765
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340056994215823,0,0,0,3.46944695195361e-18,0,0,0.213255593076458,0,0,0,0,0,0,0.337850429280957,0,3.46944695195361e-18,0,0,-0.0765795502722818,-0.140947428500308,0,0.2675362802896,0,0,-0.0194400888728026,0,0,0
X601229.CH.EQUITY,0.0440951481170473,0,0.216750133235304,0,0,0,0,-0.0258988305534422,-0.0549773373580867,0,0,0,0,0.198401416845175,0,0,0,0,0,0,0.120541988077189,0,0,0.0114836643800516,0.0943104632422264,0,0,0,0,0,-0.0885083086642349,0,0,0,0,0.073967879788489,0,0,0,0,0,0,0.0531197972315761,-0.230553391384902,0,0,0,0
X601336.CH.EQUITY,-0.0111192157445595,0,0,0,0,0,0.0383260020109659,-0.0809161842207979,0,0.261781378613734,0,0,0,0,0,0,0,0,-0.128646093978279,0.198422974124147,0,0,0,0,0.118011659707642,0,0,0,0,0,0.177836217953276,0,0,0.262714859497073,0.239570793206029,0,0,0,0,0,0,0,0,0,0,0,0,0.169205362726292
X2882.TT.EQUITY,-0.168409704828705,0,0,-0.0674310088582593,0.0374015783753359,0,0,0,0,0,0,0,0,0,0,0,0,0.175535715038186,0,0,0,0,0,0,0,0,0.030441241428817,0,0.0605074309923471,0.0409358473617981,0,0,0,0,0.280928529396686,0,0.0489529159137518,0,0.0187283465426576,0,0,0,0,0,0,0.066549747356179,0,0
X601169.CH.EQUITY,-0.0959120705955408,0,0,0,0.125513848053389,0.212652816299101,0,0,0,0,0.0965014935314154,0.121117474191822,0,0,0,0,0,0,0.0189859446800541,0,0,0,0.0553442091586508,0,0,0.00556311151591376,0,0,0,0,0,0,0.566127825479682,0,0,0,0,0,0.0914509954851681,0.076647551343918,0,0,0,0,0,0,0.0638350448286791,0
X600015.CH.EQUITY,0,0,0,0,0.194474663929662,0,0,0,0,0,0,0,0,0.0218463624407981,0,0.0699733023739355,0.0148086898427326,0,0,-6.93889390390723e-18,0.000256306820549297,0,0.435739375138885,0,0,0,0,0.0535363321343374,0.0327063646377963,0.100378877788185,0,0.228356568190011,0,0,0.0302868020996319,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0470804649656804,0,0,0,0,0,0,0,0,0,0,0.0312703850436099,0,0,0.00881789441528216,0,0,0,0,0,0,-0.0197043874555237,0,0,0,0,0,0.0543648137031594,0,0,0,0,0,0,0.0542313215478514,0.319456976664223,0,-0.0208413043303633,0.279024369653891,0,0,0,0,-0.0211990128704379,0,0.275466889865746
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,-0.0743443490736093,0,0,0,0,-0.137495765037825,-0.0481874586230395,0.173697694967976,0,0,0,0,0,0,0.133177424435262,0,0,0,0,0,-0.121877896238576,0,0.802835678881773,0,0,0,0,0,0,0,0,0,0,0,0,0.0911209529695391,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0490698499058484,0,0,0,0,0,0.0851630599650015,0,0,0.268185185248267,0,0,0.120791402390035,0,0,0.0473103140524434,0,0,0,0,0,0,0,0,0.210654744763263,0,0,0,0,0.170937158094997,0,-0.0793047170318724,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.16752238968648,0,0.0510711802030356,0,0,0.323756123962465,0,0,0,-0.0304232900867024,0,0.0836364255656419,0,0,-0.0855011844802483,0,0,0.526688392797613,0.0441904539254617,0.0479549682012777,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0457465917843954,0,0,0,-0.0493959706252253,0,0,0,-0.0103240927331193,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.263954568834845,0,0.0457469522878377,0,0,0,0,0,0,0.128804323403096,0,0.0719781636671283,0,0,0.0122040093711634,0,0.0365695894763969,0,0,0,-0.224066189149564,0,0.0720674542340891,0,0.268797344934157,0,0,0.26322301564417,0,0,0,0,0,0.0634480228183351,0,-0.150875814191846,0.0133228658418803,0,0
X2891.TT.EQUITY,0,0,0.120028839342246,0,0,0,0,0,0,0,0,0,0,0,0.0349239805666518,0,0.0862592151877479,0,0,0,0,0,0,0.113448612600288,-0.0860951229276819,0,0,0,0.15033563288928,0,0.0928543700498318,0.0945210176052205,0,0,0,0,0,0,0,0.17277400504812,0,0,0,0,0.191209477672198,0.0827381699382779,0.451435284875992,0
X2886.TT.EQUITY,-0.0946486983133558,0,0,0,0,0,0,0,0,0,0,0,0,-0.200433743512237,0,0,0,0,0.150115814495536,0,0,0,-0.0897347393125199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187567639183283,0.785066974954609,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.232056708756725,0,0,0,0,0.0194923181570896,0,0,0,0.116273708587312,0,0,0,0,0.00276373384611553,0.177198631721934,0,0,0,0.093239956884663,0,0.0465439934548895,0,0,0.146949461682692,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0
X601881.CH.EQUITY,0,0.0618295527435262,0,0,0,0,0.00920189156587948,0,0.117540856934313,-0.069005981492268,0,0,0,0,0,0,0,0,0.0538492900127006,0,0,0.339917770079374,0,0,0.0918954922148521,0.148835872903871,0,0.119456881587623,0,0,0,0,0,0.117587013674639,0,0,0,0,0,0,0,0,0,0,-0.0320331057729591,0,0,0
X600919.CH.EQUITY,0.191862372045586,0,0,0,0,0.324676312081821,0,0,0,0,0,0,0,0,0,0,-0.0691799479321513,0,0,0,0,0,0.088050112660953,0,0,0,0,0,0,-0.0978809819175952,0,0.212463741542888,0,0,0,0,0,0.133403070455544,0,0,0,0,0,-0.00906949652181923,0,0.00603413822460924,0,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,-0.323322583789594,-0.223661420060341,0,0.0727961079939804,0,0.202850651923618,0,0,0,0,0.0596265857908389,0,0,0,0,0,0.333706498121037,0,0,0,0,0,0.0649706998391057,0,0,0,0,0,0.0735721245327073,0,0.00961270864469344,0,0,0,-0.153344163709933,0,0,-0.206955084994129,0,0
X601009.CH.EQUITY,0,6.93889390390723e-18,0.272143681663954,0,0,0,0,0.294274404471833,0,0.209640283578338,0,-0.0631622803955349,0,0.438613391186369,0.104852424853382,0,0,0,0,0,0,0,0.14634436844973,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.230972443195622,0,0,0,0,0,0,0,0,0,0,-0.516691758136031,0,-0.0288370567977849
X2884.TT.EQUITY,0,0.0391551403353796,0,0,0,0,0,0,0.158889984217757,0,0,0,0,0.0464489768101451,-0.162037597144132,-0.128471709502232,0,0,0,0,0,0,0,0.0863758262873355,0,0,0,0,0,0,0.0469663031198038,0,0,0,0.210401138321942,0,0,0.175462923023944,0,0.291784288438412,0,0.185094564617727,0,0,-0.183158864262383,0,0.026245379833124,0
X2892.TT.EQUITY,0,0,0,-0.16674948656926,0.0911119124214168,0,0,0,0,0,0,0,0.344027699892187,0,0,0.0691471290196905,0,0,0.0237449881861264,0.219839419230335,0,0,0,0,0,0,0,0,-0.00597932655788832,0,0.0321381398246126,0,0,0,0,0,0,0,0,0.55837665939979,0,-0.227279972719017,0,0,0,0.174436333887347,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666870901808808,3.46944695195361e-18,0.000151185926225492,0,0,0.163504468311135,0,0,0,0,0,0,0.358140087813039,0.0750383300250269,0.110134636335127,0,0,0,0,0,0.206463038082859,0,0,1.38777878078145e-17,0,0,0,0,0.16349493192022,0.0310204749668188,0,0,0,-0.0627343398388529,0
