,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.144506178657936,0,0,0,0,0,-0.299769445149419,0,0.00420328046794205,0,0,-0.515981790166238,-0.0561393192825726,0,0.173270378977144,0,0.0567957933847154,0.88265469546137,0,0,0,0,0,0,0,0,0,0.0369427462651833,0,0,0,0,0,0,0,0,0,-0.0342462473885233,0.121939315498856,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,-0.0956899113154221,0,0,0,0,0,0,0,0,0.00775510216650088,0.132646413210151,0,0.0587197440359226,0,0,0,0,0,0.0332626931708572,0,0,-0.0549311280195514,0,0,0.0785836826898842,0,0,0,0,0,-0.0902000917569599,0,0,0,0,-0.283997161526497,0,0,0.184272560812155,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0663614773422202,0,0,0,0,0.00319207832116259,0,0,0,0,0,0,0,0,0,0,0,0.0733902464290053,0,0,0,0.16565349258576,0,0,0.119999719410871,0,0,0,0,0,0,0,0,0,0,0,0,0.132086948606728,0,0,0,0.0610428826260193,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0074463534475689,-0.00522561964754815,0,0,0,0,0,0,0,0,0,0,0,0,0.230607993049308,0,0,0,0,0.0830681112267521,0,0,0,0,0,0,0,0,0,0,-0.154282699149074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0852803943779183,0,0,0,-0.161175506014691,0.0607839886935017,0,0,0.0829543136653618,0,0,0,0,0,0,0,-0.24206373638674,0.0160919427457182,0.228547444019276,0,0.173574596088694,0,0,0,0.029316451055789,0,0,0.529575078308614,0,-0.127679592473182,0,0.0256141193190956,0,0.0721396581584645,0,0,0,0,0.291635337080177,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190793645867646,0,-0.0476581967291577,0.240615102834932,0,0,0,-0.336898882576139,0,0,0.169632770562591,0,0,-0.0868601493338288,0,0,0.040323943824712,0.0114734741211125,0,0,0,0,0,0,0,0,0.0461171627963126,0,-0.103453644936619,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0707814667709514,0.103020800574057,0,0,0,0.102564838814936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226185284674856,0.00624137789173555,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0760625169838913,0,0,0.00827589510016519,0,0,0,0,0,0.0446297534156321,-0.252599598073166,0,0,0,0.18683841207428,0,0,0,0,0,0,-0.0602949461378075,0,0,-4.33680868994202e-19,0,0,0.263151478820518,0,0,0,0,0,0,0.45083972558706,0,0,0.0821886178678632,0.224883129557162,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0664955684165141,0,0,0.147162474667875,0,0,0,0,0,0,0.1551428774419,0,0,0,0.124140587593725,0,0,0.00365542732089263,0,0.485309132510536,0.0300092811334409,0,0,0,0,0.0296436216932178,0,0,0,0,0,0,0,0,0,0,0.145440798887673,0,0,0,0,0,0,0.105622248980423
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0370999291039159,0.351641542619062,0,0,0.0547700867047349,0,0,0,0,0.137820125727015,0,-0.0301928033299128,0,0,0.117780756945416,0,0,-0.187179444412404,0.232314480120237,0,0,0,0,0,0,0,0,0,0,0.177460020354822,0,0,0,0,0,0,0,0,0,0.13344384528614,0,0,0
X267.HK.EQUITY,0,0,0.177734661532524,0,0.194449794986741,0,0,0,0,0.140860314273508,0,0,0,0,-0.0895980589588992,0,0,0,0.329436131167468,0,0,0,-0.149287857935339,0,0,0,0,0.0158149570576732,0,0,0,0,0,0,0,0,0,0.115631282366985,-0.270932632080736,0.461911321071732,0,0,0.0104407177055686,0,0,0,0,0,0.0354977880876715,0
X600000.CH.EQUITY,-0.174830155931125,-0.0310554792489216,0,0,0,0.0572269809004527,0,0,0,0.294395748470569,0,0,-0.0637250463572389,0,0.674588623620273,0,0,0,-0.0382838439009631,0,-0.0229219802962579,0,0.0287333454836838,0,0,0,0,0,0,-0.0620715302691913,0,0,0.0845835739191257,0,0,0.0541751253824153,0,-0.0876209187664933,0,0,0,0,0,0,0,0,0,0,0,0.00680461389296327
X601998.CH.EQUITY,0,0,0,0,-0.165397730371229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775907200425419,0,-0.30399447010572,0,0,0,0,0.015749778089751,0,0.323334352252276,0,0,0,0,0.266324933179556,0,0,0,0,0,0,0.323148102970477,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10268695853945,-0.194525423964666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313073571245249,0,0,0.0203164246100638,0.404295152940163,-0.129928710788976,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.115110663124,0,0,0,0,0,0,-0.00178377842214432,0,0,0,0,0,0,0,0,0,0,-0.0100710865398249,0,0,0,0,0,0,-0.0211007896071345,0,0,-0.0434538187068893,0,0,-0.0550168136302917,-0.0209042704712463,0,0,0,0,0,0
X601628.CH.EQUITY,-0.17402438079924,0.131537573000969,0,0,0,-0.0168026786026978,0,0,0,0,0,0,0,0,0,0,0.0300601194489511,0.00691894326542695,0,0,0,0,0,0,-0.0238530247008284,0,0.239640190567819,0,0,0,0,0,0.130627725880688,-0.02033273079266,0,0.153940747024056,0,0,0,0,0,0,0,0,0,0,-0.102569864080306,0,0.331184657678351,0.0376578657066513
X000001.CH.EQUITY,-0.161544751358921,0,-0.10382876398099,0,0,0,0,0.248515376944165,0,0,0,0,0,-0.0259014609697865,0,0,0,0,0,0.0924976589990966,0,0,0.00855428654536471,0,0.110504128039341,0.514909088396309,0,0,0,0,0,0,0,0,0.0134361167775483,0,0,0.0439927441163897,0,0,0,0,0,0,0,0,0,0,0.194881760432445,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0489888030694599,0.47720605912706,0,0,0,0.00640457429499001,0,0,0,0.00159811475191413,0,0,0,0,0.135352220073927,0,0,0,0.0544230714136858,-1.38777878078145e-17,0,0,0,-0.256258137085976,0,-0.0607004388047435,0,0,0,0,0.146453330681677,0,0,0,0.551559307655842,0,0
X2388.HK.EQUITY,0,0,0,0.0303430408934525,0,0,0,0,0,0,0.140751140065557,0,0.0405920834343021,0.0293188230958226,0,0.0281836368457912,0,0,0,0,0.333492823725627,0.0145345457076608,0,0,0,0,0.0402515907442032,0,0,0.244426989553879,0.169758458480943,0,0,0,0.0189944614697198,0.0251958358463984,0,-0.0838529426217027,0,0,0.0388150238475822,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,-0.0587304926432093,0.0499800437891782,0,0,0.108510933923625,0,-0.197575701631962,0,0,0,0,0.0548799009084588,0,0,0,3.46944695195361e-18,0,0.424877759375264,0,0,0,1.73472347597681e-18,0,-0.399448830015252,0.173614484723755,0,0,0.469943123933543,0,0,0,0.211800385121904,0,0,-0.0637343424994498,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.170369791536821,0,0.0845995097755401,-0.22537358725528,-0.215686854318965,0.185546338463453,0,-0.0987496615601489,0,0,0,0,0,0,0.408288380854868,0,0,0,0,0,0,0,0,0,0,0,0,0.381774035623919,-2.4753191329392e-05,-0.122085250966521,0,0,-0.0900938735946026,-0.0442461873097017,0,0,0,0,0,0,0.0524410108899401,0,0,0.333485101371999,0,0,0,0
X601229.CH.EQUITY,0.64885000652797,-0.108768815819979,0,0,0.0510758575760569,0,-0.161093542473456,0,0,0,0.0900842109272711,0,0,0,-0.0837046964995068,0,0,0.178584224466235,0,-0.0475394117644934,0,0,0.059188363440869,-6.93889390390723e-18,0,0,0,0.148700624874753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347120065550527,0,0.373771811638123,0
X600919.CH.EQUITY,0,0,0.0314719660111142,0,0.297873110536338,0,0,0.0427045277204571,0,0,-0.0387801238752748,0,0,0,0,0,0.385544712093632,0.0314731842472027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176572388751183,0,0.288162558811349,-0.104598548246679,-0.049569048000565,0,0,0,0,0,0,0,0.0629254857837479,0,0,3.46944695195361e-18,0,0,0
X601916.CH.Equity,0,0,0,0,0,0.0238160690022282,0,-0.501416028818924,0,0,0.368367409323137,0,0,0,0,0,0,0,0,-0.0432168910556729,0,-0.278432657027234,0,0,0,0.60035855020426,-0.0255578310938925,0,0,0,0,0,0.0881326710398509,0,0,-0.0763927334009478,0,0,0,0,0,0,0,0,0,0,-0.0351725830084973,0,0,0.742834883964155
X2882.TT.EQUITY,-0.0332538960281278,-0.0316778883096604,0,0,0.0738528377938712,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0323139629528439,0,0,0,0,0,-0.0557184121419791,0,0,0,0,-8.67361737988404e-19,0.746406647747323,0,0,-0.00457728891640829,0,0,0,0,0,0,0.0133095202111816,0.172127553550443,0,0.0132462528252792,0,0,0,0,0,0,0.0227925156961803,0
