,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.188943447463448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571075649361968,0,0,-0.275767401290585,0.06102937147324,0.0160195289868179,0,0,-0.168345840753521,0,0.000356627825817312,0,0,0,0,0,0.0197781991291979,0,0,0,0.160977830150845,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.188296151694877,0,0,0,-0.0242201398256656,0,0,0,0,0,0,0.0687853449657969,0,0,0,0,0,0,0,0,0.0714661892427791,0,0,0,0,0.284750962335625,0,0,0,0,0,0,0,0.363515451151927,0,0,0,0.0857308965092376,0,0.061412790319653,0,0,0,0,0
X601939.CH.EQUITY,0,0.0518790404523336,0,0.728947120084853,0,-3.46944695195361e-18,0.00655408614002394,0,0,0.0339189582564495,0,0,0,0,0,0,0,0,0,0.000138131578099824,0,0.0090529425661047,0,0,0.0164296952067811,0,0,0,0,0,0,0,0,0,0,0.0664897470738598,0,0,0,0,0,0,0.0322039036782484,0,0,0,0,0.125194741116486,0,0
X601288.CH.EQUITY,0.0833257996424823,0,0.791473206035982,0,-0.098748471705629,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0410329343601451,0.00344478883717357,0.0216280191065098,0,0,0.028687582438783,0,0,0.0971564227218936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942223048110469,0,0,0.123941225611682,0,0
X601628.CH.EQUITY,0,0.0918017922779523,0,0,0,0,0,0,0,0.0228251632088978,0,0.411873300911783,0,0,0,0,0,0,0,0.0391025732566003,0,0,0,0,0,0,0,0,-0.141336394382012,0.393038517666524,0,0,0,0,0,0,0.0381981772776486,0,0,0,0,0,0,0,0.0879578386328703,0,0,0,0,-0.125035667743733
X600036.CH.EQUITY,0,0,0.354865996707239,0.0433804160905188,0,0,0,0,0.0169931311122214,-0.00335880357490475,0,0,0,0,0,0.112325854412589,0,0,0.00602847497927857,0,0,0.208354952890473,0,0,0.127414297325343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0726170958385285,0,0.0177900973547922,0,0,0,0,0,-0.00352955490414906,0,0.0365832673905681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232453468763725,0.979652660195199,0.0783146922291533,0,0,0,-0.0129436205543393,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.134552499446663,0,0,0,0.193747643729906,0,0,0.0184634885997773,0.185227212125597,-0.036342282521668,0,0,0,0,0,0,0,0,0,-0.197126890473028,0.655871286638017,0,-1.73472347597681e-18,0,0,0,0,-0.235618594957421,0,0,0,0,0,0,0,0,0,0,0,0.0446918153676407,0,0,0,0.289387446360191,0,0,0,0,0.186353895721618
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825137153761286,0,0,0,0.0964112200213932,0.60373644219136,0,0,0.123149630412496,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.183454875907587,-0.227879027077735,0,0,0,0.0851885231693324,0,0,0,-3.46944695195361e-18,-0.201097380847334,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.378032473300548,0,0,0,0.262351699044901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542799825891427,0,0.28498607040689,-0.0412336363971124,0,0,0,0,0,0,-0.0519880470206852,0,0,0.165791939957697,-0.100076173190372,0,0,-0.252292769044226,0,0,0,0,-0.047772261741201,0,0,0,0
