,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601166.CH.EQUITY,0.143758434022962,0,0,0.23982464505155,0,0,0,0,0,0,0,0.365124115691948,0,0,0,-4.33680868994202e-19,0.071001637186869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183812625727125,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0185578105724256,0,0.0229855816185285,0.0698891817624718,0,0.31702179074227,0.409276488584889,0,0,0,0.0175324865041724,0.0418236666856577,0,0,0,0,0,0,0,0,0,0,-0.125556029377647,0,0,0,0,0,0,-0.062353817525568,0,0,0,0,0.155038530662272,0,0,0,0,0,0,0,0.18002530428648,0
X601319.CH.EQUITY,0,0,0,-0.0942037163346313,0,0,0,0,0,0,0,0,0,0,0.182347061459664,0,0,0,0,0,0,0,0,0,0,0.267938402523266,-0.0079076073892266,0,0,0,0,0.57802219384564,0,0,0.0415900120382154,0,-0.0185480348983261,0,0.0826094851335015,-6.93889390390723e-18,0,0.0575666463362727,0,0.0121541986046755,-0.168695581122196,0,0,-0.0791883412165782
X11.HK.EQUITY,0,0,0,0,0.421415437015093,0,0.0775832443292358,0,0,0,0,0,0,0,0.14040918481655,0,0,0,0,0,0,0,0,-0.452234574474899,0,0.286531316301951,0,-0.0271193184938327,0,0,0,0.478797605831585,0,0,0,0,0,0,0,0,0,0,0,0.0987823296885402,0,0,0.179715713313092,0
X601601.CH.EQUITY,0,-3.46944695195361e-18,0,-0.0421726974867708,-0.0274663238000141,0,0.181799506133377,0,0.455328860373915,0,0,0.0176195626362321,0.0122795267120864,0,0,0,0,-0.0517639623289805,0,0.0585709579177197,0,0,0,0,0,0,0,0,0.175483519383559,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0416424831009419,0,0,0
X388.HK.EQUITY,0,0,0,0,0.084031794325067,0.0287000269042077,0,0,0,0,0,0,0,0,0.222883976466654,0,0.590416682331619,0.0587911909700037,0,3.46944695195361e-18,0,0,0,-0.055814638073585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038403469231591,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0389796003665875,0.194227800515939,0,-0.260161552603999,0.182778940393229,-0.433278024802796,0,0,0,0,0,0,0,0,0,0.435350473529042,0,0,0,0,0,0,0,0,0,0,0,-0.19714389194605,0.0985865964530944,0,0,0,0,0,-0.012962446721756,0,0,0,0,0,0,0,0,0.494091385351197,-0.021071590434403,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.0121643314688914,0,0,0,0.0831200224605029,0,0,0,0,0,0,0,0,0.310205096939547,0.124526769715847,0,-0.117259114947668,0,0,0,0,0,0,-0.272423596946094,0.072762422238308,0,0,0,-0.0736152055900373,-0.155885204399268,0,0,0,0,0,0,0.112384535084129,0.0704261036329084,0,0,0,0.0870779035862209,0
X600030.CH.EQUITY,0.032395090615232,0,0.0222789051534714,0,0,0.0120452527239152,0,0,0.0303636873409989,0,0,0.0410362321420746,0,0,0,0,0,0,0,0,0,0.0128015135375919,0,0.271388033941325,0.0619942917691872,0,0.340408555437081,0,0,0,0,0,0.0225873553476167,0,0,0.00455825794510655,0,0,0,0.205977736503473,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.116391847673241,0.0134280892374089,0.0207718919219496,0,0.034103700843282,-3.46944695195361e-18,0,0.349485733616769,0.0583228390374749,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0689361621104683,0,0,0,0,0,0,0.154208135122105,0,0,0,0,0,0,0,0.0581359321779461,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.169146976396446,0,0,0,0,0,0.175652906680788,0,0,0,0,0,0,0,0,0,0.0203084414178987,0.316064727507522,0,0,0,0,0,0.0658399534730182,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.105553636573687,0,0,0,0,0,0,0.0285707742688656
X000001.CH.EQUITY,0,0,0,0,0,0.106493643661395,0,0,0.168996286612141,0,0.116123712560182,0,0,0,0.0665733140716557,0.00905962444967652,0,0,0.0109344610637307,0,0,0,0,0,0,0,0,0,0.174433914145699,0,0,0,0.149078519902114,0,0.0999828845900122,0,0,0,0,0,0,0,0,0.00629003731383726,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.207709218331399,0,0,0.31352180137799,0,-0.0725245719669393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242025868357099,0,0,0,0,0,-0.0388012011185449,0,-0.326401997792454,-0.236006931119214,0,0,0,0.515776365586922,0,0,0.219344668192336,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401032353959806,0,0,0,0,0,0,0,0,0,0,0.00870849013552747,0.0603596647866088,0,0,0,0,0,0,0.150700488333018,0,0,0.34357487532959,0,0,0.0185922992484609,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0275963082133514,0,0.0256599847785364,0,0,0,0,0,0,0,0,0.00528988026876222,0.220667184599113,0,0.0353414323198574,0,0,0,0,0,0.0450749645814102,0.0562743846294824,0,0,0,0,0.0330197274341208,0.0100888754270967,0,0.203499972196358,0,0,0,0.259551064947845,0.0949684054488168,0,0,0,0,0.0334332036376564,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0.0692579267415643,0,0,0,0.23578387041649,0,0.127505327447096,-6.93889390390723e-18,0,0,0.115166905981732,0,0,0,0,0,0.0399624838959011,0,0,0,0.157607178572218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137458963985962,0,0,0.126709294190634
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343368179528229,0,0,0,0,0.107954570945299,0.0207503331554933,0,0,0.0271363358857425,0,0.0376054643989073,0,0,0,0,0,0,0,0,0,0.198767441285598,0,0,0,0,0,0.187176762549812,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236321229039389,0,0,0,0,0,0,0,0,0.171744766136273,0,0,0,0,0,-0.169063451868248,0,0,0,0,0,0,0,-0.180188160014072,0.454571390792432,0,0,0,-0.0580903737528345,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.316465016203257,0.240615645180829,-0.0122172863540126,0,0.0660817225106257,0.154141882820753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497562616765893,0,0,0,0.157717282542036,0,0,0,0,-4.33680868994202e-19,0,0,-0.115659589909824,0,0,0,0,0,0,0,0,0,0,-0.114265367527202,0,0,0
X601229.CH.EQUITY,0.368828010380426,0,0,0,0,0,0,0,0,0,0.198992557391742,0,0,0,0.119430554680173,0,0,0,0,0,0,0,0.0928478776764033,0,0,0,0,0,0.169786102408844,0,0,0.0191657475179433,0.0201494346223003,0,0,0,0.0757863477965807,0,-0.0234825621117764,0,0.0618004085295601,0,0,0,-0.057233664916788,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,-0.524722818127517,0,-0.0413878996832409,0,0,0.178152791017986,0,0.0491884490590929,0,0,0.110923542877985,0,0,0,0,0,0.0243085415922529,0,0,0,0,0,0,0,0,0,1.5507102904165,0,0,0,0,0,0.160161774259992,0,0,0.123059966985891,0,0,-0.268753246736622,0,0,0
X000166.CH.EQUITY,0,-0.0186436962658682,0,0.0528951419941012,0,0,0,0,0,0,0,0,0.0994626417087126,0.140289929444036,0,0,-0.0272148818019324,0,0,0,0,0,0,0,0.0474564898127735,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0745849101891247,0,0,0.495809850546018,0,0.274013898798807,0.0169814098180445,-0.0171289547725274,0,-0.0114408572022622,0,0,0,0.018514743708577
X600015.CH.EQUITY,0.349235295226484,0,0,0,-0.257729497402648,0,0.256474605441997,0,0,0,0,-0.304914912904619,-0.058609503204699,0,0,0,0,0,0,0.054471237610365,0,0.544798204010006,0,0,0,0,0,-3.46944695195361e-18,0,0,0.281396935511008,0,0,0,0,0,0,0,-0.0827626064894127,0,0,-0.209737367453442,0,0,0,0,-0.0448497901763109,0
X2882.TT.EQUITY,0.0292895375214961,0,0,0,0,0,0,0,0,0,-0.0153004994465675,0,0,0,0,0,-0.0920273779478146,0,0,0,0,0,0,0.0213984630083789,0,0,0,0,0,-0.00790574518322605,0.062973802615078,0,0,0,0,0,1.07958516074018,0,0,0,0,0,-0.137957468490779,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0.010272034052669,0,0.05901507848058,0,0,0,0.0417007311241608,0.0390393082593053,0,0,0,0,0,0.279016126714703,0.0201246663500786,0,0,0,0,0,0,0,0,0.0758559094413535,0,0,0.0530339596982966,0,0.0703369510507302,0,0,0,0.273709083180235,0,0,0,0,0,0.0081739025391081,0,0.152687383615265,0,0
X600999.CH.EQUITY,0,0.0300949974421536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116003849821583,0,0,0,0,0,0,0,0.424652213519068,0,0.113436005168067,0.0326463489774128,0,0,0,0,0,0,0.246154242317656,0,0,0,0,0.147810650231768,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.288146542129887,0,0,0,-0.106865755046575,-0.155951978429619,0,0,0,0,0,0,0,0.638375303647098,0,0,0.249819239642525,0.389136988680423,0,0,0,0.522750960786675,0.211648489449575,0,0,0,0.0237380236170965,0,0,0,0,-0.154558853506239,0,0,0,-0.892939039233144
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0344699325321804,-0.0387439091173931,0,0,0,0.0117119373759038,0,0,0,0,0,0,0,0,0,0,0,0.104237125078494,0,0,0,0.572468896101611,0,0,0.0324586539480595,0,0.0280973303774513,0,0,0,0.271827096542327,0,0,0,0,0,0,0
X2886.TT.EQUITY,-0.299534195033437,0,0,0,0,0,0,0,0,-0.233337487907056,0.340747760738343,0.0216873943596913,0,0.245763162586378,0.085560809131436,0,0,-0.125181396941425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116352181909487,0,0,0,0,-0.159205281370571,0,0,0,0,0.0354625412375374,0,0.056204673871238,0,0.421450215728399,0
X000776.CH.EQUITY,0,0,0,0,-0.103795228901613,0,0,0,0,0,0,0,0,-0.0642932701995046,0,0,0,0,0,0,0,0,0,0,0.257890325272235,0.0324780998966157,0.120166670102997,0,0,0,0,0.397212326684078,0,0,0,0.0826660355707469,-0.0110218603992206,0,-0.0286127371018324,0,0,0,0,0.193779606752161,0,0,0,0
X601881.CH.EQUITY,-0.0486536272972502,0,0,0,0,0,0,-0.202327526242048,0,0,0,0,0,0.0768978940830919,0,0,0,0,0,-0.00335598890814606,0.092753029948945,0,0.0898313380096347,0,0,0,0.583173769065638,0,0,0,-0.0704767993186014,0.294782072415298,0,0,0,0,-0.089933266585384,0,0.0894695211283442,0,0,0,-0.0573154583511628,0,-0.0689214234962766,0.177782732431674,0,0
X2891.TT.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0129715408184597,0.173227434699828,0,0.150348739918205,0,0,0,0,0,0,0,0,0,0,0,0.0484221960435388,0.320590995083734,0,0,-3.46944695195361e-18,0,0,0.126535243933011,-0.829184656228586,0,0,-0.0504849952317862,0,0,0,0,0,0,0
X600919.CH.EQUITY,-0.0449629024044833,0,0,0.0706953292357421,0,0,0.555830103007327,0,-0.0240278468564019,0,0,0,0,0,-0.0973610862678594,0,0.259997134989617,0.117510539595796,0,0,0,0,0,0,0,0,0,0.208542923823876,-0.189479878275958,0,0,0,0,0,0,0.0785209517158971,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.014166952388383,0,0,0,0,0,0,-0.0930237503185372,0,0,0.306095314535898,0,0,0,0,0,0.182814616354945,0.110803511837062,0,0,0,0.240737156826116,0,0,0,0,0,-0.042150973180226,0,0,0,0,0,0,0,0,-0.0956198752703169,0,0,-3.46944695195361e-18,0,-0.132193817669063,0.29062753233946,0,-0.248318563061714,0,0,0.0996378833549989
X2884.TT.EQUITY,0.208146911701156,0,0,0.129221426595821,0,0,0,0,0.0290113050178162,0,0,-0.0339731351577225,0,0.0801262426489067,0,0,-0.0838757416055275,0.0397989339443014,0,0,0,0,0,0,0,0,0,0.206199551715404,0,0,-0.0482467896468164,0,0,0,0.271268230447554,0,0,0,0.246268116682715,0,-0.331842434477547,0,0,0,0,0,0.36638732015255,-0.155792217952394
X600958.CH.EQUITY,0,0,0.100353017209104,0,0,0,0,0,0.0772520301065065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329054111524756,0,0,0,0.237493947658455,0,0.0240709650723089,0,0,0,0,0.0599131707389898,0.159983964481148,0,0,0.323523909728167,0,0,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.147818615178824,0,0,0,0,0,0.150692721843065,0,0,0,-0.0582404731537104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949576283085161,0,0,0,0,0,0,0,0.366828421175754,0,0,0,0,0,0.50397572899637,0,0,0
X000069.CH.EQUITY,0,0,0,0,0.015329545792099,0.124854929129693,0,0,0,0,0,0,0,0.0956846888731384,0,0,0,0,0,0,0,0,0,0,0,0.0788251793860644,0,0,0,0,0,0,0,0,0.041749804497758,0.393930208693871,-0.169387259707625,0,-0.0472463391440103,0.0933460902352485,0,0,0,0,-0.0663447529474661,0,0,0
