,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0.212020486227727,0,0.0889147540352807,0,0,0,0,0.27478039194112,0.0445424086400849,0,0.0512107715765951,0,0,0,0.147236569743481,0,0,0,-0.0253315687934846,0,0,0,0,0.106043865021181,0,0,0,0,0,0,0,0,0,0,0.0452507565548428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.328275521652134,0,0,0.138863730431344,0,0,-0.129161952066501,0,0,0,0,0,0.302428556284112,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176750010436046,0,0,0.0405789404702754,0,-0.00712231067477397,0,0,0,0.0242644351367301,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.231552995575453,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122520006303625,0,0,0,0.0969899295945942,0,0,0,0,0,0,0,0,0,0,0,0.238040359436734,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.482609296690364,-6.93889390390723e-18,0.0922748464759824,0,0.133602791598724,0,0,0,0,0,0,0,0.0732623944574834,0,0,0,0.016943116027124,0.0303756843747485,0,0,0,0.0126026289803353,0,0,0,0,0,0,0,0,0.0431340376301065,0,0,0,0,0,0,0,0,0,0,0,0.0696902125022337,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.152464515040814,0,0.318473733542954,0,0,0,0,0,0.28719134985187,0,0,0,0,0.18274565511098,0.0123910178961874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419591485502125,0,0,0,0,0,-0.0812355358669237,0,0,0,0,0,0,0,0.0703287115015527,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0352252731179422,0,0,0,0,0.446232967754252,0,0,0,0.013050205347915,0,0,0,0,0,0,0.102633675575859,0,0,0,0,0,0,0,0,0.0402853846464567,0.0549227066772662,0,0,0,0,0,0,0.202978247049661,0,0,0,0,0.0384670112586381,0,0,0,0.0202732281622031,0
X1299.HK.EQUITY,0,0,0,0.135479599702238,0,0,0,0,0,0,0,0,0,0.283111312373881,0,0.199062814795438,0,0,0,0.174653426451279,0,0,0,0.0384995783140462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198793876248388,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0266255415838245,0,0,0,0,0,0,0,0,0,0.32283728838626,0,-0.21155717749616,0,0,0,0.941106734616207,-0.803370721037482,0,6.93889390390723e-18,0.616693926731606,0,0,0,0,0,0.300367812496897,0,0,0,0,0,0,-0.228614572401964,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.17907057990273,0,0.210950552524923,0,0,0,0.372197417161431,0,0,0,0,0,0,0,0,0.0122119961090599,0,0,0,0,0,0,0,0,0,0,0.0921205892148339,0,0,0.00221337240588876,0,0,6.93889390390723e-18,0,0
X601658.CH.Equity,0,0.0953771624543615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315531891989655,0,0,0.422964909012009,0,0,0,0,0,0,0,0,0,0,0,0,0.526529862828487,0,0,0,0,-0.252524935015848,0.102741897710183,0,0,0,-0.385198196491462,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.324512070262116,0,0,0,0,0,-0.112311293994226,0,0,0.265608536190816,0,0,0,0.0926749326138465,0,0,0,0,0,0,0,0.162031801177086,0,0.0752181368963563,0,0,0.0160341735836714,0,0,0,0,0,0.142380004454529,0,0,0,0,0,0.0153832762275277,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0712245522981659,0,0,0,0.25208667877968,0,0,0.0375663411900294,0,0.0446506112233315,0,0,0,0,0,0.0756109347229137,0,0,0,0,0.0247825832682751,0,0,0.198594703713733,0,0,0,0,0,0,0,0.0473781696271452,0,0,0.121219992260743,0.072663375629167,0,0,0,0,0.039503583838553,0,0,0,0.0266307231382802,0,0,0.0338095823756534,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.21409011581133,0,0,0,0,0,0.314183918134228,0,0,0,0,0.125891537604854,0,0,0,0,0,0,0,0,0.0857821965092117,0,0,0,0.109543301315064,0,0,0,0,0,0,0,0.121357748725056,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.203912548146194,0,0,0.00266251956969027,0.469697221630106,0,0,0,0.0284773677518811,0,0,0,0,0.0188604033847308,0,0,0,0,0,0,0.0480594932000842,0,0,0,0,0,0,0.0172990938031934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015809955804876,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0831160501836282,0,0.019931284931379,0.244087662408789,0.236547938271337,0,0,0,0,0,0,0.00244701688434919,0.297306507052265,0,0,0,0.126566146450746,0,0.00719328517514297,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.286883743524638,0,0.0389526048690042,0,0,0,0,0,0,0,0,0,0.0628649181553873,0,0,0,0,0,0,0.179002280282201,0,0,0,0,0,0.0510108960338344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152893566936071,0,0,0.22609797136967,0,0
X600016.CH.EQUITY,0,0.10332140285851,0,0.0615273247738684,0.123242325867955,0,0,0,0,0,0.227462849023848,0,0.0780560520245599,0,0,0,0,0,0,0,0,0,0,0,0.0328641554564927,0,0,0,0,0,0.134664726046893,0,0,0,0,0.240884913957559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.097130606743843,0.0554144630740052,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,1.73472347597681e-18,0,0.387304083323167,0,0,0,0,0,0,0.00173630484111028,0,0,0,0,0,0,0.178319732705515,0,0,0,0,0.162736696006364,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0130061275870055,0,0,0,0,0,0.188141243099049,0,0,0,0,0,0,0.26393661889704,0,0,0,-1.0842021724855e-19,0,0.0296786275769978,0,0,0.165419061528113,0,0,0.0693007797044274,0,0,0,0.00522303800377757,0,0,0,0,0.0234766417714459,0,0,0,0.221751795919061,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.10576208944591,0.330636963830283,0,0.124612041381689,0,0,0,0,0,0,0,0.187362790828371,0,0,0.500264793803764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.185006031835212,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405784248276724,0,0,0,0,0,0.294315150077993,0,0,0,0,0,0,0,0.0193416067808185,0,0,0,0,0,0.0399635490471688,0,0,0.00370163265059955,0.135316393075715,0,0,0,0,0,0,0,0,0,0,0,0.0675296939710003
X601998.CH.EQUITY,0,0,0,0,0.132137344196151,0,-0.0571989384481465,0.00486923062658554,0,0,0,0,0.174982361185267,0,0,0,0,0,0,0,0,0,0.00105105196202548,0,0.134650681513282,0,0,0,0,0.0335449788990127,0,-0.0200463116994356,0,0,0,0.401990929559469,0,0,0,0,0,0,0,0,0,0,0.175781731806977,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.132886104191374,0.319657078712279,-0.0475646727935434,0.125632771107354,0,0,0,0,0.0995389646035197,0,0,0,0,0,0,0,0,0,0,0.509860755595798,0,-0.0201843552748319,0,0,0,0,0,0,0,0,0,0,0,0,0.0210295184831919,0,0,0,0,0.384472436810367,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.102457057891247,0.15590029044637,0,-0.290025297193286,0,0,0,0.20459733629476,0,0,0.0717886453518499,0,0,0.144370643796946,0,0,0.128005626739153,0,0,0,0.00447344927915488,0,0.188618811942536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573667608971809,0,0,0,0.226759658274846
X601818.CH.EQUITY,0,0,0.0623541869274158,0.0118768844804982,0.087129964337683,0,0,0,0,0,0.245489850204833,0.288995169907072,0,0,0,0,0,0,0,0,0,0.249011382663437,0,-0.0103990502031612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265168797629657,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102744266849744,0.0290957486953143,0,0,0,0,0,0,0,0,0,0,0.270547947876055,0,0.100011946947054,0.106872728498474,0.0462372310326953,0.0298712947799133,0,0,0,0,0.231313587080967,0,0,0,0,0,0,0,0.031749752796048,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163261413622486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480824692881968,0,0,0,0,0,0.113264198678188,0.0985180013403398,0,0,0.292994936213964,0,0,0,0.106298447012952,0.0286098631671576,0,0.0193499057081277,0,0,0,0.178313840392999
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.170701804601143,0.292942638711283,0,0,0,3.46944695195361e-18,0,0.36188238559789,0,0.0706951014650206,0,0,0.0447923152499404,0,0,0.119471732098154,0,0,0,0,0,-0.186252084777702,0,0,0,0,0,0,0,0,0,0,0,0,-0.127136902972402,0,0.0308873460849406,0.10223959891673,0.078791671047693,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0856219337608593,6.93889390390723e-18,0,0,0,0.139835582887111,0,0,0,0,0,0,0.215936008611251,0,0,0,0.0202438054590937,0,0,0,0,0.16904789034304,0,0,0,0.240974569224582,0,0.0151539935197147,0,0,0,0,0.0364650577580916,0,0,0,0.224580753871408
X2882.TT.EQUITY,0,0,0,0,0,0,-0.0324764789202623,0,0,0,0.0681757358789028,0,0,0,0,0,0,0,0.226341621476504,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530489339194718,0,0,0,0,0,0,0.00191077527675881,0,0,0,0.175893959849734,0
X601229.CH.EQUITY,0,0,0,0.0296208321747685,0,0,0,0,0.167199339203216,0.24858549835728,0,0,0.050386632035794,0,0,0,0.185777274533835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442330534572139,0,0,0,0,-0.150745463023297,0,0,0.163622413925866,0,0,0,0,0.189591598375706,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0934407266692522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427489258143299,0,0,0,0,0,0,0,0.0349196908930252,0.164293091534811,0,0,0,0,0,0,0,0,0.00216768345793301,0,0.163326692463232,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0485118406472124,0,0,0,0,0,0.041484885300328,0,0,0,0.126457915406899,1.73472347597681e-18,0.332716192347276,0,0,0,0,0,0,0,0,0,0.0305726289663751,0.114746519325552,0,-1.73472347597681e-18,0,0,0,0,0.0315876722639614,0,0,0,0,0.145597025630518,0,0,0.0977362435959453,0,0,0.0214477988628921,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292695915486876,0.321080512549187,0,0,0,0,0,0,0,0.0315595311676715,0,0,0.136319144217913,0,0,0.00254379078634313,0.0421575463229758,0,0,0,0,0.26074735748577,0,0,0,0,0,0,0,0,0,0,0,0.111289799824363,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258346448018316,0,0,0,0,0,0.0250075693997,0,0,0,0,0.223721613603489,0.187364682905136,0,0,0.0930607955943121,0,0.0449571868174366,0,0.0203976875541822,0,0,0,0,0,0,0,0,0,0.0983130951380186,0,0.0170924080104245,0,0,0,0.104388710889122
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186931703616533,0,0,0.116778835034164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148501556488242,0,0,0,0,0,0.465477212632913,0,0,0,0.212094513589155,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,-0.101885262217946,0,0,0,0,0,0.122983875888918,0,0,0,0,0,0,0.162581730943706,0,-0.00680306545494987,0,0.4288862934686,0,0,0,0,-0.257583679934968,0,0,0,0,0,0.441898747302122,0,0,0,0,0,0.100700116175108,0,0,0.0501605331583472,0,0,0,0.0445028702644814,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.157285673668574,0,0,0,0,0,0,-0.130181226675738,0,0,0,0.170379517286765,0,0,0,0,0,0,0,0,0,0,0,0.238669330204211,0,0,0,0,0,0,0,0,0,0.393827934949808,0,0.0284692148048647,0,0,0,-0.00647841074737113,0,0.00886642379287712,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851823435609638,0,0,0.549475926598641,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0919698758763456,0,0,0.0242446889320742,0,0,0,0.0575633984787913,0,0.125142996578728
X2886.TT.EQUITY,0,0,0,-0.0598211646944695,0,0,0,0.0661871703545764,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0227398077037831,0,0,0.10217840857387,0,0,-0.0308887683675099,-0.0271485591046584,0,0,0,0,0,0,0,0,0,0,0,0,0.205924192689275,0,0,0,0,0,0,0.473438734782024,0,0,0,0.181392548478882,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0566216441185129,0.0525521637251732,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00672665119808782,0.0232781056568737,0,0.359585727624606,0,0,0.146172919838406,0,0,0,0,0,0,0,0,0,0,0,0.163736238953982,0,0,0.232151676283343,0,0,0.0196841057471855
X2891.TT.EQUITY,0,0,0.166683056774225,0,0,0,0,0,0.058122281440308,0,0,0,0,0,-0.105574745094808,0,-0.0473058442845491,0,0,0,0.0742452048191447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165468238375819,0.0718874061965795,0.0383989418222962,0,0.0468285122828328,0,0,0,0,0,0,0,0,0.581921221213679,0
X601916.CH.Equity,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136384541674565,0,0,0.314162692693422,0,0,0.195020836733928,0,0,0,0,0,0,0,0,0.236808161843862,0,0.0783935993629583,0,0,0,0,0,0,0,0,0,0,0,0.0771024420398368,0,0
X601881.CH.EQUITY,0,-0.193610599707749,0,0,0,0,0,0,0,0,0,0,0,0,0.414541402393782,0,0,0,0,8.67361737988404e-19,0,0,0.152487934533425,0,0,0,0,0,0,0,0,0.166771136147814,0,0,0,-1.38777878078145e-17,0,0,0,0.0888392907784291,0,0.0240539125837219,0,0,0,0.0941740488464585,0,0,0,0.301175614007872
X2884.TT.EQUITY,0,-0.105598899966274,0,0,0,0,0,-0.238991577993068,0,0,0,0,0,0.0227246158141671,0,0.186040438074089,0,-0.0258535559889438,0,0,0,0,0.0904530831327625,0,0,0,0,0.336675722724328,0,0,0,0,0,0,0,0,0,0,0,0.179891020914892,0,0,0,0,0,0,0,0,0.608305371640484,0
X601236.CH.EQUITY,0,0,0,-0.16922502984177,0,0,0.0143523847918658,0,0.0510317591055537,0,0,0,0,0,0,0,0,0,0,0,-0.161271529015395,0,0,0,0,0.136793852219328,0,0,0,-0.0613689547191208,0,0.667333857376622,0,0,0,0,0,0,0,0,0.152098907869636,6.93889390390723e-18,0,0.00294137074343852,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0320735552881121,0,0,0,0,0.043270965746138,0,0,0,0,3.46944695195361e-18,0,0.0699319530193316,0,0,0,0,0.216299092559594,0,0,0,0,0,0,0,0,0,0,0,0.214918185787236,0,0.218003892524589,0,0,0,0,0,0,0,0,0,0,0,0.125878660780681,0,0
X601009.CH.EQUITY,0,0,0,0.0225575866042243,0,0,0,0,0.0288822798674859,0,0,0,0.0466519699799696,0,0,0.195235233202284,0.114129610407579,0,0,0,0,0.0946285484242271,0,0,0.0885191247388294,-6.93889390390723e-18,0,0,0,0,0.0425585106209031,0,0,0.0757749781631045,0,0,0,0,0,0,0,0,0.21687102136001,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0651781340596564,0,0,0,0.0406637614636651,-8.67361737988404e-19,-0.0114312659475903,-0.0082885714175084,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,8.67361737988404e-19,0.0396261460901543,0,0.0143139307600422,0,0.256288302742411,0,0.0296835844310859,0.700521274158567,0,0,0,0,0
X600958.CH.EQUITY,0,-0.089768680869034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435083047926982,0,-0.0534871660309881,0.0150863517396233,0,0.035828061043738,0,0,0,0,0,0,0,0.118039116884383,0.0829859792365228,0,0,0,0.355760035894772,0,0,0,0,0.36493660683794,0,0.0712479384072723,0,0,0,0
