,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY
X601398.CH.EQUITY,0,-0.302495488747503,0,-0.121094396387165,0,0,0,0,0,0,0,0,0.730186646856254,0,0,0,0,0,0,0,0,-0.239512486188628,0,0,0,0,0,0,0.0413769229288269,0.723557385623425,0.0780158918420605,0,0,0,-0.232957369716224,0,0,0,0,0,-0.200050602967515,0,0,-0.0395973579436336,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0462318855353788,0,0,0.0339353300473221,0,0,-6.93889390390723e-18,0.211560128932273,-0.031496236609211,0,0.0889520163936264,0,0,0,0,0,0,0,0,0,0,0.428554818527686,0.0164762710105097,0,0,0,0,0,0,0,0,0,0,0.0899957229998141,0,0,0.0351286516654329,0,0.0370373044646583,0,0,0
X601939.CH.EQUITY,0.2537195889278,0,0,0,0,0,0,0.117669798014257,0,0.0337223983434526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136331896905146,0,0,0,0,0,0,0,0,0.0192806586335069,0,0,0,0.0565057298048046,0,0,0.229287146119968,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.335536547668494,0,-0.03463635054497,0.0788661182038216,0.0561064923914672,0,0,0.0584264575463713,0,0,0.0407551208892612,0,-0.0559998857373861,0,0,0,0,0.181268252263517,0.0119983521085655,0,0,0.0381638518473443,0.243876001312287,0,0,0,0,0,0,0,0,0.0404959751356275,0,0,0,0.0739665980851739,0,0,0,0,0,0,0.0743303151673959
X5.HK.EQUITY,0,0,0,-2.77555756156289e-17,0,-0.0489107431723849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027570472231832,0,0.410022349529375,0,0,0,0,0,0,0,0,0.0549407521674589,0,0.0758106230760928,0,0,-0.110327353173042,0,0,0,0,0.334119163455127,0,0,0.111412721198314,0,0,0.0742063530539202,0.0368168589506315
X601988.CH.EQUITY,0.342990580571123,0,0,0.528206124685321,0,0,0,0,0,0,0.158809854271853,0,0,0,0,0,-0.0434558488114869,0.0060312821048927,0,0,0.00887491103655,0.0385586323402553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102780071575884,0,0,0,0.019200918196902,-0.0350011280384552,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0313211147951656,0,0,0,0,0,0,0,0.0896327257575021,-1.38777878078145e-17,0.368445820595961,0,0.0457401648267322,0,0,0,0.105653606979849,0,0,0,0,0.206614894849806,0,0.118725228917737,0,0,0.159923124010869,0,0,0,0,0,0,0,-0.115403321324539,0,0,0,0,-0.0476257496786303,-0.189745854076704,0.268138060293096,0,0,0,0.00115139632427852,0
X1299.HK.EQUITY,0,0.254277701054438,0.0230401720147487,0,0,0,0,0,0,0,-0.0518170767620034,0,0,0,0.316876996853663,0.224545595890714,-0.20847280100985,0.300386268109627,0,0,0,0,0,0,0,0,0,0,0.0351932301862211,-0.166874759230516,0,0,0,0,0,0,0,0,0,0,0.00784681694384774,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0160735871194373,0,0.0338667511254561,0,0,0,0,0,0,0.0724947390072966,0,0,0.362733211636804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131899394498376,0,0,0,0,0,0,0,0,0,0.0956591756939657,0,0,0,0.109983591084827,0,0.0437895250458184,0,0,0,0
X601328.CH.EQUITY,0,0.156225805880827,0.0421880035633711,0.426713975180096,0,0,0.169311547500762,0,0,0,0,0,0,0,0,0.199423696818662,0,0.141496552465705,0,0,0.0187266147960031,0,0,0,0,0,0,0,0,0,0,0,0.0819387576893365,0,0,0,0,0,0,0,-0.12727248495088,-0.340079468210201,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.360181975537096,0,0,0.222274241799084,0,0,0,0,0.441474302524562,0,0,0,0,0,-0.282015242383689,0,0,0,0.14695592892283,0,0,0,0,0.243285112192884,0,-0.118648008023406,0,0,0,0,-0.0901880344273934,0,0,0,0,0,0,0,0,0,0,0,0.18272278105601
X600000.CH.EQUITY,0,0,0,0,0,0.0334083002018987,0.319786554826861,0,-0.113473987613966,0.134136759458517,0,0,0.00176023380845376,0.506240651392206,0,0,0,0,0,0,0,0,0,0,0,-0.0457745317185851,0,-0.164764007137622,0,0,0,0,0,0.235626680841,0,0,0,0,0,0,0,-0.0245993422609797,0.157046699624558,0.144198232380341,0,0,0.0255707660439697,0
X601319.CH.EQUITY,0.0371283813928835,0,0,0,0,0,0,0,0,0,0,0,0,0.203855476056269,0,0.0489083648547157,0,0,0,0,0,0.239281759281987,0,0,0,0,0,0,0,0,0,0.231248865663696,0,0,0,0,0,0,0,0.111175151626237,0.0359751931682217,0.301301240538599,0,0,0,0.012376098850525,0,0
X601601.CH.EQUITY,0,0.0236325428455845,0,0,0,-0.272339218147682,0.0964397927401536,0,0.545137556621875,0,0,0.200300409132502,0,0,0,-0.128886246813668,0.225712786151864,0,0,0,0.00767140129940534,0,0,0,0,0,0,0,0,0,0,0,0.0534089481787225,0,0.0166801296699474,0,0,0,0,0,-0.0267729663961734,0,-0.126279924515119,0,0,0,0,0
X11.HK.EQUITY,0.114361934912942,-0.0529976560729372,0,0.188032540330994,0.246329536278702,0,0,0.461047736283989,0,0,0,0,-0.0891107442873946,0,0,0,0,0,0,0.0188961451287596,0,0,0,0.0243880016105133,0,0,0,0,-0.119218606013957,0,-0.101150549167837,0,0,0,0,0,0,0,0,-0.078356762378354,-0.00364629933493332,0,0,0.0148465385294518,0,0,0,-0.0802481783400549
X267.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0.196512757461103,0,0,0.0429787809698431,0,0,0,0,0.0500807228584268,0,0,0.281204443774211,0,8.67361737988404e-19,0,0.000738677037216483,0,0,0,0,0,0,-0.00917036066951789,0,0,0,0,0,0,0,0,0,0,0,0.0109943598551479,0.0372307149674221,0.105183640954116,0,-0.0709243183472346,0,0,0.15759309150284
X000001.CH.EQUITY,0,0.197980781106291,0,0.188210501492544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126633293129416,0.0676821768394901,0,0,0,0,0,0,0,0,0,0.121665983694081,0,0,0,0.0324064832766311,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.464116643611267,0,0,0,0,0,0.0320435157888442,0.077031642502563,0,0.152476412574951,0,0,0,0,0,0,0,0,0,-0.440072604428656,0,0,0,-0.113808945662302,0,0.0321614152869117,0,0.495375445650503,0,0,0,0,0.0223432622473822,0.0801533558095572,0,0,0,0,-0.0374448940195698,0,0
X600030.CH.EQUITY,0.101530456599248,0,0,0,0,0.0424144126457404,0,0,0,0,0,0,0,0,0,0,0.0138189771969548,0,0,0,0,0,0,0,0,0.275871427099683,0,0,0,0,0,0,0,0,0.199555112522069,0,0,0,0,0,0,0.280438871246282,0,0,0.196331256407412,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.350419719581971,0.0408133069728587,0,0,0,0,0,0,0,0,0.629708773044798,-0.113243722567019,0,0,0,0,0,0.00827203730528012,0,0,0,0,0,0,0,0,0,0,0,0,0.0231618426624739,0,0,0,0,0,0.136744581801733,0,0.204617186358597,0,0.0648521957537232,0,0.148652207084399,0
X600016.CH.EQUITY,0,0,0,0,0.0546423559058174,0.07107259057849,0,0,0,0.0276527617877324,0,0.0484342855571184,0,0.146816193247525,0,0,0,0,0,0,0,0,0,0,0,0.262827808562831,0.101220775298741,0,0.0122212923002708,0,0,0,0,0,0.0315572558978327,0,0,0,0,0,0,0.124879700645497,0.260434468738643,0,0,0,-0.808566105180375,0
X601998.CH.EQUITY,0,0,0,0,0.310062663796331,0,0,0,-0.0533437120395205,0,0,0,0.490524167899069,0,0,0.0984968223846008,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.015929798799232,0,-0.454473304061927,0,0,0,0,0,0.276684637022014,0,0,0,0,0,0,-0.0822670176695692,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.379060441410051,0,0,0.496893451982101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214584523272295,0,0,0,-0.0335923562466644,0,0,-0.0318793336951396,0,0,0,-0.4167684803239,0,0,0,0,0,0,0.538123964300685,-0.286379990837311,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0.299514935899445,0,0,0,-0.294602573528307,0,0,0.00516586062406814,0,0,0,0,-0.0150174400021684,0,0,0,0,0,0,0.331873068149544,0,0,0,0,-0.149807695558725,0,0,-0.0384337699633141,0,0,0,0.0839761525544174,-0.0547411382361473,0,0,0,-0.208329972872994,0,0,0,0.00556534909579287,0,0,0,0
X601688.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00587299591929877,0,0,0,0,0.0735377490137814,0,0,0,0,0,0,0,-0.175746990492659,0,0,0,0,0,0,0,0,0,0,0.0876108122360458,0,-0.0873358538155403,0.445591576145683,0,0.30556380080048,0.0327801166759497,0,0.322243446894828,0,0,0,0,0,-0.0379164549370061
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0375362085679924,0,0,0,0,0,0,0,0.212276444514014,0,0.0297493734472264,0,0,0,0,0,0.112970051448088,0,0,0,0,0,0,0,0.0788115602048655,0,0,0,0.224267688021884,0,0.0755180379940209,0.0991420554330572,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0.0508251114667612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386276744748578,0,0,0,0,0.275731605632017,0.0708626006517167,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.118507301855786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226476352971078,0,0,0,0,0.117801598469714,0.321724748829484,0.0289535680239015,0,0,0.115085734443976,0,0.0571377716075018,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.219492151353401,0.305412499903205,0,0,0,0,0,0.0280024762781141,0,0.0656793778518199,0,0,0,0,-0.108260621664921,0.170292890513708,-0.0793219556975451,0,0,0,-0.0417250796374949,0,0,0,0,0,0,0,0.116154212371108,0,0,0,0,0,0.0942261299232405,0,0,0,0,0,-0.0651710144119545,-0.135218403430792,-0.0480301286957875,0.0976070069595964,0.121152998852846,0,0
X601229.CH.EQUITY,0.461949745412973,0,0,0,0,0,-0.0919886175811381,0,0,-0.0246098871278986,0,0,0,0.0641904080858712,0,0,0.276220903057685,0,0,0,0,0.00715072741683322,-0.0353480174839482,0.0981233896200333,0,0,0,0,0,0,0,0,0,0,0,0.182661793297671,0.000614329621050722,0,0,0,0,0,0,-0.123199736277728,0,0.173951949191689,0.191643509569524,0
X2882.TT.EQUITY,0,0,0,0,0.174356067949354,0,0,-0.00214157459199317,0,0,0,0,0,0,-0.00954360016902675,0,0,-0.0291368643456402,0,0,0,0,0,0,0,0.307664947070832,0,0,0,0.00483813777423733,0,0,0,0,0,0.545226710114899,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0432428067249595,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0439206004769044,0,0,0,0.125623610442718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12618512606731,0,0,0,0,0,0,0.173070712013299,0,0.0653027203704278,0,0.119581882533659,-0.0220084268178733,-0.0395812145933732,0,0,0,0,0.373163884952006,0,0
