,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X000627.CH.EQUITY,X300059.CH.EQUITY
X601818.CH.EQUITY,0,0.0717929548689432,0,0,0,0,0,0,0,0.0391058355963267,0,0.0124128266747698,0,0.188117480090232,0,0,0,0.250758468553257,0,0,0,0,0.13362906462658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314518804122983,0.0478114022699723,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.456457959451132,0,0,0,0,0,0,0,0.0782679219785666,0.026309250674612,0,-0.266734189825364,0,0,0,0,0,0,0,0,0,0,0,-0.0408755170943864,-0.00940153553716299,0,0,0,0,0.0801477996027656,0,0,0.187325273619591,0,0,0,0,0,0,0.0861890714391215,0,0,0,0.0448590436191937,0,0,0
X000001.CH.EQUITY,0,0.314374496784205,0,0,0,0,0,0,0,0.592398511144616,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253499997313618,0,0,0,0,0,0,0,0,0,0,0,0,0.13599518439845,0,0,0,0,0,-0.0681762900983673,0,0,0
X600015.CH.EQUITY,0,0,0.121784709555615,0.176142044837467,0,0,0.251265544986333,0.0286596386909386,0,0,0,0.0964117556145235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317798272464093,0,0.107000618918825,0,0,1.73472347597681e-18,0,0,0,0,0.141941034485842,0
X601169.CH.EQUITY,0,0.0792020523159628,0.204372497171957,0,0,0,0,0,0,0,0,0,0.155173038647575,0,0.0164480443546919,0,0,0,0,0,0.0890339175872844,0,0,0,0,0,0.0476516082925452,0,0,0,0.109329046214699,0,0,0.0928070654590248,0,0,0,0,0,0.219925028575415,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.0751034778106236,0,-0.103316899281148,0,0.340026915673926,0,0,0,0,0,0,0.0362737970334672,0,0,0,0,0,0,0,0,0,0.0708973703512692,0,0.0556255525663011,0,0,0.179468788418563,-0.0650688135927037,0,0,0,0,-0.0672214525502365,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.107990179283889,0.305188125646594,0,-0.133203653761096
X600919.CH.EQUITY,0,0,0,0,0,0.128980910074853,0.0205749345266301,0,0,0,0.0223916733718753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.462282416038634,0,0,0,0,0.0627190388337513,0,0,0,0,0.0416930528717168,0,0,0,0.245806948196014,0,0,0,0,0,0,0,0,0.0363487920695137
X601229.CH.EQUITY,0,0,0,0,0,0,0.167940743795826,0,0,0,0,0,0.0131928806382735,0,0,0,0,0.174218411072001,0,0,0,0,0,0.0259923651174647,0,0.0680751726340391,0,0,0,0,0,0,0.0933606706481766,0,0,0,0,0.0805832595834491,0,0,0.147513296342213,0,0,0,0.0671379206451241,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.00118410423020981,0,0,0,0,0,0.249049755889702,0,0,0,0,0,0,0,0,0.164712810803009,0,0,0,0,-0.0924913431338487,0,0,0.00904160305275996,0,0,0,-0.107534578186824,0,0,0,0.000587685521061448,0.222339530007236,0.0496032292082369,0,0,0,0,0,0,0,0.157270362887384,0.141169320264664,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0.0842265458492839,0,0,0,0,0,0,0.194214582027944,0,0,0,0,0,0,0.070618303262544,-0.121724467496382,0,0.0178636351259928,0,0,0,0,0.314129888614809,-1.73472347597681e-18,0,0,-0.0969454452413553,0,0,-0.0463321135187362,0,0,0,0,0,0,0,0.306563573057284,0,0,0.234769743118098,0,0
X002142.CH.EQUITY,0.0755645075989301,0,0,0,0,0,0,0,0.339641379485851,0,0,0,0,0,0,0,0,0.00416916964001573,0,0,0,0,0,0,0,0.0270449675028947,-6.93889390390723e-18,0,0,0.116380694446142,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274260518557201,0,0,-0.158171095051989,-0.063350981562777,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.0704308789915022,0.198223087033704,0.00759759655516535,0,0,0,0,0,0.12597479538486,0,0,0,0.0129172700189017,0.0700552210804114,0,0,0.017844057599319,0,0,0,0,0.26997256242784,0,0,0.294526894266953,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X601009.CH.EQUITY,0,0,0,0,-0.035172511801297,0,0,0,0,0.171726801329916,0,0,0,0,0,0,0.0967815609526648,0,4.33680868994202e-19,0,0.378345214665121,0,0,0,0.2338423403885,0,0,0,0,0,0,0.113918770795564,0,0,0,0,0,0,0,0,0,-0.148308141889294,0,0,0,0,0,0,0,-0.122835143447023
X11.HK.EQUITY,0,0,0,0,0.703250821039101,0,0,0,0,-0.732894880400668,0,0,0,0,0,0,0.150449532423734,-0.325008941645607,0,0.494458485593552,0,0,0.0780603534660587,0,0,0,0,0,0.38150946861525,0,0,0.134729988908513,0,0,0,0,0,-0.0309788115456064,0,0,0,0,0,0,0,0,0.233303642407801,0,0,0
X600926.CH.EQUITY,0,0.00124442237783945,0,0,0,-0.240420140493284,0,0,0,0,0,0,0.0714688033003816,0,0,0,0,0,0,0,0,0,-0.209113085265805,0,0,0,0.162369211827955,0.207596955680605,0,0,0,0,0,0,0.538188741099008,0,0,0,0,0,0,0,0,0,0,0.519886176398501,0,-8.67361737988404e-19,0,0
X601319.CH.EQUITY,0.200597200390309,0,0,0,0,0,0,0,0,0.0482723405349067,0,0,0,0,0,0,0,-0.0670981682987998,0,0,0,0,0,0.184316835789567,0,0.25204820129252,0,0,0,0,0,0,0,0,0,0,0,0,0.00689192883305694,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.215471052697184,0.0584920935953891
X601077.CH.Equity,0,0,0,0,0,0,0.188539498689029,0,0,0,0,0.0468372140574752,0,0.0290839017843267,0,0.0967166257623385,0,0,0.0501462434684435,0,0,0,0,0,0,0,-0.00972504911749215,0,0,0,0,0,0,0,0,0.0742501061780106,0,0,0,0,0,0,0,0,0,0,0,0,0.319676735173839,0
X600030.CH.EQUITY,0,0,0,0.000338465240008898,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.1181137313206,0.0766821124007827,0,-0.251591567717172,0,0,0,0.0266392167688838,-0.0293630273380226,0,0,0,0,0,0,0,0,0,0.0659601421710802,0,0,0,0.261396998492982,0,0,0,0.495436110059738,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.0433643273769236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22608131183847,0,0,0,0.0880239344696102,0,0,0,0,0,0,0,0,0.00524505638198048,0.0875007700259421,0.0493004836387997,0.259903200357045,0,0,0,0,0,0,0.0248559297054564,0,0.0539994510442922,0.0166669215677249,0,0
X601577.CH.EQUITY,0.0931211961633815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323511755653131,0,0,0.214913798371122,0.162948133451594,0,0,0,0,0,0,0,0,0,0,0.0112809515277004,0,0,0,0,0.0160606151733854,0,0,0,0,0,0.0429349644717148,0,0,0,0.139090803851145,0,0,0.128773277775111,0,0
X601838.CH.EQUITY,0,0,0,0,0,0,0.267821390697618,0,0,0,0.00670836169324047,0,0,0,0,0,0,-0.115232522622953,0,0,0,0,-0.0740564100573154,0,0,0.161181112190022,0,0,0.169563424561894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234506651525701,0,0,0,0,0,0.256940469570023
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538438315804257,0,0,0,0.108599895692561,0,0.267054444266608,0,0,0,0,0.114903910234654,0,0,0.307986420875241,0.0935729242964409,0,0.0270941773426634,0,0.0936983058998529,0.0609185925102666,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.00568294431565569,0.0443908749385964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290341777391466,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.169066576279566,0,1.73472347597681e-18,0,0,0.336202084907298,0.018982944939141,0,0,0.00816117931638956,0.204692202128654,0.110631316029505,0,0,0,0,0,0.0765733644876577
X601211.CH.EQUITY,0,0,0,0,-0.032298547165867,0,0,0,0,0.00995856488029616,0,0,0.0361822015993764,0,0,-0.0240035060410574,0.0171484791244582,0,0,0,0,0,0.0567199330751481,0,0,0,0,0,0,0,0,0,0,0,0,0.497498811791094,0.241757172427953,0,0,0,0,0,0.0777233719832688,0,0,0.070870950576852,0,0,0,0.0299726698323527
X600999.CH.EQUITY,0,0.101044300621105,0,0,0,0.0507157399298988,0,0,0,0,0,0,0,0,0,0,0,0.0187530397158937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131715656964609,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0.060650435837452,0,0,0,0,0.440276504357521,0.0865898607918838,0.0870686935117058,0,0
X601997.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064210431938785,0,0,0,0,0.122071891985498,0,0,0,0,0.028681176172093,0,0.090337520534492,0,0,0.0959976894962345,0,0,0,0,0,0,0.295802807968471,0.0142360366147041,0,0,0.0989968498057279,0,0,0.150481028181393,0,0
X000166.CH.EQUITY,0,0,0,0,0,-0.0862297535506815,0,0,0,0,0.110560971968901,0,-0.0348586571167244,0,0,0,0.101136419503438,0.0980163013576888,0,0,0.182490620947885,0,0,0.156656769386983,-0.0867844250385009,0,0,0,-0.0853941264363829,0.0795314819049405,0,0,0,0,0,0.131226311699159,0,0,0.0562576931390576,0,0,0,0,0.52984187880398,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0.0566098606512953,0.00719030169853716,0,0,0.0224156673331069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258361107602743,0,-3.46944695195361e-18,0,0,0.402178518137277,0,0,0,0.0641870523443409,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,-0.119215755540762,0,0,0,0,0,0,0,0,0.0754630004834896,0,0,0,0,0,0,0,-0.0258026690703435,-0.111581114118713,0,-0.0997391767681819,0,0,0,0,0,-0.164937617446028,0.120247613182873,-0.0760551750973735,0.52462399027266,0,0,0,-0.0734658452076713,0,0,0,0,0.0748321675808478,0.275327486434294,0,0,0.287330408268004
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.115751056199892,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224485046214169,0,0,0,0,0,0,0,0.000927585129785972,0,0,0,0,0,0,0,0.159461064531638,0,0,0,0.383398612185968,0.0911394959430606,0.17754130337106,0,0.0904655476643092,0,0.0381033471436259,0,0,0.102052627116652
X002958.CH.EQUITY,0,0,0,0.0840194262845956,0,0,0,0,0,-1.73472347597681e-18,-0.0446990621425263,0,0,0,0,0,0.0105760725197415,0,0,0,0,0,0,0.391907980374249,0,0,0.108201978638882,0.0584656088527836,0,0,0.275237665274303,0,0,0,0,0,0,0,0,0.0433363140185201,0,0,0,0,0,0.129992177813453,0.0796959874785875,0.0332611353028676,0,-0.11114993930813
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112565131171215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656780300777371,0,0,0,0.0195113616777039,0,0,0,0,0,0.641840005026686,0,3.46944695195361e-18,0,0,0,0,0.0481424639797887,0,0,0.0655529652035093,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.123464347740343,0,0,0,0.00656504101783763,0,0,0,0,-0.052807270645028,0.18483804620888,0,0,0,0,0,0,0,0.164431338549325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600852299129739,0.309194686051923,0,0,0,0,0,0
X600928.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.150992208305995,0,0,-0.0260357231055747,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.378675177789961,0,0,0,0,0.0683236658417561,0.0290654583397835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243925117609747,0,0.156825838965488,0,-1.73472347597681e-18,0
X000627.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0927858649399454,0.0106346070266236,0,0,0,0,0,0,0,0,0,0.0931132706594879,0,0,0,0,0,0,0,0,0,0,0,0,0.286933166215065,0,0.00330235471774346,0,0.12506823890772,0,0,0,0,0,0,0,0.217376303430826,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679927731103506,-0.195893943066426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222800816966545,0,0.0265304719957304,-0.0325967479910961,0,0.243886683480204,0,0.54955293677624,0,0,0,0,0,0.51172078435594,0,0,0,0,0,0,0
