,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601166.CH.EQUITY,0,-8.67361737988404e-19,0,0.118851771782501,0,0.230710637072712,0,0,0.275665750420309,0,0,0,0,0.203122392342403,0,0,0,0,0,0,0,0,0,0,0.0467081287406469,0,0,0.187875515470463,0,3.46944695195361e-18,-0.108532466960746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357978524698116,0.0926279422909606
X600000.CH.EQUITY,0,0,0,1.73472347597681e-18,0.277875636001048,0,0.225458287961331,0,0,0,0.0530934247211867,0,0,0.0163693999372953,0,0.0238286514415806,0.0274897049806749,0,0,0,0,0.0966525439717313,0,0,0,0,0,0,0,0,0.102418579428169,0,0.047928421056285,0,-0.1061735142653,0.102673944850092,0,0,0,0,0,0,0.100538797556238,0,0.23196938257914,0,0.0869370913950227,0.0507679947024539
X601319.CH.EQUITY,0.0424411431782908,0,0,0,0,0,0,0,0.432743504927891,0,0,0,0,0,0,0,0,0.10030027883801,0,0,0,0.0667768290912692,0,0,0,0,0,0,0,0,0,0,0,0.0800121046326397,0,0,0,0,0.132291223041901,0.0612632386584848,0.0789696008382126,0.271672712643572,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,-0.12398441697228,-0.282928995563706,0.057688615266064,0,0.561436732772473,0,0,0.180854069835286,0,0,0,0.244602904010311,0,0,0,0,0,0,0.148869271349233,0,0,0,0,0,0,0,-0.145725745326787,0,0,0,0,0,0,0,0,0.0467336973168048,0,0,-0.11762027378266,0,0,0,0,0
X11.HK.EQUITY,0.0382487813201509,0,0,0.0476984668967054,0.140681031362153,0,0,0.382687526083891,0,0,0,0,-0.077603217831335,0,0,0,0.0218539615506853,0,0.213892452940969,0,0,0,0,0,0.0491851521360491,0,0,0,0,0,-0.0695741343832774,0,0,0,-0.123073080588258,0,0,0,0,-0.0719721149324706,0,0,0,0.0133600745398867,0.103863046100021,0,-0.134346741488368,0
X000001.CH.EQUITY,0,0.191022108417784,0,0,0,0.151934352425664,0,0,0,0,0.0336089149248273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934440911597293,0.127422724760236,0,0,0,0,0,-0.0751704458734622,0,0.0174204713311411,0,0,0.162233663375615,0,0,0,0,0,0,0,0.0750220327371525
X267.HK.EQUITY,0,0,0,0,0,0,0.201809691999825,0.002255380118928,0,0.037503270944018,0,0,0,0,0.0767971120509959,0,0,0.244564501815441,0,0,0,0.0171842876734288,0,0,0,0,0,-0.0355060652130621,0,0,0,0,0,0,0,0,0,0,0,0,0.000304888105882874,0.0120274727485041,0.101565515279249,-0.0375089556674373,0,0,0.172564560174198,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.563826257646206,0,0,0,0,0,0.0586218223737677,0,0.144211680878536,0,0,0,0,0,0.00869528270796037,0,0,0,0,-0.418090274398112,0,0,0,-0.0604521638022341,0,0,0,0,0.425857736271126,0,0,0,0.0161964102476247,0.0587790285256367,0,0,0,0,-0.0333187905828313,0,0
X2388.HK.EQUITY,0,0,0,0,0.313657495421362,0,0,0,0,0,0,0,0,0,0.60452374105599,0,-0.155997736871948,0,0,0,0,0,0,0,0,0,0.137048878325585,0,0,0,-0.0107710003927517,0,0,0,-0.00179381073893803,0,0,0.00530419607243891,0,0,0.18927291665303,0,0.243777776350126,0.0987081696297923,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.364315982362574,0,0,0,0.0134444439121556,0,0,0,0,0,0.0380610917764929,0,0,0,0,0,0,0.166428270468239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181978381057227,0,0,0,0,0,0
X600030.CH.EQUITY,0.0734930337434829,0,0,0,0,0.0118072662786838,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.013875663403451,0,0,0.0725689444493768,0,0,0,0,0,0,0.412090385167385,0,0,0,0.0664692967660974,0,0,0,0,0,0.119091244551335,0,0,0,0,0,0.19246584729216,-0.0557049267605772,0.135724253545423,0.0192981494430549,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.319235898398582,0,0,0,-0.0639230574984582,0,0,0,0.391950161278754,0,0,0,0.0349875752731026,0,0,0,0,0,0.0671620836729745,0,0,0,0,0,0,0,-0.472523819052731,0,0,0,0,0,0.349109380514934,0,0,0,0,0,0,0,-0.076805152889126,0,0,0.0115654219633347
X601818.CH.EQUITY,0,0,0,0.152742673930274,0,0.168547210573961,0.0973022446384038,0,0,0,0,0.0295229781100194,0,0,-0.0530709488844018,0.02351267072261,0,0,0,0,0,0.0806283698940918,0,0,-0.0110958201933131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070123620943554,0,0,0,0
X601688.CH.EQUITY,0.103488203848416,0,0,0,0,0,0,0,0,0,0.0907468173713451,0,0,0,0,0,0,0,0,0,0,0,-0.12651402907505,0,0.0785506148320464,0,0.025105725320065,0,0,0,0,0,0.122662456570743,0,-0.0498448672000025,0.100995003098498,0.202748075895073,0,0.486159646091441,0,0,0,0,0,0,0.00298434500146616,0,0
X601066.CH.EQUITY,0,0,-0.162903022120367,0.0264609841081098,0,0,0,-0.045996329062507,-0.0890612102242939,0,0.0269255829177177,-0.0663275949594346,0,0,0,0,0,0,-0.111908319311971,0,0,0,0.0943111177954466,0,0,0,0,0,0,0,0.0323988697513248,0,0.1308588819847,0.586244820237808,0,0,0.0635110093713348,0,0,0,0,0,0.0344059628423888,0,0,0.151418380223889,0,0.115284159353675
X601211.CH.EQUITY,0,0,-0.0560907456777326,0,0,0,0,0,0,0,0,0,0.131277571389634,0,0,-0.0660743664057093,0,0,0,0.0748335913274168,0.384226435254089,0,0,0,0.00244579427170334,0,0,0,-0.00262319429377508,0,0,-0.0305437267036585,0,0,0,0.240101408512999,0.0642161913357826,0,0.111402665348341,0,0.0537496675386811,0,0,0,0,0,0,0
X600837.CH.EQUITY,0.0220836802138875,0,0,0,0,0.0164351516695034,0,0,0,0,0,0,0.0759165750362456,0,0,0,0,0,0,0,0.0723330474315594,0,-0.0374153375540251,0,0.101956206185304,0,0,0,0,0,0,0,0,0.0472569170031982,0,0,0.349110152495433,0.303648171720997,0,0,-0.0428219831511458,0,0,0,-0.00232084567537472,0,0,0
X002142.CH.EQUITY,0,0.0399956584937686,0.266038826382777,0,0,0,0.0368861991202326,0,0.0475622910461305,0,0.0738486518253909,0,0,0,0,0.201384509462433,-0.128960086167497,0,0,0,0,0,0,0,0,0,0,0,0.0968131543614265,0,0,0,0,0,0.107537432188376,0,0,0,0,0,0,0,-0.100428114561488,0.109041311166915,-0.0550558447272984,0.0517874997999653,0,0
X601229.CH.EQUITY,0.494128375274531,0,0,0,0,0,0,-0.0541106856808874,0,0,0,0,0,0.00177470358464521,0,0.342815232609579,0,0,0,0,0,0.0831990393387765,0,0,0,0,0,0.0826192963833577,0,0,0,0,0,0,0.24834322845896,0,0,0,0,0.0151327838486804,0,0,0,0,-0.172201386408547,0.0107010784072115,0,0.0982998495083106
X601336.CH.EQUITY,0,0,0,0,0,0,0.0864062767535656,0,0.0567132274648995,0,0.0779990140817094,0,0,0,0,0,0,0,0.0105255666497119,0,0,0,0,0,0,0.23011493032439,0,0,0,0,0.222488629293757,0.0246600653447314,0,0.271800934307042,0.123852294312603,0,0,0,0,0,0,0,0,0,0,0,0,-0.198364067282554
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.0144568674184256,0,0,0,0,0,0,-0.193492600132197,-0.00394523308348459,0,-0.0783612613959317,0,0,0,0,0,0.396350558368517,0,0,0.0305096311934691,0.031961906135326,0,0,0.00633827317228394,0,0.309689561673097,0,0,0,0,0,0.0927642318988429,0,0.0846586528052074,-0.0390421106587375,0,0,0,0.192891663571212
X600015.CH.EQUITY,0,0,0.00567983240380989,0,0.020151640083394,0.188159610358899,0,0,0,0,0,0,0,0,0,0.0353840012850083,0,0.166245783105479,0,0,0,0,0.136391206631398,0,0,0,0,0,0,0,0,0,0.477411964715649,0,0,0.0295899285860031,0,0,0,0,0,0,0,0.00814375324147712,0,0,0,-0.00503001027999719
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.16768147534404,0,0,0,0,-0.352556988804032,0,0,0,0,0.0342767950522548,0,0,0,0,0,0.183564712514877,0,0,0,0,0,0.0872227162854697,1.00041481766202,0,0,0,0,0,-0.0245357970864986,0,0,0.0602406533118107,0,0,0,-0.274450182006221,0,0.146303897579207,0
X000166.CH.EQUITY,0,0.0140172623907325,0,0,0,0,0,0,0,0,0,0,0.0806920540881593,0.0500725886836966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108220669290065,0,-8.67361737988404e-19,0,0,0,0.162707970737716,0.140010621699636,0.0197320820850911,0.127093438388138,0,-0.00923855739842457,0,0,0,0,0.363675482917824,0,-0.0495368811354421
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.28288690386156,0,0,0,0,0,0,0,-0.220369098682514,0.0557368122149366,0,0,0,0,-0.338387554591294,0,0,0,0,0.364364712435961,0.0966017456841577,0.30165701541695,0.285016678157784,0,0,0,-0.0061590797487998,0,0,-0.213205910647108,0,0,0,0,0,0,0,0,0,0,-0.119302962819698
X600999.CH.EQUITY,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0325412200973739,0,0.0947678623993537,0,0,0,0.155190394476571,0,0,0.242208241669785,0,0,0,0,0.109980290852862,0,0,0,0,0,0.0281033645129678,0.0168466502030605,8.67361737988404e-19,0,0,0,0.116011797193348,0,0,0,0.104445331373128,0,0,0.0443386593479345,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.18651239429264,0,0,0,0,0.187057982097678,-0.213654370876502,0,0,0,0,0,0,0,0.0117328132211785,0,0,0,0,0.129590770698138,0,0.14055319523601,0,0,0,0,0.144760518233911,0,0,0,0,0.0675542366825188,-0.00418793341469171,-2.16840434497101e-19,0.243644551109467,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.16658455211292,0.155784610633668,0,0,0,0,0.0668963234942862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147418441409588,0,0,0,0,0,0.0606655554551486,0,-0.00589821469856869,0,0.280333193074033,0,0
X000776.CH.EQUITY,0,0,-0.0198216898820742,0,0,0.106462231335602,0,0,0.0658169602074251,0,0,0,0.198817252284745,0,0,0,0,0,0,0,0,0,0,0.475230621584891,-0.0465252858925391,0,0.105270751152978,-0.0808909674045852,-0.013135830236184,0,0,0,0,0,0,0.177326893136328,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0.378308026776132,0,0,0,0,0,0,0,0,0,0.118320013183454,0,0,0,0.169488204165584,0,0.0501573578149621,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.244209171632963,0,-0.941853225503562,0,0,0,0,0,0.552653345048667,0,0,0,0,0.386971112960442
X2886.TT.EQUITY,-0.14956170240038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953524927178405,0.0351220464278741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832124511997802,0.0602777356898473
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0299488189658289,0,0,0,0.130085038846777,0,0,0.121097227023286,0.31283829346977,0.0456851651356633,0.010126131094271,0,0.026978108428248,0,0,-0.0377302442590995,0,0,0,0.0326226457839481,0,0.143668817520357,0.026330307994366,0,0.265171035412719,0,0,0,0,0,-0.0575832038242381,0,0,0,0,-0.00712479231910453
X600919.CH.EQUITY,0,0.0826282210114685,0,0,0,0.00344652402519179,0.63207525717318,0,-1.27530512474147,0,0,0,0,0,0,0,0,0,0.289514412737486,0,0,0,0,0,0,0.370333288418314,0,0,0,0,0.0248111485775974,0,0,0,0,0.279073035888133,0,0,0,0,0,0,0,0.131476524748727,0,0,0,0
X601009.CH.EQUITY,0,0.206929303946211,0,0,0,0,0,0.130560163539821,0,0,0,0,0,0,0,0.292917909345953,0,0,0,0,0,0,0.485282259374427,0,0,0,-0.00953121544083918,0.0845076089962163,0,0.00293736650480388,0,0,0,0,0,0,0,0,0,0.158728867618502,0.0292173033753115,0,0,0,-0.286151404270071,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.0152132626861228,0,0.11045421826002,0,-0.10016764266265,0,0.0728825909499156,0,-0.0842911317973484,-0.0499298150242315,0,0,0,-0.175250759726915,0,0.384193363036674,0,0,0,0,0,0,0,-0.0176974266493413,0,0,0.124021022161424,0,0,0.0847730254786805,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0343437186067767
X600958.CH.EQUITY,0,0,0.0743024915388725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956843341684049,0,0.195455775602959,0.0954356418874334,0,0,-0.0295385300644963,0,0,0.266708379231284,0,0,0.189432718370871,0,0,-0.00874008483718582,0.011105258120255,0.131579233622196,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0.015112295872788,0,0,0,0,0,0,0,0.160255747921588,0,0,0,0,0,0.0751117447735203,0,0,0,0,0,0,0,0,-0.0707465037559927,0,0,0,0,0.140871615182061,0.018346586188846,0,0,0,0,0,0,0.783808641950492,-0.00909546259636963,0,0,0,0,0,0.0636808134964478
X5880.TT.EQUITY,0,0,0,0,0,0.0999045270453048,0,0,-0.0549752350944923,0,0.0464147020553732,0,0,0,0,0,0.146341048125819,0,0,0,0,0,-0.104587431642196,-0.000135695786933286,0,0,0,0,0,0,0.284641316325214,0,0,0,0,0,0,-0.034350240870675,0,0,0.349285752330755,0,0,0,0.0482181758194091,0,0,0
