,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X000627.CH.EQUITY,X388.HK.EQUITY
X601398.CH.EQUITY,0,0,0.305065970975734,0.0725795139812786,0,0,0,0,0,0,0,0.358098232569742,0,0,0,0.0874897465644577,0,0,0,0,0,0,0,0,0.183703214200599,0,0,0,0,0,0.102769718693725,0,-0.016105962657204,0,0,0.108995460601017,0,0,0,0,0,0,-0.195960843042352,0,0,0,0,0.13570103424142,0,-0.109500055285342
X601288.CH.EQUITY,0,0,0.267850147021082,0.0935770423764873,0,0,0.3816149356791,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651683688311911,0,0,-0.0318426595777383,0,0.166613880872544,0,0.0398760367676925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927000460639769,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.225518476341245,0.288795500058198,0,0.0682305642963388,0,0.0679539752235327,0,0,0,0,0,0,0.0981060594670373,0,0.128394021550039,0,0,0.0785819433030276,0,-0.0888198220617268,0,0,-0.0073947217816353,0,0,0,0,0,0,0,0,-0.0418609301161337,0,0.153992517601827,0.0500461806416555,0,0,0,0,0,0,-0.0109987738185509,0,0,0,0,-0.00362206746798592,0,0,-0.0908917685482376
X601988.CH.EQUITY,0,0.171125797526163,0.253862484160999,0,0,0,0,0,0,0.29265369136598,0.0682943905990899,0,0,0,0,0,0,0,0,0.109671604857869,0,0,-0.132800436733359,0,0,0,0,0,0,0.175970629360911,0,0,0,0,0,0,0,0,0.0668977292443835,0,0,-0.0451139534071555,0,0,0,0,0,0,0,-0.216203481787683
X5.HK.EQUITY,-0.26805651077155,0,0,0,0,0.524275578843095,0,0.459511348652681,0,0,0,0,0.126080415780795,0.0411072499143684,-0.0954682499024213,0,0,0,0,0.188822473159907,0,0,0,0,-0.0368609908696304,0,0,-2.16840434497101e-19,0.104881617721368,0,0,0,0,0,0,0,0.0438290030466489,0,0,0,0,0,0,0,0,-0.429671006888584,0,-0.0498935067753117,0,0
X601658.CH.Equity,0.041040322807144,0.0947057445629208,0,0,0,0,0.071743642765525,0,0,0,0,0,0,0,0,0,0.346036045544562,0,0,0,0,0,0,0.0420205741701986,0.163450430563101,0,0.0715282224118243,0,0,0,0,-6.93889390390723e-18,0,0.00246851754916778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.296738517132788,0,0,0.0630514272537749,0.241007898723041,0,0,0,0,0,0,0,0,0,0,0,0,0.140007538970192,0,0,0.318996398731512,0,0,0,0,0,-0.0331970018452433,0.0717056688409148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352103537855371,-0.203445491898027
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0261491469491837,0,0,0,0,0,0,0,0.347370582052878,0,0,0,0,0,0,0,0,0.166802998917511,0,0.0113084082384287,0,0,0.0883794522165096,0.249564409289574,0,0,0,0,0.142158666861145,0,0,0,0,0,0,0,0,0,0,0,0.068609913834628,0.101210199465537
X600036.CH.EQUITY,0,0,0,0,-0.0465109747486865,0,0,0,0,0,0,0,0.171109207913774,0.0462635332605186,0,0,0.354505825337171,0,-0.0173656545951992,0.273373797396364,0,0,-0.0493103005313787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144045550149521,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.331312638645572,0,0,0,0,0.435767772820744,-0.0556649779942585,0,0,0,0,0,0,0,0,0,0.0428380183961799,0,0,0,0,0.194215059343666,0,0,0,0,0,0,0,0,0,0,0,0,0.101735513840519,0,0,0,-0.0356312504902715,0,0,-0.016705839199038,0,0
