,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X000069.CH.EQUITY,X2892.TT.EQUITY
X2388.HK.EQUITY,0,0,0,0,0.102731456088499,0,0.13537123311129,0,0,0,0,0.294700581233467,0,0,0,0.0521387776697284,0,0.136106285566495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103153626159211,0.0502809061023514,0,0,0,0.11422027701576,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.704618066610115,0,-0.228718884458914,0,0,-0.0290485394232782,0,0.118784488672568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214031449503406,0,0,0,0,0,0,0,-0.175460386191951,0,0.323391952391747,0,0,-0.0681855004920431,0,-0.0233738841582082,-0.274115755526087,0.195128970139253,0,0.242369579579592,0,0
X601601.CH.EQUITY,0.165155240650506,0,0.141873969215689,-3.46944695195361e-18,0,0,0,0.125447734293146,0,0,0,0,0,0,0,0,0,0.0131756344684677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210273265245813,0,0,0,0,0,0.0515821527171191,0,0,0,0,0.0340986763266748,0.0457581033293736
X388.HK.EQUITY,0,0,0,0,0,0,0.133914357521196,0,0,0,0,0.202499982757306,0.0991249965046808,-0.0426824353495364,0.0791778216445836,0,0.135769589428158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180510411246704,0,0,0,0,0,0,0,0.078089353537107,0,0,0,0,0,0,0,0,0.109736265384762
X601998.CH.EQUITY,0,0,0,0.00428747807301425,0,0.128533734635025,0,0,0,0.295899428138238,0,0,0,0,0,0,0,0,0,0.119657302646893,0,0,0,0,0,0,0,0,0,0,0,0.110041696859003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0367149090817346,0,0.0925119690114585,0,0,0,0,0.234000887862784,0,0,0,0,0,0,0,0,0,0,0,0.0746165617652432,0,0.0910291235812336,0,0,0.100929240599027,0,0,0,0.195271673852224,0,0.052557838343542,0,0,0,0,0,0.133305442306884,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00311388775147964,0,0,0,0.0590662473635417,0,0,0,0,0,0,0,0.129656480921389,0,0.368709984854114,0.0623034495401753,0,0,0,0,0,0.124689394042926,0,0,0.0606474938184608,0,0,0,0,0,0.161478399116385,0,0,0,0,0,-4.33680868994202e-19
X000001.CH.EQUITY,0,0,0.107491473641295,0,0,0.0999000379878614,0,0,0.0602753271488757,0,0,0,0,0,0,0,0.144824950010865,0.0160853008212797,0,0,0,0,0,0,0.18026613003242,0,0,0,0,0,0,0.0543512755946604,0,0.216094190337035,0,0,0,0,0,0,0,0,0,0.00519019513383588,0,0,0,0
X601818.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0,0.198344447185451,0,0.345896118848515,0,0,0,0,0,0,0,-0.013089131391574,0,0.165521779359887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0244540751263066,0.00205924038172422,0,0,0,0.153816161128549,0
X601211.CH.EQUITY,6.93889390390723e-18,0,0,0.0700927082545598,0,0,0,0,0,0,0,-0.000950993920499745,0,0,0,0,0.0423756987696673,0,0,0,0,0,0,0,0,0,0,0,0,0.235884959684695,0,0.0607259325884635,0.161882459528931,0,0,0.364133828350275,0,0.116268079753464,0,-0.0209806166002954,0.0154119724868981,0,0,0,0,0.027071196082815,0,0.0736179342795582
X601336.CH.EQUITY,0,0,0,0,0,0,0.117058928117338,0,0.155244355683407,0,0,0,0,0,0,0,0,0.0402182609240051,0.123404066220167,0,0,0.301765067416398,0,0,0,0,0,0,0,0,0.0636936092071212,0,0,0,0,0,0,0,0,0,0,0.172501950473388,0.140770649257182,0,0,0,0.0998320541314448,0
X601688.CH.EQUITY,0,0,0,0.0321868964072063,0,0,0,0,0,0,0,0.0759987871013863,0,0,0,0,0,0,0,0,0.542603580200714,0,0,0,0.0829160382780689,0,0,0,0,0.0300406999029342,0,0,0.0709499932281616,0,0,0.0985835766489841,0,0,0,0,0,0.045907157126643,0.0245050031659145,0,0,0,0.00041055613880908,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.0364142510145226,0,0,0,-0.065958353733256,0,0,0.388384753080059,0.116142318315303,0.0867878367682635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979606740923273,0,0,0.0839365634419034,0,0,0,-0.252827853402205,-1.73472347597681e-18,-0.0542768855391181,0.220714474798449,0,0,0,-0.0935815923606781,-0.0767768787933957,0.130713557328527
X601169.CH.EQUITY,0,0,0,0.0402860059182743,0,0,0.0905708428304335,0.0654627623514471,0.0266783588367198,0.116400346734054,0,0,0,0,0,0,0,0,0.0703646977100241,0,0,0,0,0,0.0949625993867497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206695518157169,0.0910539265495696,0,0,0.136142689908651,0,0,0
X601229.CH.EQUITY,0.125455362207086,0,0,0,0,0.226121725851184,0,0,0,0.101888909062784,0,0,0.0691242772203422,0,0,0,0,0,0.00355136240395754,0,0,0,0.14424817168187,0.195316830344387,0,0,0,0,0,0,0,0.0413960735345508,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193677883949151,0,0,0,0,0,0,0,0,0,0,0,0.0927258677352392,0,0,0.155511633427247,0.167765594811449,0.0510654260947741,0,8.67361737988404e-19,0,0,0,0,0.133015402020903,0,0.0432534111917259,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.254062025564747,0.0836302665099,1.38777878078145e-17,0,0.0621719241562349,0,0,0.0461970870706731,-0.19344759088987,0.351715467953173,0,0,0,0,0,0,0,0,0,0.0424873744253859,0,0,0,0,0,0,0,0.397494725770297,0,0.0448032933740758,0,0,0.216131546593706,0,0,0,0,0,0,0,0.211074942982514
X600015.CH.EQUITY,0,0.0734654236845022,0,0,0,0.1099392695755,0,0.212580273742431,0,0,0,0,0,0,0.0110021820945658,0,0,0,0.353348101314608,0,0.035643746131746,0,0,0,0,0,0.33890344709509,0,0,0,0,0,0,0,0,0,0,0,-0.0544949992398959,0,0,0,0,0,0,0,0,-0.0923217991085967
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0610932176258674,0,0,0,0,0,0,0,0,0,0,0,0,0.257308876935552,0,0.295119446448175,0,0,0,0,0,0,0,0,0.00209158691114346,0,0.357962310591062,0.0448145809118118,0,0,0,0,0.0741519772943953,0,0.0733544300801392,-0.0923542618437334,0,-0.0078571192315896
X002142.CH.EQUITY,0,0.106732943635621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478754846005212,0,0,0.103778377091043,0,0,0,0,0.055079775811822,0,0,0,0,0,0.238015630454575,0,0,0,-0.0229430647034122,0,0,0,0.412756720439431,0,0,0.00494435430631429,0
X2881.TT.EQUITY,0,0,0,0,0,0,-0.105786414544844,0,0,0,0,0.026807171668774,0,0,0,0.0159185302491155,-0.197300813066379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587495453030589,0,0,0,0,0,0,0,0.0174505718125111,0.00697084004340648,0,0.138570126411174,0,-0.00272647792914783,0,0.220735647795346,0,0.0818249470246079
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00667556674550523,0,0,0.0347151891381486,0,0,0.0141493272108316,0,0,0.358041495349761,0,0,0.306848956206031,0,0,-0.0294476343287428,0,0,0.069641615308339,0,0,6.93889390390723e-18,0,0,0,0.205578582646372,0,0,0,0,0,0,0,0.0644120694414799,-0.046341702237408,0,0
X000776.CH.EQUITY,0,0,0,0,0.00876832381184945,0,0,0,0.0996746149094872,0,0,0,0,0,0,0.115160523987061,0.146044534731668,0,0,0,0.485710585192863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137655506834306,0,0,0,0,0,0,0,0,0,0.224062678857178,0,0,0
X002736.CH.EQUITY,0,0,-0.0660074757400192,0,0,0,0,0,0,0,0,0,0,0.0385691082495564,0,0.0660776489273176,0,0,0,0,0,0,0,0.217651858866634,0,0,0,0,0,0.322375731098785,0,0,0,0,-0.0637716313498964,0,0,0,0,0.0466696019683723,0.0514282619171131,0.056215079392233,0,0.0190436610127367,0.269969503065874,-0.0362096638369903,0,0
X2886.TT.EQUITY,0,0,0,-0.172526265242459,0,0,0,0,0,0,0,0.106810354898334,0.0349699880835291,-0.375732372568119,0,0,0,0.273004015419923,0,0,0,0,0,0,0,0,0,0,0,0,0.0381955311172687,0,0,0,0.244881304883065,0,0,0.0822118564408,0,0,0.183773000727671,-0.190538138918096,0,0,0,0,0,0.216636820137898
X2891.TT.EQUITY,0,0,0,0,0.104232361042958,0,0.0292320390479612,0.0684528226521227,0,0,0,0,0,0,-0.00125308020008433,0.17488464875007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332371701109946,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0.167183833416591,0,0,0.0147667499942861,0,0,-0.0914459715633328,0,0.152586377354414,0,0,0,0.0978203141095546,0.130354194063116,0,0,0,0.114407817386903,0.231026559882144,0,0,0,0,0,0,0,0,0,0,0,0.13695793432404,0,0,0.158940925071571,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.00951640916746211,0,0,0,0,0,0,0.182604507394764,0,0,0,0,0,0.161168491989395,0,0,0.554131645878898,0,0,0,0.0204587662153242,0,0,0,0,-0.0591726394831277,0,0,0,0,0,0,0,0,0,-0.115270819457776,0,0,0.210879044621734,-0.0205555004169874,0,-0.121788445378219,0,-0.061940267355617
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101933927661001,0,0,0,0,0,0,0,0,0,0.029461985235522,0,0,0,0,0,0.177920949482776,0,0,0.277864913713004,0,0,8.67361737988404e-19,0.00613858723674759,0,0,0,0,0.152425431157074,0,0,0.102739933803418,0,0.0988053882382288,-0.0739538498418202
X601009.CH.EQUITY,0,0.111658704896924,0,0,0,0,0,0,0,0,0.39981066155805,-0.0301764314594674,0,0,0,0.201325175658401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178545782554053,0.110443716886904,0,0.113699106408092,0,0,0,0,0,0,0,0,0,0,0.117934112503345,-0.0151519203503058,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0268465612329352,0,0,0,0,0,0,-0.00385190208766841,0,0,0,0,0,0,0.318725395400468,0,0,0,0,0,0.076268968851869,0,0,2.77555756156289e-17,0,0,0.216626495344187,0.117603550871342,0,-0.0681652249784624,0,0,0.0579499178002014,0.207406328008127,0.0719526948402595,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0.0404894885377825,0,0,0,0.00106799814206388,0,0,0,0,0,0.162354057506976,0,0.0192792061338587,0.146617257563216,0,0,0,0,0,0,0,0,0.0908593445495554,0,0,0,0,0,0,0,0.213651625183106,0,0,0,0,0,0,0,-0.0393948163663711,0,0,0,0,0.481692477615352
X000069.CH.EQUITY,0,0,0,0,0,0.320048208452458,0,0.117181564963151,0,0,0,-0.162200219459504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319151419968757,0,0,0,0,0.287420133384633,0,0,0,0.227426039755167,0,0,0,0,0.024995615821417
X2892.TT.EQUITY,0,0,0,0,0,0,0.18365437837496,0,-3.46944695195361e-18,0,0,0.0455772229629951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114088081722563,0,0,0,0,0,0,0,0,0,0.286250248642688,0,0.199418942953901,0.0723172566721927,0
