,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.527757685630284,0.246593100874758,0,0,0,0,0,0,0,0,0.0320988283532216,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.007608908637484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824658318492877,0.0926658348178716,0,0,0,0.13710320070243,0
X601318.CH.EQUITY,0,0,0.0621612482924861,0,0.191102803962792,-0.0527136877773151,0,0,0.0710301028050002,0,0,0,0,0,0.327671095003723,0.0192549966334952,0,0,0.0364424399955053,0,0,0,0,0,0.0206976739724451,0,0,0.125063140943768,0,0.0399133327829675,0,0,0,0,0,0,0,0,0.0316297071731246,0,0,0.16300180334636,0,0.00826340731396492,-0.0122982621292157,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.346968187021407,0,0,0,0,0,0,0,0,0.493028499744985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662835169091082,0,0,0
X601288.CH.EQUITY,0.352037370293039,0,0,0,0.530327254996319,0,0.053829445465512,0,0,0,0,0,0,0,0,-0.0171342309042245,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.00699671449444309,0,0,0,0,0,0,0,0.0705020874597972,-0.0403231545744566,0.0271324049659409,0,0,0,0,0,0,0,0.0152530515169954,0
X601988.CH.EQUITY,0.067018402157983,0.14476749267024,0,0,0,0,0,0,0,0,0.00140569967444802,0,0,0,0.0553434699124793,0,0,0.10877256782159,0,0.13115021929953,0,0,0,0,0,0.210225551935445,0.0169430269555617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229762398804639,0,0,0,0,0
X5.HK.EQUITY,0.482860668860545,0,0,0,0,0,-0.381530978183038,0,0,0,0,0,0,0.362535214267731,0,0,0,0,0,0,0.606901568652654,0,0,0,0,0.0874949120410663,0,-0.139190020343847,0,0,0,0,0.777375567463184,0,0,0,0,0,0,0,-0.487986151153932,0,0,0.22962258863306,0,0.0235689951094918,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.0299087776410978,0,0,0,0.168533408248549,0,-8.67361737988404e-19,0,0.123806909852173,0,0,0.165069169234407,0,0,0,0,0,0,0,0.0425372724517033,0,0.13295782758194,0.155652360006956,0,0.0792798542376637,0,0,0,0,0,0,0,0,0,0,0.0538417920320944,0,0.104741243859067,-0.0919162078044402,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.218133430010166,0,0,0,-0.0177162080192615,0,0,6.93889390390723e-18,0.215036725007107,0,0,0,0,0.0484594965132423,0,0,0,-0.0666198052927688,0.53164336619536,0,0,0,0,0,0,0,0,0,-0.0501273146402234,0,0,0,0,0,0,0,0,0.0935965403493432,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.394109584116001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316944503460623,0,0,0,0,0.0476431289724482,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376888755305372
X601658.CH.Equity,0,0,0,0,0.294668542914184,0,-0.134453949385734,0,0,0,0,0,0,-0.0964878101164768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753884105891833,0,0,0,0,0,0,0,0,0,0.0360482267370747,0,0,0.306591761702465,0,0,0,0,-0.581276575821578,0.734330733792256
X601328.CH.EQUITY,0,0.0452646112324074,0,0.0201520515572509,0,0,0,0,0,0,0,0,0.330510352761545,0,0,0,0,0,0,0.290220531474002,0.0242393854865486,0.0282609716751972,0,0.0784436811365891,0,0,0,0,0,0,0,0,0,0,0,0.11619923442622,0,0,0,0,0,0.0227190595742603,0,0,0.0300410888520717,0,0,0,0,0.0191869469189698
X601166.CH.EQUITY,0,0,0,0.0403674752983101,0,0,0.192592969749884,0,0,0,8.67361737988404e-19,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.313492491176759,0,0,0.0201914733923051,0,0,0,0,0,0,0,0,0,0,0,0,0.0242022545539161,0,0,0,0,0,0.0969459606630007,0,0,0.34057380849896
