,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601236.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.26144885647502,0,0,0,0,0.127774820328204,0,0,0,0,0.516809627938983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191030879158417,0,0,0,0,0,0,-0.0603837487369919,0.155636677576049,0,0,0,0,0.0107467377841899,0
X601939.CH.EQUITY,0.0390222720620807,0,0,0.0514432297471108,0,0,0,0,0,0,0,0,0.197686923503418,0.399175944387672,0,0,0,0,0,0,0,0,0,0,0,0,0.0672311103729545,0,0,0,0,0,0,0,0,0,0.0712515978387314,0,0,0,0,0,0,0.155439216435494,0,0,-4.33680868994202e-19,0,0,0
X601318.CH.EQUITY,0,0.076008885534018,0,0,0,0,0,0,0,0,0,0,0.0909708903254308,0.143808063076013,0,0,0,0,0.0286349242033227,0,0,0,0.0136569303412634,0,0,0,0,0,0,0,0.439926389646198,0,0.0332203804103166,0,0,0,0,0,0,0.0788625518098696,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.375293958521861,0,0,0,0.40297877223532,0,0,0,0,0,0.0639834191177482,0,0,0.0037896824492487,0.0714092836517711,0,0,0,0,0,0,0,0,0,0.03629010635074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232153761149052,0,0,0,0,0.000277148301247355,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.258685693579085,0,0,0,0,0,0,0.0436281699308352,0,0.0527625873891393,0,0,0,0,0.0807948415879896,0,0,0,0,0,0,0,0.0821374467774658,0,0.0596912079759999,0,0,0.0870060652526981,0,0,0,0,0.108473526940306,0,0,0,0,0,0,0,0.181146667713764,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.332317204133373,0,0,0,0,0.177981688979179,0,0,0,0,0,0,0,0.445753963084495,-0.0745542947569753,0,0.161881060773377,0,0,0,0,-0.0479400674375252,0,0.40845681110307,0,0,0,0,0,0,0,-0.399484782247334,0,0,0,0.0925842125018745,0.332973551443994,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0752138706270361,0,0,0,0.196653524678239,0,0.0663952304198911,0,0,0,0.0155998205659933,0,0,0,0,0,0.0134787373560553,0,0.0992210407418241,0,0,0,0,0,0,0,0,0,0,0,0.0622520942776393,0,0.151999504141212,0,0,0,0,0,0,0.171213504788326,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.172065240281928,0,0,0,-0.0137002995338963,0,0,0,0,0,0,0,0,0,0.0315065851880728,0,0,0,0.487113263052903,0,0,0,0,0,0,0,0,0,-0.270096918438174,0,0,0,0,0,0.387426572548158,0,0,0.128192316759401,0,0,0.11977318417559,0,0,0,0
X601628.CH.EQUITY,0.0348143171056164,0,0,0.096276741452243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332212901032553,0,0,0,0,0,0,0,0,0,0,0,0,0.161459557446515,0,0.064709905771693,0,0,0,0,0,0,0,0.0438231547780368,0,0,0,0,0,0,0.0906695060779556,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0239546399814537,0,0,0,0,0,0,0,-0.315079233746896,0,0,-0.0284227834953973,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.174748524156623,-0.121499956897534,0,0,0,0.95316965817625,0,0,0,0,0,-0.108071159600988,0.737099513948579,0,0,0,0,0.265155051545177,0
