,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.230203816408545,0,0,0,0,0.408121224545738,-0.27967643640149,-0.105209312593295,0,0,-0.215986183870731,0,0,0,0,0.857933613598151,0,0,-0.0372778443127566,0,0.0678916254446519,0,0,0,0,0,0,0,-0.0444699420741971,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.138359206325264,0.218034856331111,0.0303603178290835,0,0,0,0.0940776020044343,0,0,0.0538882990246321,0,0,0,0,0,0,0,0.142892790453207,0,0,0.215287150194415,0.123389617326843,0,0.0182362781120057,0.00515861661680864,0,0,0,0.0401895517026867,0,0,-0.0378324301282579,0,0,0,0.140490610084653,0,0,0,0,0
X601939.CH.EQUITY,0.392867913722398,-0.0650392093046637,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0128957413000069,0,0,0,0,0,0,-0.35754841016208,0,0.266936846227032,0.538006885205131,0,0,0,0,0,0.196678282620763,0,0,0,0.0305513708608257,-0.208931188119974,0,0.226624408510085,-0.0160343079868798,0.0489941904148123,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0238121050681704,0,0.0509968437561177,0.663888645986537,0,0,0,-0.461006279893366,0,0,-0.21560645950165,0,0,0,0,0.0169317362565171,-0.427656185322488,0,0,0,0,0,0,0,0,0,0,0,0.56150359360879,0,0,0,0,0,0,-0.00771494670785646,0,0,0,-0.283717472775918,0
X5.HK.EQUITY,0,0,0,0,0,0.170014371224149,0,0.153766267267594,0,0,0,-8.67361737988404e-19,0,0,0,0,0.115559158995602,0,0.226228825807129,0,0,0.0568488068918999,0,0,0,0,0,0.0956878128521368,0,0,0,0,0,0,0,0,0.159654530834087,0,0,0,0.179185937336611,0,0,0,0,0,0,6.93889390390723e-18
X601988.CH.EQUITY,-0.211259476987969,0,0,0,0.396796422217743,0,0,0,0,0,0,0,0,0,0,0,0,-0.114598201788772,0,0,0,0.31089459635162,-0.15194844672045,0,0,0.00905071954157458,0,0,0,0,0,0,0,0,0.0690686567685106,0,0,0,-0.018500710203777,6.93889390390723e-18,0,0,-0.145727198605976,0,0,0,0.311381282802727,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.325558562886177,0,0.176297485484327,0.121255741563597,0.200241488048779,0.182049289084934,0,0,0,0,0,0,0,0.122325941310617,0,0,0,0,0,0.00740789775307631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340268611125727,0,0,0,0,0.000767639186292246
X1299.HK.EQUITY,0,0,0,-0.0158173692424291,0.370287379407505,0,0,0,0,0.023248615481104,0,0,0,0.11156329238155,0.116149942016286,8.67361737988404e-19,0.260166067294202,0,0,0,0,0,0,0,0,0,0,-0.0691512871418625,0,0,0,0,0,-0.0544849932826953,0.0898907487963923,0,-0.0422128515735136,0,0,0,-0.043021283632622,0,0,0,0,0,0,-0.163529251105779
X601628.CH.EQUITY,0,0.0733985774682071,0,0.0694142022813465,0,0,0,0,0,0,0,0,0.0791597721450405,0.182761081644436,0,0,0,0,0,0,0,0.160146477135193,0,0,0.0427380254885722,0.176482852484577,0,0,0,0,0.21797202847943,0,0,0.168032022675722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0236181420874284,0,0,0,0.406027896814667,0,0,0,0,0,0.200445867481117,0,0,0,0,0.241068033596095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162805350996575,0,0,0,0,0,0,-0.144085119689208,0,0,-0.255949591795385,0,0,0.204138208821373,6.93889390390723e-18,0,0
