,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X2884.TT.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY
X601658.CH.Equity,0,0,0,0.230935636084973,0,0,0,0,0,0,0,0,0,0,0,0,0.12427749403161,0.200450635239231,0.00377829917152956,0,0,0,0,0,0,0.0739109794676003,0,0,0,0,0,0.11829064400945,0,0,-0.0303890695390855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.088010128177245,0,0,0,0,0.0680087116613881,0,0,0.208570003829649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445726290883608,0,0,0,0,0,0,0.0459042474038429,0,0.0703862082035355,0,0,0,0,0,0,0,0,0,0,0,0.0656381108200832,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.462541262652547,0,0,0,0,0,0,0,0,0,0.198275947172662,0,0,0,0.0076056206492707,0,0.0837668944638889,0.0583025149445781,0.0497813856771103,0,0,0,0.0320140797436579,0,0,0.0672702341515452,0,0,0,0,0,0,0,0,0,0,0,0.0386890826427097,0
X601166.CH.EQUITY,0,0,0,0,0,0.193673721491208,0.126569326869645,0,0,0,0.0519052583470628,0,0,0,0,0.0217559503764736,0,0,0,0.0699449601380484,0,0,0,0,0,0.0141545157271601,0,0,0.00966374370711411,0,0,0,0,0,0,0,0,0,0,0.503613010783963,0.0469643181285801,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0532218594935135,0,0.0941412342384947,0.0182500153044405,0,0,0,0,0,0,0,0,0.0409316654852041,0,0,0,0.390032462817451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229430461964632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.132972156641641,0,0,0,0,0,0,0,0,0.0254755110856628,0,0,0,0,0,0.445733019391493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197793755171718,0,0,0.0386093134763568,0.35647367056329,-0.0246217419286569,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.248059819670178,0,0.0176763533117918,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0267331028457721,0,0,0.0125327275380678,0,0,0.134926338006288,0,0.0238398688471844,0,0,-0.0422137069024408,0,0,0,0.00989507686511277,0,0,0,0,0.274822568249871,0,0,0,0,0.325721592767592,0,0,0,0,0,0,0,0,-0.173369678206052,0,0,0
X000001.CH.EQUITY,0,0.181025309927153,0,0,0,0,0,0,0,0,0,0,0,0.155540846483164,0,0.164567738842907,0,0,0.0875728751453629,0,0,0,0,0.065050823663965,0.143561638536844,0,0,0,0,0,0,0.0410637399040895,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0818676878073163,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.244595703324086,3.46944695195361e-18,0,0.0543266952577832,0.123002030020733,0,0,0,0,0,0,0,0,0,0,0.247162118372387,0.0766146957186763,0,0,0,0,0,0.00878962965292374,0,0,0,0,0,0,0,0.0410857649081924,0,0.203867640507995,-0.107914342948953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,-0.114555206819982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244995069627142,0,0,0,0,0,0,0,0,-0.248895993108347,0,0,0,0,-0.0640331491921282,0,0.0907877596628456,0,0,0,0.706637936172062,0,0,-0.0601509983981586,0,0
X601998.CH.EQUITY,0.254954994334122,0,0,0,0,-0.101669273918417,0,0,0,0,0,0,0,0,0,0.0224234150380597,0.0916865489300876,0,0,-0.0598561509816948,0,0,0,0.047562963153616,-0.0301166925902593,0,0,0,0,0,0,0,0,0,0,0,0,0.180018713046691,0,0.56502174894476,0,0,0.0364154412149752,-0.04509424178217,-0.0122599130571292,-6.93889390390723e-18,0,0.0302482300856939,0,0.0854926731591796
X300059.CH.EQUITY,0,0,0,0.0300743291883212,0,0,0,0,0,0.251291866154557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764667661037177,0,-0.00847525254233825,0,0,0.141531052168788,0,0,0,0,0.0475067889857611,0,0,0.298213780788323,0.0247175810703107,0,0,0,0,0,0,0,0.15017490320323,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.213093259323566,0,0,0.412824684264287,0,0,0,-0.07366343572458,0,0,0,0,0,0,0,0.0457377961646457,0,0,0,0.47363652373883,0,0.155252907630172,0,0,0,0,0,0,0.159551720892207,0,0,0,0,0,0,0,0,0,0,-0.0556317244969155,-0.0927904718182374,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.155690036194018,0.300591901804074,-0.161078449227157,0,0,0.0772423610439927,0,0,-0.153744144040949,0,0,0,0,0,0,0.291523331102827,0,0.0852189895929533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942401756311483,0,0,0,0,0,-0.0076770020250705,0,0.126014400554474,0,0,0
X002142.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0.439099347371395,0,0,0,0.125327296399972,0,0,0,0,0,0,0,0.128749162637845,0,0.214826361578719,0,0,0,0.0340234252313575,0,-0.137511416589376,0,0,0,0.0732940090666874,0,0,-0.298783671476328,0,0.0333799721497287,0,0,0,0.13032381089356,0,0,0,0,0.257523725993737,0,0,0,0,0,0.103053828176737
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0105128719428338,0.133250827111296,0.22632975187354,0,0,0.0549000477207612,0,0,0,0,0,0,0,0,0,0.0777078284442625,0,0.192738410006204,0,0.131748305622482,0,0,0,0,0,0,0,0.0242323722725273,0,0,0,0.158371631087972,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,8.67361737988404e-19,0.131326658337902,0,0,0.0410973933980357,0,0,0,0,0,0,0,0,0.0783087852970024,0,0,0,0,0,0,0,0,0,0.0551129069390353,0,0,0,0,0,0,0.0421039695890618,0,0.0240947384490618,0,0,0,0,0,0.0694614521896535,0,0,0,0,0.177484187776339,0,0,0,0
X601688.CH.EQUITY,0.00457711866115863,0,0,0,0.0501898948053079,0,0,0,0.00675071563764505,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248596088367119,0.486898000598218,0.0442133044377519,0,0,0.0600650523964877,0,0,0.209840826293786,0,0,0,0,0,0,0,-0.0575313193245111,2.71050543121376e-20,0,0,0
X600999.CH.EQUITY,0,-0.0162170199677885,0,0,-0.0668404246360619,0,0,0,-0.134266591443134,0,0,0,0.0514097069494616,0,0,0,0,0,-0.210736167501482,0.0299479025497516,0,0,0,0,0,0.0768015670180149,0,0,0,0,0,0,0,-0.0229464046113368,-0.0497868047614649,0.333842564972149,0,0,0,0,0.086301402729946,0,0,0.192836723816796,0,0,0,0.551636902070749,0,0
X600837.CH.EQUITY,0,0,0,0,0.0090878963440886,0,0,0,0,0,0,0.141390957000421,0.0500008917136659,0,0,0,0,0,0,0,0,0,0.00607798704980903,0.13867969735198,0,0,0,0.454938308466356,0,0,0,0,0,0,0,0,0,0,0,0,0.16838757151587,0,0,0,0,0,0.0439691838781573,0.00268873147022723,0.036803959845799,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0594358820418396,0.0270683237737526,0,0,0,0,0,0,0,0,0.130924495006338,0,0.105032110347352,0,0.0109289641379626,0,0,0,0,0,0,0.454394664741352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181995022587206,0,0,0.0617326774327594,0,0,0
X601336.CH.EQUITY,0,0.067145896638183,0,0,0.0700360021703921,0,0,0,0,0,0,0,0,0,0,0,0,0.00429417887488547,0.187835698309293,0,0,0,0,0,0,0.0460232173037979,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.20779669184232,0,0,0,0,0,0.110474489183241,0,0,0.0723082920206741,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058146361673538,0,0,0,0,0.156767724255232,0,0.147326630236674,0.198544824520768,0.0745642439447985,0,0,0.0498585087779868,0,0,0,0,0,0.083415369701084,0,0,0.0127219261100811,0,0.0764495191755484,0,0,0.0900468008889358,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.116312445930002,0.240764433967259,0,0,0,0.314249305822048,0,0,0,0,0.194366252538054,0.143758678292196,0,0,0,0,0,-0.0844416677466708,0,-0.127503832975125,0,0,0,0,-0.0504049949419084,0,0,0,-0.253225320194784,0,-0.119284443626174,0,0,0,0.72604237684901,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.00414423992904247,0,0,0,0,0,0,0,0,0,0,-0.0419566535784273,0,-0.0266386975044528,0,-0.161609079910615,0,0.0593699800445862,0.157695515647964,0,0,0.184978215194398,0.0200804741868052,0,0.0107739064517481,0,0,0,0,0.0975316191367911,0,0,0,0,0.0141417166980977,0,0,0,-0.0612987038526149,0.275773776171842,0
X601229.CH.EQUITY,0.614217735399948,0,0.424335786012217,0,0,0,0,0,0,0,0,0,0,0,0,0.119663421506362,0,0,0,0,0,0,0,0,0,-0.14357392014172,0,0.0155760004512644,0,0,0,0.0307250641918556,0,0,0.10674297260115,0,0,0,0,0,0,0,0,0.0992901709683548,0,-0.571661037475441,0,-0.0583192587906965,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0.0116312171939789,0,0,0,0,0.188738246580368,0,0,0.164466168527949,0.0524617791333459,0,0,0,0,0,0.0496508017368167,0,0,0,0,0,0.0885709953212663,0,0,0.277628752214547,0,0,0,-0.0346329096680873,0,0,0,0,0.0608156303509032,0.0330098971373872,0,0,0.0203246433738776,0,0,0.140670415936314,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.0189154792658539,0,0,0,0,0,0,0,0,0,0,0.451902172731429,0,0,0.174649356760971,0,0,0,0,-0.050453580549432,0,0,0.185277548991037,0.0266588334979736,0.065519911742316,0.0816566135103247,0,0,0,0,0.136774785098043,0,0,0,0,0,0,0,0,0.00699914138457244,0,0,0,0,0.00228542169189618
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979193061744269,0.0478192335484091,-0.082119524979696,0.113269339028167,0.342071760302366,0,0,0,0,0,0,0.13798034225861,-0.267852326774718,0.141100894476338,0.11174520384498,0,0,0,0,0,-0.0848113570746337,0.399019514308299,0,0,0.201932042386644,0,0,0,0,0.132233470130931
X601169.CH.EQUITY,0,0,0,0,0,0,0.834219287527585,0.00478555033604133,0,0,0,0,0,0,0,0,0,0,0,0,0.0297439362279906,0.00297563244520551,0,0,-0.0368869535025184,0.0237128086124088,0,0.020222981410128,-0.104580814330258,0,0,0,0,0,0,0,0.00350427607782804,0.13421714548926,-0.0680411415047131,0,0,0,0,0,-0.0507128710086302,0,0,0.0392109809566588,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0.0664039583475215,0,-0.0258110586675352,0,0,0,0,0.00112918902276511,0,0,0,0,0,0,0.08904331605664,0,0,0,0,0,0,0.230934793980751,0,0,0,0,0.475776568029797,0,-0.00999234846211315,0,0,0,0,0,0,0.0511907677397852,0,0.0244470628220679,0,0.042854158648386,0,0,0,0
X2881.TT.EQUITY,0.136204021147723,0,0,0,0,0,0,0,0,0.110757037096501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735000445587674,0,0,0,0,-0.058081460039754,0,0.724937805108677,0.0153395631188968,0,0,0,0,0,0,0,0,0,0,0,0.160263516457843,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-0.0535175068999462,0,0,0.0490125100519016,0,0,0,-0.137661673173588,0,0.050367028515689,0,0.0396433061690656,0,0,0,0,0,0,0,0,0,-0.0184951017236715,0,0,0,0,0,0,0,0.0408311025843473,0,0,0.101483842812675,0,0,0,0,0,0,0,0,0,0,0.102816188562495,0.673712439297534
X601788.CH.EQUITY,0,-0.187232892044246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119820706597593,-0.05659200852181,0,0,0,0,0,0,0,0,0.109634618196016,0,0,0.724786850733492,0.176598780309743,0,0,-6.93889390390723e-18,0,0,0,0,0.0974233563916677,-0.0328007510570081,0.0946204403237215,0
X2891.TT.EQUITY,0,0,0,-0.153520200519035,0,0,0,0,0,0,-0.177733397301178,0,0,0,-0.048623304229455,0,0,0,0,0.558463736013801,-0.334514017479251,-0.0814411967225634,0,0.29168806369071,0.216866685144167,0.173883649833291,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.668827588170412,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,1.38777878078145e-17
X601916.CH.Equity,0,0,0,0.649681514306918,0,0,0,0,-0.146042159784924,0,0.160260544996056,0,0,0,0,0,0.0489177228732258,0,0,0,0,0,0,0,0,-0.09044257201985,0,0,0,0,0,0,0.0562873766758732,0,0.038025044544401,0,0.183202623153426,0,0,0,0,0,0,0,0,0,0,0,0,0
X601696.CH.Equity,0,0,0,0,0,0,0.00337567300380879,-0.0119973180891823,0,-0.0320350995770625,0,0,0,0,0,0,0,0,0,0,0.0169922067260787,0.127837288604591,0,0,0,0,0,0,0.0730941206645367,0,0,0,0,-0.0131960352747242,0.200405053623189,0,0,0.242147340904272,0,0.179121560856772,-6.93889390390723e-18,0,0,0,0,0,0,0.0825581510307111,0.0396807072982171,0
X2884.TT.EQUITY,0,0,0,0,0,0,-0.0237558362994868,0.0752871704731066,0,0,0,0,-0.0332328229550988,0,0,0,-0.0398680196671729,0,-0.0379551911025834,0,0,0,0,-0.0522599957891671,0,0.500685771506747,0,0,1.03792969033708,0,-0.244881646133671,0,-0.146587252678591,0,0,0,0,0,0,0,0,0,0,-0.291470512646115,0,0,0.0352524084399476,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373976212183288,0,0,0,0,0.042238144970943,0.121601735083141,0.0412974821992984,0.0653951660839613,0,0.0550792648248818,0,0,0.391112585438488,0,0,0,0,0,0.161717857020208,0,0,0.157097832722505,0,0,0
X601009.CH.EQUITY,0,0.108572545162864,0,0,0,0,0,0.0621574590595583,0,-0.146915879290549,0.0316290678663772,0,0,0,0,0,0,0.0206274263264396,0,0,0,0,0,0,0,-0.11503643580599,0,0,0,0,0,0,-0.026809737333654,0,0,0.00625245908975587,0,0,0.0162243736007945,0,0,0,0.889533381902219,-0.0172844422024311,0,0,0,0,0,0
