,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.185160831279308,0.371725989016717,0.207268389464018,1.73472347597681e-18,0,0,0,0,0,0.00569447578805497,0,0,0,0,0,0,0,0,0,0,0,0,0.0254092210819432,0,0.0357267154526362,0,0,0,0,0,0,0,0,-0.0559654020129693,0,0.135587219645264,0,0,0,0,0,0,0,0,0,0,0,0.0627429131927015,0
X601939.CH.EQUITY,0,0,0,0.154819295580476,0,0,0.0535362336215791,0,0,0.0523046765294259,0,0,0,0.240150371269646,0.115028618713368,0,0,0,0,0,0.1528106834961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.374953755147435,0.24855935795513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919977509924105,0,0.0582462842054804,0,0,0.109393345720519,0,0,0,0,0,0.0658054963104294,0,0,0.0593094195272996,0,0,0,0,0.00925145201703957,0,0,0,0,0,0,0,0,0,0.0573433734922318
X601988.CH.EQUITY,0.125099086813182,0,0.404442578748953,0,0.0745417224145684,0.10303501071142,0.0470227499616358,0,0,0.139324535630986,0,0,0,0,0,0,0,0,0,0,0.214290033674567,0,0,0,0,0,0,0.0776888808105846,0.132339163887413,0,0,0,0,-0.170850772264827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0694325550908292,0,0.377151631287202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132060440105877,-0.00178804930074794,0.541309156496674,0,0,0,-0.150315438143818,0.330939456937664,0,-0.141754012507091,0,0,0,0.193971894455355,-0.0195937133862729,0,0,0.0975778290844805,0,0,0,0,0
X601658.CH.Equity,0,0,0.0996554297812322,0.0874487142199274,0,0,0,0.0101837878950897,0.247856860901076,0,0,0,0,0.0741520476943231,0,0,0,0,0,0,0,0,0,0.206336163621759,0,0,0,0.10884606278115,0,0,0,0,0,0,0,0.0494138237008648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.100757170095309,0,0,0,0,0,0,0,0.127520911171528,0.140621662134371,0,0.340650364116588,0,0,0,0.0200533883893232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0628264461757029,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000491543992579159,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.147083301449371,0.0284307064066242,0.0165978993013561,0,0,0,0,0.00756219758745425,0,0,0,0.592869374232956,0,0,0,0,0,0,0,0,0.0101190705656341,0,0,0,0.0346972533417648,0,0,0,0,0,0,0.0114609338022553,0,0,0
X600036.CH.EQUITY,0,0.0645701944509142,0,0,0,0,0,0.314053625084078,0,0.0942213643562349,0,0,0,0,0,0.0617038337880586,0,0,0,0,0.159260649377786,0,0,0,0,0,0,0,0,0,0,0,0.299502802659135,0,0,0,0,0,0,0,0,0,0,0.258571934819906,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0359715632615987,0,0.18373445752569,0.165468549603084,0.0181733756573461,0,0,0,0.129712414170988,0,0,0,0,0,0,0,0,0,0,0.411348277567557,0,0,0,0,0,0,0,0,0,-0.099144665934592,0,0.0819835715483498,0,0,0,0,0,0,0,0,0,-0.214981624289128
X267.HK.EQUITY,0,0,0,0,0.164960592188892,0,0,0,0,0.214670269381215,0,0,0,0.0053959648360912,0,0,0,0,0,0.112444632841267,0,1.73472347597681e-18,0,0.0456208023317064,0,0,0.0649056068505893,0,0,0,0,0,0,0.381077011411926,0,0.171552091539475,0,-0.111982584367046,0,-0.140163116047762,-0.136052871129191,0,0,0,0,-0.113754280853518,0,-0.0690714396338624,0,0
X600000.CH.EQUITY,0,0,0,0.0696279994510878,0,0,0,0,0,0.138699354456037,0.0703654448561668,0,0,0,0,0,0,0,0,0,0,0.0572600638405156,0,0,0,0,0.0468515793703061,0,0,0,0,0.154303484857229,0,0.181991102182109,0.0341707090650871,0,0,0,0,0,0,0,0.0211988579381506,0,0,0,0.313237264523056,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.374839582202877,0,0,0,0,0,0,0,0,0,0,0,0,-0.348945146284022,0,0,0.193033491854427,0,0,0,0,-0.100415965568565,0,0,0,0,-0.272151057411716,0,0,0.257847221486345,0,0,0,0,0.169778745858809,0,0,0,0,0,0.0692457506317568,0,0,0
X600016.CH.EQUITY,0,0.124658311845878,0,0,0,0.312178880687184,0.0240913219719436,0,0,0,0.275991715953851,0,0,0,0.184979097565687,0,0,0,0,-0.366084797067535,0,0,0,0,0.260873885897852,0,0.0729435457534663,0,0,0,-0.0921015292587525,0,0,0,0,0,0,0,0,0,0,-0.141016380103104,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.417850436067239,0,0,0,0.0149099298938438,0,0,0,0,0,0.134537059217256,0,0.206668072903915,0.14518744593933,0.165611748530273,0,0,0,0,0,0,0.221817895500752,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.1747207557171,-0.054374493499608,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.100786816347582,0,0,0,0,0,0,0.163901993387321,0,0,0,0,0,0,0,0,0,0.0684276823565902,0,0,0,0,0,0,0,0,0.21461976213459,0.110619572270196,0,0,0,0,0,0,0,0,0,0,0,0,0.130778579958867,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.45916721145458,0,0,0,0,0.0602729443333764,0,0,0,0,0,0,0.0261661795427678,0.107022658905039,0,0,0,0,0,0,0,0,0,0,0,0,0.146084776060454,0,0,0,0,0,0.13495765480622,0.103046426932919,0,0,0,0,0,0,-3.46944695195361e-18
X600015.CH.EQUITY,0,0,0,0.150564300512374,0,0,0.0534056204223613,0,0,0,0,0,0.105202840009453,0.0552440110393932,0.26680394527543,0,0,0,0,0,1.73472347597681e-18,0.0125641934577808,0,0,0,0,0,0,0,0,0,0,0,0,0.0492859245748471,0.125282684395973,0,0,0,0,0,0,0.204552147612642,0,0,0,0.0111386372978034,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0135556950604673,0,-1.73472347597681e-18,0,0,0.0724743546236508,0.22189377883339,0.065641163154215,0,0,0,0,0,0,0,0.205548514431057,0,0.0489941557714455,0,0,0,0,0,0,0,0,0,0.234450368120396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.245660201667308,0,0,0.197232897438744,0.11252332112652,2.77555756156289e-17,0,0,0.234840253181971,-0.0366943452170988,0,0,0,0,0,0,0,0,0,0,0,0.128591711506127,0,0,0,0,0,0,0.177525362965805,-0.129332763451941,0,0,0.239509190214303,0,0,-0.358156429176482,-0.0165104218737918,0,0,0,0,0,0,0,-0.0495068524436589,-0.365164021634121,0,0,0
X600919.CH.EQUITY,0,0,0,0.0315560369507674,0,0.337610447223581,0,0,0,0,0,0,0,0,0,0,0,0.398146490857356,0,0,0,0,0,0.0250890696543916,0,0,0,0.128117945404731,0,0,0.11431501455232,0.0983164796865304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.160065545365619,0.408524708400936,0,0,0,0,0.048381502887722,0,0.0649272393443806,0,0,0,0,0,0,0,0.262642971138232,0,-0.0829145138204088,0,0,0,0.141851899061487,0,0,0,0,0,0,-0.124681337006105,0,0,0.0750998769098914,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.066665639258064,0,0,0,0,0,0,0,0,0.0691628323434436,0,0,0.0809435026248089,0,0,0,0.311218461411774,0,0.0895284720502051,0,0,0,0.00867217602370107,0,0,0,0,0,0,0,0,0,0,0.00194103143741672,0,0,0,0,0.300424719017667,0,0,0.0869620794876455,-4.33680868994202e-19
