,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X5880.TT.EQUITY,X601336.CH.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0998241542063306,0,0,0,0,0,-0.230187791420412,0,-0.11268374814591,0.050446987618164,-0.0305544837931903,0,-0.437590830692975,-0.0925510427605017,0,0.237851678298032,0,0,0.876206757288529,0,0,0,0,0,0,0,0.0150393599072639,0,0.280722880257365,0,0,0,0,0,0,0,0,0,-0.0186178634113917,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,-0.0752041630333514,0,0,0,0,0,0,0,0,0.00179098551151947,0.185481503687167,0,0.0654468977749135,0,0,0.0413699612475767,0,0,0.0333463517849305,0,0,-0.091531697953056,0,0,0,0,0,0,0,0,0,-0.161560103122034,0,0,0,-0.304287278153882,0,3.46944695195361e-18,0.115149314306182,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0940290121185697,0,0,0,0.0311569690752879,0,0,0,0,0,0,0,0,0,0,0,0,0.0284010031787766,0,0,0,0.170277337951451,0,0,0.2263476495324,0,0,0,0,0,0,0,0,0,-0.109196838528637,0,0,0.0639060534167022,0,0,0,0.167781816830645,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0.0485966519218037,0,0,0,0,0,0,0,0,0,0,0,0.220833200252534,0,0,0.141281294578342,0,0.110103782716545,0,0,0,0.0777237910682124,0,0.191976740110286,0,0,0,0,-0.324069804536833,0,0,0,0,0,0.0267888832631233,0,0,-0.131071086491592,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0671974224424415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115819408287809,0,0.140780320830401,0,0,0,0,0.106306382502232,0,0.471552664218903,0,-0.060115673592028,0,0,0,0,0,0,0,0,0.138981110287187,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207623038923724,0,-0.0844337899973458,0.2571144816877,0,0,0,-0.340375680213513,0,0,0.167804000063996,0,0,-0.0509171476278615,0,0,0.00675584720907406,0.000876589510860688,0,0,0,0,0,0,0,0,0.0760049380836799,0,-0.105595357224106,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.0186188000075819,0,0,0.0594698186388712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257321422500556,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,-0.0468807126344208,0,0,0.255081201080562,0.0466907402598166,0.246022177950212,0.042900705780003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124702896999502,0,0,0,0,0,0,0,0.0194026007146358,0,0.195067419862749,0,0,0,0,0,0.182851657334581,0,0,0,0.112332080104145,0,0,0
X600036.CH.EQUITY,0,0.00422209872742777,0,0,0,0,0.0577161616448308,0,0,0,0.100100963417935,0,0,0,0,0,0.211184730086744,0,0.0202502772271791,0,0.0808725462818671,0,0,0.00465296862953057,0,0.443934778350162,0,0,0,0,0,0.0830517726481247,0,0,0,0,0,0,0,0,0,0,0.170271052878738,0,0,0,0,0,0,0.0948781014770712
X267.HK.EQUITY,0,0,0.134014297533899,0,0.141384565857696,0,0,0,0,0,0,0,0,0,-0.05134273638874,0,0,0,0.266354342077979,0,0,0,-0.114625153750697,0,0,0,0,0.0750513390345778,0,0,0,0,0,0,0,0,0,0.0403393444044851,-0.178126898976556,0.445815129056035,0,0,0.132162992201646,0,0,0,0,0,0.0628553673449786,0
