Datetime,btc,eth,usdt,xrp,ltc,bch,ada,dot,bnb,link,xlm,usdc,wbtc,bsv,xmr,eos,trx,cel,xem,xtz,snx,okb,theta,neo,vet,cro,dai,aave,atom,leo,dash,busd,mkr,uni,ceth,doge,miota,fil,cdai,ht,zec,yfi,cusdc,etc,sol,ftt,zil,comp,dcr,hbtc,ksm,waves,egld,AVAX,pax,sushi,uma,renbtc,stx,ont,omg,lrc,near,luna,nano,icx,dgb,bat,rsr,alink,grt,esd,algo,zrx,tusd,ren,nexo,bcha,qtum,rune,hbar,husd,nxm,chsb,zen,ampl,btt,aeth,ewt,btg,knc,xvg,qnt,ust,sc,SNT,lsk,band,iost,bal
2020-11-01,254763991877.13,43845556068.31,16637969466.61,10813168803.06,3617673991.63,4848131442.67,2912865537.62,3844917441.87,4172503445.79,4366177875.57,1610953895.07,2934239620.53,1614396142.78,3052102561.09,2220124528.13,2370956219.69,1841243601.96,506046956.00,876441912.54,1466566335.56,370477538.36,1238915421.68,605153724.66,1037282885.91,651891007.73,1793008973.26,941065488.95,329410038.29,1123884940.25,1233929973.76,680920248.17,709426596.22,479586945.28,479933274.31,434774178.96,326352750.43,695448942.07,798343369.49,1361334947.84,975147696.04,599259013.97,310033058.64,223295119.18,604439159.11,70678039.41,338596455.74,200257830.01,354800278.47,149675699.82,,272567361.61,322235798.06,106248067.90,89114860.09,434055073.40,60304723.48,373554595.81,298475222.11,138300226.97,343647422.51,432718711.52,173294318.99,0.00,137589443.77,98566147.42,185548335.90,273465814.84,275306685.88,108278418.38,323020938.87,,71007006.29,199634556.74,235145908.33,256403618.60,241785978.22,97776198.60,,202150771.79,85259212.02,173074295.85,277793823.87,157987224.00,45909996.19,57087931.77,133441234.79,197736280.49,209608553.07,194074838.37,124898865.08,154431386.11,66962216.97,175084155.61,0.00,113610551.29,82868004.60,145596797.11,97510485.28,82709485.85,79330858.06
2020-11-02,251440755919.43,43814878555.18,16661193869.91,10712176252.84,3580112678.38,4816563486.22,2975382868.27,3782768615.03,4220099484.92,4384959743.43,1609908108.20,2932693926.19,1600218595.79,3006649229.49,2145465686.72,2344082919.22,1800884614.31,503645457.24,894500972.70,1448960934.64,355408091.69,1220502616.58,607820047.65,1078758045.94,661697564.35,1765686191.35,948231764.59,344940177.78,1113572875.98,1231917032.80,653578877.02,704226811.67,486138123.87,488350225.30,423848935.05,322116004.98,695685365.93,791123380.28,1375103360.66,931454624.20,585754365.71,315061637.59,229253018.82,590923967.73,69028220.05,329814818.17,200319562.54,361948297.07,148365541.89,,273228555.02,318907769.03,108307550.78,90255295.96,433725209.02,59506331.86,380837130.19,296267371.64,137161846.98,346957720.38,425740773.94,169647202.18,0.00,135733436.78,96542984.91,186817332.03,275747747.42,276452100.35,110126440.96,330885423.85,,70904733.39,201681689.64,246212152.98,253713259.30,234789276.31,98698599.46,,204184215.35,85464575.78,175752294.49,278990462.09,156937591.66,46318676.42,56922268.83,148827849.37,193682575.44,210209636.97,189978257.58,123354919.09,154199715.37,66724305.79,168822152.09,0.00,111160786.86,81712694.97,144382006.42,98225715.33,80414835.46,77183153.32
2020-11-03,251283623991.32,43216387596.24,16697778451.92,10706696277.08,3485303125.53,4479582400.06,2863124702.64,3682843810.70,3958893625.23,4047469147.57,1555615580.38,2944798291.49,1600081451.79,2815644919.97,2107161316.57,2214944604.33,1727076329.22,500995013.44,887056225.20,1399632436.71,329299417.70,1163289631.86,578353014.30,1033566675.21,634338576.57,1655462144.72,958657063.87,319252892.48,1061335570.40,1222877768.64,627569900.08,696212725.65,472619056.38,455116183.14,404923248.88,318413657.99,666937250.54,775735921.91,1395928274.79,841042550.91,548005555.73,288871731.54,233327686.15,560777318.38,66267526.50,318612592.20,193199882.70,334665707.04,143637776.01,,262651873.78,312862527.71,105956962.81,83511643.32,427773687.39,52365547.17,362251515.13,293758072.47,131317530.29,327410214.98,405045911.08,164151794.21,0.00,129062366.07,95767743.60,181406476.90,266644806.62,268427897.87,98805584.08,330885423.85,,70851561.84,186936961.06,234596386.76,254104870.02,221899652.09,92319053.54,,189467203.41,79193323.41,172600130.61,275563138.17,139741587.77,46317394.50,56170087.83,146945097.71,183811580.31,210209636.97,178504851.93,120550078.20,146371230.62,64322129.09,160469795.21,0.00,108262745.45,74852718.16,138783574.73,91626910.79,74953204.45,72530467.44
2020-11-04,256853815486.78,43493898237.02,16749158589.78,10739144847.67,3521076613.33,4434807976.27,2928502487.97,3708363991.37,3926088862.02,4002986150.18,1556444162.98,2914554123.03,1687820955.37,2808492974.62,2109006862.31,2217912547.34,1729337560.69,523607262.66,882922438.55,1386713210.67,329710247.53,1145705604.71,575983554.63,1004618330.40,598356678.48,1638699940.13,958551719.66,313477191.19,1046111764.11,1221635430.67,626629400.11,686264137.76,466526519.07,444144566.34,418370674.97,319794737.71,660735229.33,794850833.63,1388949488.61,823299745.64,548969097.95,266347211.85,264057886.39,558591303.64,62619345.92,314176054.45,195157268.91,336941592.92,151473355.35,,257721083.38,312484637.14,103663511.73,78266439.05,428980779.42,50584949.25,360586106.50,284210609.22,134079457.99,324902126.76,399563623.63,150640738.41,0.00,130125103.19,93974867.63,177817542.84,263619702.86,267438968.77,96130811.67,330885423.85,,62971956.07,186880175.92,227661514.28,260332174.69,223007296.51,97115213.60,,187756562.23,78104373.59,170967253.28,278896785.55,136532231.19,63236264.18,55473695.31,162448429.82,182079919.12,210209636.97,190076002.76,121688705.19,142441470.88,62637203.93,160195355.74,0.00,107810558.29,75594021.22,142622576.75,91270029.95,72661260.82,71730533.08
2020-11-05,269847186167.88,45788665458.60,16803210969.06,10843524951.61,3666124757.60,4543848535.60,2968102260.55,3811701463.57,4051119927.35,4107044299.12,1558840320.39,2886767800.76,1778159084.76,2856163220.65,2057194881.81,2263731025.73,1745825386.83,590223753.20,891945681.28,1402735455.70,356737497.99,1191517478.73,589574510.66,1007039322.67,621048073.30,1645588104.58,952120005.73,313102098.24,1054833987.35,1224804208.37,634845218.06,678149854.57,480285635.66,413036802.05,456926770.11,326677952.31,658247053.78,817595957.85,1375171571.83,836578950.30,562626118.25,255570659.73,288909654.07,569524050.87,64363977.78,317379735.67,201453134.97,344611108.54,159486288.95,67367394.94,263189898.25,325836332.41,104071053.62,78084214.10,429494250.66,49748180.84,366519836.11,297110150.90,135866966.02,327737940.68,394474401.52,148194308.00,0.00,131217984.42,94363090.61,179038583.90,266515952.90,276700966.15,97147725.30,330885423.85,,60275184.65,196143923.93,232202496.83,262233443.42,220130813.09,98438996.75,,189815896.09,86648221.42,172575136.31,282132714.95,137842623.75,65132475.50,53767072.10,169562896.23,183616571.43,210209636.97,198321903.53,123139448.07,141655741.20,64278192.43,168302016.94,0.00,107995582.45,79249287.67,143487028.06,91578383.28,73481335.26,72721908.94
2020-11-06,287306335873.18,49603978671.75,16991470071.47,11525966385.05,4031161082.25,4728015346.51,3274099741.09,4128826844.35,4254091689.61,4485590425.23,1739480781.42,2874136504.31,1912388046.39,3026999691.92,2134884198.29,2362762128.51,1834655484.16,640370625.47,1018043626.35,1516416609.79,438480446.72,1267740623.78,655748373.71,1084655359.52,683251563.52,1658989282.79,955254489.25,409795229.66,1137460829.81,1227297800.78,677729584.86,660182348.91,484371671.50,538082997.57,500294256.51,344069217.49,713898182.47,879088179.30,1388625473.07,868702810.27,602966516.06,293456001.71,289359119.23,606520657.47,77077940.04,329954755.54,217538979.82,372276808.63,175286586.81,,288853699.59,349689285.52,113525834.84,85391048.49,433520441.08,56119912.16,393729097.63,311370012.83,147887597.54,354986578.57,431899984.31,158649799.08,0.00,138583840.96,102346064.64,194760704.17,282453099.83,293490986.03,121724178.73,330885423.85,,59001190.51,208927869.50,261972653.42,266876351.33,256460327.18,99160429.45,,206140675.47,103641888.71,184212837.31,286381611.13,145698440.93,75614787.11,56136577.52,187494484.04,192464619.06,210209636.97,215995010.27,129796525.83,157683573.25,70833863.52,179977256.91,0.00,116263827.13,89760437.10,153649832.75,104869701.23,81427691.11,78857443.84
2020-11-07,287279817070.41,51940847157.98,17125040268.56,11868338818.05,4154600585.49,4948685744.94,3427105552.83,4293671554.46,4296644090.00,5014903510.29,1771679144.28,2897250905.04,1911107987.08,3149166427.70,2157477490.15,2435452377.62,1891077139.14,672563315.46,1129886927.12,1588460612.71,493655236.39,1301336409.11,691355058.42,1120590781.55,732961319.59,1668256611.67,958670718.17,470494907.07,1188738886.87,1247566538.76,692279557.90,639929905.40,493489293.51,589903824.33,530984684.42,354246320.83,744381132.15,949781146.01,1396306184.27,892570909.57,634487573.17,438411028.51,290829223.36,630673220.25,99611345.24,331592952.09,228518706.63,403043017.46,182451534.29,,298186833.90,362093244.42,120016052.33,90267645.14,432914770.75,86059153.37,410148313.20,301946936.31,153830447.86,371879785.02,464866853.28,173744746.05,0.00,141844701.28,103421780.52,204284896.01,294036032.92,301863333.34,136168389.55,330885423.85,,60562483.01,225336680.31,277489329.54,271421688.25,284466429.13,96892217.29,,216427704.33,110521749.93,187271513.03,286683723.89,157542135.48,79215658.09,60085906.29,191347449.45,197954307.88,210209636.97,258977889.68,132830845.32,166420744.03,71604841.23,177961818.59,0.00,118139061.65,92074478.72,160135986.28,129078919.17,84954321.40,84929625.80
2020-11-08,280262690955.71,50158339475.47,17204628722.89,11424577225.24,3937210041.23,4795143409.43,3283588864.72,3996895657.58,4169223325.07,4789477283.61,1696797548.70,2894861410.31,1861526575.19,3023325399.65,2031380757.70,2387217043.01,1811358425.68,662353244.50,1101127840.97,1567098623.82,534711392.73,1282754340.32,654860501.16,1075449532.82,709527600.52,1562035082.72,960819999.79,545373024.61,1128698810.23,1250037548.21,663995336.88,635106631.98,477400650.76,571096151.39,516029012.82,344031981.23,728670260.37,922744460.18,1407453792.39,876230204.07,606744309.61,434583545.17,292771668.84,599470717.99,96120540.25,322460920.43,215053742.92,375920368.14,203066273.18,,287344593.60,348598930.27,114765633.90,85362108.95,435149679.91,83190458.23,388194142.94,290166570.06,162804237.85,353593366.76,440589035.11,179411373.15,0.00,139329851.28,100213347.15,195584353.18,287596011.69,289850910.69,125153724.62,330885423.85,,62150973.40,210436509.47,256856708.67,272928547.92,264894498.94,95566924.13,,206842072.68,112669060.90,181872134.34,286819160.48,154068912.85,74944757.20,62706761.26,186320124.03,191860294.99,210209636.97,242537920.49,129566900.99,159113572.63,68284161.87,173740389.74,0.00,118418449.54,87102904.56,157182320.63,123274729.95,79958971.69,82082097.20
2020-11-09,285429476566.83,51073851284.25,17257547745.36,11386290742.83,3953391981.01,4950524493.73,3267673234.99,4068032922.04,4179392971.40,4900614119.36,1687247818.00,2873619705.84,1897150609.74,3031987326.97,2087095555.64,2382196901.45,1808842890.07,683515963.46,1129627830.29,1562399800.76,558174334.32,1278659417.29,637945258.71,1076825841.31,711376291.44,1555824111.50,961169187.29,616497545.19,1146227376.31,1250923249.31,665126819.84,617952553.67,481619164.84,578969221.51,517019866.56,344719052.77,702366380.77,956461481.73,1489082115.16,876991661.55,617912116.26,444535204.95,328859397.04,595755894.09,94841112.75,326556225.54,216877975.45,378104626.39,199801486.17,67367394.94,298814584.87,352015354.04,118108183.22,83511726.98,434783662.86,82311074.03,393850458.61,295141514.80,175566583.88,363240484.74,441735646.78,189669291.91,0.00,139457151.15,101558520.03,194765087.64,290150240.33,287588156.36,134848931.57,330885423.85,,62160396.10,212566302.86,254605590.84,272285937.66,273479016.10,93562351.44,,205531482.61,128563869.61,182838671.93,286723531.04,156303534.79,77132631.60,63282761.80,190357986.14,194269311.54,210209636.97,252744248.60,130766935.62,161207232.40,70229567.92,173508279.25,0.00,117500252.69,93426889.63,156839808.02,130655383.64,83014971.63,83873372.08
2020-11-10,283638695885.61,50742301251.12,17345226000.83,11498630455.81,3851992738.46,4821568663.61,3295889354.12,4078474648.48,4154772657.60,5021922645.78,1684120816.85,2848875799.11,1886392015.35,2958441872.49,2061174592.85,2366068253.99,1788325944.51,675586798.11,1129604215.61,1598774911.19,594192636.28,1279770754.06,640580340.39,1091263419.63,744437081.19,1491893416.01,966709295.54,699200669.17,1212376360.96,1252991241.37,673460864.69,603378721.73,485649818.80,614644225.75,504573639.48,349495579.48,704559373.39,972946878.90,1517079086.32,866843060.39,635444772.39,522759406.42,332038625.46,594098448.76,99352101.17,335817282.34,227851048.54,392188342.42,196109753.54,67367394.94,298917536.99,379930923.44,119439333.22,85999378.33,434433165.08,83575576.50,399645561.44,292442277.81,177571392.27,369626339.43,444934268.63,193570618.31,0.00,141880638.07,100208298.59,198875200.12,282836353.27,298788903.80,144372676.98,330885423.85,,63268226.17,218927309.76,269462599.25,273457572.55,293730062.85,93867044.26,,205743927.19,138058312.02,190155490.60,287816986.84,156992274.52,86163307.20,64864777.97,189017218.74,192844560.76,210209636.97,240867235.34,128122675.84,167566100.33,72342923.67,173268581.76,0.00,119297260.98,105095065.46,161019515.18,140218848.36,85402155.17,92341637.76
