,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0.110024790143603,0.070977116491432,0,0,0,0.0513277423184952,0.345249675786417,0,0,0,0,0,0,0,0,0,0,0,0,0.0249920292903953,0,0,0,0,0,0.00279469165191555,0,0,0,0,0,0.034352901264805,0,0,0,0.0310646783350847,0,0,-1.38777878078145e-17,0,0.156550542778653,0.077676771359639,0,0,0,-0.00958795320032943
X002142.CH.EQUITY,0,0,0,0,0,0,0.162090390521634,0,0.0325983453623066,0,0,0.359280636342763,0,0,0,0,0,0,0,0.198852446393262,0,0.0117260572532598,0,0.0209158173090555,0,0,0,0,0,0,-0.12218231328386,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.266621330746219,0,0.0504947884092046,0,0,0.014572434403691
X002958.CH.EQUITY,0,0.0359244515978628,0,0,0,0,0,0,0,0.133848863601305,0,0,0,0,0,0,0,0.35736029029681,0,0,0,0,0,0.0365325556073532,0,-8.67361737988404e-19,0,0,0,8.79444868039532e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.135649254880391,0.085341085608082,0,0,0,0,0.0937397343136486,-0.0544123147645227,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.119781442290034,0,0,0,0,0,0,0.483504314847703,0,0.0520951434954697,0.22883058108188,0,0,0,0.0207992983660456,0.0699792633457631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127246666866256
X600015.CH.EQUITY,0,0,0,0.167680184288786,0,0,0,0,0,0,0,0,0.247666550454027,0,0,0,0,0,0,0,0,0,0.0956939441651763,0,0,0,0.419902093700823,0,0.0460368676125527,0,-0.0872134721033256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273235316747183,0.0530262977372581,0,0.129853309455306,0,-0.0880400940036203,0
X600016.CH.EQUITY,0.148993146029183,0,0,0,0.216462471798692,0,0,0,0,0.0809662695014682,0,0,0,0,0,0,0.0353844063081724,0.283556328033854,0,0,0,0,0,0,0,0.176961237886741,0,0,0,0,0,0,0,0,0,0,0,0.0616629890215901,0,0,2.77555756156289e-17,0,0,0.0297528257122113,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.360082594514361,0.133009330036294,0,0,0,0.0696435895812474,0,0,0,0.0812551399303949,0,0.130129679920588,-0.0531813453827215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157513614431048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662661450620508,0
X600919.CH.EQUITY,0,0.0445721923382448,0,0,0.26535466154703,0,0,0,0.523545240449512,0,0.0626336035743065,0,0,0,0,0.0837735015147615,0.0444452240013568,0,0,0,0.0157967905729666,0.0401099725495542,0,0,0,0,0,-0.028814505289639,0,-0.0964160034388634,0,0,0,0,0,0,0,0,0,0,0.00751677081348274,0,0,0,-0.168681583041986,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.086235453775718,0,0,0,-0.0762304073305797,0,0.364744245943367,0,0,0,0,0,0,0,0.300809227621655,0,0,0,0.152727085946331,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.153191537352249,0,0,0,0,0,-0.162210956955143,0,0,0,0,0,0,0,0,0,0,0.177260488048964,0,0.0417676271732725
X600928.CH.EQUITY,0,-0.0601469754177675,0.139944325358932,0,0,0,0,0,0,0,-0.00942722497364238,0,0.0414333857222669,0,0,0,0.115476251039001,0.186600223789739,0.132965531358594,0,0,-0.0703502165017379,0.402472986234278,0,0,0,0,0,0,-0.025822728164685,0.0303274080599553,0,0,0,0,0,0,0,0,0,0.0492608591386036,0,0,0,0,0,0,0,0,0,0
