,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0.0763062784654989,0,0,0.361307394279675,0,0,0,0,0,0.0801476490785704,0.104886143637949,0,0,0,0,0,0,0,0,0,0,0,0.131094343807362,0,0,0,0,0,-0.000573844069418181,0,0,0,0,0,0,0.15333959270566,0,0,0.0955285521761904,0,0,0,0,0.0341671626530885,0
X002142.CH.EQUITY,0.0899673561580304,0,0,0,0,0.17389055898673,0,-0.0327752242253609,0,0,0,0,0,0,0.373030072553867,0,0,0,0,0,0,0,0.284544594715522,0,0,-0.229448625305727,0,0,0,0.0513455558896595,0,0,0,0,-0.0413706845500024,0,0,0,0,0,0,0,0,0,0.184787139748752,0,0,0,0,0.0307087882827567,0
X600000.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0.223749178858056,0,0,1.73472347597681e-18,0.117951518695236,0,0,0.104153996155722,0,0,0,0,0.118351997243758,0,0,0,0,0.0579969969126596,0,0,0,0,-0.0998338938275475,0,0,0,0,0.274888107043606,0.0514248458936743,0,0,0,0,0,0,0.0558974158787536,0,0.111511521885655,0,0,0,0,0.0490403099077042,0
X600015.CH.EQUITY,0,0,0,0,0.0658006143480723,0,0,0,0,0,0.132819892929734,0.118118776304233,0,0.0325696189007699,0,0,0.480928845587993,0,0,0,0,0.0359555469952431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144186218510803,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131961408430533,0,0,0,0,0.262785049224114,0,0,0,0.125808589624824,0.464462570248381,0,0,-0.12363385490264,0,-0.0694202565609633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180291180999619,0
X600036.CH.EQUITY,0,0.0231492685225926,0,0,0,0,0,0,0,0.166144924860931,-0.0521131604166732,0,0,0,0,0,0,0,0.382836395662072,0,0,0,0,0.00743288468270389,0,0,0,0,0,0,0.189924820331871,0,0,0,0,0,0,0.148826897153222,0,0.117366012101155,0,0,0.100084669734019,0.13459353030878,0,0.0857325675843491,0,0,0,0,0
X600919.CH.EQUITY,0.0213258769370273,0.384469695256444,0,0,0,0,0,0.0342432270971617,0,0,0,0,0,0.121724195432941,0,0,0,0,0,0.357223866691577,0,0,0,0,0,0,0,0.0888555999722864,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0214155919255917,0.186010341269309,0,0,0,0,0
X600926.CH.EQUITY,0,0,0.0478090798336441,0,0,0,0,0,0.18225639531984,0,0,0,0.0432789046749229,0,0,0,0,0.111811465111333,0,0,0,0,0.304750230404942,0,0,0,-0.0578920125911329,0,0,0,0,0,0,0,0.204973684922404,0,0,0,0.131970177841165,0,0,0,0.0766271298657286,0,0,0,0,0,-0.0127131237334957,0,0
X601009.CH.EQUITY,0,0,0,0,-0.202033780414204,0,0.321880424667891,0.332181527208768,0,0.214730632251528,0,0,0,0,0,0,0,0,0,0.154652860802714,0,0,0.068446817152973,0,0,0,0,0.072011267885893,-0.0929930252843564,0,0,0,-0.253017460564502,0,0,0,0,0,-0.00553861715934342,0,0,0,0,-0.0082474123666537,0,0,0.221820660187135,0,0.0665816258519435,0,-0.0269289329591627
X601166.CH.EQUITY,0.325687795150816,0,0.011593645315235,0,0,0,0,0,0.101794925074221,0,0,0,0,0,0,0,0,0.239525158746053,0,0.0978229962520028,0,0,8.67361737988404e-19,0,0,-0.0577917001518942,0,-0.0825471679699081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980241697464065,0.278705828094433,-0.046574593895925
X601169.CH.EQUITY,0,0,0,0.166549511128565,0,0,0,0,0,0,0,0.0665586059290284,0,0,0,0.0481990154290776,0,0,0.131601253957041,0,0.237359206322942,0.102919777470656,0,0,0.00371957117282297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144866554052972,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.224378598160857,-0.0427020443582972,0,0,0,0,0,0,0,0,0.262630754465523,0,0,0,0,0,0,-0.178050961586558,0,0,0.423021014271312,-0.0154469899366294,0,0,0,0,0,0,0,0,-0.0260249486673077,0,0,0,-0.0280342569939242,0,0,0,-0.0368801653988182,0,0,0,0.257484502549965,0,0,0,0,0,0,0.102710757344726,0
X601288.CH.EQUITY,0,-0.0246148455565167,0,0,0,0,0,0.0807406915679746,0,0,1.73472347597681e-18,0,0,0,0.351225169341582,0,-3.46944695195361e-18,0.0236119684518092,0.246954925562061,0,0.0263300928242738,0,0,0,0,0,0,0.0848224744460274,0,0,0,0,0,0,0,0.0519875507381944,0,0,0,0,0,0,0,0,0.0447332302511401,0,0.16608455897564,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.378585242883233,0,0,0,0,0,0.139244335999408,0,0.168551801197713,0.129141158894926,0,0.0929001047448169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297320513522169,-0.011677510477476,0,0
X601398.CH.EQUITY,0,0.308466087311982,0,0,0,0,-0.0920378132382075,0,0,0,0,0,0.432380018792638,0,0,0,0,0,0.155288785924184,0.20945301203215,0,0.123967870011972,0,0,0,0,0,0,0,0,0,0,0,0,-0.148100287142917,0,0,0,0,-0.166913276355129,0,0,0,0,0,0,0.0547656504713477,0,0,0,-0.00648802456989625
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.737026509715727,0,0,0.110752783185166,0.0294307628518718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521811648918844,0,-1.38777878078145e-17,0,0,0,0,0.0980238462928983,0,0,0
X601818.CH.EQUITY,0.175086817137365,0,0,0.0600203063533544,0.194717719699734,0,0,0,0,0,0,0,0,0,0,0,0,-0.221517504062996,0,0.405658791975154,0,0.0022348277421639,0,0.198277050805962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184565888790036,0,0,0,0.099187770803185,0,0,-0.0266455605940875,0,0,0,0
X601838.CH.EQUITY,0,0,0,0,0.0646845284886868,0,0.338296130662163,0.356186379255277,0,0,0,0,0.0251144212005534,0,0,0,0,0,0,0,0.0181750702047606,0,-3.46944695195361e-18,0,0,0,-0.186098363913333,0,-0.0278354772749321,-0.0911182272360875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238652059377315,0,0,0,0.131861064861117,-0.142907086351162,0
X601939.CH.EQUITY,0,0,0,0,0.312321447444583,-8.67361737988404e-19,0.194133442493617,0,0,0,0.119340873573413,0,0,0.146202027735377,0.0819586413881813,0,-1.38777878078145e-17,0,0,0.149907697831632,-1.38777878078145e-17,0,0,0,0,-0.00410339020941096,0,0,0.0180603747308594,0,0,-0.0189809976701703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.188993564051761,0.197088304556939,0,0,0.276564141221491,0,0.0844090411166116,0,0,0,0.0871314221716297,0,0,0,0.199180363558978,-0.0992117281968137,0,0.113752888620893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615889875082255
X601997.CH.EQUITY,0,0.07765614691904,0,0,0.231589601824454,0,0,0,0,0,0.244360127893612,0.00286348927157858,0,0,0,0.153354621527827,0,0,0,0,0,0,0.217189919016012,0,0,0,0,0,0,0,0,0,0,0,0,0.141028456184317,0.0893789380118852,0,0,0,0,0,0,0,0,0,-0.0337714921295336,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.10115114851057,0,0,0,0,0,0,0,0,0,0.288933914259818,0,0,0,0,0,0,0,0,-0.148021422685488,0,0,0,-0.421986435028409,0,0,0,0,0,0,0,0,0,0.0283505462057932,0,0,0,-0.107838102789524,0.131218398975479,0,0,0.279261883929135,0,0,0,0,0.0835439384248332,-0.130920289622313
X601658.CH.Equity,0,0.145250830136564,0,0,0,0.240119438747284,0,0.0390873782140967,0,0,0,0,0,0,0,0,0.154403621511762,0.0470976918086462,0,0.0807727898250806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693132354157838,0,0.0256386619582431,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,-0.206396923090041,0,0.116487914958645,0,0,0.181733230956898,0,0.147325767460334,0,0,0,-0.123981305239299,0,0,0,0,0,-0.00125379781148149,0,0,0,0,0,1.73472347597681e-18,0,0.12208751043147,0,0,0.0730881012809011,0,0,0,0,0,0.33683538989388,0,0,0,0.594278293778358,0,0,0,0,0,0,0,0,-0.0556801022998007,0.1830980511136
X601077.CH.Equity,0,0,3.46944695195361e-18,0.143716040858882,0,0.045810075299132,0,0,0,0.0543090834686814,0.174979682327056,0.068273935029106,0,0.0156800790515544,0,0.306083456720081,0,0,0,0,0,0,0,0.0313624937252658,0,0,0,0,0,0,0,0,0,0.0342850122148326,0,0,0,0,0,0,0,0.0460974449466779,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,-0.0402435931553094,-0.013252065586102,0,0,0,0,0,-0.139187778817714,0,-0.240877712329475,0,0,0,0,0.183316601482901,0,0,0,0,0.269707900737794,0,0,-0.075609497999175,0,0,0,0.422345609591332,0,0,-0.10097256610215,0,0,0,0,0,0,0,0,0,0.281008764708963,0,0.542535411225796,0,0,0,0,0,0,0.250499471181834,-0.279384149030791,0
X2388.HK.EQUITY,0,0,0,0,-0.0318382855674911,0,0,-0.275091544629301,0,0,0,0,0,0,-0.0678121153853579,0,0,0.112981922280054,0,0,0,0,0,0,0,0.798142532019977,0,0,0,0,0,0,0,-0.0595586406950668,0.145517419419818,0,0,0,0,0,0.0705836118256919,0,0,0,0.258597637200915,0,0.0433698255628196,0,0,0.0563095841232584,0
X2801.TT.EQUITY,0,-0.215475890578396,-0.0999817190489468,0,0,0,0,0,0.286124069046223,0,0,0,0.0289369014438166,0,0,0,0,0,0.041211480311631,0,0,0,0,0.396862253156401,0,0,0,0,0.738580337696568,-0.0482809282471577,0,0.21879780182218,0,0,0,0,0,0,0,0.105547997420251,0,0,0,0,0.0581726333620295,0,-0.270270730687909,0,0,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.039097101480303,0,0,-0.043702142727733,0,0,0,0,0,0,-0.000622786834703907,0.127093923083175,0,0,0,0,0.13963765264552,0,0.0488469841739369,0,0.0583537734826735,0.304648269339358,0.460941727730324,0,0,0,0,0,-0.182921668589262,0,0,0,0,0,0,0,0.0232901941153206,6.93889390390723e-18,0,0
X2884.TT.EQUITY,0,0.20563161915503,0,0,0,0,0,0,0,0,0,0,0,0,0.0445195725041845,0,0,-0.0372914954683346,0,0,0,0,0,0,0,-0.0750467440948859,0,0,0,0,0.502711552434886,0,0.317369852670151,0,-0.020172092342557,-0.146609932894539,0,0,0,0,0,0,0,0,0,-0.0997564447744819,0,0,0,0.0016244649516573,-0.118947310409729
X2886.TT.EQUITY,0,-0.0507583537143972,0,0,0.0484995410715176,0,0,0,0,0,0,0,-0.0523364683194454,0,0,0,0,-0.0823496160426232,0,0,0,0,-0.0910434459530512,0,0,0.0201672043573704,0,0.00156905139686732,0,0.388722436229514,0,0.217619398470239,0.382823289878984,0,0,0,0,0,0,0,0,0,0,0,0,0.00824502288639874,0,0,0.0507696417406038,0,0.142731394147824
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,-0.124960644075862,0,0,0,0,0,0,0,0,0,0,0.011611920686586,0,0.123413886757855,0,-0.0878734243076695,0,0,0,0.00163443337010097,0,0,0,0,0.488075134288952,0,0,0,0,0,0,0,0,0,0,0,0.0629001131757011,0.0230428009669333,0.0654600388827626,0,0.219241774950097,0,0
X2892.TT.EQUITY,0,0,0,0,0,-0.0606490794420758,0,0.0561259661365765,-0.0121241401758921,0,0,0,0.0517047594757963,0,0,0,0,0,0,0,0,0,0,0,0,-0.103813783356889,0,0,0.0809861371641107,0.0815719579484574,0.0688189575570064,0.147912106999826,0,0.442465799430604,0,0,0,0,0.217332983053038,0,0.0465151389633152,0,0,0,0,0,0.0193186647264928,0,0,0,0.00491195813192123
X5880.TT.EQUITY,0,0.0613275842091197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139153341331836,0.304138588513521,0.0614185017293733,0,0,0,0,0,0,-0.0195136212418938,0,0.0497275252116124,0,-0.047849963381636,0,0,0,0,0.145336943299303,0,0.166575467859294,-3.46944695195361e-18,0,0
X600030.CH.EQUITY,0,0,0.170633596774515,0,0,0,0,0,0,0,0,0,0.00348675320864628,0,0,0,0,0,0,0,0,0,0,0,0,0.0751368477602566,0,0.0751949973653545,0,0,0,0,0,0,0,0.11475125906674,0,0.468114071705748,0,0,0,0,0,0.173061048874477,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0.124696876160827,0,-0.0575416233567318,0,0,0,0,0,0,0,0,0,0,-0.0398134064134018,0,0,0,0,0,0,0,0.0302037213259833,0.0407866400110119,0,0,0,0,0,0,0,0,0,0,0.772296351917977,0,0,0.105955581108428,0,0.102290107344947,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0.0447716570761551,0,0,0,0,0,0,0,0,0,0,0,0.057634611761292,0,0,0,0.0830170868679186,0.0728104600127097,0,0,0,0,0,0.0273312076003936,0,0,0,0,0,0,0,0.0079852593505839,0,0.585937638583347,0,0,0,0,0.0063782951846098,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0.0191435317426662,0,0,0,0,0,0,-0.00880761670039364,0,0,0,0,0,0,-0.00450594089997633,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233028339990644,0.092600710979671,0.580187380907263,0,0,0,0,0.111122426624347,0,0,0,0,0,0,0,0,-0.0115842737647286
X2885.TT.EQUITY,0.08560587401051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097483500002454,0,0,0,0,0,0,0.054390485529445,0,0,0,0,0,0,0,0.083401457320063,0.013058926828246,0.099747288468138,0.127791044939409,0,0,0,0,0,0,0,0.318783224965826,0,0,0,0,0,0.219637391121351,0.362321983692385,0,0,0.0872923531326739
X601318.CH.EQUITY,0,0,0,0.220108382984819,0.129406158204384,0,0,0,0,0,0,0,0,0,0,0,0.0237386341190007,0,0,0,0,0,0.105573555559269,0.0934861418539619,0,0,0,0,0,0,0,0,0,0,0,0.057371690967757,0,0,0,0,0,0,0.0379327122689053,0.15720648288877,0.0621310685498754,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.00991347795111929,0,0,0.0133740774384859,0,0,0,-1.38777878078145e-17,0,0,0,0.308637707869701,0,0,0,0,0,0,0,0,0,0,0,-0.134395420644198,0,0,0,0,0.0256071927540554,0,0,0.100985378392393,0.148194993033624,0,0.213308035640023,0,0,0,0.123975249822378,0.129978807260978,0,0,0,0,0,0,0
X601336.CH.EQUITY,0.0210847118326463,0,0,0,0,0,0,0,0.0278089230102742,0,0.0437280748721971,0.0530624798006141,0,0,0,0,0,0,0.146060194414419,0,0,0.0942936782696515,0,-0.265814172644946,0,0.240427880443779,-0.00632355410055367,0,0,0,0,0,0,0,0,0.144124421703564,0,0.629343951290664,0,0,0,0,0,0,0,0,0,0,0,0.226330872606376,0
X601601.CH.EQUITY,0.0911122616135022,0.047247455769304,0,0,0,0,0,0.025574034021656,0,0.0987389404807637,0,0.163294821097296,0,0,0,0,0.066451567644756,0,0,0,0,-0.0562683011713823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449242896135124,0,0,0,0.0596369628168103,0,0,0,0,0,0.0970017573771096,0
X601628.CH.EQUITY,0,-0.0104836183771014,-3.46944695195361e-18,0,0,0,0,0.0967611724691486,0,0,0,0,0,0,0,0,0.160518511905995,-0.0840451860345356,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0931294502116493,0,-0.0555486697683844,0,0,0,0,0,0.10415890768853,0,0.189571727138595,0,0,0.104284599134729,0,0,0.262895113963924,0,0,0,0,0.0680853141310825,0,0,0
X1299.HK.EQUITY,0.16087760242605,0.222585965199434,0,0,0,0,0,0.101244979056524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348806664154874,0,0,0,0,0,0,0,0.306801313395458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676713924381893,0,0.0657026455441373
X2881.TT.EQUITY,0,0.019099333918311,0,0.0354573845340094,0,0,0.186786124824824,0,0,-0.0501849799038624,0,0,0,0,0,0,0,0,-0.034766761456196,0,0.0358605071733416,0,0.0505457524215887,0.0427477200037915,0,0,0.16593034947291,0,0.139796809014199,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.209234790050406,0,0,0,0.039388816704457,0,0.709105378804348,0,0,0,0
X2882.TT.EQUITY,0,0,0,-0.0346429978584836,0,0,0,0.00916043432164942,0,0,0,0,0.219055811918382,-0.0768177350110947,0,0,0,0,0,0,0,-0.0474443778578951,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120957084567429,0,-0.097899505885636,0,0,0,0.0217559834307688,0.785699020656744,0,0,0,0,0
X2883.TT.EQUITY,0,0,0.0966194356087934,0,0,0,0,0,-0.16425659836411,0,0,0,0.0368721923814461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101230730861229,0,0,0,0.137949700595659,0,0,0,0,0,0,0.23510775798373,0,0,0,0,0,0,0.0207057315266171,0,0,0.345552764751495,0,0.0597291409918852
X2888.TT.EQUITY,0,0.0846883588747082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218965446968621,0.0601101520910097,-0.167043673842815,0,0.127749816025015,0,0,0,0.139499231080609,0,0.21559391729198,0,0,0.0469600217187548,0,0,0,0,0,0,0,0,0,0,0,0,0.0336014979031078,0,0,0,0.395199910181585,0,0,0
X267.HK.EQUITY,0,0,0,0,0.185116187932772,0,0,0,0,0.30467632065085,0,0.237459184932011,0,0,0.0920002174661767,0,0,-0.112917047535957,0.076136456300699,0,0,0,0,-0.159341443870703,0,0,0.182351028857558,0,0,0,0,0,0,0,0,0,0,0,-0.209235526592702,0,0,0,0,0,0.0734110737144332,0,-0.0366607699516004,0,0,0,0.000337422845063017
macro_return_add,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741194883315685,0,0,-0.147518749955285,0,0,-0.0402145752727642,0,0.112462602938174,0.176685795858476,0.50535797106052,0,0,-0.0762301974656536,0,-0.145608827986357,0,0,0,0,0,0,-0.0824940737011191,-0.00762062041041467,-0.0294136934625569,0,0,0,-0.679125814535675,0,0.12678671541883,0,0,0.0527129064642948,0,0,0
