,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.288216522127646,0,0,0.297310438962199,0,0.0406310708431554,0,0.257088630090699,0,0.0460692294520296,0,0,0,0,0,0,-0.00805682264551303,0,0,0,0,0,0,-0.168968604285053,0,0,0,0,0,0,0,0,0,0,0.13648502031999,0.0530726501809185,0,0,-0.0730357640832808,0,0,0,-0.103754835817301,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.28879431976552,0,0.322203155310006,0,0,0,0.204055562670945,-0.0864266918473507,0,0,0,0,-0.265799436934705,0.0152303091003935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160910673823455,0,0,0,0,0,0,0,0,0,0.0962026460917622,0,0,0,0,0,0.0141356208764587
X600000.CH.EQUITY,0.194658668345711,-6.93889390390723e-18,0,0.0494578744938116,0,0.202884656151173,0.0393662668463414,0,0,0,0.0766715187862387,0,0,-0.0284466502685137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458000116079644,0,0.0791008268644678,0,0,0,0,0,0,0,0,0.250872362222306,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0.0990730615895983,0,0.187614845263808,0,0,0,0.239835338860584,-0.142252843534004,0,0,0.173945903663209,0.0757676136912541,0,0,0,0.0637513649218768,0,8.67361737988404e-19,-0.00635500394641004,0,0,0.166220625245843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782261626631786,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.137571602318192,0.111852933635647,0,0.0525410908448566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167437065632023,0,0,0.563206809628696,0,0,0,0,0,0.232607114652944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.142105387430423,0,0,0,0,0,0.0396763572578521,0.209426434134818,0,0.0156624319741364,0,0,0,0,0,0,0,0,0.252171326598834,3.46944695195361e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0341598605817968,0.0337024093991419,0,0,0,0,0,0,0.00140156030897507,0,0.0785344356196581,0.229948719808733,0,0,0,0,0
X600919.CH.EQUITY,0,0.126487413924373,0,0.0036000630100605,0,0.0638828525874451,0,0.103222601007763,0.0833038087831807,0,0.100098727308994,0,0.0316174817587596,0,0.0234419411462896,0.0936993330253914,0,0,0,0,0.118694742347618,0.068972110469519,0.0879145252243219,0.0393880217515044,0,0,0,0,0,0,0,0.105013070148657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.122110267247647,0,0,0,0.0374009462451853,0,0,0,0.518426153479239,0,0,0,-0.229021121883091,0,0.187158697566653,0,0.0790294212880433,-0.0353003712020666,0,0,0,0.00868927931743674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661215860985471,0,-0.0338969420326043,0,0,0,0,0,0,0,0.00986950709684524,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0.0824102507830189,0,0,0.132346104730759,0,0.210282355078895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183880104751291,0,0,0,0,0,0,0,0,0,0,0,0,0.0255854914560597,0,0,0.0345977098079641,0,0,0,0,0
X601166.CH.EQUITY,0.504588533152453,0,0,0,0,0.130373666582145,0,0.268477538201879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115800234530001,0,0,0.0134902794119408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454727847807024,-0.0188626037070054
X601169.CH.EQUITY,0,0,0.288224328388039,0.00238942619860939,0.0554437508169893,0,0,0,0,0,0,0,0,0.0500590534019232,0,0,0,0,0,0,0,0,0,0.262930360084622,0.237253280093007,0.0483312711150599,0,0,0,0,0,0,0,0,0,0,0,0,0.08730566687503,0,0,0.0760625208980311,0,0,0,0.0589959003504107,0,0,0,0.136705620425416,0
X601229.CH.EQUITY,0,0,0,0.357016921696644,0,0.148158691567181,0.0683160708935819,0,0.0474346674625524,0.0744503574983293,0.000399962343906593,0,0,0,0,0.0363495371082079,0,0,0,0,0.130570859340337,0,0,0,0,0,0,0,0,0,0,0,0.0446421098726104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621041339745425
X601288.CH.EQUITY,0,0,0,0,0,0.0121656951006528,0.239645769946354,0,0,0,0,0,0,0.19796448354145,0.203400733260585,-0.134105279664896,0,0,0.178749739961857,0.146846519756947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253175713462729,0,-0.0448013977016274,0,-0.0761111544101473,0,0,0,0,-0.0262444774450028,-0.0411171431995009,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0807156950498003,0,0,0,0,0,0,0,0.307052699553542,0.021425583954197,0.0285787355031441,0,0,0,0,0,0,0.178696315055784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285471386486327,0,0,0,0,0.0411519908869036,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,-0.000698136210503244,0,0,0,0,0,0,0,0.0248848579674582,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.529548246855884,0.0506286603924645,0,0,0.0203256208524739,0.247624652930602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832545910375913,0.0224367169545186,0,0.084208928930521,0,0,0,0,0,0
X601577.CH.EQUITY,0,0,0.241656009082985,0,0,0.0883302122354073,0.0246054973715363,0.172110838741351,0,0,0,0.120186578510305,0,0,-0.103096636166778,0,0,0,0,0,0.127823567704806,0,0.166749086873468,0,0,-0.0107515059071235,0,0,0,-0.0198462842197297,0,0,0,0,0,0,0.0378002514465777,0.00124617904622608,0,0,0,0.0378227183450279,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.0557656797142434,0,0,0,0,-0.053984919509612,0,0,0.0707987356281071,0.118900671165938,0,0,0,0,0,0,0,0.0765820188893593,0.319761987651212,0.142726455076649,0.00965833998562964,0.0842592947820346,0,0,0,0,0,0,0,0,0,0,0.00609816016709929,0,0,0,0,0,0,0,0,0,0,0.165021699192846,0,0,0,0,0
