,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0152732166417272,0.564754384398984,0,0,3.46944695195361e-18,0,0,0,0,0.144761900097712,-0.015820794020749,0.0914947083493124,0,0,0,0,0,0.0196282735969736,0,0,0,0,0,0.0536758045935829,0,0,0,0,0,0,0,-0.00912018402371275,0,0,0,0,0,0.101473433107217,0,0,0,0,0,0.0065622641973041,0,-0.0613763224945425,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0,0
X601939.CH.EQUITY,0.161598185281749,0,0,0.616081146320378,0,0.0155979680273211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.129537369859246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00818015938567936
X601288.CH.EQUITY,0.0484357513395673,0.0433341527013348,0.19465134776025,0,0,0,0,0,0,0.12330387248196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16819616882055,0,0,0.207779412251622,0.11650471867915,0,0,0.0106640637995306,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0596484381223723,0,0,0,0,0,0.312106918117735,0,0,0,0,0,0.0993190464029747,0,0.40676650597559,0,0,0,0,0,0,0,0,0,0,0,0,0.365806385992667,-3.46944695195361e-18,0,0,0,0.155513277939159,0,0,0,0,0,0,0,0,0,0,0,-0.276849650825736,-0.0939485593426914,-0.184028932967424,0.0202883274588907,0,0
X601988.CH.EQUITY,0.0184668806397553,0,0.0454836072045053,0,0.0385429540590851,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.609704489617118,0,0,0,0,0,0,0.111846305286675,0,0,0,0,0,0,0,0,0,0.0442311439354812,0,0,0,0,0.0631646509641883,0,0,0,0,0,0.0984146862820368,0
X600036.CH.EQUITY,0,0,0,0,-0.00391908234027773,0,0,0,0.0795252202822111,0,0,4.33680868994202e-19,0,0,0,0,-0.0122667858658989,0,0.0178972052108459,0,0,0,0,0,0.614397302215341,0,0,0.0859466429802584,0.124606293907398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718944660615849,0,0.0341592043546938,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.226341050249816,0,0,0,0,0,0,0,0.202474985578871,0,0,0,0,0.0631665484440493,0,0,0.0591637769339496,0,0,0,0,0,0,0,-0.0445846388966561,0.0828370647631515,0,0.300592710902581,0,0.200176958228412,0,0,0,0,0,0,0,0,0,0,-0.0808178437862991,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171228264551529,0,0,0,0.115787310373939,0,0,0,0,0,0,0.260401256885481,0,0,0,0,0,0,0,0,0.22819639818579,0,0,0,0,0.067002231434519,0,0,0,0.00601056033309923,0,-0.00595753470298533,0,0,0,0,0.202638368464907,0,0,0,0,0,0.0022837421972627,0,0,0,0.0288007389641586,0,0
