,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.257846845580531,0,0.247924825675021,0,0,0,0,0,0,0,0,0.284041812709639,0,0,0,0.0555704387444255,0,0,0,0,-0.138455327823727,0,0,0,0,-0.0622324070132668,0,0,0,0,0,0,0,0,0,0.00611172969934163,0,0,0.072099471334361,0,0,0,0,0,0,0,0.0711776413468291,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0,0
X601939.CH.EQUITY,0.610539750984578,0,0,0,0.024334111073812,0,0,0,0,0,0.137157674635687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350905466756158,0.00598032344940524,0,0,0,0,0.0434837375396588,0,0,0.259053540016498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321977998390363,0,0,0,0,0.405317251378784,0,0,0,0,0.074890414328469,0,0,0,0,0,0.128915654229737,0.0450750132205277,0,-0.07015430642126,0,0,0,0,0,-0.0147726408578276,-0.0060530309200213,0,0,0,0,0,0,0,0,-0.0832111970280696,0,0,0,0,0.169828348303904,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.194718580891829,0.0539999409619643,0.15817463510606,0,0.0890976906280738,0,-0.071363633008914,0,0,0,0.0277910045387586,0.165423408389037,0,0,0,0,0,0,0,0.486813650393233,0.0121772929372047,0,0,0,0,0,0,0,0,0.322987059127724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200705223951264,-0.00899105243045051,0,0,-0.0981822571601861
X601988.CH.EQUITY,0.16338833034855,0.144722079230496,0.231012243296487,0,0,0,0,0,0.110533033499744,0,0,0.0748625178025558,0,-0.125589268348927,0,0,0,0,0,0,0.0322921160980835,0,0,0,0,0,0,0,0,0,0,0,0,0.150311455681324,0,0,0.141630684919435,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0462593699247632,0,0,0,0,0,0.242719810026291,0,0,0,0.0929802083122642,0,0,0,0,0.33035415501293,0,0.180087335215018,-0.0411333429967482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.287114062504894,0.207555720565441,0,0,0,0,0,0.110765311378395,0,0,0,0,0,0,0,0,0,0,0,0,-0.198384535897963,0.101764987725284,0,0,0,0.0472745069484073,0,-1.73472347597681e-18,0,0,0,0,0.0385910266468528,0,0.0727398155075836,0,-0.26623443333426,0,0,0,0,0.0615612761506835,0.179396414152332,0,0,0,0,0,0,0,0,0.00186384645021807
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.111833290246671,-0.438491587981893,0,0,0,0,-0.049625579977524,0,0,0,0,0,0.770776687686324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616545796477581,0.196107007606907,0,0,0.133694409564889,0,0,0.219580076212221,-0.0905792682679765,0,-0.013435445754706,0,0
