,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0799895158599582,0,0.660216136779584,0,0,0,0,-0.0264484338114901,0,0,0,0,0,0,0,0,0.118454008202058,0,0,0,0.031277942542799,0.0117874580162003,0,0,0,0,0,0.0503816415996977,-0.017262423542769,0,0,0,0,0,0,0.0016538073877618,0,0,0,0,0,0,0.00345049145791404,0,0,0,0,0,0,0.0286750469140758
X601318.CH.EQUITY,0,0,0,0,0,0,0.0235547211194572,0,0.014355048477843,0,0,0,0,0.256869753909441,0,0,0,0,0,0.529386886853374,0,0,0,0,-0.062374710973281,0,0,0,0,0,0,0.0558768715981988,0,0,0,0,0,0.112398807827918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.351331372212118,0,-6.93889390390723e-18,0,0,0,0.14064064498453,0,0,0.0781108834408917,-0.106098291586084,0.100775225310041,0.196029524590416,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0522622165153143,0,0,0,0,0,0,0,0,0,0,0.177143990031574,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0,0
X601288.CH.EQUITY,0.161163124192459,0,0.00244331208731136,0,0,0,0,-0.0483059112891,0,0.0156557752159711,0,0,0,0.0210949332882928,0,0,0.621467959245924,0,0,0,0,0,0,0,0,0,0,0,0.0239755357944321,0,0,0,0,0,0,0,0.0688700015836735,0,0,0,0,0,0,0,0,0,0.0411549372345258,0,0,-0.0494116410523182,0,0
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.244383001287868,0,0,0,0,0,0,0,0,0,-0.0933398900497731,0,0,0,0,0.0632202120078621,0,0,0,0.0021408695186889,0,0,0,-0.0323655981628483,0,0,0,-0.117059176824327,0,0,-0.0716335685481467,0,0,0,0,0,0,0,0,-0.016414346159515,0,0,-0.0193778539296834,0.96644281610902,0,-0.0689096888758562,0.0182720332380002
X1299.HK.EQUITY,0,0,-0.152121206219783,0,-0.0745990968743554,0,0,0,0,0.25295245926598,0,0,0,0,0,0,0,0,0,0,-0.150263196637404,0,0,0,0.181842244876177,0,0.376588811747769,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0873627148937596,0.0866452856960559,0,0,0,0.0112330154895514,0.0632286967118734,0,0.134394055355432,0,0,0.0872471295439016,0,0,0,-0.02956634401818
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270491786401152,0,0,0,0,0,-0.121791140143517,0,0,0,0,0.1802179872138,0,0,0,0.0314997127651187,0,0,0.373477030475191,0.0450892302745967,-0.0784423887356199,0,0,0,-0.0894717567372863,0,0.10699481460417,0,0,0,0,0.195252200938807,0.0193874288531025,0.187452495223475,0,0,-6.93889390390723e-18,0,0.140619296606201,0,0
X388.HK.EQUITY,0,0,0,0.136818446289063,0,0,0,0.0584553608618185,0,0,0,0,0,0.0600607920062604,0,0,0,0,0,0,0.0653582968053973,0.121875386791577,0,0,0.0786168568950441,0,0,0,0,0,0.178964559970569,0,0,0,0,0,0.0702672434722603,0.102175993246503,0.185268782197959,0,-0.302929523947451,0,0,0,0.0342599473381679,0,0.254942878634495,0,0,0,0,0
