,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0657969624001282,0,0,0,0,0,0,-0.143788956565025,0,0,0,0,0,0,0,0,0,-0.145441819088126,0.646326798055027,0,0.76275240769518,0,0.0410206400744897,0,-0.107890266038424,0,0,-0.150222322669907,0,0.00698270070554021,0,0,0,-0.0167279513103928,0,-0.303803371376897,0,-0.0834499737649952,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.224913864964039,0.108972131405875,0,0,0.000476733216511727,0,0,0,0,0,0,0,0,0,0.262900280897258,0,0,0,0,0,0,0,0,0.127343179767172,0.0368723169312158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.817478222137456,0,0,0.0385199496334973,0,0,0,0,0,0.0292549815919596,0.0547506722241436,0,0,0.0462079666450634,0,0,-3.46944695195361e-18,0,0,0.00140673375831095,0,0,0,0,0,0.00586543467495449,0,0,0,0.0158850084567234,0,0,0.0332543121333765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911606899116633,0,0,0,-0.0695053724479263,0,0,0,0,0,0,0,0,0,0,0.115841854066293,0,0,0,0,0,0,0,-0.0156054695566393,0.0566348881438511,0,0,0,0,0,0,0,0,0,-0.0933448506558744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474424450668771,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.682705671255218,0,0,-6.93889390390723e-18,0,0,0,-0.113416163168003,0,-0.04460643705531,0,0,0,0,0.190704363573299,0,-0.238735603523215,0,0,0,0,0,0,0,-0.17415921115158,-0.164526089611474,0,0,0,0,0,0,0.198846737685499,0,0,0,0.111290787215993,0.451252772760551,0,0
X600036.CH.EQUITY,0,0,0.330142336530832,0.0177385018786044,0,0,0,0,0.0136887848665257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747134963270305,0,0.13092195298764,0,0,0,0.450626348205096,0,0,0,0,0,0,0,0,-0.0409715053274282,0,0,0.0801876504544499,0,0.0151743675992917,0,0,0,0.0349993082711805,0
X601628.CH.EQUITY,-0.041574256335347,0,0,0,0,0,0,0,0,-0.0191096882574763,0.0199401297324428,0.659161993900222,0,0,0,0,0,0,0,0,0,0,0.0724168825284264,0,0,0,0,0,0.131882596473896,0,-0.0835383959847062,0,0,0,0,0.337490379381711,0,0,-0.0810096667581725,0,0,0.269079738896136,0,0,-0.13753275674161,0,0,0,0,0,0.0812549813233147,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.327133997378684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2022740896132,0,0,0,0,0.0512645007055577,0,0.238602037097243,0,0,0.124800785834003,0,0,0,0,0,0,0,0,0,0.0100487396038136,0,0,0.498543391162336,0,0,0,0.0333362594563802,-0.086542193964052
X5.HK.EQUITY,0,0,0,0,0,0,-0.202446289611784,0,0,0,0.0468610555024932,0,0,0,0,0,0.347322289531494,0,0,0,0,0.305678989899154,0,0,0.335698353781507,0.0950654853558576,-4.33680868994202e-19,0,0.0991713132259588,0,0,0.0229442290897919,0,0,0,0,0,0.12590843417222,0,-0.172291107107407,0,0,0,0.0622360535667539,0,0,-0.151709002433712,0,0,0,0.181383028127143,0
X601658.CH.Equity,0,0,0,0.226405153506949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257358156654559,0.111805573174201,0,-0.174281835748339,0,0,0,0,-0.127482914866237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411211181048751,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.170465662758786,0,0,0,0,0,0,0,0.0964618640394769,0.000171859220217262,0.0620952902528816,-0.159642409256747,0,0,0.0571597508034091,0.000628154628679096,0,0,0,0,0,0.609559771529023,0,0,0,0,0,0,0,0,0.31104885363179,0,0,0,0,0,0,0,-0.230979776036534,0,0.0262461529835057,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.166677543555512,0,0,0,0.0220232675416949,0,0,0,0.0403106091375255,0.227708495090793,0,0,0,0,0,0,0,0,0,0,0,0.00749105700632968,2.16840434497101e-19,0,0,0,-0.0441255731024212,0.50297315987891,0,0,0,0,0,0,0,0.0307866033400953,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0224327120137721,0,0.31703377538225,0,0,0,0,0.0202499462432551,0,0,0,0.179263696377352,0,0,0,0,0.0665118848182374,0,0,0,0.0512630451906307,0,0,0,0,0,0,0,0,0,0.0220847871161346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537923305188326,0.25548649960218,0,0
X600000.CH.EQUITY,0,0,-1.38777878078145e-17,0.0469223860944361,0,0.0670811304273318,0,0.0375576833132025,0,0,0,0,0.384578130145924,0,0.16511652745059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104216528917381,0.0161455692097997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.108705164776139,0,0,0,0,0,0,0,0,0,0.0859880645332997,0,0,0,0,0,0,0,0,0.329879521454299,0,0,0,0,0,0,0,0.0130412435286104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144982980062108,0,0,0,0.048709205604128,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0363319840567802,0,0.00812895626299082,0.462581828763342,0,0,0,0,0,0,0,-0.0613898023873102,0,0,0,0,0.0318104457833554,0,0,0.242713795487043,0,0,0,0,-0.039967048186172,0,0.215579671656769,0,-0.00549162712134814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0952963227322861,0,0,0,0.018267071642717,0,0,0,0,0,0,0,0,0,0,0.205304705975709,0,0,0,0.034814198047793,0,0,0,0,0,0,0,0.0339637630036878,0.0325109144829777,0.118824118098063,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0551771734817072,0,0,0.0451587884161945,0.00201872606802243,0,0
X601319.CH.EQUITY,0,0,0,0.202980776763166,0,0,0.0823326219185601,0,0,0,0,0,0,0,0.0229742819144858,0,0.103575160020227,0,0,0.0628138916154158,1.73472347597681e-18,-0.0161093566731314,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0132382796998657,0,0,0,0,0,0,0,0.337529380469795,0,0,0,0.0197422496742858,0,0,0.144082969994218,0,0,-0.107139419164818,-0.0438570537984623
X000001.CH.EQUITY,0,0.0547834367997615,0,0,0.118498790187218,0.128785559673793,0,0,0.0444798497171392,0,0,0,0,0,0,0,0,0,0,0.121238626111964,0.0215381073245764,0,0,0,0,0,0,0,0,0,0,0,0.213737411739126,0,0,0.0835320186036996,0,0.0448763182370302,0,0,0,0,0,0,0,0,0,0,0,0,0.010235229522665,-0.0333989371042458
X601601.CH.EQUITY,0,0.750647440177489,0,0,0,0,0,0,0,0,0.013880138299527,0,0,0,0,0,0,0,0,0,0.0279667957821478,0.085621006170316,0,0,0.135642885556419,0,0,0,0,0,0,0,0,0,0,0.0415353632998128,0,0,0,0,0,-0.0843965900964593,0,0.130534112714227,0,0,0,0,0,0,-0.010778824400611,0.0775461203619921
X16.HK.EQUITY,0,0,0,0,0.0290354030471475,0,0,0.344845315910958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851611705215554,0,0,0.114450275249421,0,0,0,0.0381087766243138,0.100006260243926,0,0,0,0,0,0,0.158331555962347,0,0,0,0,0.221702237678216,0,0,0,0.00763708041789915,0,0,0,-0.092826952728437,0.091244362209747
X688.HK.EQUITY,0.22506503730093,0,0,0,0,0,0,0,0,0,0,0,0,0.123882416792899,0,0,0,0,0,0,0,0,0,0,0,0.108019433965691,0,0,0.0179452147472189,0.198911998344097,0,0,0,0,0,0,0,0,0,0,0,-0.0322529512439659,0.217672607928462,0.0934036246178181,0,0,0,0,0,0,0,-0.347552202633186
X600016.CH.EQUITY,0,0,0.0466842757105964,0,0,0,0,0,-0.137524418942898,0,0,0,0.147574131154694,0,0.153534372370263,0,0,0,0,0,0.0219004270087583,0,0,0,0,0.0596041230988356,0,0,0.142192904306008,0,0.16034770301968,0.125244044196933,0.0175233586529463,0,0,0,0,0,0,0,0,0,0,0,0,-0.300432397434739,0,0.0711540546761293,0,0,0,0
X601998.CH.EQUITY,0.261057738269104,0,0,0,0.0148730007706922,0,0,0,0,0,0,0,0,0,0,-0.000662651328435107,0,0,0.0273826699305235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150363771058277,0,0,0,0,0.0288288472105642,0,0,0,0,0,0.23919613685243,0,0.507845326365098,-0.105777590402804,0
