,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.532770741508955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213580871413125,0,0,0,0,0,0,0,0,0,0.401245903633126,0,0,0.12091467169347,0,0,0,0,0,-0.148135632652476,0,0,0,0,0,0,0,0,0,0,0,0.066808183539021,-0.102877595397053,0,0,-0.0242291333622351
X601939.CH.EQUITY,0.0809623801331543,0,0,0.351471529744593,0,0,0,0,0,0,0,0,0,0.172844969947166,-0.100769029628994,0,0,0,0,0,0,0,0,0,-0.0378842172141392,0.309859046927371,0,0,0,0,-0.0735278436295796,0,0,0,0,0,0,0,-0.0458842003591652,0,0,-0.0293691736163441,0,0,0,-0.0747602337543838,0,0.109367445831776,0,0.124951889238103,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,0,-0.0263669637838997
X601288.CH.EQUITY,0,0.654513199797816,0,0,0,0,0,0,0,0,0,0,0.102190478634508,0,0,0,0,0,0,0,0.148509083168645,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238618657747878,0,0,0.0268608307589274,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.148019294380314,0,0.362712805210545,0,0,0,0,0,0.253913302250613,0,0,0,0,0,0.220051694585506,0,0,0.0636168847679518,0,0,0,0,0,0.166436665292661,0,0,0.0799921099027202,0,0,0,0,0,0,0,0,0,0,-0.579980141708632,0,0,0.0489483330012144,0,0,0,0,0,0.0134072712895898,0,0,0,0
X600036.CH.EQUITY,0,0.176851075036832,0,0,0,0,0,0,0.0325406064218984,0,0,0,0.041411780347826,0,0,0,0,0,0.110947357545194,0,0,0,0,0.242916101252357,0,0,0,0,0,0,0,0,0,0.362948529587403,0,0,0,0,0,0,0.0763765639157556,0,0,0,0,0,0.0927855492358867,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.187047792477259,0,0,0,0,0,-0.161964442810603,0,0,0,0,0.109605959497654,0,0,0,0,0.10016537450109,0,0,0,0,0,0,0.112860758197695,0,0,0,-0.0790912335966538,0.0754189452688018,0,0,0,0,0,0,0.165571293497921,0,0,0,0,0,0,0.0368056715889587,0,0,0.110668746674707,0
X601658.CH.Equity,0,0.148323390676147,0,-6.93889390390723e-18,0.00986769103503045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388291323653868,0,0,0,0,0.0131921870086401,0,0,0,0,0,0,0,0,0,0,0,0.188606244686137,0,0.113027215095098,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
