,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0959789595151442,0,0.421793590538492,0,0.0461216205272527,0,0,0.236539590954772,0,5.55111512312578e-17,0.15184160739414,0,0,0,0,0,0.0143829234896365,0,0.0112469157998098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580962428766175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526516269184472,0,0,0,0,0,-0.111427461975268,0,0,0.0352382417653048,0,0,0.380741468562845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167701786096465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0729214338698851,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0
X601288.CH.EQUITY,0.359927945235553,0.0340673057375691,0,0,0.404544378293677,0,0,-0.0482679363744997,0,-0.010054980131265,0.0622774488130113,0,0,0,0,0.0941169377041866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023795582703509,0,0,0,0,0,0,0,0,0,0.0330469593732623,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0529752263316113,0,0.319538310191768,0,0,0,0,0,0,0.183366253961997,0,0,0.0833393805301682,0,0,0,0.202478087890014,0,0,0,0,0,0,0,0,-0.00830741948653024,0.041152118511403,0,0,0.0791261093702799,0,0,0,0,0,0,0,0,0,0,0.0644431475930357,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.206489100944117,0,0,0,0,0.464948223008374,0,0,0,0,0,0,0,0,0,0,0,0,0.107022328865071,0,0,0.0607245895051257,0,0,0,0.0613979004327686,0,0,0,0.0942419373200224,0,0,0,0,0,0.0456997043898225,0,0,0,0,0.0414958496957087,0,0.0766059701327911,0,-0.0308110730081365,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0349114854085437,0.0943139466921896,0,0,0,0,0.164032201658497,0,0,0.0716531283018046,3.46944695195361e-18,0.118575829256395,0,0,0,0,0,0,0.0529044876202845,0,0.139783723788051,0,0,0,0,0,0,0.0563434189724678,0,0,0,0,0,0,0.196960395358925,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411668781503264,0,-0.677544399567068,0,0,0,0,0,0.779132887557922,-0.758388814076089,0,0.522398634429501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107418116306818,0,0,0,0,0,0,0,0,0.564688365324967,0,-0.0436818089152616
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0
X601658.CH.Equity,0,0,0,0.343480201823899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394319563163358,0,0,0,0.327630456027452,0.625697792714711,0,0,0,0,0,0.0293963359958961,0,0,0,0,0,-0.107387950810647,0,0,0,0,0,0.124961669463641,0,0,-0.531747471372769,0,0
