,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.265756503429295,0.0561051360687992,0.00215443821001855,-0.0128195236235619,0,0.4608598775628,0,0,0,0.0545867215022651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903464019250142,0.0329673473814426,0,0,0,0,0,0,0,0,0,0,0.0856134649482309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.097546293606398,0.0703245539624661,0,0,0.172725604961677,0,0.165939675641142,0,0,0,0.0931141105561933,0,0.111043402655242,0,0,0,0,0,0.270062329513593,0,0,0,-0.0107410489030327,0,0,0,0.124186393717357,0,0.114792309269291,0,0.0196223519727738,0,0,0,0,0,0,0,0.0309875314512236,0,-0.150090094159804,0,0.0607847099501613,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457108483418952,0.13174850143536,0,0,0,0,0,0.244124697587248,0,0,0,0,0,0,0,0,0.0118164863957574,0,0,0,0,-0.142134681912842,0,0,0,0,0,0,0.15990770022014,0,0,0,0.118113403982948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11762106551439,0.162782077226064,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.246543736032232,0,0,0,0,-0.0827579183278267,0.208439504002411,0,0,0.145932753946933,0,0.000472910311613916,0,0,0,0,0,0,0,0,0.17447111868978,0,0.0555186318724656,0.0545444728087222,0,0,0,0,0,0,0,0.0193384947472014,0,0,0,0,0,0,0,0,0,0,0,0.370703132413371,-0.113937665973347,0
X601288.CH.EQUITY,0,0,0.0634162430838594,0,0,0.0237639629591648,0,0.477826244085744,0,0,-0.0554581795147709,0.069474238649647,0,0,0.0741947657053004,0,0,0,0,0,0,0,0.0709863709936128,0,0,0.00785160862881531,0,0,0.0927390017952298,0,0,0,0.0213602860239011,0,0,0,0,0,0,0,0,0,0,0,0.0268348594923202,0,0,0,0.109304795102103,0,0,0
X601628.CH.EQUITY,0.0783001461583596,0,0,0,0,0,0,0,0,0,0.0244960222695938,0,-0.0887821425394192,0,0,-0.233647105006354,0,0,0,0,-0.0128211523448184,0.178071923657149,0,0,0.114006681161429,0,-0.0797801770243452,0,0,0,0,0,0,0.0621842637185999,0.568104827320173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044442908688311
X1299.HK.EQUITY,0,0,-0.207143976315923,0,0,0,0,0,0,0,0.106524231445973,0,0,0,0,0,0,0,0,0.0197862635932909,0,0,0.112594588365086,0,0,0,0,0,0,0,0,0,0.171595357221768,0,0,0,0,0,0.0932195623568874,0.157446553307021,0.0651939239083868,0,0.296062757592801,0,0,0,0,0.298609011363467,0,0,0,0
X601988.CH.EQUITY,0.0404875512342762,0,0.0903212776355816,0,0.358112055419399,0,0,0,0,0,0,0,0.209616996281092,0,0,0,0.150773409656766,0,0.0179131855625802,0,0,0,0.00950724393467937,0,0,0.0265857186614258,0,0,0,0,0.125434993059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.10638695554659,0,0,0,0,0,0,0,0,0,0,0,-0.120757336885426,0,0,0,0,0,0,0.229028579298281,0,0.179613763923298,0.13061033575247,0,0,0,0,0,0,-0.0101679277484892,0,0.0782606071391733,0,0,0,0,0,0.217149617060683,0.0671101704980991,0,-0.0391626038579152,0.247172474287372,0,0.00725752303798178,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.107944760735714,0,0,0,0,0,0,0,0.0768382761169341,0.150626819844505,0,0,0.142564164664476,0,0,0,0,0,0,0,0.0104574454674434,0,0,0.195695423447763,0,0.33093053391342,0,0,0,0,-8.67361737988404e-19,0.00177965881262891,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138826782586747,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.150022519121248,0,0,0.450749322241416,0,0,0,0,0,0,0,-0.0540274104663313,0,0,0,0,-0.19283164060168,0,0.341256103554207,0.0344773584270959,0,0,0,0,0.115672624601086,0,0,0,0,-0.154249605853636,0,0,0,0,0,0,0.0445588839475917,-0.094890679032133,0.161298816393484,0,0,0,-0.15522696223464,0,0,0,0,0.123039012537217,0
