,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.147197180408765,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107174238762963,0.321459459222796,0.416759772142759,0.216119766161956,-0.231418087375961,0,0,-0.0502290501232111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444894327091245
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.799789174772624,0,0,0,0,0,0,0.00100343372326306,0,-0.0394121369889661,0,0,0,0.0419129819536773,0.121120002680643,0.0503423731434315,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0361487264587492,0,0,0,0,0,0,0,0,0.0453853002284376,0,0,0,0,0,0,0,0,0.00491792251699735,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961743660375268,0,-0.0497105721380992,0,0,0,0,0,0,0,0,0,0.006569288933491,0.0427748517729408,0,0,0,0,0,0,0,0,0,0,0,0,0.0299387022784147,0,0,0,0,0,0,0,0,0,0,0.036687511219886,0,0,-0.0987913138189714,0,0,0.0241488940105369,-0.00415584242229132,0,0,0,-0.094513089011967,-0.0453394343068664
X601628.CH.EQUITY,0.00216558155040002,0,0,0,0,0,0,0,0,0.239556247027376,0,0.16995705522352,0,0,0,0,0,0,0,0.0896589027773591,0,0,0,0,0,0,0,0,-0.132351459017161,0,0,0,0,0.0594716355377921,0,0,0,0.458262381697243,0,0,0,0,0,0,0,0.0988531604409367,0.292731995627068,0,0,0,0,0.0289468842964188
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,4.33680868994202e-19,-0.131434205332807,0.0759987918186902,0,0.0529074022074349,0,0,0,-0.0146328080323912,0,0,0,0,0,0,0,0,-0.0273645620503105,0,-0.0147414883890315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111566664260585,0,0,0,0,0,0,1.05412182762331,0,0.0235810113823388
X1299.HK.EQUITY,0,0.0483026220730315,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0124152015962376,0,0,0,0,0,0,0,0.375395810095603,-0.0486335439899814,0,0,0,0,0,0.00875442167018256,0,0.239801828998988,0,0.0620743644451411,0,0.00203469439938703,0,0,0,0,0,0.0845786308638707,0,0,0,0,0.141289787328421,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151740190308672,0,0,0,0,0,0,0,-0.055534721914404,0.505153008280832,0.163929943311225,0,0,0,0,0,0,0,0,-0.098173069160616,0,0.108728866176158,0,0,0,0.031055501250852,0.065696085535654,0,-0.141593392441592,0,0.0557939673731029,0,0.127336246866466,0
X388.HK.EQUITY,0,0,0,0,0.197593325006142,0,0,0.112692231135317,0.0746221247334353,0,0,0,0,0,0.0282373723320805,0,0,-0.19181971005104,0,0,0.0284964703895698,0,0.47403303773505,0,0,0,0.237793047530971,0,0,0.0410214894429743,0,0,0,0,-0.0411995320354593,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.235459307835358,0,0,0.105354771592953
X601658.CH.Equity,0,0.170938528655809,0.253399416690346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601608260607503,0,-0.118214791306847,0,-0.0504717955269914,0,0,0,0,0,0,0.0764788933607138,0,0,0,0,0,0,0,0,0,-0.119217088956464,0,0.755615370521141,0,0,0,-0.249326001949451,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0600288187010064,0,0,-0.109274593833684,-0.0263931410065863,0.0717741636271141,0,0,0.213540715793932,0,0,0.0209597243322869,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0647586429242785,0,0,0,0,0,0,0.146580613555201,0,0.146919891912538,0,0,0.192095535392208,0,0.0794439224522368,0,0,0.133914590681595,0,0,0.0561168362220284,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.00981048240187883,0,0,0,0,0,0,0.674128151893223,0,0,0,0.0276966631638261,0,0,0,-0.0301848573264861,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0237277178390739,0.129418264546479,0,0,0.0670332817837083,0,0.00700762350343285,0,0,0,0,0,0,0,-0.0100288956216594
X601166.CH.EQUITY,0,0,0,0,0,0.137720100934315,0.416815358996283,0.00371489268616498,0,0,0.0553250534199255,0,0,0,0,0,0.0468939754448283,0,0,0,0,0.0732196245580505,0,0,0,0,0,0,0,0,0,0,0.0217996801517928,0,0.0266588580360428,0,0,0.0286326382582583,0,0.0272954135769014,0,0,0,0,0,0,-0.0345900222043003,0,0,0.204932489189313,0,0
X601328.CH.EQUITY,0,0,6.93889390390723e-18,0.200682141939373,0,0,1.73472347597681e-18,0,0,0.0024057791089973,0,0.0169864732162031,0,0,0,0,0.103260095924734,0,0,0,0,0.214366714785971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246542841567618,0,0,0,0,0.050985205748223,0,0
