,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.337116028255079,0,0.0408850755298231,0,0,0.202459630253088,0,0,0,0.039787012402879,0,0,0,0,0,-0.0014754560619406,0,0,0,0,0,-0.0215792104863535,0,0.260333844123238,0,0,0,0,0,0,0,0,0,0,0.0556772804731956,0.12542204194326,0,0,0,0,0,0,0,0,0,0,-0.0404963702377467,0,0,0
X601318.CH.EQUITY,0,0,0.204230984917794,0.0372728070309417,0,0,0,0,0.0653748857304789,0,0,0,0.0422679341503189,0,0.121390673202495,0,0,0,0,0,0,0.0774258279512503,0,0,0,0,0,0,0.331434245707152,0,0,0,0,0.0313449256570773,0.0430392178205761,0,0,0,0,0,0,0,0,0,0.0702563104820731,0,0,0.0262517079619781,0,0,0.0409909655091369,0
X601939.CH.EQUITY,0.366966237637506,0.280590304040975,0,0,0,0,0.0249117244420035,0.405577250836408,0,0,0,0,0,0,0,0.0298113550387896,0,0,0,-0.0755097947132903,0,0,0,0,0,0,0,0,0.0666673123205916,0,4.33680868994202e-19,0,0,0,0,0,0.0293964720383806,0,0,0,-0.0708847382153097,0.0870881270703291,0,0,0,0,0,0,0,-0.0419121265600911,0.152024899861985,0
X600036.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0.177063369753657,0,0,0.047298223352538,-0.0958593575293105,0,-0.0793023988803663,0.135172119881981,0,0,0.12245494482464,0,0,0.171785464375791,0,0,0,0,0,0.423425064367401,0,0,0,0.0581976841332588,0,0,0,0,0,0,0,0,0,0,-0.0765098889711625,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0378107728138572,0,0,0,0,0.497234145068277,0,-0.0535205325773946,0,0.0212925171250802,0,0,0,0,0,0,0.0442695240429579,0,0,0,0,0.0726031497692219,0,0.125773092266828,0,0,0.11505783173256,0,0,0,0,0,0,0,0.0357274411759179,0,0,0,0,0,0,0,0,0,0,0.0159409756729097,0.0249651029947535,0.0418558096854635,0.032178860611769,0
X1299.HK.EQUITY,0,0,-0.0966416000518963,0,0,0,0,0,0,0.209035673049712,0,-0.0672912480699206,0,0,0,0,0,0,0,0,0,0,0,0.15295428569629,0,0,0,0,0,0,0.0305943391499909,0,0,0,0,0,0.128793980578431,0.0232244895981827,0,6.93889390390723e-18,0.199875308590053,0.208212746363097,0,0.00824784139427326,0,0,0,0,0.191240520609035,0,-0.0648852983233244,0
X601628.CH.EQUITY,0.0792571734029972,0,0,0,0,0,0,0,0,0,0,0,-0.0054864672062287,0,0,-0.183284944212623,0,0,0,0.252540446391453,0,0,-0.111745461820311,0,0,0,0,0,0,0,0,0,0,0,0,0.591360030377947,0,0.0437786639000807,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00473350351745849,-0.0495994871572867
X601988.CH.EQUITY,0,0,0.0749654345973804,0,0.440708033288686,0,0,0,-0.0924878800480033,0,0,0,0,0,0,0,0.279581999058859,0,0,0,0,0,0.0456195505030383,0,0,0.0832847268206612,0,0,0,0,0,0,0,0,0,0,0,0.00190799583265022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0754710297965624,0,0,0,0,0,0,-0.0529751393769396,0.159744526033326,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.122609660258275,0,0,0,0.260734100561157,0,0,0.0920253912094814,0,0,0.0333011807420067,0,0,0,0,0,-0.0480662194380837,0.175316197962903,0,0,0.226751930820822,0,0.267875245778973,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.186246420027893,0,0.29468340768926,0,0,0,0,0,-0.034614932950215,0,0,-0.0463099053565707,0,0,0,0,0.422930752111781,-0.117613849613101,0,0,0,0,0,0,0,0,0,0,0.0218824376782912,0,0,0,0,-0.133280505541482,0,0.125901674038625,0,0,0,0,0.0552195405699829,0,0,0,0.0725151595675323,0,0,0.138233627548766,0
