,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.239054722508049,0,0,0,0,0,-0.206477606463207,0,0,0,0,0,0,0,0,0,0,0,0.459741322766411,0.455526203362063,0,0,0.111307189400547,0,0,0,0,0,-0.0830387987311581,0,-0.180459948358641,0,0,0,-0.617181544700422,0,0,-0.0895763358641015,0,0.0320218493203317,0,0,0.0317377015393561,0,0,0,0.00784397322910866,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0567935230849272,0,0,0.103083526735003,0,0,0,0,0.0393208284702334,0,0,0.310621297945354,0.138734410381854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037168612524423,0,0,-0.0770370946428979,0,0,0,0,0,0,0.0748442464305771,0.450655269768036,0,0,0,0.0707560149779073
X601288.CH.EQUITY,0,0,0.244179952168841,0,0.388080902251004,0,0,0.0565476637729092,0,0,0.0278665457871566,0,0.130114998171143,0,0.011444595793987,-0.0259023601689443,0,0,0.0882439505119159,0,0,0.0518399219437878,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752049984070294,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0443801307255547,0.341486334131466,0,0,0,0,0,0.181968900166492,0,-2.77555756156289e-17,0,0,0,0.192859621507343,0.17657636291585,0,0.0325805687215296,0,0,0,0,0,0,0,0.0261278957101955,0,0,0,0,0,0,0,0,0,0,0,0,-0.50884883237544,0,-6.93889390390723e-18,0.0746632895113957,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00729763279637411,0.0911151038641714,0,0,0,0.0312653164492607,0.0622689273277523,0,0,0,0.105290163174146,0,0,0,0,0,0,0,0.127945281030456,0,0,0,0,0.00977535235964653,0,-1.0842021724855e-19,0,0,0,0,0,0,0.390258283702036,0,0,0,0,0,0,0,0,0,0,0,0.0782472780252174,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.299195912239618,0,0,0,0,-0.0757968178073738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754197577336403,0.207409388433471,0,0,0.148000426283457,0.0647108114692727,0,0,0,0.0056362518549298,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380698020817346,0,0,-0.0528167713218294,0.0409428998788073,0.0407748619158282,0,0,0,0,0.18639809035831,0,0,0,0,0,0.155861681038074,0.139915412532479,0,0,0,0.186369808507985,0,0,0,0.317113442231427,0,0,0,0,0.135418936594782,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405330122807408,0,0,0,0,-0.452891712988597,0.652317518215057,0,0,0.121505272977537,0.614410403046368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497957861860292,0,0,0,0,0,0.181871092393662,0,0
X601658.CH.Equity,0,0,0,0.0294794756421531,0.00542449133892453,0,0,0,0,0,0,0,0,0,0,0,0,0.254896998802059,0.120296654787387,0,-0.0850634982065773,0,8.67361737988404e-19,0,0,0,-0.0059620114526178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270122557228577,0,0,0,-0.0321663041619512,0,0,0,0,0,0
