,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.36586405694782,0,0.294251183861066,0.00377799227574739,0,0.18104813166082,0,0.126403292884191,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.114491390827646,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.104963925086861,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0212024795769316,0,0,0
X601939.CH.EQUITY,0.317525230699378,0,0,0,0,0,0,0,0.0583540105246761,0,0,0.0937098915016086,0.330579038377532,0,0,0,0,0.0931516338149016,0.08529150890161,0,0,0,0,0,0,0,-0.116873684669101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129895136224581,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.402944754452126,0,0,0,0.414332627339559,0,0,0,0,0,0.060682772865601,0,0,0,0,0,0.0746768972652273,0,0,0,0,0,0,0,0,0,0,0,0.0362124318136256,0,0,0,0,0,0,-0.0131988600757969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.255108972317186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194866401105032,0,0.192422521129629,0,0,0,0,0,0,0,0,0.00499262719933223,0.10001154204949,0,0,0,0.0183313766682045,0,0,0,0,0,0,0,0,0.133358030359148,0,0,0.0851123980261935,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374949426345819,0,0,0.0741591017442041,0,0,0.358040411700329,0,0.0312374181181769,0,0,0,0.623488514057753,0.124461032420665,-0.559166127478136,0,0,0,0,0,-0.0505687567527746,0,0,0,0,0,0,0,0.119119103240002,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.165368414006577
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.201228595723473,0,0.0444888843343895,0,0.287926522156798,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0246658907682289,0,0,0,2.77555756156289e-17,0.132052069573255,0,0,8.67361737988404e-19,0,0,0,0.150223854211662,0,0,-1.73472347597681e-18,0,0,0,0.0112508238242955,0,0,0,0,0,0,0,0,0.263791379677262,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0419855290637836,0.0173401939382286,0,0,0,0,0,0,0,0,0,0.140211833349294,0,0,0.166628827837012,0,0.0573564521399684,0,0,0,0,0,0.10087324115235,0,0,0,0,0,0,0.184488962023529,0,0,0,0,0,0.0105636781111373,0,0,0,0,0,0,0,0,0.17795329761674,0,0
X601628.CH.EQUITY,0.0440704939145209,0.0432863464416863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178911174751,0,0,0,0.218689319555449,0,0.157633581298815,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0772171011070312,0,-0.0216388757824315,0.158016542271439,0,0,0,0,0,0,0,0,0,0,0.0483121515566656,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394853663007231,0,-0.289093921783795,-0.254684593785537,0,0,0,0,0,0,0,0,0,0,0,0,0.185756432777577,0,0,0.432784020309496,0,0,0,0,0,0,0.435934918943222,0.00547387607306022,-6.93889390390723e-18,0,0,-0.213571842968197,0,0.431529126269091,0,0,0,-0.00140642456777053,0
