,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0448132969834002,0.10692681769791,0,0,0,0,0,-0.0509364627416556,0,0,0,0,0,0,0,0,0,0,-0.106346637117735,0,0.024771139526501,0.432015596125562,0,-0.27462712783919,0.431906713278199,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121469894691034
X601318.CH.EQUITY,0,0,0,0,0,0.213889752006467,0,0,0,-0.0715573613182283,0,0,0.0999485864407225,0,0,0,0.0844608424627943,0,0,0,0.0121696054913082,0,0,0,0,0,0,0,0,0.0150755253851347,0.153863310594044,0,0,0,0,0.2455191911507,0,0.0687151491733259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462934096953979
X601939.CH.EQUITY,0,0.00543379408133794,0,0.788940810519032,0,0,0,0.00152014563117943,0,0.0478559363661476,0.0790461081653099,0,0.0133094279100759,-0.0612572402318172,0.00201877969619652,0,0.0623383317647071,0,0,0,0,0,0,0,0.0399594580442753,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.124337371620899,0,0,0,0,0,0,0,0,0,0,0,0,0.0323988222276662,0
X601288.CH.EQUITY,0.0514811521998807,0,0.81252386263343,0,-0.0167104765664915,0,0,-0.0997046252745609,0,0.0538206464425471,0.17859776849442,0,0,0,0,0.045829077198471,0,0,0,0,0,0,0,0,0.0323734008979981,0,0,0,0,0,0,0.0948454182887919,0,0,0,8.67361737988404e-19,0,0,0,-0.109622709074474,-0.149887389896737,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0716579272231739,-0.0141804377435423
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.209999073690416,0,0.15883887512667,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989492206700713,0,0,0,0,0,0,0,0,0.014460755000845,0,0.279891077450123,0,0.444415985749234,0,0,0,0,0,0,0,0.0973304124320792,0,0,0,0,0,0.136213556482451
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871417450920793,-0.0455107289169926,0,0,0,-0.0202332211141701,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0175429711696312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125874376413286,1.00170772967218,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0309393199450528,0,0,0,0,0.220979617597513,0,0,0,0,0,0.00228836711569689,0,0,0,0,0,0,0.318344017669815,-0.00171322826756468,0,0,0,0.113414326900055,0,0,0,0,0.178505360647365,0,0,0,0,0,0.0848933936552402,0,0,0,0.0630073734568354,0,0,-0.0326962073169321,0,0,0,0.145134653777791,0,-0.0148338976988994
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0420331570181908,0,0,0,0,0,0,0,0,0,0,0,-0.111268619422908,0,0,0,0,0,0,0.0851749021787715,0.42012239681851,0,-0.0662175319514718,0,0,0,0,0,0,0,0,0.0408444673443052,0,0,0,0,0.10924254798753,0.05709493386591,0,0,0,0,-0.283610592152881,0.191872009134101,0.0316029729844989
X388.HK.EQUITY,0,0,0,0,0.195414656468323,0,0,0.0847411580561339,0,0,-0.0125706783556526,0,0,0,0,0.0882723318357547,-0.064977889700376,0,0,0,0.0306691194746372,0,0.317743868334099,0,0,0.229697096571548,0,0,0,0,0,-0.0543755928922919,0,0,0,0,0,0,0,0,-0.0133254706168092,0,0.183567130750204,0,0,0,0,0,-0.295289873688991,0,1.0842021724855e-19,0.209528598945063
