,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.46264410642381,0.0884302495660612,0.0923468421559511,0,0,0,0,0,0,0,0,0,0,0,0.0764626492066673,0,0,0,-0.0544017157267845,0.0565089437071481,0,0.106744889460713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698914026511482,0,0.0157259975964176,-6.93889390390723e-18,0,0.00831980594760419,0.0309581829952553,0.220938401771012,0.0175278805537682,-0.110303449115465,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00573846745441453,0.137678770314352,0,0,0.0350533641419609,0.0631578233386035,0,0,0,0,0,0.252178049032191,0,0.0865761805232671,0.179171319712777,0,0,0,0,0,0.0201712231411981,0,0,0.134701800658462,0,0,0,0,0.0400736502187569,0,0,0,0,0,0,0,0,0.194072622985655,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.233192848116695,0,0,0,0.176580484593665,0,0,0,0,0,-0.0186153318963958,0.119883291307312,0,0.0621803419769299,0,0,0,0.0662183192350603,0,0.0763870189277133,0,0,0,0,0.252555291237552,0,0.2144584306311,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519776242670274,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116354579973365,0,0,0,0.0628503803219977,0.164726896038703,0.111536255071707,0,0,0,0,0.17398347094084,0.117214226487143,0,0,0,0,0,0,0,0,0,0,0,0.290600916503387,0,0,0,0.00870095036559775,0,0,0,0,0,0,0,0,0,0,0.130523654365408,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.174068000661148,0,0.0433361331635932,0,0,0.0784173700630332,-0.0828578161955115,0.318839591416641,0.0106829862491895,0,0,0.0457295341158889,0,0,0,0.0738088286726047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169871200029809,0,0,0,0,0,0,-0.120833318820163
X601628.CH.EQUITY,0.0869680903910478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136445289717788,-0.0306279177411466,0,0,0,0.207399637187129,0,0,0,-0.0894350329884696,0,-0.0168880326474271,0,-3.46944695195361e-18,0,0.221161027759005,0,0,0.564274306495077,0,0,0,0,0,-0.0343854353122303,0.0664388660873823,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0315192879689669,0,0,0,0,-0.0781059747909306,0,0,0.0931999660745486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246800181823787,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0729129948011522,0,0.293148910848678,0.260279150593304,0.174348715462329,0,0,0,0,0,0,0.288194930246864,0,0.0873984406483675
X601988.CH.EQUITY,0,0.118034873139874,0.0494927722985054,0.289633794610368,0.18242020858078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286522957346281,0,0,0,0,0,0,0,0,0.138501779262832,0,0,0.128419387675327,-0.0442018649205941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208246009382657,0,0,0,-1.39633665031396e-05,0,0,0,0,0,0,0,0,0,0,0.0979817708248731,0.0108206807443581,0.101179399756472,0,0,0,0.0557308396274515,0.232634792893375,0,0,0,0,0,0,0,0,0,0,0.331322232938654,0,0,0,0,0.174198069245528,0,0,0,0.00241731771888946,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761372516803018,0.169973575705075,0,0,0,0,0,0,0,0.0960574899844123,0,0.00244261402112346,0,0,0.0600220855875765,0,0,0,0,0,0,0,0,0.183627370934313,0,0,0.367256273715552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229473069869527,0,0,0,-0.0553916048103264,0,0,0,0
