,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0406991009318956,0,0,0,-0.279749047029011,0.0444557319161574,0.0672340080338614,0,0,0,0,0,0,0,0,0,0.138910294082267,0,0,-0.110070089711335,0,0,-0.206074248845037,0,0,0,-0.335695904815844,0,0.138677412781152,0.808267143046453,0,0,-0.0236219852820312,-0.101911570815921,0.212846591258932,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.156252898891093,0,0.198463748797374,0,0.021147268327596,0,0,0.0124265771751707,0.0719531654400497,0,0,0,0,0,0,0.123169640418044,0.0777072977904316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126098067575858,0,0.215410838505506,0,0,0.0368573426186422,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601939.CH.EQUITY,0.252562804119413,0,0,0,0.149029094700123,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872027100062141,0,0,0,0,0,0,0,-0.102094374134291,0,0,0,0.0203598552888455,0,0,0,-0.232928266870913,-0.204655526730429,0,0.157003062644386,0,0.540459937459357,0.102609317775211,0,0,0,0,0,0.157653361193907,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.398903442309613,0.0654554340164418,0.605636079215595,0,0,0,0,0.534270654759639,-0.381196348442749,0.192379948933011,0,0,0,0,0,0,-0.10811265412137,0,0,0,-0.265216930023127,0,0,0,-0.445388364763718,0,0,0,0,0,0,0,0,0,0,0,0,0.154624087987125,0,0,0.182231744143114,0,0,-0.137354263518519
X5.HK.EQUITY,-0.0485297543000926,-0.134437709813169,0,0,0,0.0490928117977581,0,0.211436346528029,0,0,0,0,0,0,0.0107405021177806,0.214422031433911,0,0.0319462365854745,0,0,0.0681269673926103,0.648822059142437,0,-0.22743522148413,0,0.0977529054204702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108796071798168,0,0.100476452959724,0,0,0,0,0.0976628919872169,0,0,0,0
X601988.CH.EQUITY,-0.355545280863028,0,0,0,0.456538241689224,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.868368761195703,0,0,0,-0.209884416271833,-0.0360168262445282,0,0,-0.185610010010921,0,0,-0.62117306593019,0,0,0,0,0,0,0,0,0,0.243168331604761,0,0,0,0,3.46944695195361e-18,0.0842708313175409,0,0,0,0,0
X600036.CH.EQUITY,0,0.422848184450103,-0.0403569820718655,0,0,0.000117925641343817,0,0,-0.0443869716396619,0,0.545055500865292,0.148165889285575,0,0,0,0.148062970721063,0,0,0,0,0,-0.198930179364941,-0.0485873671886551,0.281963798391812,0,0,0.108718754725357,0,0,0,0,0,0,-0.227947116073262,0,0,0,0,0,0,0,0,0,-0.148051033160463,0,-0.06869281352571,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263305079833908,0,0,0,0,0,0,-0.08757928428919,0,0,0,0,0.0250600651339065,0,0,0,0,0,0,0,0,0.143922146467229,0,0,0.110932059004002,0,0,0,0.100408225086641,0,0,0,0,0,0,0.00881947809630872,0,-0.0987171416240473,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175652739703673,0,0,0,0,0,0,0,0.197098260949637,0,0,0,0.294633713524673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035667947782365,0,0,0,0,0.0221566539321207,0,0.181097015878982,0,0,0,0,0,0,0,0,0,0,0,-0.00971686008948665,0
X601166.CH.EQUITY,0.0321868501055415,0,0,0.261196714354375,0.0315320068876574,0,0,0,0,0,0,0.228752204819889,-0.0176472750496473,0,0,0,0,0,0,0,0,0,0.269581422016646,0,0,-6.93889390390723e-18,0,0,0,0.00764649986611236,0.0971001404031809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
