,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.00253872083065396,0,0.337314316197762,0.110492461994164,0,0.207655276032504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165034206843065,0,0,0,0,0,0.0158869180153891,0,0,0,0.0740017106118986,0,0,0,0,0,0.0457144944767895,0,0.0247957275406037,0,0,0,0,-0.0392314403422359,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571017031643401,0,0,0,0,0,0,0,0.16880012984945,0.0778073370572539,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0602153252745534,0,0,0,0,0,0,0,0,0,0.0729603706677594,0.0912902117488662,0,0,0,0,0,0,0,0,0,0,0.163198726905997,0.132734830942269,0.0586305793221033,0
X601288.CH.EQUITY,0,0,0,0.175696874256881,0,0,0.456237670713099,0,0,0.103337425588326,0,0,0,0,0,0,0.0586884524536484,0,0,0.0394488270471331,0,0,0,0.0351546696392577,0,0,0.0213758654733348,0,0,0,0,0.104091866519368,0,0,0,0,-0.0255504058976168,0,0.0730404994148658,0,0,0,0,0,0,0,0,0,0.0133780392622464,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0741100397798044,0,0.302704991858608,0,0,0.157462356383729,0,0,0,0,0,0,0.22650064470857,-0.173168607091019,0,0,0,0,0,0,0,-0.0323088435828409,0,0.0671110319920905,0,0,0,0,0,0,0,0,0.161809899114051,0.0275583892355548,0,0,0,0,0.0955342514855416,0,0.0224012310854153,0,0,-0.00291322610376721
X601988.CH.EQUITY,0,0,0,0,0.368174862873543,0,0,0.00499255483459546,0,0,0,0.0210912259791363,0,0,0,0,0,0,0.2450737484724,-0.0236412883614523,0,0,0,0.196621963986121,0,0,0,0,0,0,0,-0.262305985092151,0,0.0536652983066793,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.17250791413393,0,0.142180030932534,0,0,0,0,0,0,-0.142109694456072,0.0694184526781611,0,0,0,0,0,0,0,0,0,0,0,0,0.10277400697519,0,0,0.155151216118287,0,0,0,0,0,0,0,0,0,0.281331517290231,0,0,0,0,0,0,0.0277644784665701,0,0,0,0,0,0,-0.0681898491146464
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684,0
