,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0158691866017033,0,0.238750970086879,0,0,0,0,0,0,0,0,-0.132938925375922,-0.113659232766048,0,0,0,-0.164958834300552,0,-0.178026521176216,0,0,-0.222166697509705,0.0296973682779388,0,0,0,0,0.750980464684263,0,0,0.227690891518282,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454,0,0
X601939.CH.EQUITY,0.12960113355014,0,0,0,0,0,0,0,0,0.26683994671264,0,0,0,0,0,0,0,0.115346801654146,0,0,0,0,0,0,0,0,0,0,0.0142405361133731,0.112194208432047,0,0,-0.215778280195054,0,-0.210864059182079,0,0,0.499330755062617,0.145525369951822,0,0,0,0,0.124169005652723,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.071986615272145,0,0,-0.554857970494299,0.333036019987486,0,0.547776803638568,0,0,0,0.216352894899859,0.413955132242758,-0.205111595652437,0,0,0,0,0,0,0,-0.247360894261167,0,0,0,0,0,0,0,0,-0.607465561426313,0,0,0,-0.278475024956688,0,0,0,0.125818855454028,0,0,0,0,0.36989566978946,0,0,0,-0.185686386943426
X5.HK.EQUITY,-0.0762041174315264,-0.0241134454369757,0,0,0,0,0,0,0,0,0,0,0,0,0.461250651420331,0,0,0,0.448939188515811,0,0,0,0,0.0649028856921228,0.0124176444756636,0,0,0,-0.129130599388642,0,-0.135972434670141,0,0,0,0,0.128557075478819,0,0,0,0,-0.100247178319856,0,0.180541278000619,0,0,0,0,0,-0.127021957184799,0,0
X601988.CH.EQUITY,-0.262431384189731,0,0,0,0.348463604236177,0,0,0,0,0,0,0,0,0,0,0,0,0.188892653732053,0,0,0.638251160071585,0,0,0,-0.0193700842778345,0,0.0063540411653131,0,0,-0.485586119445283,0,0,0,0,0,0,0,0,0,0,0.0778873668794612,0,0,0.0803635953822723,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0472044593338059,0.411991975089514,-0.064625117746824,0,-0.0375176474403925,0,0,0,-0.00741811902599488,0.51411495056894,0,0.0765312408398243,0,0,0,0,0,0,0,0,0,-0.0615918989144125,0,0,0.218941171853487,0,0,0.0800096325394069,0,0,0.0806640258377088,0,-0.362939228396535,0,0,0,0,0,0,0,0,0.20883377988525,0.129171964401795,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0793036662761227,0,0,0.172342257267134,0.0041738345465168,0,0,0,0,0,-0.0160350474350591,0.0172550615971881,0,0,0.11382246700469,0,0,0,0,0,0,0,0,0,0.187129267139867,0,0,0,0,0,0.148236372990347,0,0,0,0,0,0,-0.0185081500734687,0,0,0,0,0.0105933305995629,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.1577752609981,0.0627825521814796,0.117510930603824,0,0,0,0,0,0,0.00822098753510963,0,0.364138038740642,0,0,0,0,0,-0.00697393798787421,0,0.0181695880328215,0.0959326521343036,0,0,0,0,0,0,0,0.0297669908660893,-0.0481295160933735,0,0,0,0,0.114177526828663,0.205974935836096,0,0,0,0,0,0.0441290163364184,0.0514842300015776,0,-0.222567532128622,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624528036737619,0,0,0,0,0,0,0,0,0.0175083350226885,0,0.0216764300875963,0,0,0,0,0,0,0.146921712805171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179245862291815,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0177710651285429,0,0.0653632993434412,0.289261022967012,0,0,0.0599048358623189,0,0.0234640753894823,0,0,0.28245142301569,0,0,0.0545390895364943,0,0,0,0,0,0,0,0,0,0.028671500764443,0,0,0,0.183759144343775,0,0.113063738069596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.550596055175675,0,0,0,0,0,0,-0.0418084976778312,0,0,0,0,0,0,0,0,0,0,0,0.250348575789439,0,0,0.0993045622161767,0,0.0429411371060496,0,0,0,0,0,-0.00767942271775506,0,0,-0.00684053777977504,0,0,-0.285055443655334,0,0,0,0,0,-0.111150748044208,0,0
X601601.CH.EQUITY,0,0.274923939531792,0,0,-0.00252665833543662,-0.146296466769368,0,0,0.445416424975881,0,0,0,0,0,0.058839090075844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393813687798461,0,0,0,0,0,0,0,0,0,0,0,0,0.0126372891274949,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,-0.107753042887668,0,0,0,0,0,0,0,0,0.313376152647498,0,0,0,0,0,-0.0933626941812935,0,0,0,0,0.0735092644213025,0,0,0,0,0,0,0.00516491098105819,-0.0816893058580942,0,0,0,0.377235649969959,0,0,0,0,0,0.166563158408723,0,0,0,0,0,-0.04706637481231,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0455677202859994,0,0,0,0,0,0,0,0.135959572745048,0,0,0,0,0,0,0,0.264274494849787,0,0,0,-0.227783382635542,0,0.432441338216639,0,0,-0.165802695708279,0.124506508278238,0,0,0,0,0,0,0,0.0476036340030498,0,0,0,0.395490606999983,0,3.46944695195361e-18,0,0.0622320335377561,0,0,0.104703630146608,0
