,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.215070172885392,0,0.108954085361244,0,0.0157448525818475,0,-0.0518060864324215,0,0,0,0.390260674159858,0.0434302170306154,0,0,-0.127185842096911,0,0,0,0,0,0,0,0,0,0,0,0,0.0706325069299501,0.0265075869434078,0,0,0,0,0,0.162187482106039,0,-0.0848799007293511,0,0,0,0,0.076278677344949,0,0,0,0.0772484048430949,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110960844510023,0,0,0,0.0013044402949525,-0.153343410553274,0,0.0898143716489741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220085139302881,0,0,0,0,0,-0.24187642002669,0,0.438368376167718,0.0364142667233035,0.120239732349907,0,0,0,0,0,0.177310170922124,0,0
X601939.CH.EQUITY,0.202593883553591,-0.0177041883602041,0,0.351026616150559,0,0.0569105067804296,0,-0.0700931746893638,0,0,0,0,0,0,0.129389904771478,0,0,0,0,0,-0.0249584307970589,0.0233388040839271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419474781428225,0,0,0,0.417485962393429,0,0,0,0.0402230042654259,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376196229132679,0,0.159645054483125,0,0,0.186950728199299,0,0,0.085004804260529,0,0,0,0,0,0,-0.0696296246827613,0.057130258035659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000572889349573987,0,0,0,0,0,0.125532870904971,0,0,0,0,0,0,0,0,0.217298992084199,0,0,0
X5.HK.EQUITY,0,-0.132453174267415,0,0.29306003754885,0,0,0,-0.216828592562869,0,0,0,0,0.156515319600582,0,0,0,0,0,0,0.551484350413238,0,0,0,0,0.283807557118346,0,0,-0.034678906757709,0,0,0,0,0,0,0.020516131316003,0,0,0,0,0.0299484418602808,0,0,0,0,0,0,0.206500434313801,0,-0.0966312766330595,-4.33680868994202e-19,0,0
X601988.CH.EQUITY,0.223814502334301,0,0.0205908296106305,0.0707645847651482,0,0,0,0,0.0770584385710242,0,0.0426962303085219,0.182085967263119,0,-0.404614638631873,0,0,0,0,0,0,0,0,0.0149485218249725,0.414542920221119,0,0,0,0.073088879042021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308409840927989,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0067386260756545,0,0,0,0,0,0.105596797383744,0,0,0,0,0,0,0.276546653418338,0.182368742577695,0,0,0,0.0767651708524324,0,0,0,0,0,0,0.00428646243564951,0,0,0,0,0,-0.00263149425432845,0.117916201586205,0,0,0,0,3.46944695195361e-18,0,0,0,0.0740728737622662,0,0,0,0,0.128940578818504,0,0,0.0177395985106255,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0371252395852503,0,0,0,0,0.208940840769891,0,0,0,-0.158633368226056,0,0,0.30774509954438,0,0.244237637660281,0,0,0.0510817553835376,0,0,0,0,0.108450164941434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103483431875504,0,0,0,0,0
X601628.CH.EQUITY,0.208073020606882,0.261362735052992,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.053173315942496,0,0,0.032130215541788,0,0,0,0,0,0,0,0,0.083796899194039,0.0116506971645234,0,0,0,0.00903849109827973,0,0,-0.390368871474639,0,0,0,0,-3.46944695195361e-18,0,0.170173198990086,0,0,-0.00500279590926083,0.277897873519142,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.0454936865286796,0,0,0,0,0,0,0,0,0,0,-0.00734773044324119,0,0,0.0209101817571521,0,0,0,-0.0394706985779661,0,0,0,0,0,0,-8.67361737988404e-19,-0.0436205574523962,0,-0.0671199180222516,0,0,0,0,0,0,0,0,0,0.0397655259023539,0,0,0,0,0,0,-0.0177015413374393,0,-0.0172734192159024
X601166.CH.EQUITY,0,0,0.099100970083991,0,0,0,0.50344566168316,0,0,0,0,0,0,0,0,0.116096790654873,0,0,0,0,0,0,0,0,0,0,0,0,0.0301583938701407,0,0,0,0,0,0,0,0,0,0.0504509697652371,0,0.0387436276688251,0,0,0.00884563671152066,0.169404606053489,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0345466689245512,0,0,0.0457128933685378,0,0,0,0,0,0,0.277963988370345,0,0,0,0,0,0,0,0,0.173912710482392,-0.111381050249464,0.126216976596725,0.155943502579815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452317182028948,0,0.157417422964367,0,0,0,0,0,0,0,-0.036642626260545
