,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.531490973159552,0,0,0,0.144721982876741,0,0,0.0643551820302197,0.0216127333324726,0,0,0,0.181626554500029,0,0.0318274461573303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234460250184396,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0775648798972191,0.314336261944024,0,0,0,0,0,0,0.0244694583896037,0.251463897844838,0,0,0.0855399609391017,0,0.0654886830623538,0,0,0,0.0984066866292679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445471018010313,0.00404222618269887,0,0,0,0,0,0,0.00280233446603725,0,0,0
X601939.CH.EQUITY,0,0,0,0.62982877132187,0,0.0652134318344965,0.0161908511476044,0,0,0.230573990549227,0,0,0,0,0,0,0,0,0,0,0,0.0524601432961612,0,0,0,0,0,0.0497974358290177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.127334048845946,0.131221487416975,0,0.293492367938326,0,0,0.0384516197541885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237707415244001,0,0,0,0,0,0.136118511928413,0,0.0202599067024833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.157771883645665,0,0.228786082750198,0,0,0.239196331330789,0,0.0153207821355999,0,0,0,0,0,0,0.0173761306223789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210672705674122,0,0,0,0,0,0,0,0,0,0,0.128818126028072,0,0
X601988.CH.EQUITY,0,0,0,0,0.286215250063514,0,0,0,0.152165179645051,0,0,0,0,0,0,0,0,0.0325679451976652,0,0,0,0,0,0,0.107185305014146,0,0,0,0,0,0,-0.180844167915178,0,0.0291723788358567,0,0,0,0,0,0,0.134122039747911,0,0,0,0,0,0,0,0,0.145753328613637,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111323853171545,0,-0.136383735694291,0,0,0,0,0.586301490073548,-0.0228826839335671,0,0.0717066431576051,0,0,0.181961749814734,0.0048736001921755,-0.0175540283340679,0,0,0,0,-0.000405357506235961,0,0,0.092551686107992,0,0,0.190878836265535,0,0,-0.0264475326962185,0,0.117850391140826,0,0
X1299.HK.EQUITY,-0.00857459998223917,0,0,0,0.191141700288763,0,0,0,0,0,0,0,0,0,0,0,0,0.145106108294818,0,0,0,0.0805707063969243,0,0,0,0.0372871120921532,0,0,0.0509428935681433,0,0.0961066842437568,0,0,0,0,0,0,0.448549752424557,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0305505226740882,0,0,0,0,0,0,0,0.134092859023097,0,0,0,0,0.403100493385436,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0668068466438095,0.17952950764137,0,0,0,0,0.186556162398149,0,0.0489189767279893,0.073034618060177,0,0,0,0,0,0
X601328.CH.EQUITY,0.37463172541115,0,0.144506296560665,0,0,0,0,0,0,0,0,0,0.43553684283544,0,0,0,0,0.0408584523474713,0,0,0.119224474784001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532110388376797,0,0,0,0,0,0.111548525571948,0,0,0,0,0.0156780434498459,0,0
X601166.CH.EQUITY,0.147285575745419,0,0,0.25180559533808,0,0,0.111535138050833,0,0,0,0,-0.024742353080316,0.221902529875705,0,0,0,0,0,0,0.0347886410978034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595752313818527,0,0,0,0,0,0.0596475033764219,0,0,0,0,0,0,0,0,0.0651084585727661,0
X601319.CH.EQUITY,0,0,0,0,-0.0822000222975161,0,2.71050543121376e-20,0,-6.93889390390723e-18,0.0509461830689696,0,0,0,0,0,0.0176634219003915,0,0,0.25172771176452,0,0,0.0585707808299419,0,0,0,0,0,0,0,0,0,-0.0331918896306782,0.228370415076137,0,0,0,0.0931291965247168,0,-0.22909437380805,0,0,0,0.358946382211404,0,0,0,0.114955347852849,0,0.0427332270082962,0,0
X600000.CH.EQUITY,0,0,0.125274098671729,0,0.063130258061788,0,-1.38777878078145e-17,0,0,0,0.446630160223699,0,0,0,0,0,0,0,0.202777386603346,0,0,0,0,0,0,0,0.182622436159477,0.108494285169514,0.00860116314393741,0,0,0,0,0,0,0,0,0,-0.121678051167377,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0794476065026958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261074031562023,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.105978908330028,0,0.0360800289301343,0,0,0.228191296670948,0.200709630845244,0,0,0.186093794734879,0,0,0.616667545907197,0,0,0,0,0,0,0,0.02927398169691,0,0,-0.0695863012456377,0,0
X11.HK.EQUITY,0,0,-8.67361737988404e-19,0,0.139349350289882,0.140853019037264,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0477925072066495,0,0,0,0,0,0.504163966870103,0,0,0,0,0,0,0,0.0697778597373402,0,0,0.140725953227462,0,0,0.222195051937873,0,0,0,0,0
