,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.114865133323236,0,0.400634162397871,0,0,0.0165685489515373,0,0.219337732732093,0.0119267107357163,0,0.143886137603197,0,0,0,0,0,0.0747947669975616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640933326213428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476133920108902,0,0,0,0.066527312786789,0,0,-0.116188649316507,0,0.0431073696693851,0,0,0.392942229007754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309382974617631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637360722252635,0,0
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0,0,0
X601288.CH.EQUITY,0.412725488921177,0,0,0,0.3995772183794,0,0,0,0,0,0.0656890834973566,0,0,0,0,0.0690595965459677,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0336843641827897,0,0,-0.0149542874794174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0474062396580747,0,0.321932063797526,0,0,0,0,0,0,0.202928888406492,0.0737433431937377,0,0.100791521146295,0,0,0,0.165604175250529,0,0,0,0,0,0,-0.0259876455373515,0,0,0.0466001200182321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789117778172952,0,0,0,0,0,0,0.0181055441009373,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.228647822607288,0,0,0,0,0,0.105077579295723,0,0,0,0,0.24987070961231,0,0,0,0,-0.0829841638413464,0.221154395889639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285050024136911,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0969410536343391
X600036.CH.EQUITY,0,0,0.00607728330604459,0,0,0.0318056177065895,0,0.00472863528222227,0,0,0,0.397437549219317,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0325114881643152,0,0,0,0,0.118591463322798,0,0,0,0,0,0,0,0,0.0988086170409851,0,0.00816669430071574,0,0,0.0581518608722903,0,0,0,0,0,0,0,0.262603554072909,0,0
X1299.HK.EQUITY,0.0522051205623079,0,0,0,0,0,0.0563763249265999,0,0.0128512510232683,0,0,0,0,0,0.242256518850642,0.178690204824341,0,0,0,0,0.173624021022256,0,0.0759577621536005,0,0,0.127580530971628,0,0,0,0,0,0,0,0,0.0640389221084368,0,0,0,0,0,0.0429462441787692,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0684939372187121,0,0,0,0,0,0.104593549224136,0,0,0,0.201124332788944,0,0.355144425914894,0,0,0,0,0.0653782016308964,0,0,0,0,0,0,0.0183720538666255,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0410942804836243,0
X601658.CH.Equity,0,0,0,0.225822785325621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.342467057146393,0.619594649908361,0,0,0,0,0,0,0,0,0,0,0,-0.0185277071306432,0,0,0,0,0,0.215824865486658,0,-0.562140300047692,0,0,0
