,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.634444716054629,0,0,0.0231889644322383,0,0,0,0,0,0,0,0.0809413462013391,0,0,0,0,0,0.141173704383273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0106095157102544,0,0,0.116440851291288,0,0,0,0.0231505408420495,0,-0.0404009168971245,-0.0379394812823905,0,0,-0.023447875060305,0,-0.00178859667958954
X601939.CH.EQUITY,0.171908910412756,0,-6.93889390390723e-18,0.218191155903234,0,0.414265464108822,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.103707054944266,0,0,0,0,0,0.0695647680437661,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323469800010368,6.93889390390723e-18,0,0,-0.0397244553297628,0.0300935651534189,0,0,0,0.131381156071326,0,0,0,0,0,0,0,0,0.0698412585968195,0,0,0,0,0,0.0180297055841329,0.242080972475932,0,0.0746820645278767,0,0.0836205239061094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058442654794996,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.10292010900268,0.120522028793763,0,0,0.225351678497684,0,0,0,0,0.385986073471902,0,0,0,-0.187327199166426,0,0,0,0,0,0,0,0,0,0,0.0684254339433535,0,0,0,0.00596732172464629,0,-0.122582069127217,0.0299547048122763,0,0,0,0,0,0,0,-0.564685747883367,0,0,0,0,0,-0.286547583080081
X601988.CH.EQUITY,0.0510258540111944,0.00441613475002301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686310192635417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779550311775407,0,0,0,0,0,0,0,0,0,0.135186046150408,0.0807828549650988,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525132189994031,0,0,0.278790065495236,0,0,0,0.0856046410276679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169386408821879,0,0,0,0,0,0,0,0,0.112796153072832,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135483835087843,0.0673057367128652,0,0,0,0,0,0,0,0,0,0,0,0.029580344445238,0.00342782179346742,0,0,0,0,0,0,0,0,0.0702679136761641,0,0,0,0,0,0,0,0,0,0,0.319929288522297,0,0,-1.38777878078145e-17,0,0,0.20994657697935,0.0698294778540317,-0.027153016140657,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162249397790184,-3.46944695195361e-18,0,0,0,0,0,0.170599245093116,0,0,0.0379750110906265,0.147447164419365,0,0,0,0,0,0,0,0,0,0.251184884331656,0,0,0,0,0.0313511151127057,0,0,0,0,0,-0.00875563453753099,0.0403784556169062,0,0,0.000780185070257533,0,0.25248175793708,0.068564007258718,0,0.039612214510353,0,0,0,0,0,0,0,0,0
