,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.221901828848781,0,0,0,0,0.384147334008799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265334648816895,0,0,0,0,0.0179384138766638,0,0,0.0897733847957793,0,0.065937518330582,0,0,0,0,0,0,0,0,0.0131864240971281,-0.00786777169965137,0,0,0,-0.0983804103103667,0,0,0
X601318.CH.EQUITY,0,0,0.0284425933179624,0,0,0,0,0,0.207514160550213,0,-1.73472347597681e-18,0,0.19336746127981,0,0.098003801750312,0,0.0830751528715677,0,0,0,0,0.135173764123249,0,0,0,0,0,0.174151183305468,0,0.181514782109352,-0.0307061580733827,0.0561192761513369,0,0,0,0,0,0,0.0457239154662327,0,0,0,0,0,0,-0.118843172480122,0.0493921057685517,0.0765448061811559,0,0,0,0
X601939.CH.EQUITY,0.510321013882795,0.0755626476852259,0,0.0847067645117375,0,0,0,0,0.13443559423686,0,0.156072013687308,0,0,0,0,0,0,0.0955087767957848,0.0571497168548623,0,0,0,0,0,0,0.00991517320420625,0,0.146170980885342,0,0,0,0,0.147522685394016,0,0,0,0,0,0,0,0,-0.123979455404175,0,0,0,0,0,0,0,0,0.101390427545348,0
X600036.CH.EQUITY,-0.0311787498778135,0,0,0,0.21621127172631,0,0,0,0,-0.171011145818877,0.0497434585582667,-0.00437924539243529,0.0850791958912824,0,0,0.16109899058135,0,0,0.150617479984741,0,0,0,0,0,0,0.412202625111874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308460694311872,0,0,0,0,0,0,0,0,0,0,0,-0.0566964500427734,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0950492602242705,0,0.183236785096895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192323779225496,0,0,0,0,0,0,0,0,0.126427784973253,0,0.00938665423620541,0,0,0,0.081754448911605,0,0,0.122211426852816,0,0,0.150865119197889,0,0,0,0.208067437169209,0,-0.135378817722333,0
X601288.CH.EQUITY,0,0,0.102612228994356,0,0,0,0,0.536460481607626,0,-0.0671817131296482,0,0.0237906771382324,0,0,0,0,0,0,0.00859617682995116,0,0,0,0,0.137465401690493,0.0606830488149291,0,0,0.135234523522933,0,0,0,0,0.0174996314811829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156001416487523,0,0.00309801991352136,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991158302556529,0,0,0,0,0,0,0,0,-0.152095130609734,0,0,0,0,0,0,0,0,0,0,0,0,0.429662722282299,0,0,0,0,0.0718174736686167,0,0,0,0,0,0,0,0,0,0,-0.0169360557811355
X601988.CH.EQUITY,0.0702416833204192,0,0,0,0,0.510071000246592,0,0,0,0,-0.0342429193208092,0.0192585194728076,-0.0522434891787265,0,0,0,0,0.211466103708038,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.159587871000332,0,0,0,0,0,0,0,0,0.0771335270355273,0.0964147093890974,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.187651921802911,0.0863740947807461,0,0,0,0,0,0,-0.0900421973630963,0.032874179984835,0,0,0,0,0,0,0,0,0,0,0,0,0.297508704618841,0,0,0.126863161485966,0,0,0,0,0,0.0293097949702719,0,0,0,0,0,0.193598236536331,0.0983439408022505,0,0,0,0,0,0,0,0.12284348075489,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0784975955532839,0,0,-0.100038997840338,0,-0.085273386450017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194401733273411,0,0,0.105443950645647,0,0,0,0,0,0,0.446802876831663,0.0694174458024981,0,0,0,0,0.115814950787565,0,0.120138522239537,0
